GEN | [edit_personal_details] | Orig: went somewhere else, need to change details -> Aug: decided to switch to another option and update my personal information
GEN | [transfer_fee_charged] | Orig: I have used this account overseas recently. Has there been an increase in fees that I am unaware of? -> Aug: I've been making international transactions from this account lately. Are there any new or changed fees I should be aware of?
GEN | [reverted_card_payment?] | Orig: Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card? -> Aug: Why have my recent online transactions been declined, and my payment kept reverting back to my account, despite my card being active and in good standing?
GEN | [exchange_charge] | Orig: If someone in a different country sends me money, do I have to pay a fee? -> Aug: If I receive a payment from someone in a foreign country, will I be charged a fee?
GEN | [top_up_by_card_charge] | Orig: should i add money via bank transfer instead -> Aug: can I recharge my account using a card charge instead?
GEN | [top_up_by_card_charge] | Orig: Are their fee's for top ups? -> Aug: Are there any charges associated with making a top-up payment using my card?
GEN | [edit_personal_details] | Orig: I need to change my data. -> Aug: I'd like to update my personal information.
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I receive all the money sent to my account by SEPA transfer? -> Aug: Will I get the full amount credited to my account when I top up by bank transfer charge?
GEN | [declined_card_payment] | Orig: I have enough money in my account, so why is my card being declined? -> Aug: I'm puzzled as to why my payment is being rejected, considering I have sufficient funds in my account.
GEN | [passcode_forgotten] | Orig: I can't log in -> Aug: I'm having trouble accessing my account because I've forgotten my passcode.
GEN | [contactless_not_working] | Orig: What is the reason when I tried to pay contactless at the bus, it didnt work? -> Aug: Why did my contactless payment fail when I tried to use it at the bus stop?
GEN | [visa_or_mastercard] | Orig: I do not want a VISA card. -> Aug: I prefer not to use a Mastercard.
GEN | [get_disposable_virtual_card] | Orig: Please send me a disposable virtual card. -> Aug: Please provide me with a temporary virtual credit card.
GEN | [card_arrival] | Orig: Is my new bank card on the way and is there a way to track it? -> Aug: Has my new bank card been dispatched, and can I monitor its delivery status?
GEN | [top_up_by_bank_transfer_charge] | Orig: If I top-up by using a trasfer are there charges that applied? -> Aug: If I make a top-up payment via bank transfer, are there any charges involved?
GEN | [card_not_working] | Orig: I haven't been able to complete any transactions on my card today. Do you know what's wrong? -> Aug: I'm having trouble making any purchases with my card today. Can you help me figure out what's going on?
GEN | [card_not_working] | Orig: My card stopped working. How do I check if there is a freeze on it? -> Aug: My credit card is no longer functioning. Can you help me determine if it's been frozen or restricted in any way?
GEN | [getting_virtual_card] | Orig: I need to order a new card, can you please direct me to the virtual cards? -> Aug: I'd like to request a new virtual card, could you guide me on how to obtain one?
GEN | [transfer_not_received_by_recipient] | Orig: I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked. -> Aug: I made a domestic transfer yesterday, but the recipient hasn't received it yet. Could you look into this for me? I've double-checked the account number to ensure it's correct.
GEN | [request_refund] | Orig: I received the wrong color and size, can I return it? -> Aug: I'd like to exchange the item for the correct color and size, as it was not what I ordered.
GEN | [cancel_transfer] | Orig: I submitted a transaction but it was for the incorrect account. -> Aug: I mistakenly initiated a transfer to the wrong account.
GEN | [transfer_into_account] | Orig: I have money in a foreign account that I want to send to this account. -> Aug: I'd like to transfer funds from a foreign account to this account.
GEN | [pending_transfer] | Orig: I wanted to know why there is a transfer of mine pending. -> Aug: I'm curious about the status of a transfer I initiated, which is currently pending.
GEN | [order_physical_card] | Orig: Do you ship your cards anywhere? -> Aug: Can you deliver your physical cards to any location?
GEN | [card_delivery_estimate] | Orig: are you sending me my card? -> Aug: Can you confirm when I can expect to receive my card?
GEN | [why_verify_identity] | Orig: I don't want to use this method to identify myself. -> Aug: I'm hesitant to confirm my identity through this process.
GEN | [card_not_working] | Orig: I can't get my actual card to work -> Aug: I'm having trouble using my physical card
GEN | [Refund_not_showing_up] | Orig: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. -> Aug: I'm trying to check if the refund for my recent purchase has been processed and credited to my account. I've already reached out to the merchant, but they haven't confirmed any updates on the status of the refund. Can you please let me know if the funds have been received?
GEN | [transfer_not_received_by_recipient] | Orig: I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on? -> Aug: I've double-checked the account number to ensure it's accurate, as I initiated a domestic transfer yesterday. However, the recipient hasn't received the funds yet. Can you investigate this issue for me?
GEN | [card_not_working] | Orig: Why won't my card accept any transactions? -> Aug: Why is my card unable to process any transactions?
GEN | [change_pin] | Orig: I'm in Austria right now, but I really need to change my PIN right now. Can I do this even though I'm in another country? -> Aug: I'm currently abroad in Austria, but I urgently need to modify my PIN. Can I still make this change despite being in a different country?
GEN | [receiving_money] | Orig: Can I use a transfer to receive my transfer? -> Aug: Can I use a transfer to receive the funds I'm expecting?
GEN | [terminate_account] | Orig: I would like to invalidate my account.  I am very disappointed with your services. -> Aug: I'd like to cancel my account due to dissatisfaction with your services.
GEN | [request_refund] | Orig: I just bought an item and would like to stop payment can you tell me if the item has been sent yet? -> Aug: I recently made a purchase and would like to cancel the transaction. Can you inform me if the item has already been dispatched?
GEN | [order_physical_card] | Orig: Show me where to order my card. -> Aug: Where can I place an order for a physical card?
GEN | [lost_or_stolen_phone] | Orig: Can my account me accessed by a thief?  I was mugged. -> Aug: Can my account be accessed by an unauthorized person? I had my phone stolen.
GEN | [reverted_card_payment?] | Orig: I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible. -> Aug: I was informed by a merchant that they didn't receive the payment, despite the fact that it was deducted from my account. The funds have since been reversed and credited back to my account. Can you look into this matter urgently?
GEN | [top_up_by_bank_transfer_charge] | Orig: For SEPA transfers, what kind of charge will be applied? -> Aug: What fee will be deducted for a bank transfer top-up?
GEN | [cash_withdrawal_charge] | Orig: Why is there a charge when I took out money? -> Aug: Why am I being charged for the cash withdrawal?
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: went somewhere else, need to change details | Augmented: decided to switch to another option and update my personal information
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I have used this account overseas recently. Has there been an increase in fees that I am unaware of? | Augmented: I've been making international transactions from this account lately. Are there any new or changed fees I should be aware of?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card? | Augmented: Why have my recent online transactions been declined, and my payment kept reverting back to my account, despite my card being active and in good standing?
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: If someone in a different country sends me money, do I have to pay a fee? | Augmented: If I receive a payment from someone in a foreign country, will I be charged a fee?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: should i add money via bank transfer instead | Augmented: can I recharge my account using a card charge instead?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Are their fee's for top ups? | Augmented: Are there any charges associated with making a top-up payment using my card?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: I need to change my data. | Augmented: I'd like to update my personal information.
VAL | [top_up_by_bank_transfer_charge] | UNKNOWN | Reason: N/A | Original: Will I receive all the money sent to my account by SEPA transfer? | Augmented: Will I get the full amount credited to my account when I top up by bank transfer charge?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I have enough money in my account, so why is my card being declined? | Augmented: I'm puzzled as to why my payment is being rejected, considering I have sufficient funds in my account.
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I can't log in | Augmented: I'm having trouble accessing my account because I've forgotten my passcode.
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: What is the reason when I tried to pay contactless at the bus, it didnt work? | Augmented: Why did my contactless payment fail when I tried to use it at the bus stop?
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: I do not want a VISA card. | Augmented: I prefer not to use a Mastercard.
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: Both texts request a temporary, virtual, and disposable card, preserving the original intent. | Original: Please send me a disposable virtual card. | Augmented: Please provide me with a temporary virtual credit card.
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: Is my new bank card on the way and is there a way to track it? | Augmented: Has my new bank card been dispatched, and can I monitor its delivery status?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: ... | Original: If I top-up by using a trasfer are there charges that applied? | Augmented: If I make a top-up payment via bank transfer, are there any charges involved?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I haven't been able to complete any transactions on my card today. Do you know what's wrong? | Augmented: I'm having trouble making any purchases with my card today. Can you help me figure out what's going on?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: My card stopped working. How do I check if there is a freeze on it? | Augmented: My credit card is no longer functioning. Can you help me determine if it's been frozen or restricted in any way?
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I need to order a new card, can you please direct me to the virtual cards? | Augmented: I'd like to request a new virtual card, could you guide me on how to obtain one?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked. | Augmented: I made a domestic transfer yesterday, but the recipient hasn't received it yet. Could you look into this for me? I've double-checked the account number to ensure it's correct.
VAL | [request_refund] | UNKNOWN | Reason: N/A | Original: I received the wrong color and size, can I return it? | Augmented: I'd like to exchange the item for the correct color and size, as it was not what I ordered.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I submitted a transaction but it was for the incorrect account. | Augmented: I mistakenly initiated a transfer to the wrong account.
VAL | [transfer_into_account] | ACCEPT | Reason: Both texts convey the same intent of transferring money from a foreign account to another account. | Original: I have money in a foreign account that I want to send to this account. | Augmented: I'd like to transfer funds from a foreign account to this account.
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: I wanted to know why there is a transfer of mine pending. | Augmented: I'm curious about the status of a transfer I initiated, which is currently pending.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Do you ship your cards anywhere? | Augmented: Can you deliver your physical cards to any location?
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: are you sending me my card? | Augmented: Can you confirm when I can expect to receive my card?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: I don't want to use this method to identify myself. | Augmented: I'm hesitant to confirm my identity through this process.
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: I can't get my actual card to work | Augmented: I'm having trouble using my physical card
VAL | [Refund_not_showing_up] | ACCEPT | Reason: The augmented text preserves the same banking intent of checking the status of a refund and does not add any unsupported information or change the original intent. | Original: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. | Augmented: I'm trying to check if the refund for my recent purchase has been processed and credited to my account. I've already reached out to the merchant, but they haven't confirmed any updates on the status of the refund. Can you please let me know if the funds have been received?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on? | Augmented: I've double-checked the account number to ensure it's accurate, as I initiated a domestic transfer yesterday. However, the recipient hasn't received the funds yet. Can you investigate this issue for me?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Why won't my card accept any transactions? | Augmented: Why is my card unable to process any transactions?
VAL | [change_pin] | ACCEPT | Reason: ... | Original: I'm in Austria right now, but I really need to change my PIN right now. Can I do this even though I'm in another country? | Augmented: I'm currently abroad in Austria, but I urgently need to modify my PIN. Can I still make this change despite being in a different country?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can I use a transfer to receive my transfer? | Augmented: Can I use a transfer to receive the funds I'm expecting?
VAL | [terminate_account] | ACCEPT | Reason: N/A | Original: I would like to invalidate my account.  I am very disappointed with your services. | Augmented: I'd like to cancel my account due to dissatisfaction with your services.
