GEN | [cash_withdrawal_charge] | Orig: How do I avoid a fee to use an ATM? -> Aug: What can I do to avoid incurring a charge when withdrawing cash from an ATM?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: My friend deposited $100 into my account, but it is not showing up! -> Aug: My friend made a cash deposit of $100 into my account, but the balance hasn't been updated yet.
GEN | [beneficiary_not_allowed] | Orig: the transfer to an account wasn't allowed is there any other way for me to do it -> Aug: The transfer to a designated recipient was not permitted; is there an alternative method I can use to complete the transaction?
GEN | [cash_withdrawal_charge] | Orig: Could you explain your rules for ATM fees? -> Aug: What are the charges for withdrawing cash from an ATM?
GEN | [receiving_money] | Orig: how do i find out about transfers -> Aug: how can I learn about incoming transactions?
GEN | [cancel_transfer] | Orig: I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow. -> Aug: I mistakenly deposited my rent into an incorrect account, could you assist in transferring the funds to the correct account, as it needs to be completed by tomorrow?
GEN | [wrong_amount_of_cash_received] | Orig: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! -> Aug: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The machine confirmed the transaction, but I'm certain something went wrong and I'd like to resolve this as soon as possible.
GEN | [transfer_into_account] | Orig: How does your app transfer the money -> Aug: What steps does your app take to move funds into another account?
GEN | [declined_transfer] | Orig: How do I contact customer support about my declined transfer? -> Aug: I'd like to know how to reach out to your customer support team regarding the transfer that was declined.
GEN | [atm_support] | Orig: How many ATMs will take this card? -> Aug: How many cash machines accept this card?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I able to do a SWIFT transfer with you? -> Aug: Can I initiate a bank transfer to top up my account with you?
GEN | [top_up_by_cash_or_cheque] | Orig: how do i find top up for cash deposit -> Aug: how can I proceed with a cash deposit or cheque top-up?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: where is my money from this morning -> Aug: why hasn't my account balance been updated after the deposit I made this morning?
GEN | [wrong_amount_of_cash_received] | Orig: My cash received does not match what has been requested -> Aug: The amount of cash I received is not what I was expecting.
GEN | [wrong_amount_of_cash_received] | Orig: I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money? -> Aug: I attempted to withdraw £50, but I was only given £30. Where is the balance of my cash?
GEN | [transfer_fee_charged] | Orig: who charged my card -> Aug: who deducted the transfer fee from my card
GEN | [age_limit] | Orig: Can I get an account for my son? -> Aug: Can I open an account for my child?
GEN | [cash_withdrawal_charge] | Orig: How much can I withdrawal in one month without incurring fees? -> Aug: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
GEN | [failed_transfer] | Orig: I couldnt transfer money from my account. -> Aug: I was unable to complete a transfer from my account.
GEN | [top_up_by_card_charge] | Orig: Are there still fees for european top-ups? -> Aug: Are there any charges for making a top-up payment using my card in Europe?
GEN | [beneficiary_not_allowed] | Orig: I am having trouble transferring money to a beneficiery. -> Aug: I'm having issues sending funds to a designated recipient.
GEN | [top_up_by_cash_or_cheque] | Orig: Where do I look for cash top up? -> Aug: You can find information on how to top up your account by cash or cheque.
GEN | [beneficiary_not_allowed] | Orig: I was unable to transfer to another account. -> Aug: I was unable to make a transfer to a different account.
GEN | [country_support] | Orig: Although I am not located in the UK area, may i still receive a card? -> Aug: Despite not being based in the UK, can I still obtain a card?
GEN | [wrong_amount_of_cash_received] | Orig: How can I get my money that I didn't get from the ATM? -> Aug: I'm trying to retrieve the cash I didn't receive from the ATM transaction.
GEN | [atm_support] | Orig: Where should I withdraw money from? -> Aug: Where can I access cash from an ATM?
GEN | [exchange_via_app] | Orig: How to I switch my money for the money used in another country? -> Aug: How can I exchange my currency for the currency used in another country through the app?
GEN | [declined_transfer] | Orig: I wanted to know why my transaction didn't go through. -> Aug: I'm curious about the reason behind the failed transfer.
GEN | [declined_transfer] | Orig: Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card? -> Aug: Hi, I've been experiencing issues with my credit card being declined, both yesterday evening and this morning when I tried to make a purchase. Could you please let me know the current status of my card?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is it taking so long for my money to appear in my account? I have been waiting a week! -> Aug: Why hasn't my account balance been updated after I deposited a cheque or cash? I've been waiting for a while now.
GEN | [top_up_by_cash_or_cheque] | Orig: Can I only top-up digitally? Or could I use cash? -> Aug: Can I make a digital payment or is it possible to use cash to top up my account?
GEN | [card_payment_fee_charged] | Orig: i have used my card online before and wasn't charged, why am i charged now -> Aug: I've made online transactions with my card previously without being charged a fee, so I'm puzzled as to why I'm being charged one now.
GEN | [top_up_failed] | Orig: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm experiencing an issue with topping up my card, as it's been declined repeatedly. Could you assist me in resolving this issue or suggest an alternative solution, please?
GEN | [cancel_transfer] | Orig: How do i cancel a charge? -> Aug: How can I stop a pending transfer?
GEN | [atm_support] | Orig: I need to withdraw money. Where can I do that? -> Aug: I'm looking to make a withdrawal. Can you tell me where I can access an ATM to do so?
GEN | [top_up_by_cash_or_cheque] | Orig: What physical locations can I use cash to top up? -> Aug: You can use cash to top up at any of our physical locations.
GEN | [terminate_account] | Orig: I no longer want this account, what should I do? -> Aug: I'd like to cancel my account, please.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: How do I avoid a fee to use an ATM? | Augmented: What can I do to avoid incurring a charge when withdrawing cash from an ATM?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: My friend deposited $100 into my account, but it is not showing up! | Augmented: My friend made a cash deposit of $100 into my account, but the balance hasn't been updated yet.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: the transfer to an account wasn't allowed is there any other way for me to do it | Augmented: The transfer to a designated recipient was not permitted; is there an alternative method I can use to complete the transaction?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: N/A | Original: Could you explain your rules for ATM fees? | Augmented: What are the charges for withdrawing cash from an ATM?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: how do i find out about transfers | Augmented: how can I learn about incoming transactions?
VAL | [cancel_transfer] | UNKNOWN | Reason: N/A | Original: I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow. | Augmented: I mistakenly deposited my rent into an incorrect account, could you assist in transferring the funds to the correct account, as it needs to be completed by tomorrow?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! | Augmented: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The machine confirmed the transaction, but I'm certain something went wrong and I'd like to resolve this as soon as possible.
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: How does your app transfer the money | Augmented: What steps does your app take to move funds into another account?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: How do I contact customer support about my declined transfer? | Augmented: I'd like to know how to reach out to your customer support team regarding the transfer that was declined.
VAL | [atm_support] | ACCEPT | Reason: ... | Original: How many ATMs will take this card? | Augmented: How many cash machines accept this card?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Am I able to do a SWIFT transfer with you? | Augmented: Can I initiate a bank transfer to top up my account with you?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: how do i find top up for cash deposit | Augmented: how can I proceed with a cash deposit or cheque top-up?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: where is my money from this morning | Augmented: why hasn't my account balance been updated after the deposit I made this morning?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: My cash received does not match what has been requested | Augmented: The amount of cash I received is not what I was expecting.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money? | Augmented: I attempted to withdraw £50, but I was only given £30. Where is the balance of my cash?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: who charged my card | Augmented: who deducted the transfer fee from my card
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: Can I get an account for my son? | Augmented: Can I open an account for my child?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: How much can I withdrawal in one month without incurring fees? | Augmented: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I couldnt transfer money from my account. | Augmented: I was unable to complete a transfer from my account.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Are there still fees for european top-ups? | Augmented: Are there any charges for making a top-up payment using my card in Europe?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I am having trouble transferring money to a beneficiery. | Augmented: I'm having issues sending funds to a designated recipient.
VAL | [top_up_by_cash_or_cheque] | UNKNOWN | Reason: N/A | Original: Where do I look for cash top up? | Augmented: You can find information on how to top up your account by cash or cheque.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I was unable to transfer to another account. | Augmented: I was unable to make a transfer to a different account.
VAL | [country_support] | ACCEPT | Reason: ... | Original: Although I am not located in the UK area, may i still receive a card? | Augmented: Despite not being based in the UK, can I still obtain a card?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: How can I get my money that I didn't get from the ATM? | Augmented: I'm trying to retrieve the cash I didn't receive from the ATM transaction.
VAL | [atm_support] | ACCEPT | Reason: ... | Original: Where should I withdraw money from? | Augmented: Where can I access cash from an ATM?
VAL | [exchange_via_app] | ACCEPT | Reason: N/A | Original: How to I switch my money for the money used in another country? | Augmented: How can I exchange my currency for the currency used in another country through the app?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: I wanted to know why my transaction didn't go through. | Augmented: I'm curious about the reason behind the failed transfer.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card? | Augmented: Hi, I've been experiencing issues with my credit card being declined, both yesterday evening and this morning when I tried to make a purchase. Could you please let me know the current status of my card?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: Why is it taking so long for my money to appear in my account? I have been waiting a week! | Augmented: Why hasn't my account balance been updated after I deposited a cheque or cash? I've been waiting for a while now.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: Can I only top-up digitally? Or could I use cash? | Augmented: Can I make a digital payment or is it possible to use cash to top up my account?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: i have used my card online before and wasn't charged, why am i charged now | Augmented: I've made online transactions with my card previously without being charged a fee, so I'm puzzled as to why I'm being charged one now.
