GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Do you guys accept cash? Because i deposited some this morning and I can't see it in my account. -> Aug: We've received a cash deposit from you, but it's not showing up in your account balance yet. Can you please confirm if we accept cash deposits and when you can expect the update?
GEN | [cash_withdrawal_not_recognised] | Orig: Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money. -> Aug: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money if this issue isn't resolved promptly.
GEN | [verify_top_up] | Orig: Where is the verification code display? -> Aug: Can you please show me the verification code for the top-up process?
GEN | [verify_top_up] | Orig: Help me verify the card used on a top-up. -> Aug: Can you assist me in confirming the card information used for a recent top-up transaction?
GEN | [visa_or_mastercard] | Orig: Why can I not choose the card i want? -> Aug: Why can't I select the credit card I prefer, whether it's Visa or Mastercard?
GEN | [cash_withdrawal_not_recognised] | Orig: Some cash shows up on my app. -> Aug: There's an unexpected cash withdrawal showing up on my account.
GEN | [pending_top_up] | Orig: Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour. -> Aug: Could you expedite the processing of my pending top-up? I'm in urgent need of the funds and it's been pending for a while now.
GEN | [why_verify_identity] | Orig: Can i make transactions before identity verification? -> Aug: Can I initiate transactions before completing the identity verification process?
GEN | [wrong_amount_of_cash_received] | Orig: Did a WD earlier at an ATM.  The amount showing in the App is more than I got though. -> Aug: I made a withdrawal at an ATM, but the amount reflected in the app is not what I actually received.
GEN | [pending_top_up] | Orig: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money -> Aug: Can you expedite the processing of my pending top-up? It's been waiting for an hour now, and I urgently need the funds to be credited to my account.
GEN | [pending_top_up] | Orig: how long does it take to reflect in my balance a top up -> Aug: when can I expect the top-up amount to be credited to my account balance?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I thought I was going to receive more currency? -> Aug: I expected a better exchange rate for my cash withdrawal.
GEN | [request_refund] | Orig: It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them. -> Aug: I've been waiting for a while now, and since the order hasn't arrived, I'd like to request a refund as I'm no longer interested in pursuing the purchase.
GEN | [verify_top_up] | Orig: I can't see a verification code anywhere -> Aug: I'm having trouble finding the verification code for my top-up.
GEN | [verify_top_up] | Orig: I'm being asked for a verification code. Where do I find it? -> Aug: I'm being requested to provide a verification code. Can you please guide me on how to obtain it?
GEN | [extra_charge_on_statement] | Orig: I wanted to know about a pending dollar that is on my statement. -> Aug: I'd like to inquire about an additional charge that appears on my latest statement.
GEN | [pending_top_up] | Orig: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? -> Aug: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
GEN | [cash_withdrawal_not_recognised] | Orig: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? -> Aug: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening . -> Aug: I'm confused, I've always been able to make transfers without any issues, but when I tried to make a recent purchase, my card was declined. I've tried a few times, but the result is the same - my transfer is being declined.
GEN | [card_delivery_estimate] | Orig: I need my card immediately. -> Aug: I require my card as soon as possible.
GEN | [top_up_failed] | Orig: I added funds to my account but the app didn't process it. -> Aug: I attempted to make a deposit into my account, but the transaction was unsuccessful.
GEN | [topping_up_by_card] | Orig: My money I had was gone and I could not get gas! -> Aug: I was left with no funds and couldn't afford to fill up my tank.
GEN | [declined_card_payment] | Orig: When I use my card, it says decline? -> Aug: Why is my card payment being declined when I try to use it?
GEN | [atm_support] | Orig: I need help from someone in your department with finding my nearest ATM. -> Aug: I require assistance from your team to locate the closest ATM location.
GEN | [wrong_amount_of_cash_received] | Orig: How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten. -> Aug: I need help resolving an issue with an ATM withdrawal. The app indicates the correct amount I should have received, but I only got a different amount.
GEN | [pending_cash_withdrawal] | Orig: Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged? -> Aug: I'm experiencing a pending cash withdrawal issue, as the ATM was malfunctioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
GEN | [transaction_charged_twice] | Orig: There is a transaction showing up several times. -> Aug: A duplicate transaction appears on my account.
GEN | [getting_spare_card] | Orig: My daughter would like a card from my account?  Can I do this? -> Aug: Can I request a replacement card for my account, so my daughter can use it?
GEN | [getting_spare_card] | Orig: Please tell me if I'm going to be charged for sending out more cards? -> Aug: Can you inform me if I'll be charged for requesting additional cards?
GEN | [extra_charge_on_statement] | Orig: I was made to pay an additional pound! -> Aug: I was unexpectedly charged an extra amount on my statement.
GEN | [reverted_card_payment?] | Orig: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. -> Aug: Can you help me understand why my online transactions are being declined, even though my card payment is initially accepted, only to be reversed later?
GEN | [transfer_not_received_by_recipient] | Orig: I do not know where the transaction is. -> Aug: I'm not aware of the status of the transfer.
GEN | [cash_withdrawal_charge] | Orig: I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud? -> Aug: I'm concerned about a recent transaction on my account that seems to be related to a cash withdrawal I made at a location outside of Nandos in Leeds. Can you help me understand what this charge is for? Is it a legitimate transaction or could it be a case of fraud?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | UNKNOWN | Reason: N/A | Original: Do you guys accept cash? Because i deposited some this morning and I can't see it in my account. | Augmented: We've received a cash deposit from you, but it's not showing up in your account balance yet. Can you please confirm if we accept cash deposits and when you can expect the update?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money. | Augmented: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money if this issue isn't resolved promptly.
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: Where is the verification code display? | Augmented: Can you please show me the verification code for the top-up process?
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text does not change the intent; it merely uses slightly different wording to convey the same request for verification of a top-up transaction. | Original: Help me verify the card used on a top-up. | Augmented: Can you assist me in confirming the card information used for a recent top-up transaction?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Why can I not choose the card i want? | Augmented: Why can't I select the credit card I prefer, whether it's Visa or Mastercard?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: Some cash shows up on my app. | Augmented: There's an unexpected cash withdrawal showing up on my account.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour. | Augmented: Could you expedite the processing of my pending top-up? I'm in urgent need of the funds and it's been pending for a while now.
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: Can i make transactions before identity verification? | Augmented: Can I initiate transactions before completing the identity verification process?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: Did a WD earlier at an ATM.  The amount showing in the App is more than I got though. | Augmented: I made a withdrawal at an ATM, but the amount reflected in the app is not what I actually received.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money | Augmented: Can you expedite the processing of my pending top-up? It's been waiting for an hour now, and I urgently need the funds to be credited to my account.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: how long does it take to reflect in my balance a top up | Augmented: when can I expect the top-up amount to be credited to my account balance?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: I thought I was going to receive more currency? | Augmented: I expected a better exchange rate for my cash withdrawal.
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them. | Augmented: I've been waiting for a while now, and since the order hasn't arrived, I'd like to request a refund as I'm no longer interested in pursuing the purchase.
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: I can't see a verification code anywhere | Augmented: I'm having trouble finding the verification code for my top-up.
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: I'm being asked for a verification code. Where do I find it? | Augmented: I'm being requested to provide a verification code. Can you please guide me on how to obtain it?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: I wanted to know about a pending dollar that is on my statement. | Augmented: I'd like to inquire about an additional charge that appears on my latest statement.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? | Augmented: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? | Augmented: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening . | Augmented: I'm confused, I've always been able to make transfers without any issues, but when I tried to make a recent purchase, my card was declined. I've tried a few times, but the result is the same - my transfer is being declined.
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: I need my card immediately. | Augmented: I require my card as soon as possible.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I added funds to my account but the app didn't process it. | Augmented: I attempted to make a deposit into my account, but the transaction was unsuccessful.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: My money I had was gone and I could not get gas! | Augmented: I was left with no funds and couldn't afford to fill up my tank.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: When I use my card, it says decline? | Augmented: Why is my card payment being declined when I try to use it?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: I need help from someone in your department with finding my nearest ATM. | Augmented: I require assistance from your team to locate the closest ATM location.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten. | Augmented: I need help resolving an issue with an ATM withdrawal. The app indicates the correct amount I should have received, but I only got a different amount.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged? | Augmented: I'm experiencing a pending cash withdrawal issue, as the ATM was malfunctioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: There is a transaction showing up several times. | Augmented: A duplicate transaction appears on my account.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: My daughter would like a card from my account?  Can I do this? | Augmented: Can I request a replacement card for my account, so my daughter can use it?
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: Please tell me if I'm going to be charged for sending out more cards? | Augmented: Can you inform me if I'll be charged for requesting additional cards?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: I was made to pay an additional pound! | Augmented: I was unexpectedly charged an extra amount on my statement.
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. | Augmented: Can you help me understand why my online transactions are being declined, even though my card payment is initially accepted, only to be reversed later?
