GEN | [verify_source_of_funds] | Orig: Who is giving me my money? -> Aug: Who is the source of the funds being used to make this transaction?
GEN | [receiving_money] | Orig: Salary in GBP has been received. Does it need to be configured into another place? -> Aug: Has the GBP salary been deposited into the correct account? If not, do you need assistance transferring it to a different location?
GEN | [direct_debit_payment_not_recognised] | Orig: Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money. -> Aug: Can I review a past transaction to identify who made a withdrawal from my account? I'm concerned about an unauthorized payment that occurred a few weeks ago and would like to verify who was responsible for the transaction.
GEN | [card_payment_fee_charged] | Orig: I have a fee showing from last time I used my card. -> Aug: I noticed a charge for a fee from my last card transaction.
GEN | [country_support] | Orig: Can I use my card in Austria? -> Aug: Can I make purchases with my card in Austria?
GEN | [fiat_currency_support] | Orig: What kind of money can I hold? -> Aug: What types of fiat currencies can I store in my account?
GEN | [extra_charge_on_statement] | Orig: My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about. -> Aug: My statement has a pending charge for £1 that I don't recognize. Can you help me understand what this transaction is about?
GEN | [balance_not_updated_after_bank_transfer] | Orig: How can I fix my bank transfer to show up on my bank account? -> Aug: Why isn't my bank transfer reflected in my account balance?
GEN | [reverted_card_payment?] | Orig: Can you tell me why my card isn't letting me make purchases online? It's been 2 weeks I've been trying. -> Aug: Why is my card not allowing me to make online transactions? I've been trying for two weeks now.
GEN | [topping_up_by_card] | Orig: Is my account able to be topped up by my friends? -> Aug: Can I use my card to add funds to my account from someone else's account?
GEN | [card_delivery_estimate] | Orig: Send me my card now! ASAP -> Aug: Can you expedite the delivery of my card as soon as possible?
GEN | [cash_withdrawal_not_recognised] | Orig: A WD was just made on my account, but it was not me and I still have my card.  What to do? -> Aug: A withdrawal was processed on my account, but I didn't initiate it and I still have my card in my possession. What should I do?
GEN | [why_verify_identity] | Orig: I am not comfortable verifying my indentity. -> Aug: I'm hesitant to confirm my identity.
GEN | [pending_transfer] | Orig: I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It should not have been done so. -> Aug: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm surprised it hasn't been processed yet.
GEN | [card_arrival] | Orig: Is there a way I can get my card expedited? -> Aug: Can I request priority shipping for my card delivery?
GEN | [topping_up_by_card] | Orig: Can my account be topped-up by friends of mine. -> Aug: Can I have my account replenished by my friends using their cards?
GEN | [pending_card_payment] | Orig: I purchases several items today. Why are they still showing pending? -> Aug: I made a purchase recently, but the payment is still pending. Can you help me understand why it's not showing as processed yet?
GEN | [extra_charge_on_statement] | Orig: I was charged $1 in a transaction. -> Aug: I was unexpectedly billed an additional amount in a recent transaction.
GEN | [cash_withdrawal_not_recognised] | Orig: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? -> Aug: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
GEN | [transaction_charged_twice] | Orig: I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back. -> Aug: I've found that I've been charged twice for a few transactions recently. Could you please investigate and reverse the duplicate charges?
GEN | [card_payment_fee_charged] | Orig: Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help! -> Aug: I'm confused about why I'm being charged fees on certain transactions but not others. Can you please clarify the fee structure for my account? I've looked everywhere but can't find it.
GEN | [edit_personal_details] | Orig: I just got married and need to change my name on the account -> Aug: I recently got married and would like to update my personal information to reflect my new married name.
GEN | [balance_not_updated_after_bank_transfer] | Orig: How long do transfers to international banks take? I made one to france a couple of days ago, but it's still not there. -> Aug: I'm trying to understand why my international bank transfer to France hasn't been reflected in my account balance yet, as it was initiated a few days ago.
GEN | [transfer_timing] | Orig: How long does it take to get my money -> Aug: What's the typical timeframe for processing my transfer?
GEN | [pending_transfer] | Orig: I have a pending transaction -> Aug: A transfer is currently in the process of being processed
GEN | [cash_withdrawal_not_recognised] | Orig: I was trying to use my card and it was declined, when I tried to find out what happened I found cash withdraw for $500 that I didn't do.  Can you please help figure this out? -> Aug: I'm having an issue with a recent transaction on my account. When I tried to make a purchase, my card was declined, and upon further investigation, I noticed a cash withdrawal of $500 that I didn't authorize. Can you assist me in resolving this matter?
GEN | [country_support] | Orig: Although I am not located in the UK area, may i still receive a card? -> Aug: Despite not being based in the UK, can I still obtain a card?
GEN | [exchange_via_app] | Orig: Can i add a new currency to my account? -> Aug: Can I initiate a currency exchange through the app?
GEN | [supported_cards_and_currencies] | Orig: What cards do you support -> Aug: We accept a range of payment cards
GEN | [declined_card_payment] | Orig: I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined? -> Aug: I'm frustrated because my recently issued card was repeatedly declined when I tried to use it. Can you please explain why this is happening and what steps I can take to resolve the issue and avoid future declines?
GEN | [card_not_working] | Orig: Did you deactivate my card it's not working anymore -> Aug: Is my card still active? It's not functioning properly.
GEN | [topping_up_by_card] | Orig: Am I the only one who can top-up my account? -> Aug: Can I perform a card-based account replenishment myself?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I put cash in my account, but I don't see it. -> Aug: I made a cash deposit, but my account balance hasn't been updated.
GEN | [transfer_not_received_by_recipient] | Orig: Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check? -> Aug: I recently sent a payment to my landlord, but they're telling me it hasn't been received. I've checked my account details and everything appears to be correct. Could there be an issue with the transfer that's preventing it from reaching them?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: What happens if I deposit a cheque accidentally? -> Aug: What happens if I make a cash deposit or deposit a cheque by mistake?
GEN | [transfer_into_account] | Orig: What transfer methods do you accept? -> Aug: How do you facilitate transfers into an account?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Who is giving me my money? | Augmented: Who is the source of the funds being used to make this transaction?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Salary in GBP has been received. Does it need to be configured into another place? | Augmented: Has the GBP salary been deposited into the correct account? If not, do you need assistance transferring it to a different location?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money. | Augmented: Can I review a past transaction to identify who made a withdrawal from my account? I'm concerned about an unauthorized payment that occurred a few weeks ago and would like to verify who was responsible for the transaction.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: I have a fee showing from last time I used my card. | Augmented: I noticed a charge for a fee from my last card transaction.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Can I use my card in Austria? | Augmented: Can I make purchases with my card in Austria?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: What kind of money can I hold? | Augmented: What types of fiat currencies can I store in my account?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about. | Augmented: My statement has a pending charge for £1 that I don't recognize. Can you help me understand what this transaction is about?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: How can I fix my bank transfer to show up on my bank account? | Augmented: Why isn't my bank transfer reflected in my account balance?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Can you tell me why my card isn't letting me make purchases online? It's been 2 weeks I've been trying. | Augmented: Why is my card not allowing me to make online transactions? I've been trying for two weeks now.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Is my account able to be topped up by my friends? | Augmented: Can I use my card to add funds to my account from someone else's account?
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: Send me my card now! ASAP | Augmented: Can you expedite the delivery of my card as soon as possible?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: A WD was just made on my account, but it was not me and I still have my card.  What to do? | Augmented: A withdrawal was processed on my account, but I didn't initiate it and I still have my card in my possession. What should I do?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: I am not comfortable verifying my indentity. | Augmented: I'm hesitant to confirm my identity.
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It should not have been done so. | Augmented: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm surprised it hasn't been processed yet.
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: Is there a way I can get my card expedited? | Augmented: Can I request priority shipping for my card delivery?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can my account be topped-up by friends of mine. | Augmented: Can I have my account replenished by my friends using their cards?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: I purchases several items today. Why are they still showing pending? | Augmented: I made a purchase recently, but the payment is still pending. Can you help me understand why it's not showing as processed yet?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: I was charged $1 in a transaction. | Augmented: I was unexpectedly billed an additional amount in a recent transaction.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? | Augmented: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
VAL | [transaction_charged_twice] | ACCEPT | Reason: ... | Original: I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back. | Augmented: I've found that I've been charged twice for a few transactions recently. Could you please investigate and reverse the duplicate charges?
VAL | [card_payment_fee_charged] | REVIEW | Reason: The augmented text is closely related to the original intent but lacks explicit mention of a fee being charged, which could make it ambiguous. | Original: Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help! | Augmented: I'm confused about why I'm being charged fees on certain transactions but not others. Can you please clarify the fee structure for my account? I've looked everywhere but can't find it.
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: I just got married and need to change my name on the account | Augmented: I recently got married and would like to update my personal information to reflect my new married name.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: How long do transfers to international banks take? I made one to france a couple of days ago, but it's still not there. | Augmented: I'm trying to understand why my international bank transfer to France hasn't been reflected in my account balance yet, as it was initiated a few days ago.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long does it take to get my money | Augmented: What's the typical timeframe for processing my transfer?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I have a pending transaction | Augmented: A transfer is currently in the process of being processed
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: The augmented text preserves the user's experience of a declined transaction followed by discovering an unauthorized cash withdrawal, which is consistent with the original intent. | Original: I was trying to use my card and it was declined, when I tried to find out what happened I found cash withdraw for $500 that I didn't do.  Can you please help figure this out? | Augmented: I'm having an issue with a recent transaction on my account. When I tried to make a purchase, my card was declined, and upon further investigation, I noticed a cash withdrawal of $500 that I didn't authorize. Can you assist me in resolving this matter?
VAL | [country_support] | ACCEPT | Reason: ... | Original: Although I am not located in the UK area, may i still receive a card? | Augmented: Despite not being based in the UK, can I still obtain a card?
VAL | [exchange_via_app] | ACCEPT | Reason: N/A | Original: Can i add a new currency to my account? | Augmented: Can I initiate a currency exchange through the app?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: What cards do you support | Augmented: We accept a range of payment cards
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined? | Augmented: I'm frustrated because my recently issued card was repeatedly declined when I tried to use it. Can you please explain why this is happening and what steps I can take to resolve the issue and avoid future declines?
VAL | [card_not_working] | REVIEW | Reason: N/A | Original: Did you deactivate my card it's not working anymore | Augmented: Is my card still active? It's not functioning properly.
