GEN | [activate_my_card] | Orig: I have my card now how do I activate it? -> Aug: I've received my new card, but I need to know how to turn it on.
GEN | [transfer_fee_charged] | Orig: I found a transfer fee - is that correct? -> Aug: I'm wondering if there's a transfer fee involved?
GEN | [cash_withdrawal_charge] | Orig: Is there a fee for a cash withdrawal? -> Aug: Are there any charges associated with making a cash withdrawal?
GEN | [get_physical_card] | Orig: How do I get started when I get my card? -> Aug: What are the steps to obtain my physical card?
GEN | [transfer_not_received_by_recipient] | Orig: How long does it take for money to transfer?  I sent some to a friend and it hasn't gone through yet. -> Aug: I'm concerned about a transfer I initiated to a recipient, but it hasn't been received yet. Can you tell me how long it typically takes for a transfer to be processed?
GEN | [pending_top_up] | Orig: Has my top up gone through? -> Aug: Is my pending top-up transaction still processing?
GEN | [cash_withdrawal_charge] | Orig: There was an extra fee on my account when I got cash. -> Aug: There was an additional charge on my account when I withdrew cash.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I can't see my cash deposit in my account. -> Aug: I'm unable to view the updated balance after making a cash deposit.
GEN | [wrong_amount_of_cash_received] | Orig: I did not get enough cash -> Aug: I received less cash than expected
GEN | [atm_support] | Orig: Can I use this card at any ATM? -> Aug: Can I use this card at any bank's ATM?
GEN | [direct_debit_payment_not_recognised] | Orig: I am seeing in the App a diret debit that its not mine -> Aug: I'm noticing a direct debit payment in the app that doesn't belong to me.
GEN | [cash_withdrawal_charge] | Orig: I withdrew cash and was charged -> Aug: I made a cash withdrawal and was assessed a fee
GEN | [order_physical_card] | Orig: How can I order a card? -> Aug: What are the steps to obtain a physical card?
GEN | [direct_debit_payment_not_recognised] | Orig: I haven't used my card all day but there is a payment showing in the app. Please cancel it! -> Aug: I'm showing a payment in the app, but I haven't made any transactions today. Can you help me stop it?
GEN | [request_refund] | Orig: I want this fee reversed from my account. -> Aug: I'd like to request a reversal of this fee from my account.
GEN | [change_pin] | Orig: Can I reset my PIN? -> Aug: Can I modify my PIN?
GEN | [card_delivery_estimate] | Orig: What is the wait time for delivery to the US? -> Aug: How long does it typically take for a card to arrive in the United States?
GEN | [card_payment_not_recognised] | Orig: I don't think I made this transaction on my statement -> Aug: I'm not sure if I authorized this payment on my recent statement.
GEN | [pending_card_payment] | Orig: Is there a reason my payment is still pending? -> Aug: Why is my card payment still showing as pending?
GEN | [card_payment_not_recognised] | Orig: I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?! -> Aug: I'm experiencing some issues with my account and I'd like some assistance. I've noticed some charges that I don't recognize, and I'm worried that my card is being used without my permission. Could you please look into this and either reverse the transactions or temporarily suspend my card to prevent further unauthorized charges?
GEN | [cash_withdrawal_not_recognised] | Orig: The app is showing mt withdrawals that aren't  mine. -> Aug: The app is displaying unauthorized cash withdrawals that don't belong to me.
GEN | [receiving_money] | Orig: Do I need to select a preference to receive my salary payments in GBP and, if so, where? -> Aug: Do I need to specify a preference for receiving my salary payments in British Pounds, and if so, where can I make this selection?
GEN | [exchange_rate] | Orig: What is the basis of your exchange rates? -> Aug: How do you determine your exchange rates?
GEN | [request_refund] | Orig: I ordered something, and now I have buyer's remorse. Since what I ordered hasn't come yet, can you just cancel the payment since I already know I want a refund for it? -> Aug: I'm having second thoughts about my recent purchase and would like to cancel the transaction and request a refund since the item hasn't arrived yet.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why isn't my deposit in my account? -> Aug: Why hasn't my account balance been updated after I deposited cash or a cheque?
GEN | [edit_personal_details] | Orig: I would like to edit my personal information . -> Aug: I'd like to update my personal details.
GEN | [beneficiary_not_allowed] | Orig: What is preventing me from adding a specific beneficiary? -> Aug: Why am I unable to add a particular beneficiary to my account?
GEN | [direct_debit_payment_not_recognised] | Orig: A few weeks ago, a strange transaction was made on my account by a seller I don't know. I am quite sure I didn't do it and will like for you to check it for me. -> Aug: A recent transaction on my account appears to be unauthorised, as I'm certain I didn't initiate it. I'd appreciate it if you could investigate this matter further.
GEN | [verify_top_up] | Orig: How can I verify my top up? -> Aug: How do I confirm my top-up transaction?
GEN | [reverted_card_payment?] | Orig: Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card? -> Aug: Why have my recent online transactions been declined, and my payment kept reverting back to my account, despite my card being active and in good standing?
GEN | [exchange_via_app] | Orig: I would like to exchange currency  What types are there? -> Aug: I'd like to make an exchange through the app. Can you tell me what currencies are available for exchange?
GEN | [disposable_card_limits] | Orig: Is there a limit to the number of disposable cards I can have? -> Aug: How many disposable cards can I have in total?
GEN | [top_up_by_bank_transfer_charge] | Orig: Is there a fee for topping off by transfer? -> Aug: Are there any charges associated with topping up my account via bank transfer?
GEN | [cash_withdrawal_not_recognised] | Orig: Please help me, its urgent. Someone has withdrawn money from my account as few hours before my wallet has been. Now i want to stop withdrawal of more money. -> Aug: I'm in a rush, please assist me. I've noticed an unexpected cash withdrawal from my account, and I'm worried that someone might continue to access my funds. Can you help me put a stop to any further transactions?
GEN | [atm_support] | Orig: Can you tell me the ATMs I can use with my card? -> Aug: What are the ATMs I can use with my card?
GEN | [topping_up_by_card] | Orig: I tried to top off using the card, but the money just disappeared? -> Aug: I attempted to add funds using my card, but the transaction seems to have failed and the amount was not credited.
GEN | [country_support] | Orig: I live in the US and I would like to get a card. How do I go about getting one? -> Aug: I reside in the United States and I'm interested in obtaining a card. Can you please guide me on the process of acquiring one?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: I have my card now how do I activate it? | Augmented: I've received my new card, but I need to know how to turn it on.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I found a transfer fee - is that correct? | Augmented: I'm wondering if there's a transfer fee involved?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Is there a fee for a cash withdrawal? | Augmented: Are there any charges associated with making a cash withdrawal?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: How do I get started when I get my card? | Augmented: What are the steps to obtain my physical card?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: How long does it take for money to transfer?  I sent some to a friend and it hasn't gone through yet. | Augmented: I'm concerned about a transfer I initiated to a recipient, but it hasn't been received yet. Can you tell me how long it typically takes for a transfer to be processed?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: Has my top up gone through? | Augmented: Is my pending top-up transaction still processing?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: There was an extra fee on my account when I got cash. | Augmented: There was an additional charge on my account when I withdrew cash.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: I can't see my cash deposit in my account. | Augmented: I'm unable to view the updated balance after making a cash deposit.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: I did not get enough cash | Augmented: I received less cash than expected
VAL | [atm_support] | ACCEPT | Reason: N/A | Original: Can I use this card at any ATM? | Augmented: Can I use this card at any bank's ATM?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I am seeing in the App a diret debit that its not mine | Augmented: I'm noticing a direct debit payment in the app that doesn't belong to me.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I withdrew cash and was charged | Augmented: I made a cash withdrawal and was assessed a fee
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: How can I order a card? | Augmented: What are the steps to obtain a physical card?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: The augmented text preserves the same banking intent as the original text, indicating an unrecognized direct debit payment and seeking assistance to stop it. | Original: I haven't used my card all day but there is a payment showing in the app. Please cancel it! | Augmented: I'm showing a payment in the app, but I haven't made any transactions today. Can you help me stop it?
VAL | [request_refund] | ACCEPT | Reason: ... | Original: I want this fee reversed from my account. | Augmented: I'd like to request a reversal of this fee from my account.
VAL | [change_pin] | ACCEPT | Reason: Both texts are asking about changing the personal identification number (PIN) associated with a user's account. | Original: Can I reset my PIN? | Augmented: Can I modify my PIN?
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: What is the wait time for delivery to the US? | Augmented: How long does it typically take for a card to arrive in the United States?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I don't think I made this transaction on my statement | Augmented: I'm not sure if I authorized this payment on my recent statement.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: Is there a reason my payment is still pending? | Augmented: Why is my card payment still showing as pending?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: The augmented text maintains the core issue of unrecognized transactions and the need for assistance, which is consistent with the original intent. It does not change the intent, add unsupported information, or become ambiguous. | Original: I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?! | Augmented: I'm experiencing some issues with my account and I'd like some assistance. I've noticed some charges that I don't recognize, and I'm worried that my card is being used without my permission. Could you please look into this and either reverse the transactions or temporarily suspend my card to prevent further unauthorized charges?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: The app is showing mt withdrawals that aren't  mine. | Augmented: The app is displaying unauthorized cash withdrawals that don't belong to me.
VAL | [receiving_money] | ACCEPT | Reason: ... | Original: Do I need to select a preference to receive my salary payments in GBP and, if so, where? | Augmented: Do I need to specify a preference for receiving my salary payments in British Pounds, and if so, where can I make this selection?
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: What is the basis of your exchange rates? | Augmented: How do you determine your exchange rates?
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: I ordered something, and now I have buyer's remorse. Since what I ordered hasn't come yet, can you just cancel the payment since I already know I want a refund for it? | Augmented: I'm having second thoughts about my recent purchase and would like to cancel the transaction and request a refund since the item hasn't arrived yet.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: ... | Original: Why isn't my deposit in my account? | Augmented: Why hasn't my account balance been updated after I deposited cash or a cheque?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: I would like to edit my personal information . | Augmented: I'd like to update my personal details.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: Both texts are asking about the reason for not being able to add a beneficiary, preserving the intent of the original text. | Original: What is preventing me from adding a specific beneficiary? | Augmented: Why am I unable to add a particular beneficiary to my account?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: A few weeks ago, a strange transaction was made on my account by a seller I don't know. I am quite sure I didn't do it and will like for you to check it for me. | Augmented: A recent transaction on my account appears to be unauthorised, as I'm certain I didn't initiate it. I'd appreciate it if you could investigate this matter further.
VAL | [verify_top_up] | ACCEPT | Reason: Both texts are asking about the confirmation or verification of a top-up transaction, which falls under the 'verify_top_up' intent. | Original: How can I verify my top up? | Augmented: How do I confirm my top-up transaction?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card? | Augmented: Why have my recent online transactions been declined, and my payment kept reverting back to my account, despite my card being active and in good standing?
VAL | [exchange_via_app] | ACCEPT | Reason: N/A | Original: I would like to exchange currency  What types are there? | Augmented: I'd like to make an exchange through the app. Can you tell me what currencies are available for exchange?
