GEN | [change_pin] | Orig: Do I need to go to a physical bank to change my PIN? -> Aug: Can I change my PIN at a bank branch or do I need to use an alternative method?
GEN | [verify_source_of_funds] | Orig: where exactly does money come from -> Aug: what is the origin of the funds
GEN | [disposable_card_limits] | Orig: Are there limits on the virtual cards? -> Aug: Are there any restrictions on the usage of disposable cards?
GEN | [receiving_money] | Orig: I am paid by my employer in GBP; do I need to do anything in the app to indicate this? -> Aug: I'm receiving a salary in British Pounds; do I need to update the app to reflect this?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is my check still not showing up on my account? It's been a week already -> Aug: Why hasn't my account balance been updated after a cash deposit? It's been a few days now.
GEN | [verify_my_identity] | Orig: How and where can I find the identity checks? -> Aug: Where can I locate the identity verification process?
GEN | [exchange_charge] | Orig: Please tell me what the exchange fee is. -> Aug: Please inform me about the charge for exchanging currencies.
GEN | [reverted_card_payment?] | Orig: I cancelled my card payment -> Aug: Did you reverse the payment on your card?
GEN | [failed_transfer] | Orig: Hi, I'm trying to purchase a flat and I'm needing the first payment for the mortgage to go through on the flat I'm trying to buy. For some reason I keep getting an error.can you assist in making this transfer? What is going on? -> Aug: I'm attempting to finalize the purchase of a property and the initial mortgage payment is stuck. I'm encountering an issue with the transfer, and I'd appreciate it if you could help resolve this problem. What's causing the delay?
GEN | [passcode_forgotten] | Orig: My passcode is not being accepted -> Aug: I'm having trouble entering my passcode, it's not recognizing it.
GEN | [balance_not_updated_after_bank_transfer] | Orig: For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay. -> Aug: I'm concerned about the status of a recent transfer from a UK account. I initiated it a short while ago, but my account balance hasn't been updated yet. Could you please confirm everything is in order?
GEN | [Refund_not_showing_up] | Orig: I requested a refund from a merchant a while ago, and upon repeatedly checking my statement, the merchant has yet to refund me my money.  I don't know what's going on, or why the money is getting into my account--could you please help? -> Aug: I've been waiting for a refund from a merchant for some time now, but I've checked my statement multiple times and haven't seen the refund appear. Can you assist me in figuring out what's happening and why the refund hasn't been processed yet?
GEN | [receiving_money] | Orig: How can I receive money? -> Aug: What methods are available for me to receive funds?
GEN | [topping_up_by_card] | Orig: I need to transfer some money, can I use my credit card? -> Aug: I'd like to add funds to my account using my credit card.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Where is my cash deposit in my balance? -> Aug: Why hasn't my account balance been updated to reflect the cash deposit I made?
GEN | [verify_top_up] | Orig: Can you explain to me the way to verify my top up has gone through? -> Aug: Could you please guide me on the process of confirming that my top-up transaction has been successfully processed?
GEN | [card_delivery_estimate] | Orig: If I need delivery on a certain day, is that something that could be accommodated? -> Aug: Can you confirm if it's possible to arrange for the card delivery on a specific date?
GEN | [card_delivery_estimate] | Orig: can I choose delivery times to suite me? -> Aug: Can I select a delivery time that fits my schedule?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong? -> Aug: I'm having an issue with my account. I deposited cash yesterday, but my balance hasn't been updated. Could you please investigate and let me know what's going on?
GEN | [pin_blocked] | Orig: I logged in wrong and am blocked, how do I log in? -> Aug: I mistakenly entered my PIN and now I'm unable to access my account, can you help me log in?
GEN | [compromised_card] | Orig: I just got an email in confirming my purchase with my card. I login to the mobile app on the card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended. -> Aug: I recently received an email confirming a purchase made with my card, but when I checked my account on the mobile app, I discovered several unauthorized transactions. It appears that someone has compromised my card information and made these fraudulent purchases. I would like to have these transactions reversed and my card temporarily suspended.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: the balance has not changed, but I have deposited some money -> Aug: The balance remains the same, despite the recent deposit.
GEN | [unable_to_verify_identity] | Orig: I dont have identification -> Aug: We're having trouble confirming your identity.
GEN | [direct_debit_payment_not_recognised] | Orig: Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it? -> Aug: We're trying to investigate why a direct debit payment was made from your account without your consent.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why hasn't my cheque processed? -> Aug: Why hasn't my cash deposit been reflected in my account balance?
GEN | [wrong_amount_of_cash_received] | Orig: Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do?? -> Aug: I'm at the ATM and it's only dispensing 10 pounds, but I requested to withdraw 30. The app shows I have 30 pounds available, what should I do now?
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I receive all the money sent to my account by SEPA transfer? -> Aug: Will I get the full amount credited to my account when I top up by bank transfer charge?
GEN | [pending_top_up] | Orig: Where are my funds? I topped off my car but it didn't seem to complete. -> Aug: Why haven't I received the funds after topping up my account?
GEN | [Refund_not_showing_up] | Orig: I requested a refund for a large order the other day and don't think I received the funds. Can you tell me if you see them or not? -> Aug: I'm concerned that the refund for my recent, substantial purchase hasn't been processed. Could you check if the refund has been issued or not?
GEN | [change_pin] | Orig: Do I have to go to an actual bank to change my PIN? -> Aug: Can I only change my PIN by visiting a physical bank location?
GEN | [get_disposable_virtual_card] | Orig: I want to make an online purchase but I don't want to use my credit card. Can you tell me how a disposable virtual card works and where I can apply for one? -> Aug: I'd like to make an online purchase without using my credit card. Can you explain how a temporary virtual card works and where I can obtain one for this transaction?
GEN | [getting_virtual_card] | Orig: how many virtual cards can i have, i want 8 -> Aug: How many virtual cards can I have? I'd like to have a total of 8.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: How long do deposits take to appear? I've been waiting for more than a week and need the money! -> Aug: Why hasn't my account balance been updated after a recent cheque or cash deposit? I've been waiting for an extended period and would like to know when I can expect the funds to reflect in my account.
GEN | [pin_blocked] | Orig: While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back? -> Aug: I made a mistake while entering my PIN and your ATM swallowed my card. Can I retrieve it?
VAL | [change_pin] | REVIEW | Reason: The augmented text introduces ambiguity by suggesting alternative methods for changing the PIN, which were not mentioned in the original text. This could lead to confusion about the exact process for changing the PIN. | Original: Do I need to go to a physical bank to change my PIN? | Augmented: Can I change my PIN at a bank branch or do I need to use an alternative method?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: where exactly does money come from | Augmented: what is the origin of the funds
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: Are there limits on the virtual cards? | Augmented: Are there any restrictions on the usage of disposable cards?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: I am paid by my employer in GBP; do I need to do anything in the app to indicate this? | Augmented: I'm receiving a salary in British Pounds; do I need to update the app to reflect this?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | REVIEW | Reason: N/A | Original: Why is my check still not showing up on my account? It's been a week already | Augmented: Why hasn't my account balance been updated after a cash deposit? It's been a few days now.
VAL | [verify_my_identity] | ACCEPT | Reason: Both texts are asking about locating the identity verification process, which aligns with the intent of verifying one's identity. | Original: How and where can I find the identity checks? | Augmented: Where can I locate the identity verification process?
VAL | [exchange_charge] | ACCEPT | Reason: The augmented text does not change the intent; it merely uses slightly different wording to ask about the same concept (the charge for exchanging currencies). | Original: Please tell me what the exchange fee is. | Augmented: Please inform me about the charge for exchanging currencies.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I cancelled my card payment | Augmented: Did you reverse the payment on your card?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: Hi, I'm trying to purchase a flat and I'm needing the first payment for the mortgage to go through on the flat I'm trying to buy. For some reason I keep getting an error.can you assist in making this transfer? What is going on? | Augmented: I'm attempting to finalize the purchase of a property and the initial mortgage payment is stuck. I'm encountering an issue with the transfer, and I'd appreciate it if you could help resolve this problem. What's causing the delay?
VAL | [passcode_forgotten] | ACCEPT | Reason: ... | Original: My passcode is not being accepted | Augmented: I'm having trouble entering my passcode, it's not recognizing it.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay. | Augmented: I'm concerned about the status of a recent transfer from a UK account. I initiated it a short while ago, but my account balance hasn't been updated yet. Could you please confirm everything is in order?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: I requested a refund from a merchant a while ago, and upon repeatedly checking my statement, the merchant has yet to refund me my money.  I don't know what's going on, or why the money is getting into my account--could you please help? | Augmented: I've been waiting for a refund from a merchant for some time now, but I've checked my statement multiple times and haven't seen the refund appear. Can you assist me in figuring out what's happening and why the refund hasn't been processed yet?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How can I receive money? | Augmented: What methods are available for me to receive funds?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I need to transfer some money, can I use my credit card? | Augmented: I'd like to add funds to my account using my credit card.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: ... | Original: Where is my cash deposit in my balance? | Augmented: Why hasn't my account balance been updated to reflect the cash deposit I made?
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: Can you explain to me the way to verify my top up has gone through? | Augmented: Could you please guide me on the process of confirming that my top-up transaction has been successfully processed?
VAL | [card_delivery_estimate] | ACCEPT | Reason: Both texts are seeking confirmation about the possibility of arranging for card delivery on a specific date, which aligns with the target intent of 'card_delivery_estimate'. There is no contradiction or ambiguity introduced. | Original: If I need delivery on a certain day, is that something that could be accommodated? | Augmented: Can you confirm if it's possible to arrange for the card delivery on a specific date?
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: can I choose delivery times to suite me? | Augmented: Can I select a delivery time that fits my schedule?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong? | Augmented: I'm having an issue with my account. I deposited cash yesterday, but my balance hasn't been updated. Could you please investigate and let me know what's going on?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I logged in wrong and am blocked, how do I log in? | Augmented: I mistakenly entered my PIN and now I'm unable to access my account, can you help me log in?
VAL | [compromised_card] | ACCEPT | Reason: The augmented text clearly conveys the same issue of unauthorized transactions and the need for action, which aligns with the 'compromised_card' intent. There are no contradictions or unsupported details added. | Original: I just got an email in confirming my purchase with my card. I login to the mobile app on the card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended. | Augmented: I recently received an email confirming a purchase made with my card, but when I checked my account on the mobile app, I discovered several unauthorized transactions. It appears that someone has compromised my card information and made these fraudulent purchases. I would like to have these transactions reversed and my card temporarily suspended.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: the balance has not changed, but I have deposited some money | Augmented: The balance remains the same, despite the recent deposit.
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: I dont have identification | Augmented: We're having trouble confirming your identity.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it? | Augmented: We're trying to investigate why a direct debit payment was made from your account without your consent.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: Why hasn't my cheque processed? | Augmented: Why hasn't my cash deposit been reflected in my account balance?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do?? | Augmented: I'm at the ATM and it's only dispensing 10 pounds, but I requested to withdraw 30. The app shows I have 30 pounds available, what should I do now?
VAL | [top_up_by_bank_transfer_charge] | UNKNOWN | Reason: N/A | Original: Will I receive all the money sent to my account by SEPA transfer? | Augmented: Will I get the full amount credited to my account when I top up by bank transfer charge?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Where are my funds? I topped off my car but it didn't seem to complete. | Augmented: Why haven't I received the funds after topping up my account?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: I requested a refund for a large order the other day and don't think I received the funds. Can you tell me if you see them or not? | Augmented: I'm concerned that the refund for my recent, substantial purchase hasn't been processed. Could you check if the refund has been issued or not?
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: Do I have to go to an actual bank to change my PIN? | Augmented: Can I only change my PIN by visiting a physical bank location?
