GEN | [transfer_into_account] | Orig: My account is devoid of funds. Am I permitted to submit additional money via bank transfer? -> Aug: Can I still make a deposit into my account using a bank transfer, even though my account is currently empty?
GEN | [exchange_rate] | Orig: What's the process for exchanges? -> Aug: How do I initiate an exchange?
GEN | [exchange_charge] | Orig: Do I have to pay more for exchanges? -> Aug: Are there additional fees for exchanging funds?
GEN | [request_refund] | Orig: It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere! -> Aug: I've been waiting for over a month and my order still hasn't arrived. I'm extremely frustrated, as it's a simple pencil I ordered. I've had enough of this company's poor service, and I demand a refund right away. I'll take my business elsewhere and find a reliable supplier for my Japanese exclusive pencil needs.
GEN | [pin_blocked] | Orig: What should I do if I exceed my PIN tries? -> Aug: What should I do if I reach the maximum number of PIN attempts allowed?
GEN | [receiving_money] | Orig: How can my boss pay me directly to the card? -> Aug: How can my boss deposit funds directly to my card?
GEN | [transfer_timing] | Orig: How do i transfer something faster than normal? -> Aug: Can you tell me about the quickest way to initiate a transfer?
GEN | [balance_not_updated_after_bank_transfer] | Orig: How long does a transfer from a UK account take? I just made one and it doesn't seem to be working, wondering if everything is okay -> Aug: I recently initiated a transfer from my UK account, but my account balance hasn't been updated yet. Can you please let me know what's causing the delay?
GEN | [beneficiary_not_allowed] | Orig: I wasn't allowed to transfer to my account -> Aug: I was prohibited from crediting my account
GEN | [Refund_not_showing_up] | Orig: why cant you just refund me instead of a merchant -> Aug: why can't you simply process a refund for me instead of waiting for the merchant to initiate it?
GEN | [declined_transfer] | Orig: I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate. -> Aug: I've been attempting to initiate a transfer to another account, but it's consistently being declined. I've double-checked my details multiple times and they're correct.
GEN | [change_pin] | Orig: I can't freeze my account as I need the card as I am traveling, how do I change my pin? -> Aug: I'm planning a trip and need to keep my account active, can you guide me on how to modify my PIN code?
GEN | [topping_up_by_card] | Orig: Who can have access to top up my account? -> Aug: Who is eligible to make a card-based account top-up for me?
GEN | [fiat_currency_support] | Orig: Are there limitations to what currency I can hold? -> Aug: What types of fiat currencies are available for holding in my account?
GEN | [visa_or_mastercard] | Orig: I prefer Mastecard. -> Aug: I would rather use Mastercard.
GEN | [transfer_fee_charged] | Orig: I don't appreciate the extra fees being siphoned from my account. I was helping some friends move to Japan and we were buying home decorations at the local stores. The  receipts differed greatly from what showed up in my bank account and my statement. When can I expect the extra fees to be back in my account? -> Aug: I'm unhappy about the unexpected charges deducted from my account. I was assisting friends with their relocation to Japan and we made some purchases at local stores. The receipts didn't match the amounts reflected in my bank statement. Can you tell me when I can expect the extra fees to be credited back to my account?
GEN | [disposable_card_limits] | Orig: Show me the amount of transactions I can do with a disposable card. -> Aug: What are the transaction limits for a disposable card?
GEN | [pending_card_payment] | Orig: My card has been pending for a while, what should I do? -> Aug: My payment is still pending, what's the next step?
GEN | [card_not_working] | Orig: How do I check security settings using the app? -> Aug: What steps can I take to verify the security settings on my card through the mobile app?
GEN | [transfer_timing] | Orig: How long do I have to wait for Europe transfers? -> Aug: What is the typical timeframe for international transfers to Europe?
GEN | [pending_cash_withdrawal] | Orig: I have a withdrawal waiting to go through. -> Aug: A pending cash withdrawal is awaiting processing.
GEN | [beneficiary_not_allowed] | Orig: I need to transfer to my account and cant. -> Aug: I'm trying to transfer funds to my account, but it's not possible.
GEN | [transfer_timing] | Orig: How long will I have to wait for my money to be in my account? -> Aug: When can I expect my funds to be available in my account?
GEN | [order_physical_card] | Orig: What do I owe for a new card? -> Aug: How much will I need to pay for a physical credit card?
GEN | [transfer_timing] | Orig: I need a quick transfer from China.  How long would that take? -> Aug: I require a prompt transfer from China. Can you inform me about the estimated timeframe for this transaction?
GEN | [pending_transfer] | Orig: Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it? -> Aug: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm starting to get frustrated. It's surprising that international transfers can take so long, especially in this day and age.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Hello I have a UK account.  Can you please check if everything is alright with it?  I made a transfer a couple hours ago but it doesn't show up yet. -> Aug: Hi, I'd like to inquire about my UK account. I've recently made a transfer, but my account balance hasn't been updated yet. Could you please look into this and let me know what's going on?
GEN | [card_delivery_estimate] | Orig: I need my card as quick as possible -> Aug: I'd like to receive my card as soon as possible.
GEN | [transfer_timing] | Orig: What are the time frames for the money to be available in my account? -> Aug: When can I expect the funds to be credited to my account?
GEN | [declined_transfer] | Orig: I'm having problems making a transfer to another account. I keep getting a declined message. I know that the information I'm putting in is accurate because I have checked it more than once. -> Aug: I'm experiencing an issue with a transfer to another account, and I keep receiving a decline notification. Despite verifying the information multiple times, I'm still getting the same error message.
GEN | [receiving_money] | Orig: Can this app take my salary? -> Aug: Can I use this app to deposit my paycheck?
GEN | [disposable_card_limits] | Orig: I need several cards per day. And I need to be able to throw away all of the cards I make. -> Aug: I require a large quantity of disposable cards daily, and I'd like the ability to discard them as needed.
GEN | [topping_up_by_card] | Orig: How do I transfer funds directly from my credit card? -> Aug: How can I add funds to my account using my credit card?
GEN | [transfer_timing] | Orig: Help! I need to transfer something to China. -> Aug: Can you assist me with arranging a transfer to China?
GEN | [failed_transfer] | Orig: The transger I tried to make failed. -> Aug: The transfer I attempted did not go through.
GEN | [fiat_currency_support] | Orig: Can I hold more than one currency? -> Aug: Can I maintain multiple fiat currency accounts?
GEN | [change_pin] | Orig: I'm travelling abroad but I've run into a situation where I need to change my PIN immediately. Can I do this from here? -> Aug: I'm currently abroad and I need to update my PIN urgently. Can I make this change remotely?
GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple of days already that doesn't seem to move -> Aug: How long does it typically take for a pending card payment to clear? I have one that's been pending for a few days now and it's not showing any progress.
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: My account is devoid of funds. Am I permitted to submit additional money via bank transfer? | Augmented: Can I still make a deposit into my account using a bank transfer, even though my account is currently empty?
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: What's the process for exchanges? | Augmented: How do I initiate an exchange?
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: Do I have to pay more for exchanges? | Augmented: Are there additional fees for exchanging funds?
VAL | [request_refund] | ACCEPT | Reason: ... | Original: It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere! | Augmented: I've been waiting for over a month and my order still hasn't arrived. I'm extremely frustrated, as it's a simple pencil I ordered. I've had enough of this company's poor service, and I demand a refund right away. I'll take my business elsewhere and find a reliable supplier for my Japanese exclusive pencil needs.
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: What should I do if I exceed my PIN tries? | Augmented: What should I do if I reach the maximum number of PIN attempts allowed?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How can my boss pay me directly to the card? | Augmented: How can my boss deposit funds directly to my card?
VAL | [transfer_timing] | ACCEPT | Reason: N/A | Original: How do i transfer something faster than normal? | Augmented: Can you tell me about the quickest way to initiate a transfer?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: How long does a transfer from a UK account take? I just made one and it doesn't seem to be working, wondering if everything is okay | Augmented: I recently initiated a transfer from my UK account, but my account balance hasn't been updated yet. Can you please let me know what's causing the delay?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I wasn't allowed to transfer to my account | Augmented: I was prohibited from crediting my account
VAL | [Refund_not_showing_up] | ACCEPT | Reason: N/A | Original: why cant you just refund me instead of a merchant | Augmented: why can't you simply process a refund for me instead of waiting for the merchant to initiate it?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate. | Augmented: I've been attempting to initiate a transfer to another account, but it's consistently being declined. I've double-checked my details multiple times and they're correct.
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: I can't freeze my account as I need the card as I am traveling, how do I change my pin? | Augmented: I'm planning a trip and need to keep my account active, can you guide me on how to modify my PIN code?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Who can have access to top up my account? | Augmented: Who is eligible to make a card-based account top-up for me?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Are there limitations to what currency I can hold? | Augmented: What types of fiat currencies are available for holding in my account?
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: I prefer Mastecard. | Augmented: I would rather use Mastercard.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I don't appreciate the extra fees being siphoned from my account. I was helping some friends move to Japan and we were buying home decorations at the local stores. The  receipts differed greatly from what showed up in my bank account and my statement. When can I expect the extra fees to be back in my account? | Augmented: I'm unhappy about the unexpected charges deducted from my account. I was assisting friends with their relocation to Japan and we made some purchases at local stores. The receipts didn't match the amounts reflected in my bank statement. Can you tell me when I can expect the extra fees to be credited back to my account?
VAL | [disposable_card_limits] | ACCEPT | Reason: Both texts are asking about the transaction limits for a disposable card, which aligns with the target intent of 'disposable_card_limits'. There is no contradiction or ambiguity introduced, and the text is specific to the target intent. | Original: Show me the amount of transactions I can do with a disposable card. | Augmented: What are the transaction limits for a disposable card?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: My card has been pending for a while, what should I do? | Augmented: My payment is still pending, what's the next step?
VAL | [card_not_working] | UNKNOWN | Reason: N/A | Original: How do I check security settings using the app? | Augmented: What steps can I take to verify the security settings on my card through the mobile app?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long do I have to wait for Europe transfers? | Augmented: What is the typical timeframe for international transfers to Europe?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I have a withdrawal waiting to go through. | Augmented: A pending cash withdrawal is awaiting processing.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I need to transfer to my account and cant. | Augmented: I'm trying to transfer funds to my account, but it's not possible.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long will I have to wait for my money to be in my account? | Augmented: When can I expect my funds to be available in my account?
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: What do I owe for a new card? | Augmented: How much will I need to pay for a physical credit card?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: I need a quick transfer from China.  How long would that take? | Augmented: I require a prompt transfer from China. Can you inform me about the estimated timeframe for this transaction?
VAL | [pending_transfer] | ACCEPT | Reason: The augmented text preserves the user's frustration with a pending transfer and the expectation that the transfer should not be taking so long, which aligns with the original intent. | Original: Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it? | Augmented: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm starting to get frustrated. It's surprising that international transfers can take so long, especially in this day and age.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: The augmented text preserves the same banking intent by focusing on the unupdated account balance after a recent transfer. It does not introduce any new or unsupported information. | Original: Hello I have a UK account.  Can you please check if everything is alright with it?  I made a transfer a couple hours ago but it doesn't show up yet. | Augmented: Hi, I'd like to inquire about my UK account. I've recently made a transfer, but my account balance hasn't been updated yet. Could you please look into this and let me know what's going on?
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: I need my card as quick as possible | Augmented: I'd like to receive my card as soon as possible.
VAL | [transfer_timing] | ACCEPT | Reason: Both texts are seeking information about the timing of a transfer or the availability of funds in an account. The wording is slightly different but the core intent remains the same. | Original: What are the time frames for the money to be available in my account? | Augmented: When can I expect the funds to be credited to my account?
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: I'm having problems making a transfer to another account. I keep getting a declined message. I know that the information I'm putting in is accurate because I have checked it more than once. | Augmented: I'm experiencing an issue with a transfer to another account, and I keep receiving a decline notification. Despite verifying the information multiple times, I'm still getting the same error message.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can this app take my salary? | Augmented: Can I use this app to deposit my paycheck?
