GEN | [card_not_working] | Orig: I think my card is broken or something. I tried using it and it wouldn't go through, please help. -> Aug: I'm having trouble with my card, it seems to be malfunctioning. I attempted to make a transaction, but it didn't process, could you assist me?
GEN | [atm_support] | Orig: Please provide me a list of ATMs that accept my card. -> Aug: Please give me a list of nearby ATMs that accept my bank card.
GEN | [verify_source_of_funds] | Orig: How do I find out where my funds came from? -> Aug: Can you please confirm the origin of the funds in your account?
GEN | [top_up_limits] | Orig: How much is ok for me to top up with? -> Aug: What's the maximum amount I can top up my limits with?
GEN | [direct_debit_payment_not_recognised] | Orig: I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. -> Aug: I've checked my account activity, but I'm puzzled by a payment that doesn't seem to match any transactions I've made. Can you help me investigate and reverse this unauthorized payment?
GEN | [extra_charge_on_statement] | Orig: I  see an extra 1£ charge on my app. Why did It charge me extra? -> Aug: I noticed an additional £1 charge on my statement. Can you explain why I was billed extra?
GEN | [get_physical_card] | Orig: Will the PIN come separately? -> Aug: Will the physical card be mailed separately?
GEN | [terminate_account] | Orig: I want to close my account due to poor customer service. -> Aug: I'm requesting to discontinue my account because of the unsatisfactory customer service experience.
GEN | [terminate_account] | Orig: Help me delete my account.  I am not satisfied with the service. -> Aug: Can you assist me in canceling my account? I'm not happy with the service and would like to close my account.
GEN | [pin_blocked] | Orig: How do I unlock my account after typing in the wrong PIN too many times? -> Aug: What can I do to reactivate my account after entering an incorrect PIN multiple times?
GEN | [card_linking] | Orig: I want to reactivate my card, I thought I had lost it but found it again in my jacket. -> Aug: I'd like to re-activate my card, I initially thought I misplaced it, but I've since located it in my jacket.
GEN | [wrong_amount_of_cash_received] | Orig: The ATM didn't give me enough money! I asked for more than it gave. What do I do? -> Aug: The ATM dispensed less cash than I requested. I was expecting a larger amount, but it only gave me a smaller one. What should I do now?
GEN | [country_support] | Orig: Do you work in Greece? -> Aug: Are you based in Greece?
GEN | [transfer_into_account] | Orig: I need to transfer money into my account, and I don't know how to do that. -> Aug: I'd like to deposit funds into my account, but I'm not sure what the process entails.
GEN | [request_refund] | Orig: How does on apply fora refund on an item he ordered? I ordere an item and have not received it yet so i want to cancel it and get a refund -> Aug: I'd like to know the process for requesting a refund for an item I ordered, as I haven't received it and would like to cancel the order and receive a refund.
GEN | [card_swallowed] | Orig: Please send a new card; the ATM ate mine. -> Aug: Please dispatch a replacement card; I think I've lost the one I had, as it seems to have been swallowed by the ATM.
GEN | [transfer_into_account] | Orig: I need to add money to my account. Can I do so via bank transfer? -> Aug: I'd like to deposit funds into my account. Is it possible to do so through a bank transfer?
GEN | [declined_cash_withdrawal] | Orig: Hi, In morning, i was trying to withdraw money from my card, but it got declined. So far it was working fine. Could you please check my card. -> Aug: This morning, I attempted to withdraw cash from my card, but the transaction was declined. Despite being functional previously, it seems there's an issue with my card. Could you kindly investigate the matter?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I deposited cash this morning, but it is not yet available. -> Aug: I made a cash deposit earlier today, but my account balance has not been updated accordingly.
GEN | [declined_cash_withdrawal] | Orig: I am unable to get cash from the ATM -> Aug: I'm having trouble withdrawing cash from the ATM.
GEN | [card_payment_wrong_exchange_rate] | Orig: I was charged extra. Was the exchange rate for my payment last Saturday wrong? -> Aug: I was overcharged. Did the exchange rate for my card payment on Saturday incorrectly convert my currency?
GEN | [pending_transfer] | Orig: Why is my transfer pending? -> Aug: What's the status of my transfer?
GEN | [transfer_timing] | Orig: What is the estimated wait time on a US transfer into my account? -> Aug: How long does it typically take to process a US transfer into my account?
GEN | [direct_debit_payment_not_recognised] | Orig: How do I dispute a direct debit on my account? -> Aug: I'm trying to resolve an issue with a direct debit payment that wasn't recognized on my account. Can you help me investigate this discrepancy?
GEN | [extra_charge_on_statement] | Orig: Why does my statement show a $1 charge on my account? -> Aug: Why is there an additional fee listed on my statement?
GEN | [unable_to_verify_identity] | Orig: The app won't identify me. -> Aug: We're having trouble verifying your identity through our app.
GEN | [wrong_amount_of_cash_received] | Orig: I got $20 when I should've gotten $100 -> Aug: I received a smaller amount of cash, specifically $20, when I was expecting $100.
GEN | [request_refund] | Orig: i haven't received my order and want a refund -> Aug: I'm still waiting for my delivery and would like to request a refund.
GEN | [pin_blocked] | Orig: I need my PIN unlocked. -> Aug: I'd like to have my PIN unblocked.
GEN | [top_up_by_cash_or_cheque] | Orig: How do I top up with cash? -> Aug: How can I replenish my account using cash?
GEN | [get_disposable_virtual_card] | Orig: In what way can I use the disposable cards? -> Aug: How can I utilize the disposable virtual cards?
GEN | [declined_cash_withdrawal] | Orig: Why can't I withdraw cash? -> Aug: Why was my cash withdrawal request denied?
GEN | [unable_to_verify_identity] | Orig: I am having some difficulty verifying my id. -> Aug: We're having trouble confirming your identity.
GEN | [disposable_card_limits] | Orig: What are my limits on disposable cards? -> Aug: What are the spending restrictions on my disposable cards?
GEN | [fiat_currency_support] | Orig: Can you tell me the names of the fiat currencies that I can use at your institution? -> Aug: What types of fiat currencies are accepted at your bank for transactions and deposits?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I think my card is broken or something. I tried using it and it wouldn't go through, please help. | Augmented: I'm having trouble with my card, it seems to be malfunctioning. I attempted to make a transaction, but it didn't process, could you assist me?
VAL | [atm_support] | ACCEPT | Reason: N/A | Original: Please provide me a list of ATMs that accept my card. | Augmented: Please give me a list of nearby ATMs that accept my bank card.
VAL | [verify_source_of_funds] | ACCEPT | Reason: ... | Original: How do I find out where my funds came from? | Augmented: Can you please confirm the origin of the funds in your account?
VAL | [top_up_limits] | ACCEPT | Reason: Both texts are asking about the upper limit for topping up, which aligns with the target intent of 'top_up_limits'. The wording is slightly different but the intent remains the same. | Original: How much is ok for me to top up with? | Augmented: What's the maximum amount I can top up my limits with?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. | Augmented: I've checked my account activity, but I'm puzzled by a payment that doesn't seem to match any transactions I've made. Can you help me investigate and reverse this unauthorized payment?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: I  see an extra 1£ charge on my app. Why did It charge me extra? | Augmented: I noticed an additional £1 charge on my statement. Can you explain why I was billed extra?
VAL | [get_physical_card] | UNKNOWN | Reason: N/A | Original: Will the PIN come separately? | Augmented: Will the physical card be mailed separately?
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: I want to close my account due to poor customer service. | Augmented: I'm requesting to discontinue my account because of the unsatisfactory customer service experience.
VAL | [terminate_account] | ACCEPT | Reason: N/A | Original: Help me delete my account.  I am not satisfied with the service. | Augmented: Can you assist me in canceling my account? I'm not happy with the service and would like to close my account.
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: How do I unlock my account after typing in the wrong PIN too many times? | Augmented: What can I do to reactivate my account after entering an incorrect PIN multiple times?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I want to reactivate my card, I thought I had lost it but found it again in my jacket. | Augmented: I'd like to re-activate my card, I initially thought I misplaced it, but I've since located it in my jacket.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: The ATM didn't give me enough money! I asked for more than it gave. What do I do? | Augmented: The ATM dispensed less cash than I requested. I was expecting a larger amount, but it only gave me a smaller one. What should I do now?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Do you work in Greece? | Augmented: Are you based in Greece?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: I need to transfer money into my account, and I don't know how to do that. | Augmented: I'd like to deposit funds into my account, but I'm not sure what the process entails.
VAL | [request_refund] | ACCEPT | Reason: ... | Original: How does on apply fora refund on an item he ordered? I ordere an item and have not received it yet so i want to cancel it and get a refund | Augmented: I'd like to know the process for requesting a refund for an item I ordered, as I haven't received it and would like to cancel the order and receive a refund.
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: Please send a new card; the ATM ate mine. | Augmented: Please dispatch a replacement card; I think I've lost the one I had, as it seems to have been swallowed by the ATM.
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: I need to add money to my account. Can I do so via bank transfer? | Augmented: I'd like to deposit funds into my account. Is it possible to do so through a bank transfer?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Hi, In morning, i was trying to withdraw money from my card, but it got declined. So far it was working fine. Could you please check my card. | Augmented: This morning, I attempted to withdraw cash from my card, but the transaction was declined. Despite being functional previously, it seems there's an issue with my card. Could you kindly investigate the matter?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: I deposited cash this morning, but it is not yet available. | Augmented: I made a cash deposit earlier today, but my account balance has not been updated accordingly.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I am unable to get cash from the ATM | Augmented: I'm having trouble withdrawing cash from the ATM.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: I was charged extra. Was the exchange rate for my payment last Saturday wrong? | Augmented: I was overcharged. Did the exchange rate for my card payment on Saturday incorrectly convert my currency?
VAL | [pending_transfer] | ACCEPT | Reason: Both questions are seeking information about the current state of a transfer, which aligns with the 'pending_transfer' intent. | Original: Why is my transfer pending? | Augmented: What's the status of my transfer?
VAL | [transfer_timing] | ACCEPT | Reason: N/A | Original: What is the estimated wait time on a US transfer into my account? | Augmented: How long does it typically take to process a US transfer into my account?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: The augmented text maintains the focus on a direct debit payment that was not recognized, which is consistent with the original intent. It also asks for assistance in resolving the issue, which is a common action taken when such a problem arises. | Original: How do I dispute a direct debit on my account? | Augmented: I'm trying to resolve an issue with a direct debit payment that wasn't recognized on my account. Can you help me investigate this discrepancy?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: Why does my statement show a $1 charge on my account? | Augmented: Why is there an additional fee listed on my statement?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: ... | Original: The app won't identify me. | Augmented: We're having trouble verifying your identity through our app.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: I got $20 when I should've gotten $100 | Augmented: I received a smaller amount of cash, specifically $20, when I was expecting $100.
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: i haven't received my order and want a refund | Augmented: I'm still waiting for my delivery and would like to request a refund.
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I need my PIN unlocked. | Augmented: I'd like to have my PIN unblocked.
