GEN | [balance_not_updated_after_bank_transfer] | Orig: how do i see what i transferred -> Aug: why isn't my account balance updated after I made a transfer?
GEN | [pending_transfer] | Orig: Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet. -> Aug: I've reviewed my account information to confirm everything is accurate, and I'm still waiting for a pending transfer to process.
GEN | [top_up_by_bank_transfer_charge] | Orig: If someone sends me money, will I be charged? -> Aug: If I receive a bank transfer from someone, will I be charged a fee?
GEN | [cancel_transfer] | Orig: The wrong account was used during a transaction. -> Aug: The incorrect account was mistakenly used for a transfer.
GEN | [automatic_top_up] | Orig: Can I schedule future top ups? -> Aug: Can I set up recurring automatic top-ups?
GEN | [lost_or_stolen_phone] | Orig: What do I do if I cannot access the app? -> Aug: I'm having trouble accessing the app and need help recovering my phone.
GEN | [card_not_working] | Orig: I can't get my actual card to work -> Aug: I'm having trouble using my physical card
GEN | [top_up_failed] | Orig: I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please? -> Aug: I attempted to make a payment using my card, but it was unsuccessful. I had successfully made a payment a couple of days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
GEN | [declined_cash_withdrawal] | Orig: Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. -> Aug: I'm having trouble withdrawing cash from the ATM and I'm certain I entered my PIN correctly. Can you assist me with this issue?
GEN | [transfer_not_received_by_recipient] | Orig: I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on? -> Aug: I've double-checked the account number to ensure it's accurate, as I initiated a domestic transfer yesterday. However, the recipient hasn't received the funds yet. Can you investigate this issue for me?
GEN | [top_up_reverted] | Orig: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. -> Aug: Hello, I've successfully made a top-up payment, but my account hasn't been credited. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
GEN | [transaction_charged_twice] | Orig: My card was declined but it shows as multiple charges? -> Aug: I made a purchase, but it looks like I've been charged twice, even though my card was declined.
GEN | [pending_card_payment] | Orig: There is a payment that has not processed. -> Aug: A payment has not been successfully processed yet.
GEN | [top_up_limits] | Orig: Do I need to use a limit on top-ups? -> Aug: Must I set a limit on my top-up transactions?
GEN | [card_not_working] | Orig: Need help to get my card to work. -> Aug: Can you assist me in resolving the issue with my card not functioning properly?
GEN | [top_up_limits] | Orig: Is there a top-up limit that I have to stay under during a given period of time? -> Aug: Is there a maximum amount I'm allowed to top up within a specific timeframe?
GEN | [card_not_working] | Orig: What do I do if i accidentally broke my card? -> Aug: If I've damaged my card, what should I do?
GEN | [card_about_to_expire] | Orig: Tell me what I should do after my card expires. -> Aug: What steps should I take once my credit card's expiration date has passed?
GEN | [card_not_working] | Orig: How do I re-order a damaged card? -> Aug: I'd like to replace a faulty card.
GEN | [beneficiary_not_allowed] | Orig: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? -> Aug: I'm having trouble finalizing a transaction. I'm attempting to buy some cryptocurrency, but the app is preventing me from doing so. Can you help me understand what's blocking this process?
GEN | [top_up_reverted] | Orig: I'm having an issue with transaction. I topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. What's up with that? -> Aug: I'm experiencing a problem with a recent transaction. I successfully added funds to my account, but the deposit was made a few days ago, and now the balance has reverted to its previous state. Can you help me understand what's going on?
GEN | [card_acceptance] | Orig: How do I know where I can use my card? -> Aug: Where can I use my card?
GEN | [lost_or_stolen_phone] | Orig: I misplaced my phone so I can't use the app! Does this mean I can't use my card? -> Aug: I accidentally left my phone behind, and now I'm unable to access the app. Does this mean I'm unable to use my card?
GEN | [declined_cash_withdrawal] | Orig: My card didn't work at the ATM in Notting Hill.  Is my card working? -> Aug: My cash withdrawal was declined at the ATM in Notting Hill, and I'm wondering if there's an issue with my card.
GEN | [card_linking] | Orig: I would like to link my card to my account. -> Aug: I'd like to connect my card to my account.
GEN | [cash_withdrawal_not_recognised] | Orig: I got a message saying I made a withdrawal from the bank machine, but I did not. -> Aug: I received a notification indicating that I withdrew cash from an ATM, but I'm certain I didn't make the transaction.
GEN | [request_refund] | Orig: How do I reverse a transaction on my account? -> Aug: I'd like to initiate a refund for a recent transaction on my account.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Where is the transfer that I did? -> Aug: Why hasn't my account balance been updated after the recent bank transfer?
GEN | [top_up_failed] | Orig: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? -> Aug: I've attempted to add funds to my card, but the transaction has failed. Could you help me identify the issue?
GEN | [pending_top_up] | Orig: I already paid to top-up but the funds aren't available yet, where are they? -> Aug: I made a payment to top up my account, but the funds are still pending, can you tell me what's going on?
GEN | [top_up_by_cash_or_cheque] | Orig: How long before a check I send clears? -> Aug: How long does it take for a cheque to clear before I can use it to top up my account?
GEN | [card_not_working] | Orig: I can't seem to use my card. Can you help? -> Aug: I'm having trouble using my card. Can you assist me?
GEN | [pin_blocked] | Orig: I attempted to enter my pin to many times. -> Aug: I tried to enter my PIN multiple times.
GEN | [supported_cards_and_currencies] | Orig: I have another card from the U.S. Will you be able to accept that one? -> Aug: I'd like to know if you support cards issued in the United States.
GEN | [direct_debit_payment_not_recognised] | Orig: This debit is not my transcation. How do I get my money out back? -> Aug: This direct debit payment is not recognized as my transaction. How can I retrieve my funds?
GEN | [request_refund] | Orig: I would like to retract my purchase. -> Aug: I'd like to cancel my transaction and seek a refund.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: how do i see what i transferred | Augmented: why isn't my account balance updated after I made a transfer?
VAL | [pending_transfer] | ACCEPT | Reason: The augmented text preserves the user's inquiry about a pending transfer and their need for clarification on its status. This aligns with the original intent of discussing a pending transfer. | Original: Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet. | Augmented: I've reviewed my account information to confirm everything is accurate, and I'm still waiting for a pending transfer to process.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: If someone sends me money, will I be charged? | Augmented: If I receive a bank transfer from someone, will I be charged a fee?
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: The wrong account was used during a transaction. | Augmented: The incorrect account was mistakenly used for a transfer.
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I schedule future top ups? | Augmented: Can I set up recurring automatic top-ups?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: What do I do if I cannot access the app? | Augmented: I'm having trouble accessing the app and need help recovering my phone.
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: I can't get my actual card to work | Augmented: I'm having trouble using my physical card
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please? | Augmented: I attempted to make a payment using my card, but it was unsuccessful. I had successfully made a payment a couple of days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. | Augmented: I'm having trouble withdrawing cash from the ATM and I'm certain I entered my PIN correctly. Can you assist me with this issue?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on? | Augmented: I've double-checked the account number to ensure it's accurate, as I initiated a domestic transfer yesterday. However, the recipient hasn't received the funds yet. Can you investigate this issue for me?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. | Augmented: Hello, I've successfully made a top-up payment, but my account hasn't been credited. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: My card was declined but it shows as multiple charges? | Augmented: I made a purchase, but it looks like I've been charged twice, even though my card was declined.
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: There is a payment that has not processed. | Augmented: A payment has not been successfully processed yet.
VAL | [top_up_limits] | ACCEPT | Reason: ... | Original: Do I need to use a limit on top-ups? | Augmented: Must I set a limit on my top-up transactions?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Need help to get my card to work. | Augmented: Can you assist me in resolving the issue with my card not functioning properly?
VAL | [top_up_limits] | ACCEPT | Reason: Both texts are asking about the limits on top-ups within a certain period, which aligns with the target intent of 'top_up_limits'. The wording is changed but the core banking intent remains the same. | Original: Is there a top-up limit that I have to stay under during a given period of time? | Augmented: Is there a maximum amount I'm allowed to top up within a specific timeframe?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: What do I do if i accidentally broke my card? | Augmented: If I've damaged my card, what should I do?
VAL | [card_about_to_expire] | ACCEPT | Reason: Both texts are asking for actions to be taken when a card expires, preserving the original intent. | Original: Tell me what I should do after my card expires. | Augmented: What steps should I take once my credit card's expiration date has passed?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: How do I re-order a damaged card? | Augmented: I'd like to replace a faulty card.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? | Augmented: I'm having trouble finalizing a transaction. I'm attempting to buy some cryptocurrency, but the app is preventing me from doing so. Can you help me understand what's blocking this process?
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: I'm having an issue with transaction. I topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. What's up with that? | Augmented: I'm experiencing a problem with a recent transaction. I successfully added funds to my account, but the deposit was made a few days ago, and now the balance has reverted to its previous state. Can you help me understand what's going on?
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: How do I know where I can use my card? | Augmented: Where can I use my card?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I misplaced my phone so I can't use the app! Does this mean I can't use my card? | Augmented: I accidentally left my phone behind, and now I'm unable to access the app. Does this mean I'm unable to use my card?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: My card didn't work at the ATM in Notting Hill.  Is my card working? | Augmented: My cash withdrawal was declined at the ATM in Notting Hill, and I'm wondering if there's an issue with my card.
VAL | [card_linking] | ACCEPT | Reason: Both sentences express the action of associating a card with an account, which is the core of the 'card_linking' intent. | Original: I would like to link my card to my account. | Augmented: I'd like to connect my card to my account.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: ... | Original: I got a message saying I made a withdrawal from the bank machine, but I did not. | Augmented: I received a notification indicating that I withdrew cash from an ATM, but I'm certain I didn't make the transaction.
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: How do I reverse a transaction on my account? | Augmented: I'd like to initiate a refund for a recent transaction on my account.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Where is the transfer that I did? | Augmented: Why hasn't my account balance been updated after the recent bank transfer?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? | Augmented: I've attempted to add funds to my card, but the transaction has failed. Could you help me identify the issue?
