GEN | [card_payment_wrong_exchange_rate] | Orig: It seems that the rate I got is incorrect. -> Aug: The exchange rate applied to my card payment appears to be inaccurate.
GEN | [pending_top_up] | Orig: I added money to the card but the transaction didn't go through -> Aug: I attempted to top up the card, but the transaction remains pending
GEN | [reverted_card_payment?] | Orig: I just found out from the seller that my money didn't go through. I checked my account and it was deducted at first but now it's back in my account. Can you  please fix this for me quickly? -> Aug: I recently discovered that the payment didn't process as expected. Initially, the funds were debited from my account, but they've since been reversed. Could you assist me in resolving this issue promptly?
GEN | [card_arrival] | Orig: Was there a way for me to get tracking for that? -> Aug: Could you please provide me with tracking information for my card arrival?
GEN | [request_refund] | Orig: Is there a way you can have money from a purchase I made refunded to my account. -> Aug: Can you assist me in getting a refund for a recent purchase credited back to my account?
GEN | [declined_transfer] | Orig: I'm trying to move money from my account to elsewhere, but it's giving me an error message. -> Aug: I'm attempting to initiate a transfer from my account to another account, but I'm receiving an error notification.
GEN | [transfer_not_received_by_recipient] | Orig: Where is my last money transaction -> Aug: I haven't received my recent transfer.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I'm unhappy with the exchange rate your cash transactions. -> Aug: I'm not satisfied with the exchange rate applied to my cash withdrawal.
GEN | [topping_up_by_card] | Orig: My friends would like to add to my account. What is the procedure? -> Aug: How can I add funds to my account using my card?
GEN | [atm_support] | Orig: Do I have to use bank approved ATM's -> Aug: Must I only use bank-recommended ATMs?
GEN | [verify_top_up] | Orig: How do i secure a top-up card? -> Aug: How can I confirm the details of my top-up card?
GEN | [declined_cash_withdrawal] | Orig: i needed money for a night out with the girls but i was declined, why? -> Aug: I was looking forward to a night out with friends, but unfortunately, my cash withdrawal request was declined, and I'm not sure why.
GEN | [exchange_via_app] | Orig: I no longer need AUD, I need GBP instead, how can I make this happen? -> Aug: I'd like to exchange my AUD for GBP, is there a way to do this through the app?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: An overseas cash transfer did not work correctly -> Aug: The exchange rate used for the cash withdrawal was incorrect.
GEN | [transfer_not_received_by_recipient] | Orig: I do not know where the transaction is. -> Aug: I'm not aware of the status of the transfer.
GEN | [Refund_not_showing_up] | Orig: I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week! -> Aug: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I'm still waiting for my refund. It's been a week since I reached out to the seller, and I'm at a loss as to why my refund hasn't been processed.
GEN | [pending_transfer] | Orig: I have an outgoing transfer -> Aug: I have a pending outgoing transaction
GEN | [transfer_not_received_by_recipient] | Orig: Why can't the recepient of my money transaction see it? -> Aug: The recipient of my money transfer is unable to view the transaction.
GEN | [transfer_into_account] | Orig: I need to move money from one of my other accounts to this one. -> Aug: I'd like to transfer funds from another account to this account.
GEN | [exchange_charge] | Orig: Would you be able to offer me a discount, since I need to exchange currencies frequently? -> Aug: Could you provide a discount for me, as I regularly need to exchange currencies?
GEN | [unable_to_verify_identity] | Orig: Problem verifying my account -> Aug: We're having trouble confirming your account information.
GEN | [top_up_failed] | Orig: I added funds to my account but the app didn't process it. -> Aug: I attempted to make a deposit into my account, but the transaction was unsuccessful.
GEN | [card_arrival] | Orig: can you share card tracking number? -> Aug: can you provide the tracking number for my card?
GEN | [reverted_card_payment?] | Orig: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. -> Aug: Can you help me understand why my online transactions are being declined, even though my card payment is initially accepted, only to be reversed later?
GEN | [top_up_failed] | Orig: I didn't see the money I added to my card. -> Aug: I didn't receive the funds I attempted to add to my card.
GEN | [exchange_via_app] | Orig: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? -> Aug: I'd like to modify my currency exchange, as I no longer require GBP and instead need AUD. Can you guide me on the process for making this change?
GEN | [reverted_card_payment?] | Orig: My card payments have stopped. -> Aug: My card payments have ceased.
GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening . -> Aug: I'm confused, I've always been able to make transfers without any issues, but when I tried to make a recent purchase, my card was declined. I've tried a few times, but the result is the same - my transfer is being declined.
GEN | [pending_card_payment] | Orig: I am waiting for a payment to be processed -> Aug: I am expecting a payment to be cleared
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm in a bit of an emergency and I desperately need to add funds to my card, but it's not accepting the top-up. Can you help me resolve this issue or suggest an alternative solution?
GEN | [automatic_top_up] | Orig: Can I have money transferred into my account at different intervals along my trip? -> Aug: Can I set up recurring transfers to my account during my trip?
GEN | [extra_charge_on_statement] | Orig: There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there. -> Aug: I've noticed a mysterious £1 charge showing up as pending on my statement. Can you help me figure out what it's for? I'm certain I didn't make any purchases for that amount.
GEN | [top_up_failed] | Orig: Why are you keeping my money from me by declining my card? What is going on? -> Aug: Why is my card being declined, and why am I being prevented from accessing my funds? What's the reason behind this issue?
GEN | [card_about_to_expire] | Orig: I'm in China and need a new card. Please help. -> Aug: I'm currently abroad in China and require a replacement card as my existing one is nearing its expiration date. Can you assist me with this request?
GEN | [passcode_forgotten] | Orig: I can't access my account. -> Aug: I'm having trouble logging in because I've forgotten my passcode.
GEN | [virtual_card_not_working] | Orig: My Virtual card was rejected for a car rental. Why? -> Aug: My virtual card was declined for a car rental, and I'm wondering why.
GEN | [exchange_via_app] | Orig: Can this convert money? -> Aug: Can I make an exchange using the app?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: It seems that the rate I got is incorrect. | Augmented: The exchange rate applied to my card payment appears to be inaccurate.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I added money to the card but the transaction didn't go through | Augmented: I attempted to top up the card, but the transaction remains pending
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: I just found out from the seller that my money didn't go through. I checked my account and it was deducted at first but now it's back in my account. Can you  please fix this for me quickly? | Augmented: I recently discovered that the payment didn't process as expected. Initially, the funds were debited from my account, but they've since been reversed. Could you assist me in resolving this issue promptly?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: Was there a way for me to get tracking for that? | Augmented: Could you please provide me with tracking information for my card arrival?
VAL | [request_refund] | ACCEPT | Reason: Both texts are requesting a refund for a purchase and crediting the amount back to the user's account. There is no contradiction or ambiguity introduced. | Original: Is there a way you can have money from a purchase I made refunded to my account. | Augmented: Can you assist me in getting a refund for a recent purchase credited back to my account?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: I'm trying to move money from my account to elsewhere, but it's giving me an error message. | Augmented: I'm attempting to initiate a transfer from my account to another account, but I'm receiving an error notification.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: Where is my last money transaction | Augmented: I haven't received my recent transfer.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: ... | Original: I'm unhappy with the exchange rate your cash transactions. | Augmented: I'm not satisfied with the exchange rate applied to my cash withdrawal.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: My friends would like to add to my account. What is the procedure? | Augmented: How can I add funds to my account using my card?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: Do I have to use bank approved ATM's | Augmented: Must I only use bank-recommended ATMs?
VAL | [verify_top_up] | REVIEW | Reason: N/A | Original: How do i secure a top-up card? | Augmented: How can I confirm the details of my top-up card?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: i needed money for a night out with the girls but i was declined, why? | Augmented: I was looking forward to a night out with friends, but unfortunately, my cash withdrawal request was declined, and I'm not sure why.
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: I no longer need AUD, I need GBP instead, how can I make this happen? | Augmented: I'd like to exchange my AUD for GBP, is there a way to do this through the app?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: An overseas cash transfer did not work correctly | Augmented: The exchange rate used for the cash withdrawal was incorrect.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I do not know where the transaction is. | Augmented: I'm not aware of the status of the transfer.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week! | Augmented: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I'm still waiting for my refund. It's been a week since I reached out to the seller, and I'm at a loss as to why my refund hasn't been processed.
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: I have an outgoing transfer | Augmented: I have a pending outgoing transaction
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Why can't the recepient of my money transaction see it? | Augmented: The recipient of my money transfer is unable to view the transaction.
VAL | [transfer_into_account] | ACCEPT | Reason: Both texts convey the same intent of transferring money from one account to another, preserving the target intent of 'transfer_into_account'. There are no contradictions or ambiguities introduced. | Original: I need to move money from one of my other accounts to this one. | Augmented: I'd like to transfer funds from another account to this account.
VAL | [exchange_charge] | ACCEPT | Reason: ... | Original: Would you be able to offer me a discount, since I need to exchange currencies frequently? | Augmented: Could you provide a discount for me, as I regularly need to exchange currencies?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: Problem verifying my account | Augmented: We're having trouble confirming your account information.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I added funds to my account but the app didn't process it. | Augmented: I attempted to make a deposit into my account, but the transaction was unsuccessful.
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: can you share card tracking number? | Augmented: can you provide the tracking number for my card?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. | Augmented: Can you help me understand why my online transactions are being declined, even though my card payment is initially accepted, only to be reversed later?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I didn't see the money I added to my card. | Augmented: I didn't receive the funds I attempted to add to my card.
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? | Augmented: I'd like to modify my currency exchange, as I no longer require GBP and instead need AUD. Can you guide me on the process for making this change?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: My card payments have stopped. | Augmented: My card payments have ceased.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening . | Augmented: I'm confused, I've always been able to make transfers without any issues, but when I tried to make a recent purchase, my card was declined. I've tried a few times, but the result is the same - my transfer is being declined.
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I am waiting for a payment to be processed | Augmented: I am expecting a payment to be cleared
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives | Augmented: I'm in a bit of an emergency and I desperately need to add funds to my card, but it's not accepting the top-up. Can you help me resolve this issue or suggest an alternative solution?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I have money transferred into my account at different intervals along my trip? | Augmented: Can I set up recurring transfers to my account during my trip?
