GEN | [verify_my_identity] | Orig: Let me know what the steps for the identity checks are -> Aug: Can you walk me through the process of verifying my identity?
GEN | [transfer_not_received_by_recipient] | Orig: I did a money transaction and dont have a receipt -> Aug: I made a payment and didn't receive a confirmation
GEN | [cancel_transfer] | Orig: What are the steps I need to take to cancel a transaction? -> Aug: How do I go about terminating a transfer I initiated earlier?
GEN | [request_refund] | Orig: It has been forever ago that I made an order online. The product simply is not coming. Just give me back my money because I'm not paying these people. -> Aug: I've been waiting for an eternity for my online order to arrive, but it's nowhere to be found. I'd like to request a refund as I'm not willing to continue holding onto my payment.
GEN | [top_up_failed] | Orig: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm experiencing an issue with topping up my card, as it's been declined repeatedly. Could you assist me in resolving this issue or suggest an alternative solution, please?
GEN | [card_payment_fee_charged] | Orig: I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before. -> Aug: I'd like to be informed when an extra charge is applied to my payment. I recently checked the app and noticed an additional fee associated with one of the transactions. I was not notified about this beforehand.
GEN | [receiving_money] | Orig: Can I receive payment in another currency? -> Aug: Can I accept payment in a different currency?
GEN | [top_up_limits] | Orig: Tell me if there is a top-up limit. -> Aug: What's the maximum amount I can top up my account?
GEN | [verify_top_up] | Orig: this verifying the top up is annoying -> Aug: This top-up verification process is really frustrating.
GEN | [pin_blocked] | Orig: My card got blocked, how do I reset? -> Aug: My PIN has been blocked, what's the process to unblock it?
GEN | [declined_cash_withdrawal] | Orig: Why did the ATM cancel my transaction -> Aug: Why was my cash withdrawal declined at the ATM?
GEN | [pending_cash_withdrawal] | Orig: I have the cash already, my account still shows up as pending.  How can my account be still pending? -> Aug: I've already deposited the cash, yet my account remains pending. Why is my account still showing a pending status?
GEN | [card_payment_fee_charged] | Orig: What can i pay with out  fees -> Aug: How can I make a payment without incurring any charges?
GEN | [transaction_charged_twice] | Orig: I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back? -> Aug: I accidentally used a duplicate credit card to make a purchase, and it was reflected on my account twice. I've since cancelled the card, but I'd like to know how to recover the extra charge.
GEN | [card_not_working] | Orig: I tried using my card at multiple vendors and now it's not working. -> Aug: I've attempted to use my card at various merchants, but it's no longer functioning properly.
GEN | [card_delivery_estimate] | Orig: What is the length of time for one of these items to come to the U.S? -> Aug: How long does it typically take for one of these items to arrive in the United States?
GEN | [top_up_by_cash_or_cheque] | Orig: Can cash be used in physical locations to top up? -> Aug: Can I use cash to top up my account at a physical location?
GEN | [card_payment_fee_charged] | Orig: Why am I being a charged for using my card? -> Aug: I'm not sure why I'm being charged a fee for making a payment with my card.
GEN | [top_up_failed] | Orig: I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any. -> Aug: I'm experiencing an issue with topping up my card, as the transaction is being declined. Could you assist me in resolving this or suggest alternative solutions if available?
GEN | [verify_top_up] | Orig: Where is the verification code display? -> Aug: Can you please show me the verification code for the top-up process?
GEN | [request_refund] | Orig: My statement has a charge that shouldn't have been made. -> Aug: I'd like to dispute a charge on my statement that was incorrectly applied.
GEN | [card_payment_not_recognised] | Orig: I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back? -> Aug: I'd like to report an issue with an unauthorized payment. I've reviewed my account activity and noticed some transactions that I'm not familiar with. Can you look into this and help me recover the funds?
GEN | [card_payment_fee_charged] | Orig: Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about. -> Aug: Can you inform me when you deduct fees for transactions? I've checked the app and noticed a charge that I wasn't expecting.
GEN | [card_payment_not_recognised] | Orig: I do not recongize a payment in my account. -> Aug: I'm unable to locate a payment in my account records.
GEN | [card_payment_fee_charged] | Orig: I was charged and shouldn't have been charged when using my card! -> Aug: I was unexpectedly billed a fee for using my card, which I believe was an error.
GEN | [unable_to_verify_identity] | Orig: My identity isn't being accepted, what should I do? -> Aug: We're having trouble verifying your identity, could you please assist us in resolving this issue?
GEN | [top_up_by_card_charge] | Orig: Is topping up free? -> Aug: Is there a charge for topping up my account using my card?
GEN | [topping_up_by_card] | Orig: my top up isnt there yet where do i find it -> Aug: my card top-up is still pending, where can I locate it?
GEN | [card_not_working] | Orig: Why doesn't my card work for any transactions? -> Aug: Why is my card unable to process any transactions?
GEN | [direct_debit_payment_not_recognised] | Orig: I'm checking my statements and I saw a purchase from a couple weeks ago that I don't recall at all. Not only that, but I don't even know the business that charged it. I'm not sure if I did it or not, but can we check it and see if we can trace it back to make certain? -> Aug: We've noticed a transaction on your statement that's causing some confusion. It appears to be a direct debit payment that we can't identify. The date is a few weeks old, and I'm not familiar with the business that made the charge. I'm wondering if you could help us investigate this further and determine if it was a legitimate transaction or not.
GEN | [card_payment_fee_charged] | Orig: What are the fees imposed when I make a transaction? -> Aug: What charges do I need to pay when I process a payment?
GEN | [card_payment_fee_charged] | Orig: Why did I have to pay an additional amount when using my card to pay? -> Aug: Why was I charged an extra fee when I used my card to make a payment?
GEN | [verify_top_up] | Orig: I just tried to top-up and now I'm getting an additional verification message, why? -> Aug: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
GEN | [pending_cash_withdrawal] | Orig: There is a withdrawal waiting. -> Aug: A pending cash withdrawal is currently being processed.
GEN | [Refund_not_showing_up] | Orig: I returned an item but don't see it on my account? -> Aug: I sent back a product, but the refund isn't showing up on my statement.
GEN | [supported_cards_and_currencies] | Orig: Top up my card please, which y'all support? -> Aug: Can you please inform me about the payment methods you accept, specifically the cards you support?
GEN | [receiving_money] | Orig: i want to get my salary deposited as pesos? -> Aug: I'd like to receive my salary in pesos.
GEN | [declined_cash_withdrawal] | Orig: Please help me with my card. As i have tried to use my card in two different ATMs but repeatedly it was declining by ATM. -> Aug: I'm having trouble using my card at ATMs. I've tried to withdraw cash from two different machines, but it's been declined each time.
GEN | [card_not_working] | Orig: Currently my card is broken. -> Aug: My credit card is malfunctioning.
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: Let me know what the steps for the identity checks are | Augmented: Can you walk me through the process of verifying my identity?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I did a money transaction and dont have a receipt | Augmented: I made a payment and didn't receive a confirmation
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: What are the steps I need to take to cancel a transaction? | Augmented: How do I go about terminating a transfer I initiated earlier?
VAL | [request_refund] | ACCEPT | Reason: ... | Original: It has been forever ago that I made an order online. The product simply is not coming. Just give me back my money because I'm not paying these people. | Augmented: I've been waiting for an eternity for my online order to arrive, but it's nowhere to be found. I'd like to request a refund as I'm not willing to continue holding onto my payment.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives | Augmented: I'm experiencing an issue with topping up my card, as it's been declined repeatedly. Could you assist me in resolving this issue or suggest an alternative solution, please?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before. | Augmented: I'd like to be informed when an extra charge is applied to my payment. I recently checked the app and noticed an additional fee associated with one of the transactions. I was not notified about this beforehand.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can I receive payment in another currency? | Augmented: Can I accept payment in a different currency?
VAL | [top_up_limits] | ACCEPT | Reason: Both texts are seeking information about the constraints on topping up an account. The original text uses the phrase "top-up limit," while the augmented text uses "maximum amount" to describe the same concept. | Original: Tell me if there is a top-up limit. | Augmented: What's the maximum amount I can top up my account?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: this verifying the top up is annoying | Augmented: This top-up verification process is really frustrating.
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: My card got blocked, how do I reset? | Augmented: My PIN has been blocked, what's the process to unblock it?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why did the ATM cancel my transaction | Augmented: Why was my cash withdrawal declined at the ATM?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: I have the cash already, my account still shows up as pending.  How can my account be still pending? | Augmented: I've already deposited the cash, yet my account remains pending. Why is my account still showing a pending status?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: What can i pay with out  fees | Augmented: How can I make a payment without incurring any charges?
VAL | [transaction_charged_twice] | ACCEPT | Reason: ... | Original: I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back? | Augmented: I accidentally used a duplicate credit card to make a purchase, and it was reflected on my account twice. I've since cancelled the card, but I'd like to know how to recover the extra charge.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I tried using my card at multiple vendors and now it's not working. | Augmented: I've attempted to use my card at various merchants, but it's no longer functioning properly.
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: What is the length of time for one of these items to come to the U.S? | Augmented: How long does it typically take for one of these items to arrive in the United States?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: Can cash be used in physical locations to top up? | Augmented: Can I use cash to top up my account at a physical location?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: Why am I being a charged for using my card? | Augmented: I'm not sure why I'm being charged a fee for making a payment with my card.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any. | Augmented: I'm experiencing an issue with topping up my card, as the transaction is being declined. Could you assist me in resolving this or suggest alternative solutions if available?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: Where is the verification code display? | Augmented: Can you please show me the verification code for the top-up process?
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: My statement has a charge that shouldn't have been made. | Augmented: I'd like to dispute a charge on my statement that was incorrectly applied.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back? | Augmented: I'd like to report an issue with an unauthorized payment. I've reviewed my account activity and noticed some transactions that I'm not familiar with. Can you look into this and help me recover the funds?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about. | Augmented: Can you inform me when you deduct fees for transactions? I've checked the app and noticed a charge that I wasn't expecting.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I do not recongize a payment in my account. | Augmented: I'm unable to locate a payment in my account records.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: I was charged and shouldn't have been charged when using my card! | Augmented: I was unexpectedly billed a fee for using my card, which I believe was an error.
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: My identity isn't being accepted, what should I do? | Augmented: We're having trouble verifying your identity, could you please assist us in resolving this issue?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: ... | Original: Is topping up free? | Augmented: Is there a charge for topping up my account using my card?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: my top up isnt there yet where do i find it | Augmented: my card top-up is still pending, where can I locate it?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Why doesn't my card work for any transactions? | Augmented: Why is my card unable to process any transactions?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I'm checking my statements and I saw a purchase from a couple weeks ago that I don't recall at all. Not only that, but I don't even know the business that charged it. I'm not sure if I did it or not, but can we check it and see if we can trace it back to make certain? | Augmented: We've noticed a transaction on your statement that's causing some confusion. It appears to be a direct debit payment that we can't identify. The date is a few weeks old, and I'm not familiar with the business that made the charge. I'm wondering if you could help us investigate this further and determine if it was a legitimate transaction or not.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: What are the fees imposed when I make a transaction? | Augmented: What charges do I need to pay when I process a payment?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: The augmented text maintains the core question about an additional charge (fee) for a card payment, which is consistent with the original intent. | Original: Why did I have to pay an additional amount when using my card to pay? | Augmented: Why was I charged an extra fee when I used my card to make a payment?
