GEN | [get_physical_card] | Orig: do i need to wait for my card before i get pin -> Aug: Do I need to wait for my physical card before I obtain my PIN?
GEN | [declined_card_payment] | Orig: Please help me in this, as i was unable to make any payment by my new card,  it was getting declined repeatedly. I am not very happy with this incident. -> Aug: I'm having trouble making a payment with my new card, as it keeps getting declined. I'm quite frustrated with this situation.
GEN | [top_up_by_bank_transfer_charge] | Orig: Are you aware of any charges for receiving money? -> Aug: Are there any fees associated with receiving a bank transfer to top up your account?
GEN | [pending_transfer] | Orig: How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. -> Aug: How long does it typically take for international transfers to be processed? I made an online purchase a few days ago and initiated the transfer promptly, but the vendor is telling me that the funds are still pending.
GEN | [country_support] | Orig: Can I get a card that works in other countries like Africa and Indonesia? -> Aug: Can I obtain a card that is widely accepted in various countries, including those in Africa and Indonesia?
GEN | [transfer_not_received_by_recipient] | Orig: I don't see the transaction I made to a friend on my account. -> Aug: I'm unable to locate the transfer I sent to a friend from my account.
GEN | [country_support] | Orig: I just moved to the US how do I get a card? -> Aug: I've recently relocated to the United States and would like to obtain a new card.
GEN | [receiving_money] | Orig: I received a transfer in GBP how do I change it to a different currency? -> Aug: I was sent a payment in British Pounds, can I convert it to a different currency?
GEN | [transfer_not_received_by_recipient] | Orig: Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me? -> Aug: I made a domestic transfer two days ago, but it seems the recipient hasn't received the funds. I've double-checked the account number to ensure it's correct. Could you look into this matter for me?
GEN | [compromised_card] | Orig: There's a possibility that my card was compromised. -> Aug: My card may have been compromised.
GEN | [declined_transfer] | Orig: How do I make my transfer go through -> Aug: Why was my transfer rejected?
GEN | [wrong_amount_of_cash_received] | Orig: Yikes!  I didn't get the amount of money that I requested.  What do I do now? -> Aug: I'm shortchanged! I received less cash than I was supposed to get. How do I resolve this issue?
GEN | [pending_cash_withdrawal] | Orig: So much time has gone by, the pending status shouldn't still be there shouldn't it? -> Aug: It's been a while, and I'm surprised the pending cash withdrawal is still showing up. Shouldn't it have been resolved by now?
GEN | [supported_cards_and_currencies] | Orig: Can you accept my other card from the U.S.?  It is the only other one I have. -> Aug: Can you accept my other credit card issued in the United States? It's the only other one I possess.
GEN | [apple_pay_or_google_pay] | Orig: I have received my American express in apple play, looks like top up has an issue, please help? -> Aug: I've received my American Express payment through Apple Pay, but it seems the top-up process is experiencing an issue, could you assist me with this?
GEN | [top_up_by_bank_transfer_charge] | Orig: Can I transfer using SWIFT? -> Aug: Can I make a bank transfer to top up my account?
GEN | [top_up_by_bank_transfer_charge] | Orig: Can I use SWIFT transfers? -> Aug: Can I use international bank transfers to top up my account?
GEN | [failed_transfer] | Orig: I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times? -> Aug: I'm having trouble completing a bank transfer and I'm wondering if there's an issue with insufficient funds or if I've exceeded the transfer limit.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Are bank transfers immediate? -> Aug: Is the balance updated instantly after a bank transfer?
GEN | [reverted_card_payment?] | Orig: Why wasn't my payment accepted by the app -> Aug: Why was my payment rejected by the app?
GEN | [top_up_by_card_charge] | Orig: Do you charge a fee for adding money in USD? -> Aug: Is there a charge for topping up my account using my card in USD?
GEN | [verify_top_up] | Orig: Where's my top up code? -> Aug: Can you please provide me with my top-up code?
GEN | [topping_up_by_card] | Orig: With my credit card i would like to transfer money. -> Aug: I'd like to make a payment using my credit card.
GEN | [pending_top_up] | Orig: Where to check top ups pending? -> Aug: How can I view my pending top-up transactions?
GEN | [getting_virtual_card] | Orig: I ordered a virtual card but it hasn't come through yet -> Aug: I'm still waiting for my virtual card to be issued
GEN | [get_physical_card] | Orig: I am yet to receive my pin. -> Aug: I still haven't received my physical card.
GEN | [transfer_fee_charged] | Orig: Are money transfers free? -> Aug: Is there a fee associated with transferring funds?
GEN | [declined_transfer] | Orig: I think there has been a mistake with my transfer -> Aug: I believe there's been an error with the transfer I initiated
GEN | [get_physical_card] | Orig: I signed up, but don't have a PIN. Where can I find it? -> Aug: I'm a new customer, but I haven't received my physical card yet. Can I get it sent to me?
GEN | [get_physical_card] | Orig: I do not have my pin yet -> Aug: I haven't received my physical card yet
GEN | [extra_charge_on_statement] | Orig: I had to pay a pound more than I anticipated! -> Aug: I was surprised to find an unexpected charge on my statement.
GEN | [apple_pay_or_google_pay] | Orig: i have been trying to add money with apple pay but it wont work, why? -> Aug: I'm having trouble adding funds using Apple Pay, can you help me figure out why it's not working?
GEN | [transfer_fee_charged] | Orig: I just moved overseas and I noticed that you are charging me more fees.  I am a loyal customer, is this how you expect to keep customers? -> Aug: I've recently relocated abroad and I've noticed an increase in the transfer fees. As a long-time customer, I'm surprised by this change in policy.
GEN | [get_physical_card] | Orig: How long do I wait for my PIN -> Aug: How soon can I obtain my physical card?
GEN | [card_about_to_expire] | Orig: When will I get a new card when I order it, and how much will it cost. -> Aug: When I place an order for a new card, when can I expect to receive it, and what is the associated fee?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: do i need to wait for my card before i get pin | Augmented: Do I need to wait for my physical card before I obtain my PIN?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: Please help me in this, as i was unable to make any payment by my new card,  it was getting declined repeatedly. I am not very happy with this incident. | Augmented: I'm having trouble making a payment with my new card, as it keeps getting declined. I'm quite frustrated with this situation.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Are you aware of any charges for receiving money? | Augmented: Are there any fees associated with receiving a bank transfer to top up your account?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. | Augmented: How long does it typically take for international transfers to be processed? I made an online purchase a few days ago and initiated the transfer promptly, but the vendor is telling me that the funds are still pending.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Can I get a card that works in other countries like Africa and Indonesia? | Augmented: Can I obtain a card that is widely accepted in various countries, including those in Africa and Indonesia?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: I don't see the transaction I made to a friend on my account. | Augmented: I'm unable to locate the transfer I sent to a friend from my account.
VAL | [country_support] | ACCEPT | Reason: ... | Original: I just moved to the US how do I get a card? | Augmented: I've recently relocated to the United States and would like to obtain a new card.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: I received a transfer in GBP how do I change it to a different currency? | Augmented: I was sent a payment in British Pounds, can I convert it to a different currency?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me? | Augmented: I made a domestic transfer two days ago, but it seems the recipient hasn't received the funds. I've double-checked the account number to ensure it's correct. Could you look into this matter for me?
VAL | [compromised_card] | ACCEPT | Reason: ... | Original: There's a possibility that my card was compromised. | Augmented: My card may have been compromised.
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: How do I make my transfer go through | Augmented: Why was my transfer rejected?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: Yikes!  I didn't get the amount of money that I requested.  What do I do now? | Augmented: I'm shortchanged! I received less cash than I was supposed to get. How do I resolve this issue?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: So much time has gone by, the pending status shouldn't still be there shouldn't it? | Augmented: It's been a while, and I'm surprised the pending cash withdrawal is still showing up. Shouldn't it have been resolved by now?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Can you accept my other card from the U.S.?  It is the only other one I have. | Augmented: Can you accept my other credit card issued in the United States? It's the only other one I possess.
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: N/A | Original: I have received my American express in apple play, looks like top up has an issue, please help? | Augmented: I've received my American Express payment through Apple Pay, but it seems the top-up process is experiencing an issue, could you assist me with this?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Can I transfer using SWIFT? | Augmented: Can I make a bank transfer to top up my account?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Can I use SWIFT transfers? | Augmented: Can I use international bank transfers to top up my account?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times? | Augmented: I'm having trouble completing a bank transfer and I'm wondering if there's an issue with insufficient funds or if I've exceeded the transfer limit.
VAL | [balance_not_updated_after_bank_transfer] | UNKNOWN | Reason: N/A | Original: Are bank transfers immediate? | Augmented: Is the balance updated instantly after a bank transfer?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Why wasn't my payment accepted by the app | Augmented: Why was my payment rejected by the app?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Do you charge a fee for adding money in USD? | Augmented: Is there a charge for topping up my account using my card in USD?
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: Where's my top up code? | Augmented: Can you please provide me with my top-up code?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: With my credit card i would like to transfer money. | Augmented: I'd like to make a payment using my credit card.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Where to check top ups pending? | Augmented: How can I view my pending top-up transactions?
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I ordered a virtual card but it hasn't come through yet | Augmented: I'm still waiting for my virtual card to be issued
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: I am yet to receive my pin. | Augmented: I still haven't received my physical card.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: Are money transfers free? | Augmented: Is there a fee associated with transferring funds?
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: I think there has been a mistake with my transfer | Augmented: I believe there's been an error with the transfer I initiated
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: I signed up, but don't have a PIN. Where can I find it? | Augmented: I'm a new customer, but I haven't received my physical card yet. Can I get it sent to me?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: I do not have my pin yet | Augmented: I haven't received my physical card yet
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: I had to pay a pound more than I anticipated! | Augmented: I was surprised to find an unexpected charge on my statement.
