GEN | [cash_withdrawal_charge] | Orig: How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month. -> Aug: What's the maximum amount I can withdraw without incurring a fee, and how do I know if I've reached that limit?
GEN | [cash_withdrawal_not_recognised] | Orig: Hi, It's urgent, please freeze my card. As someone has withdrawn money using my card in odd remote town. Since i have not done this withdrawal. Do it fast. -> Aug: Hi, I need immediate assistance. Someone has made an unauthorized cash withdrawal using my card in a distant location, and I didn't authorize it. Please, can you freeze my card as soon as possible?
GEN | [cash_withdrawal_not_recognised] | Orig: It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money. -> Aug: It's an emergency. Please cancel my card immediately. Someone in a distant location has made an unauthorized cash withdrawal using my card, and I didn't make the transaction myself.
GEN | [top_up_by_card_charge] | Orig: I am wanting to refill my card, is there a charge? -> Aug: I'd like to add funds to my card, will there be a fee involved?
GEN | [card_about_to_expire] | Orig: My card is expiring soon. -> Aug: My credit card's expiration date is approaching.
GEN | [card_swallowed] | Orig: What should I do with my stuck ATM? -> Aug: What should I do about my jammed ATM card?
GEN | [topping_up_by_card] | Orig: I wasn't able to use my top up card because the money I put on there wasn't there anymore -> Aug: I'm having trouble using my card to top up because the funds I loaded onto it are no longer available.
GEN | [pending_cash_withdrawal] | Orig: Hello, I tried to take out some money out of the ATM, but it's still showing that it's pending? I really don't want to be charged for this. -> Aug: I attempted to withdraw some cash from the ATM, but the transaction is still pending. I'm concerned about being charged for this.
GEN | [lost_or_stolen_card] | Orig: Could you please freeze my card immediately? -> Aug: Can you put a hold on my card right away?
GEN | [top_up_by_card_charge] | Orig: I am worried about fees for top up cards? -> Aug: I'm concerned about the charges associated with adding funds to my card.
GEN | [visa_or_mastercard] | Orig: Please give me a Mastercard instead. -> Aug: Please provide me with a Visa or Mastercard.
GEN | [disposable_card_limits] | Orig: On my disposable card, is there a transaction limit? -> Aug: Can I know the spending limit on my disposable card?
GEN | [card_swallowed] | Orig: how can the money machine keep my card what do i need to do? -> Aug: How can I prevent my card from being swallowed by the ATM? What steps can I take to ensure it's returned safely?
GEN | [card_about_to_expire] | Orig: My card is almost going to expire. -> Aug: My credit card is nearing its expiration date.
GEN | [compromised_card] | Orig: My card was stolen and used to make several purchases. Please freeze my card so no one can use it. -> Aug: My credit card was compromised and unauthorized transactions were made. I need you to temporarily suspend my card to prevent further misuse.
GEN | [pending_cash_withdrawal] | Orig: Hi, I tried to withdraw some money from an ATM and the machine was broken.  It says that the transaction is still in progress.  Can you double check to see what's happening? I don't want to be charged since I was not able to withdraw the money. -> Aug: I attempted to withdraw cash from an ATM, but the machine is malfunctioning and indicates that the transaction is still pending. Could you please verify the status of my withdrawal to ensure I'm not charged for the unsuccessful attempt?
GEN | [supported_cards_and_currencies] | Orig: I only have one other credit card from the US. Do you accept that? -> Aug: I'm wondering if you support any other credit cards besides the one I'm using, specifically one from the United States.
GEN | [card_swallowed] | Orig: What should I do since my card is trapped in the ATM? -> Aug: What should I do since my card is stuck in the ATM?
GEN | [pending_cash_withdrawal] | Orig: I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money! -> Aug: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine refused my card. The transaction still appears as pending in my account. Could you please cancel it as I'm certain I didn't receive the funds?
GEN | [top_up_failed] | Orig: My money I added isn't on my card. -> Aug: The funds I attempted to add are not showing up on my card.
GEN | [card_swallowed] | Orig: What should I do if the atm eats my card? -> Aug: If my card gets sucked into the ATM, what should I do next?
GEN | [cash_withdrawal_charge] | Orig: Hello, I have a question concerning an unfamiliar fee that I notice on my account. I see that you guys charge for ATM withdrawal. Never notice this fee until now. Can you please explain? -> Aug: I'm reaching out about a fee that recently caught my attention on my account statement. I'm wondering why I'm being charged for cash withdrawals at an ATM. I've never noticed this fee before, and I'd appreciate it if you could clarify the reason behind it.
GEN | [top_up_reverted] | Orig: My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it. -> Aug: My top-up reversal was processed and I would like to confirm if I still need to complete the 3D Secure authentication process before resubmitting the request.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this? -> Aug: I'm concerned about an issue with my account. I deposited a cheque yesterday, but my balance hasn't been updated yet. Can you look into this and let me know why it's taking so long?
GEN | [top_up_by_card_charge] | Orig: Does it cost to add money to my card? -> Aug: Is there a fee associated with topping up my card balance?
GEN | [top_up_limits] | Orig: What is the daily limit on my card? -> Aug: What is the daily spending limit on my credit card?
GEN | [supported_cards_and_currencies] | Orig: I have a second credit card from the US. Will you take it? -> Aug: You have a supplementary credit card issued in the United States. Can you use it for transactions with us?
GEN | [cash_withdrawal_not_recognised] | Orig: I want my card frozen right away. Money was taken out in an odd location I have never heard of. -> Aug: I need my account secured immediately. There was an unauthorized cash withdrawal made at a location I'm not familiar with.
GEN | [extra_charge_on_statement] | Orig: Why is there a pending hold on one pound on my statement? -> Aug: What's the reason for the extra charge showing up on my statement?
GEN | [order_physical_card] | Orig: What fees do you charge for the standard card? -> Aug: What are the charges for a standard physical card?
GEN | [top_up_reverted] | Orig: I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go?? -> Aug: I'm having an issue with a recent transaction, I'm certain your bank allows cryptocurrency deposits, but I'm unable to complete the process. After adding funds to my account, the amount seems to have vanished, and I'm unsure what happened to it.
GEN | [pending_transfer] | Orig: What is the average pending time for a transaction? -> Aug: How long does it typically take for a transfer to be processed?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: N/A | Original: How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month. | Augmented: What's the maximum amount I can withdraw without incurring a fee, and how do I know if I've reached that limit?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: Hi, It's urgent, please freeze my card. As someone has withdrawn money using my card in odd remote town. Since i have not done this withdrawal. Do it fast. | Augmented: Hi, I need immediate assistance. Someone has made an unauthorized cash withdrawal using my card in a distant location, and I didn't authorize it. Please, can you freeze my card as soon as possible?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money. | Augmented: It's an emergency. Please cancel my card immediately. Someone in a distant location has made an unauthorized cash withdrawal using my card, and I didn't make the transaction myself.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: ... | Original: I am wanting to refill my card, is there a charge? | Augmented: I'd like to add funds to my card, will there be a fee involved?
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: My card is expiring soon. | Augmented: My credit card's expiration date is approaching.
VAL | [card_swallowed] | ACCEPT | Reason: Both texts refer to the same issue of an ATM card being stuck in the machine, which aligns with the 'card_swallowed' intent. | Original: What should I do with my stuck ATM? | Augmented: What should I do about my jammed ATM card?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I wasn't able to use my top up card because the money I put on there wasn't there anymore | Augmented: I'm having trouble using my card to top up because the funds I loaded onto it are no longer available.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: Hello, I tried to take out some money out of the ATM, but it's still showing that it's pending? I really don't want to be charged for this. | Augmented: I attempted to withdraw some cash from the ATM, but the transaction is still pending. I'm concerned about being charged for this.
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: Could you please freeze my card immediately? | Augmented: Can you put a hold on my card right away?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: I am worried about fees for top up cards? | Augmented: I'm concerned about the charges associated with adding funds to my card.
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: Please give me a Mastercard instead. | Augmented: Please provide me with a Visa or Mastercard.
VAL | [disposable_card_limits] | ACCEPT | Reason: ... | Original: On my disposable card, is there a transaction limit? | Augmented: Can I know the spending limit on my disposable card?
VAL | [card_swallowed] | ACCEPT | Reason: N/A | Original: how can the money machine keep my card what do i need to do? | Augmented: How can I prevent my card from being swallowed by the ATM? What steps can I take to ensure it's returned safely?
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: My card is almost going to expire. | Augmented: My credit card is nearing its expiration date.
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: My card was stolen and used to make several purchases. Please freeze my card so no one can use it. | Augmented: My credit card was compromised and unauthorized transactions were made. I need you to temporarily suspend my card to prevent further misuse.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the original message with slightly more formal language. | Original: Hi, I tried to withdraw some money from an ATM and the machine was broken.  It says that the transaction is still in progress.  Can you double check to see what's happening? I don't want to be charged since I was not able to withdraw the money. | Augmented: I attempted to withdraw cash from an ATM, but the machine is malfunctioning and indicates that the transaction is still pending. Could you please verify the status of my withdrawal to ensure I'm not charged for the unsuccessful attempt?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: ... | Original: I only have one other credit card from the US. Do you accept that? | Augmented: I'm wondering if you support any other credit cards besides the one I'm using, specifically one from the United States.
VAL | [card_swallowed] | ACCEPT | Reason: N/A | Original: What should I do since my card is trapped in the ATM? | Augmented: What should I do since my card is stuck in the ATM?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money! | Augmented: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine refused my card. The transaction still appears as pending in my account. Could you please cancel it as I'm certain I didn't receive the funds?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: My money I added isn't on my card. | Augmented: The funds I attempted to add are not showing up on my card.
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: What should I do if the atm eats my card? | Augmented: If my card gets sucked into the ATM, what should I do next?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: The augmented text preserves the same banking intent of questioning an unfamiliar fee for ATM withdrawals and seeking an explanation, which aligns with the original text. | Original: Hello, I have a question concerning an unfamiliar fee that I notice on my account. I see that you guys charge for ATM withdrawal. Never notice this fee until now. Can you please explain? | Augmented: I'm reaching out about a fee that recently caught my attention on my account statement. I'm wondering why I'm being charged for cash withdrawals at an ATM. I've never noticed this fee before, and I'd appreciate it if you could clarify the reason behind it.
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it. | Augmented: My top-up reversal was processed and I would like to confirm if I still need to complete the 3D Secure authentication process before resubmitting the request.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: The augmented text preserves the same banking intent by focusing on the issue of a balance not being updated after a cheque deposit. It does not introduce any contradictory information or unsupported details. | Original: I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this? | Augmented: I'm concerned about an issue with my account. I deposited a cheque yesterday, but my balance hasn't been updated yet. Can you look into this and let me know why it's taking so long?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Does it cost to add money to my card? | Augmented: Is there a fee associated with topping up my card balance?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: What is the daily limit on my card? | Augmented: What is the daily spending limit on my credit card?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: I have a second credit card from the US. Will you take it? | Augmented: You have a supplementary credit card issued in the United States. Can you use it for transactions with us?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I want my card frozen right away. Money was taken out in an odd location I have never heard of. | Augmented: I need my account secured immediately. There was an unauthorized cash withdrawal made at a location I'm not familiar with.
