GEN | [declined_cash_withdrawal] | Orig: why would i be declined if i had money iin my account -> Aug: You're wondering why your cash withdrawal was declined despite having sufficient funds in your account.
GEN | [top_up_by_cash_or_cheque] | Orig: Who do I make a check out to if I want to top off my account? -> Aug: What is the payee's name if I wish to replenish my account balance using a check?
GEN | [automatic_top_up] | Orig: When the time is right will this automatically replenish my balance? -> Aug: Will this automatically top up my account when the time is suitable?
GEN | [top_up_by_cash_or_cheque] | Orig: Will a cheque suffice? -> Aug: Can I use a cheque to make a payment?
GEN | [change_pin] | Orig: Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation. -> Aug: Can I modify my PIN at a nearby ATM while I'm in Spain? I'm concerned someone may have observed my PIN and I'd like to update it, but I'm currently on vacation.
GEN | [top_up_by_cash_or_cheque] | Orig: Can I purchase with cash or cheque? -> Aug: May I pay using cash or by cheque?
GEN | [card_payment_fee_charged] | Orig: Is there an allowance on cards? -> Aug: Are there any exceptions or waivers for card payment fees?
GEN | [cash_withdrawal_not_recognised] | Orig: I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? -> Aug: I'm experiencing an issue with a cash withdrawal that's not being recognized. I'm concerned about unauthorized activity on my account from a location I've never visited. Could you please place a temporary hold on my account until I can visit the bank in person?
GEN | [supported_cards_and_currencies] | Orig: use my credit to add money -> Aug: utilize your credit to top up your account
GEN | [declined_card_payment] | Orig: I'm sure I have enough money so why didn't the store accept my card? -> Aug: I'm certain I have sufficient funds, yet the merchant refused to accept my payment method.
GEN | [declined_cash_withdrawal] | Orig: I'm trying to take money from my account but its not letting me. Help! -> Aug: I'm having trouble accessing my funds and making a cash withdrawal. Can you assist me?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Do you guys accept cash? Because i deposited some this morning and I can't see it in my account. -> Aug: We've received a cash deposit from you, but it's not showing up in your account balance yet. Can you please confirm if we accept cash deposits and when you can expect the update?
GEN | [top_up_by_card_charge] | Orig: If I were to use a European bank card for a top up, will I incur a charge? -> Aug: If I were to make a top-up payment using a European bank card, would I be charged a fee?
GEN | [Refund_not_showing_up] | Orig: I need my refund as soon as possible. What else do I have to do? -> Aug: I'm expecting my refund, and I'd like to know what's causing the delay. Can you help me with that?
GEN | [supported_cards_and_currencies] | Orig: why wont my american express work to add money -> Aug: Why can't I use my American Express card to top up my account?
GEN | [declined_card_payment] | Orig: Why are the payments being declined on my new card?  I tried several times to use my new card to pay for my gas at the Shell station in my neighborhood.  I am very distressed about my new card not working. -> Aug: I'm having trouble using my new card to make payments, and it keeps getting declined. I've tried to use it multiple times to pay for gas at the Shell station near my home, but it's not working. I'm really frustrated about this issue with my new card.
GEN | [request_refund] | Orig: I bought a product a week ago, but may need to return it. -> Aug: I recently purchased a product, but I'm considering returning it.
GEN | [card_delivery_estimate] | Orig: Can I have it by a certain date? -> Aug: Can you provide an estimated delivery date for the card?
GEN | [card_payment_wrong_exchange_rate] | Orig: the exchange rate at which my card payment is at is wrong -> Aug: The exchange rate applied to my card payment is incorrect.
GEN | [top_up_by_cash_or_cheque] | Orig: Do you accept cash? -> Aug: Can you make a cash deposit or pay by cheque?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are you going to charge me to collect the money? -> Aug: Will there be a fee for processing the bank transfer to top up my account?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this -> Aug: I recently made a deposit, but my account balance hasn't been updated yet. Could you please help me with this issue?
GEN | [card_about_to_expire] | Orig: Are there restrictions on new cards in China? -> Aug: Are there any limitations on issuing new cards in China?
GEN | [pending_top_up] | Orig: Needed gas, been delayed for half an hour.Please fix it! -> Aug: Required urgent top-up, experiencing a 30-minute delay. Please resolve this issue as soon as possible!
GEN | [cash_withdrawal_charge] | Orig: Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank! -> Aug: Are there any fees associated with making cash withdrawals from your account? I'm surprised to find that I'm being charged for accessing my own funds, whereas my previous bank didn't impose such a charge.
GEN | [declined_cash_withdrawal] | Orig: Why can't I take money from my account? -> Aug: Why was my cash withdrawal request denied?
GEN | [card_payment_fee_charged] | Orig: Do you have charges now when you pay with a card? -> Aug: Are there any fees associated with using a credit or debit card for payment?
GEN | [transfer_not_received_by_recipient] | Orig: My cash transaction isn't showing on my receipt -> Aug: The cash transfer I initiated hasn't been reflected on the recipient's end.
GEN | [automatic_top_up] | Orig: Can I add money in intervals to my account?  I will be traveling. -> Aug: Can I set up recurring deposits to my account, so I can maintain a steady balance while I'm away on my trip?
GEN | [transaction_charged_twice] | Orig: Can you explain the various transaction times shown on my statement? -> Aug: Can you clarify the multiple transaction dates listed on my account statement?
GEN | [cash_withdrawal_not_recognised] | Orig: I am seeing unathorized transactions in the app, on my account. -> Aug: I'm noticing some suspicious activity on my account, showing up in the app without my permission.
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives -> Aug: I'm in a bit of an emergency and I desperately need to add funds to my card, but it's not accepting the top-up. Can you assist me with this issue or suggest an alternative solution?
GEN | [pending_top_up] | Orig: Can you tell me why my pop-up is still pending? -> Aug: Can you explain why my top-up request is still pending?
GEN | [topping_up_by_card] | Orig: My card needs to be topped up. -> Aug: My card requires a recharge.
GEN | [verify_my_identity] | Orig: im worried about fraud how do you protect my account -> Aug: I'm concerned about potential security risks. Can you confirm my identity to ensure my account is secure?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: why would i be declined if i had money iin my account | Augmented: You're wondering why your cash withdrawal was declined despite having sufficient funds in your account.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: Who do I make a check out to if I want to top off my account? | Augmented: What is the payee's name if I wish to replenish my account balance using a check?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: When the time is right will this automatically replenish my balance? | Augmented: Will this automatically top up my account when the time is suitable?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: Both texts are asking about the acceptability of using a cheque for a payment, which aligns with the target intent of topping up by cash or cheque. | Original: Will a cheque suffice? | Augmented: Can I use a cheque to make a payment?
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation. | Augmented: Can I modify my PIN at a nearby ATM while I'm in Spain? I'm concerned someone may have observed my PIN and I'd like to update it, but I'm currently on vacation.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: Both texts are asking about the possibility of paying for something using cash or cheque, preserving the same intent. | Original: Can I purchase with cash or cheque? | Augmented: May I pay using cash or by cheque?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: Is there an allowance on cards? | Augmented: Are there any exceptions or waivers for card payment fees?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? | Augmented: I'm experiencing an issue with a cash withdrawal that's not being recognized. I'm concerned about unauthorized activity on my account from a location I've never visited. Could you please place a temporary hold on my account until I can visit the bank in person?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: use my credit to add money | Augmented: utilize your credit to top up your account
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I'm sure I have enough money so why didn't the store accept my card? | Augmented: I'm certain I have sufficient funds, yet the merchant refused to accept my payment method.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I'm trying to take money from my account but its not letting me. Help! | Augmented: I'm having trouble accessing my funds and making a cash withdrawal. Can you assist me?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | UNKNOWN | Reason: N/A | Original: Do you guys accept cash? Because i deposited some this morning and I can't see it in my account. | Augmented: We've received a cash deposit from you, but it's not showing up in your account balance yet. Can you please confirm if we accept cash deposits and when you can expect the update?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: ... | Original: If I were to use a European bank card for a top up, will I incur a charge? | Augmented: If I were to make a top-up payment using a European bank card, would I be charged a fee?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: N/A | Original: I need my refund as soon as possible. What else do I have to do? | Augmented: I'm expecting my refund, and I'd like to know what's causing the delay. Can you help me with that?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: why wont my american express work to add money | Augmented: Why can't I use my American Express card to top up my account?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: Why are the payments being declined on my new card?  I tried several times to use my new card to pay for my gas at the Shell station in my neighborhood.  I am very distressed about my new card not working. | Augmented: I'm having trouble using my new card to make payments, and it keeps getting declined. I've tried to use it multiple times to pay for gas at the Shell station near my home, but it's not working. I'm really frustrated about this issue with my new card.
VAL | [request_refund] | ACCEPT | Reason: ... | Original: I bought a product a week ago, but may need to return it. | Augmented: I recently purchased a product, but I'm considering returning it.
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: Can I have it by a certain date? | Augmented: Can you provide an estimated delivery date for the card?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: the exchange rate at which my card payment is at is wrong | Augmented: The exchange rate applied to my card payment is incorrect.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: Do you accept cash? | Augmented: Can you make a cash deposit or pay by cheque?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Are you going to charge me to collect the money? | Augmented: Will there be a fee for processing the bank transfer to top up my account?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: Both texts convey the same issue of a deposit being made but the account balance not updating, and the user requesting help. This preserves the original intent without adding any unsupported information or becoming ambiguous. | Original: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this | Augmented: I recently made a deposit, but my account balance hasn't been updated yet. Could you please help me with this issue?
VAL | [card_about_to_expire] | REVIEW | Reason: N/A | Original: Are there restrictions on new cards in China? | Augmented: Are there any limitations on issuing new cards in China?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: Needed gas, been delayed for half an hour.Please fix it! | Augmented: Required urgent top-up, experiencing a 30-minute delay. Please resolve this issue as soon as possible!
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank! | Augmented: Are there any fees associated with making cash withdrawals from your account? I'm surprised to find that I'm being charged for accessing my own funds, whereas my previous bank didn't impose such a charge.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why can't I take money from my account? | Augmented: Why was my cash withdrawal request denied?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: Do you have charges now when you pay with a card? | Augmented: Are there any fees associated with using a credit or debit card for payment?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: My cash transaction isn't showing on my receipt | Augmented: The cash transfer I initiated hasn't been reflected on the recipient's end.
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I add money in intervals to my account?  I will be traveling. | Augmented: Can I set up recurring deposits to my account, so I can maintain a steady balance while I'm away on my trip?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: Can you explain the various transaction times shown on my statement? | Augmented: Can you clarify the multiple transaction dates listed on my account statement?
