GEN | [cash_withdrawal_charge] | Orig: Please help!  There was an extra fee when I got cash. -> Aug: Please assist me, I was charged an unexpected fee when I withdrew cash.
GEN | [compromised_card] | Orig: I froze my account, but how do I order a replacement card? -> Aug: I locked my account, but how do I get a new card issued?
GEN | [transaction_charged_twice] | Orig: There is a transaction showing up several times. -> Aug: A duplicate transaction appears on my account.
GEN | [card_arrival] | Orig: I don't have my card after 1 week. What are my next steps? -> Aug: I haven't received my card yet, and it's been a week. What should I do now?
GEN | [passcode_forgotten] | Orig: I don't know the code for the app. -> Aug: I've forgotten the passcode for the mobile banking app.
GEN | [card_payment_fee_charged] | Orig: Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances. -> Aug: I'm a new customer and I was wondering if there are any extra charges or fees I should know about. I noticed something about fee-free transactions in the app, but I'm not entirely sure what it means.
GEN | [terminate_account] | Orig: do i have to talk to someone to close an account or can i in the app -> Aug: Can I close my account through the app or do I need to speak with a representative to terminate it?
GEN | [visa_or_mastercard] | Orig: Why did I get a different card then requested? -> Aug: Why was I issued a Visa or Mastercard that's not the one I specifically asked for?
GEN | [card_payment_fee_charged] | Orig: You promised no fees but now I've got one. What the hell!? -> Aug: You assured me there would be no charges, but I've been slapped with a fee. Can you explain this discrepancy?
GEN | [compromised_card] | Orig: What do I do if I believe to be a victim of credit card fraud? -> Aug: If I suspect that my credit card has been compromised, what steps should I take to address the situation?
GEN | [card_linking] | Orig: I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat. -> Aug: I'd like to reactivate my card, as I initially thought it was misplaced, but I just found it in my coat when I woke up.
GEN | [pending_cash_withdrawal] | Orig: I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received. -> Aug: I tried to withdraw some cash from the ATM earlier, but it didn't go through. Now, when I check the transaction, it still shows as pending. I'd appreciate it if someone could investigate this and let me know what's happening. I don't want to be charged for cash I never got.
GEN | [country_support] | Orig: Will my new card work outside of the EU? -> Aug: Will my new card be functional in countries outside the European Union?
GEN | [contactless_not_working] | Orig: The terminal I paid at wouldn't take my card. Is something wrong? -> Aug: The payment terminal I used wouldn't accept my card. Is there an issue with the contactless payment system?
GEN | [terminate_account] | Orig: i'm not satisfied with the services and no longer want to be a customer -> Aug: I'm unhappy with the services and would like to discontinue my account.
GEN | [reverted_card_payment?] | Orig: I tried to buy something online but my funds were transferred back to my account. What is happening? -> Aug: Why did the payment I made online get reversed and credited back to my account?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I have cash deposit to my account but it is experiencing a problem -> Aug: I've made a cash deposit to my account, but my account balance hasn't been updated yet.
GEN | [card_acceptance] | Orig: Can I use my card while on vacation overseas? -> Aug: Can I make purchases with my card while traveling abroad?
GEN | [top_up_reverted] | Orig: I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ? -> Aug: I was under the impression that your service allows for cryptocurrency top-ups, but it appears to be incorrect. My funds seem to have vanished from my account. Can you explain how this supposed feature is supposed to work?
GEN | [top_up_reverted] | Orig: It's only been a few weeks my my top-up got cancelled -> Aug: My recent top-up reversal has just occurred, and it's only been a few weeks since it happened.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees. -> Aug: I'm planning a trip abroad and I'd like to withdraw some cash from a local ATM, but I'm concerned that I'll be hit with an unfavorable exchange rate, which might result in an unexpected fee.
GEN | [card_not_working] | Orig: What do I do now that I can't use this card? -> Aug: What should I do since my card is not functioning properly?
GEN | [cash_withdrawal_not_recognised] | Orig: Some cash shows up on my app. -> Aug: There's an unexpected cash withdrawal showing up on my account.
GEN | [country_support] | Orig: Is there anywhere  In the  Eu  this card can not be delivered in -> Aug: Can this card be delivered to any location within the European Union, or are there specific areas where it cannot be delivered?
GEN | [topping_up_by_card] | Orig: My money I had was gone and I could not get gas! -> Aug: I was left with no funds and couldn't afford to fill up my tank.
GEN | [order_physical_card] | Orig: I need an actual card that I can hold in my hand, how do I do that? -> Aug: I'd like to request a physical card that I can physically possess, how can I go about ordering one?
GEN | [top_up_reverted] | Orig: I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on. -> Aug: I'm trying to figure out what happened to my funds. I recently made a top-up payment, but it seems to have been reversed or cancelled. Can you help me understand what's going on?
GEN | [cash_withdrawal_not_recognised] | Orig: Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money. -> Aug: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money if this issue isn't resolved promptly.
GEN | [top_up_by_cash_or_cheque] | Orig: How can I put more money into my account? -> Aug: How can I add funds to my account using cash or cheque?
GEN | [compromised_card] | Orig: am suspicious of my card's security -> Aug: I'm concerned about the security of my card.
GEN | [cash_withdrawal_not_recognised] | Orig: I see cash in my app but I did not get it. -> Aug: I'm showing a cash withdrawal in my app, but it's not reflecting in my account.
GEN | [card_acceptance] | Orig: Are there any places that won't take my card? -> Aug: Are there any locations that don't accept my card?
GEN | [card_swallowed] | Orig: The ATM at Metro bank on High St. Kensington didn't return my card, and the bank is now closed. How do I get back a card swallowed by an ATM? -> Aug: The ATM at Metro bank on High St. Kensington failed to dispense my card, and the bank is currently closed. How do I retrieve a card that was swallowed by an ATM machine?
GEN | [contactless_not_working] | Orig: Any charges applicable for new card? -> Aug: Are there any fees associated with a new card?
GEN | [getting_spare_card] | Orig: Am I gonna be charged for sending out more cards? -> Aug: Will I be charged for requesting additional cards?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Please help!  There was an extra fee when I got cash. | Augmented: Please assist me, I was charged an unexpected fee when I withdrew cash.
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: I froze my account, but how do I order a replacement card? | Augmented: I locked my account, but how do I get a new card issued?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: There is a transaction showing up several times. | Augmented: A duplicate transaction appears on my account.
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: I don't have my card after 1 week. What are my next steps? | Augmented: I haven't received my card yet, and it's been a week. What should I do now?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I don't know the code for the app. | Augmented: I've forgotten the passcode for the mobile banking app.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances. | Augmented: I'm a new customer and I was wondering if there are any extra charges or fees I should know about. I noticed something about fee-free transactions in the app, but I'm not entirely sure what it means.
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: do i have to talk to someone to close an account or can i in the app | Augmented: Can I close my account through the app or do I need to speak with a representative to terminate it?
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: Why did I get a different card then requested? | Augmented: Why was I issued a Visa or Mastercard that's not the one I specifically asked for?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: You promised no fees but now I've got one. What the hell!? | Augmented: You assured me there would be no charges, but I've been slapped with a fee. Can you explain this discrepancy?
VAL | [compromised_card] | ACCEPT | Reason: ... | Original: What do I do if I believe to be a victim of credit card fraud? | Augmented: If I suspect that my credit card has been compromised, what steps should I take to address the situation?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat. | Augmented: I'd like to reactivate my card, as I initially thought it was misplaced, but I just found it in my coat when I woke up.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received. | Augmented: I tried to withdraw some cash from the ATM earlier, but it didn't go through. Now, when I check the transaction, it still shows as pending. I'd appreciate it if someone could investigate this and let me know what's happening. I don't want to be charged for cash I never got.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Will my new card work outside of the EU? | Augmented: Will my new card be functional in countries outside the European Union?
VAL | [contactless_not_working] | ACCEPT | Reason: N/A | Original: The terminal I paid at wouldn't take my card. Is something wrong? | Augmented: The payment terminal I used wouldn't accept my card. Is there an issue with the contactless payment system?
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: i'm not satisfied with the services and no longer want to be a customer | Augmented: I'm unhappy with the services and would like to discontinue my account.
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: I tried to buy something online but my funds were transferred back to my account. What is happening? | Augmented: Why did the payment I made online get reversed and credited back to my account?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: I have cash deposit to my account but it is experiencing a problem | Augmented: I've made a cash deposit to my account, but my account balance hasn't been updated yet.
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Can I use my card while on vacation overseas? | Augmented: Can I make purchases with my card while traveling abroad?
VAL | [top_up_reverted] | ACCEPT | Reason: The augmented text preserves the user's concern about a top-up transaction not working as expected and the disappearance of funds, which aligns with the original intent of 'top_up_reverted'. | Original: I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ? | Augmented: I was under the impression that your service allows for cryptocurrency top-ups, but it appears to be incorrect. My funds seem to have vanished from my account. Can you explain how this supposed feature is supposed to work?
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: It's only been a few weeks my my top-up got cancelled | Augmented: My recent top-up reversal has just occurred, and it's only been a few weeks since it happened.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees. | Augmented: I'm planning a trip abroad and I'd like to withdraw some cash from a local ATM, but I'm concerned that I'll be hit with an unfavorable exchange rate, which might result in an unexpected fee.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: What do I do now that I can't use this card? | Augmented: What should I do since my card is not functioning properly?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: Some cash shows up on my app. | Augmented: There's an unexpected cash withdrawal showing up on my account.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Is there anywhere  In the  Eu  this card can not be delivered in | Augmented: Can this card be delivered to any location within the European Union, or are there specific areas where it cannot be delivered?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: My money I had was gone and I could not get gas! | Augmented: I was left with no funds and couldn't afford to fill up my tank.
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: I need an actual card that I can hold in my hand, how do I do that? | Augmented: I'd like to request a physical card that I can physically possess, how can I go about ordering one?
VAL | [top_up_reverted] | ACCEPT | Reason: The augmented text preserves the same banking intent by indicating that a top-up payment was reversed or cancelled, and the user needs clarification on the status of their funds. | Original: I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on. | Augmented: I'm trying to figure out what happened to my funds. I recently made a top-up payment, but it seems to have been reversed or cancelled. Can you help me understand what's going on?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money. | Augmented: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money if this issue isn't resolved promptly.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: How can I put more money into my account? | Augmented: How can I add funds to my account using cash or cheque?
