GEN | [top_up_by_bank_transfer_charge] | Orig: Is there a charge for getting my money? -> Aug: Are there any fees associated with transferring funds to my account?
GEN | [why_verify_identity] | Orig: If my identy verifacation hasn't gone through can I use my account? -> Aug: If my identity verification process hasn't been completed, can I still access my account?
GEN | [cash_withdrawal_not_recognised] | Orig: i didnt put that money in my account -> Aug: i didn't deposit that amount into my account
GEN | [top_up_by_card_charge] | Orig: Are there any charges for topping up a US-issued card? -> Aug: Is there a fee associated with recharging a US-issued card?
GEN | [lost_or_stolen_phone] | Orig: Can I use your services without access to the app? -> Aug: Can I still use your services if I've misplaced my phone and can't access the app?
GEN | [supported_cards_and_currencies] | Orig: Can I electronically transfer funds into my account from my American Express? -> Aug: Can I make an electronic transfer into my account using my American Express card?
GEN | [card_not_working] | Orig: I have not been able to use this card. -> Aug: This card is currently not functioning properly.
GEN | [getting_spare_card] | Orig: My daughter would like a card from my account?  Can I do this? -> Aug: Can I request a replacement card for my account, so my daughter can use it?
GEN | [top_up_by_card_charge] | Orig: how much is the fee for topping by card -> Aug: what is the charge for topping up my account using my card?
GEN | [declined_card_payment] | Orig: I couldn't pay with card in a shop -> Aug: The payment using my card was not accepted in the store.
GEN | [transaction_charged_twice] | Orig: Why does my statement show various transaction times? -> Aug: Why do I see multiple transaction dates on my statement?
GEN | [failed_transfer] | Orig: Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct. -> Aug: I'm having trouble completing a transfer to my friend's account. The transaction keeps getting declined, and I'm in a hurry to get the funds there. I've double-checked the account details, and everything seems to be accurate.
GEN | [top_up_by_card_charge] | Orig: Will I get charged for topping up with an international card? -> Aug: Will I incur a charge when using an international card to add funds to my account?
GEN | [card_not_working] | Orig: For a week now, I have tried to use my card and it is still not working. -> Aug: I've been trying to use my card for a week, but it's still not functioning properly.
GEN | [pin_blocked] | Orig: How do I unblock my card? -> Aug: What steps can I take to reactivate my blocked card?
GEN | [top_up_by_card_charge] | Orig: Will you assess me more fees if I top up with an international card? -> Aug: Will you charge me extra fees if I make a payment using an international credit/debit card?
GEN | [top_up_limits] | Orig: Do you limit my top-offs? -> Aug: Are you limiting my limit increases?
GEN | [top_up_by_bank_transfer_charge] | Orig: Will there be a charge when money is added to my account? -> Aug: Will I be charged a fee when I top up my account using a bank transfer?
GEN | [card_payment_fee_charged] | Orig: Why was the price higher when I paid with my card? -> Aug: Why was there an additional charge when I used my credit card to make the payment?
GEN | [why_verify_identity] | Orig: I can't do the verification. -> Aug: I'm unable to complete the identity verification process.
GEN | [transfer_fee_charged] | Orig: I have a fee listed for a transfer. -> Aug: A charge is showing for a transfer transaction.
GEN | [declined_card_payment] | Orig: A shop I go to didn't let me pay. -> Aug: A store I frequent refused to accept my payment.
GEN | [card_about_to_expire] | Orig: want a new card what are the fees -> Aug: looking to replace my expiring card, what are the associated fees?
GEN | [pin_blocked] | Orig: I may have entered the PIN wrong and the account is blocked.  What do I have to do to get it unblocked. -> Aug: I may have mistyped my PIN, and my account is currently blocked. How can I resolve this issue and get my account unblocked?
GEN | [why_verify_identity] | Orig: My ID verification hasn't gone through yet, but can I use my account anyway? -> Aug: Since my ID verification is still pending, can I still access my account or is it locked until the verification is complete?
GEN | [declined_cash_withdrawal] | Orig: How do I get money from an ATM using my card? I can't seem to get it to work? I used the pin I had, but maybe it's wrong? What do I need to do to fix this? -> Aug: I'm having trouble withdrawing cash from an ATM using my card. I've tried entering my PIN, but it's not working. Can you help me resolve this issue?
GEN | [verify_top_up] | Orig: I just want to top-up, why do I need to verify anything? -> Aug: I'm trying to add funds, but I'm being asked to confirm some information before I can proceed. Can you help me with that?
GEN | [transfer_fee_charged] | Orig: I shouldn't be charged any fee for transferring . -> Aug: I'm surprised to see a fee applied to my transfer.
GEN | [top_up_by_card_charge] | Orig: Will you charge me more if I use a European bank card for a top up? -> Aug: Will there be an additional fee if I use a European bank card to make a top-up payment?
GEN | [apple_pay_or_google_pay] | Orig: I can't get google pay to work right. -> Aug: I'm having trouble with Google Pay functioning properly.
GEN | [visa_or_mastercard] | Orig: Why can I not choose the card i want? -> Aug: Why can't I select the credit card I prefer, whether it's Visa or Mastercard?
GEN | [card_payment_wrong_exchange_rate] | Orig: My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened? -> Aug: My client was exchanging their Russian rubles for UK pounds, but the amount they were charged was significantly higher than expected due to an incorrect exchange rate.
GEN | [wrong_amount_of_cash_received] | Orig: ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now! -> Aug: The ATM malfunctioned, dispensing an incorrect amount, leaving me with only 10 pounds instead of the expected 30 pounds, and I require immediate assistance.
GEN | [getting_spare_card] | Orig: How much is it to buy another card? I was hoping to buy another one. -> Aug: Can I get a new card? I'd like to purchase an additional one.
GEN | [top_up_by_bank_transfer_charge] | Orig: If I top-up by using a trasfer are there charges that applied? -> Aug: If I make a top-up payment via bank transfer, are there any charges involved?
GEN | [pending_top_up] | Orig: Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour. -> Aug: Could you expedite the processing of my pending top-up? I'm in urgent need of the funds and it's been pending for a while now.
GEN | [top_up_by_card_charge] | Orig: Are there still fees for european top-ups? -> Aug: Are there any charges for making a top-up payment using my card in Europe?
GEN | [visa_or_mastercard] | Orig: Can I get a Visa from you? -> Aug: Can I obtain a Mastercard from you instead?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Is there a charge for getting my money? | Augmented: Are there any fees associated with transferring funds to my account?
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: If my identy verifacation hasn't gone through can I use my account? | Augmented: If my identity verification process hasn't been completed, can I still access my account?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: i didnt put that money in my account | Augmented: i didn't deposit that amount into my account
VAL | [top_up_by_card_charge] | ACCEPT | Reason: Both texts are asking about the presence of fees or charges for topping up a US-issued card, which aligns with the target intent 'top_up_by_card_charge'. | Original: Are there any charges for topping up a US-issued card? | Augmented: Is there a fee associated with recharging a US-issued card?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: Can I use your services without access to the app? | Augmented: Can I still use your services if I've misplaced my phone and can't access the app?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Can I electronically transfer funds into my account from my American Express? | Augmented: Can I make an electronic transfer into my account using my American Express card?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: I have not been able to use this card. | Augmented: This card is currently not functioning properly.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: My daughter would like a card from my account?  Can I do this? | Augmented: Can I request a replacement card for my account, so my daughter can use it?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: The augmented text maintains the core question about the cost of topping up an account using a card, which is consistent with the target intent. | Original: how much is the fee for topping by card | Augmented: what is the charge for topping up my account using my card?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I couldn't pay with card in a shop | Augmented: The payment using my card was not accepted in the store.
VAL | [transaction_charged_twice] | UNKNOWN | Reason: N/A | Original: Why does my statement show various transaction times? | Augmented: Why do I see multiple transaction dates on my statement?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct. | Augmented: I'm having trouble completing a transfer to my friend's account. The transaction keeps getting declined, and I'm in a hurry to get the funds there. I've double-checked the account details, and everything seems to be accurate.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: ... | Original: Will I get charged for topping up with an international card? | Augmented: Will I incur a charge when using an international card to add funds to my account?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: For a week now, I have tried to use my card and it is still not working. | Augmented: I've been trying to use my card for a week, but it's still not functioning properly.
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: How do I unblock my card? | Augmented: What steps can I take to reactivate my blocked card?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: ... | Original: Will you assess me more fees if I top up with an international card? | Augmented: Will you charge me extra fees if I make a payment using an international credit/debit card?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: Do you limit my top-offs? | Augmented: Are you limiting my limit increases?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: ... | Original: Will there be a charge when money is added to my account? | Augmented: Will I be charged a fee when I top up my account using a bank transfer?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: Why was the price higher when I paid with my card? | Augmented: Why was there an additional charge when I used my credit card to make the payment?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: I can't do the verification. | Augmented: I'm unable to complete the identity verification process.
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I have a fee listed for a transfer. | Augmented: A charge is showing for a transfer transaction.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: A shop I go to didn't let me pay. | Augmented: A store I frequent refused to accept my payment.
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: want a new card what are the fees | Augmented: looking to replace my expiring card, what are the associated fees?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I may have entered the PIN wrong and the account is blocked.  What do I have to do to get it unblocked. | Augmented: I may have mistyped my PIN, and my account is currently blocked. How can I resolve this issue and get my account unblocked?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: My ID verification hasn't gone through yet, but can I use my account anyway? | Augmented: Since my ID verification is still pending, can I still access my account or is it locked until the verification is complete?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: How do I get money from an ATM using my card? I can't seem to get it to work? I used the pin I had, but maybe it's wrong? What do I need to do to fix this? | Augmented: I'm having trouble withdrawing cash from an ATM using my card. I've tried entering my PIN, but it's not working. Can you help me resolve this issue?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: I just want to top-up, why do I need to verify anything? | Augmented: I'm trying to add funds, but I'm being asked to confirm some information before I can proceed. Can you help me with that?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I shouldn't be charged any fee for transferring . | Augmented: I'm surprised to see a fee applied to my transfer.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: Both texts are asking about potential additional charges when using a European bank card for a top-up payment. The wording is slightly different but the core intent remains the same. | Original: Will you charge me more if I use a European bank card for a top up? | Augmented: Will there be an additional fee if I use a European bank card to make a top-up payment?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: ... | Original: I can't get google pay to work right. | Augmented: I'm having trouble with Google Pay functioning properly.
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Why can I not choose the card i want? | Augmented: Why can't I select the credit card I prefer, whether it's Visa or Mastercard?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: The augmented text maintains the same banking intent by focusing on the incorrect exchange rate leading to a higher-than-expected charge during a currency conversion, which is consistent with the original text. | Original: My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened? | Augmented: My client was exchanging their Russian rubles for UK pounds, but the amount they were charged was significantly higher than expected due to an incorrect exchange rate.
