GEN | [automatic_top_up] | Orig: How low does the balance have to be before the system updates? -> Aug: At what point does the account balance need to reach before the automatic top-up feature kicks in?
GEN | [cancel_transfer] | Orig: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? -> Aug: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Could you please correct the transfer to the correct account?
GEN | [visa_or_mastercard] | Orig: This transaction needs both a Visa and a Mastercard. -> Aug: This transaction requires both a Visa and a Mastercard.
GEN | [beneficiary_not_allowed] | Orig: Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying. -> Aug: Hello, I'm having some trouble with the app. I'm trying to exchange cryptocurrency, but it's not working as expected. I'm eager to make a purchase.
GEN | [transfer_not_received_by_recipient] | Orig: I am just waiting for the transaction to be completed. -> Aug: I'm still waiting for the transfer to reach the recipient.
GEN | [visa_or_mastercard] | Orig: Mastercard is preferred to me. -> Aug: I have a preference for Mastercard.
GEN | [transfer_not_received_by_recipient] | Orig: I am just waiting on the completion of the transaction. -> Aug: I'm still waiting for the transfer to be successfully delivered to the recipient.
GEN | [visa_or_mastercard] | Orig: I want a Mastercard, instead. -> Aug: I'd prefer a Visa, if possible.
GEN | [pending_card_payment] | Orig: How long does it take for a purchase to go from pending to authorised? -> Aug: When can I expect a pending card payment to be processed and move to an authorized status?
GEN | [terminate_account] | Orig: if im not using my account should i close it or just let it sit -> Aug: If I'm not actively using my account, should I cancel it or simply leave it inactive?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Do any of your machines provide cash from my home country? I don't have any money on me and I'm on holiday so I'm concerned. Also, will I be charged anything to do this? -> Aug: Can I withdraw cash from my home country using one of your machines while I'm on holiday? I'm worried about not having any local currency with me and would like to know if I'll be charged a fee for this service.
GEN | [cancel_transfer] | Orig: stop the transaction -> Aug: halt the transfer
GEN | [cancel_transfer] | Orig: I don't need to transfer anymore and I want to cancel it. -> Aug: I'd like to stop the transfer process and cancel the transaction.
GEN | [getting_spare_card] | Orig: I need more physical cards than I have right now! -> Aug: I require additional physical debit/credit cards to have a sufficient supply.
GEN | [card_payment_fee_charged] | Orig: Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before. -> Aug: Could you inform me when you deduct extra charges for transactions? I recently checked the app and noticed an unexpected fee on one of the payments, which I wasn't aware of beforehand.
GEN | [transfer_not_received_by_recipient] | Orig: I'm waiting for my transaction to complete. -> Aug: I'm expecting my transfer to be received by the recipient.
GEN | [visa_or_mastercard] | Orig: I would like to know if you use Visa or Mastercard. -> Aug: I'd like to confirm whether you accept Visa or Mastercard.
GEN | [edit_personal_details] | Orig: should i contact customer support if i can't edit details -> Aug: can i reach out to customer support if i'm having trouble updating my personal information?
GEN | [card_payment_fee_charged] | Orig: How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info. -> Aug: Can you help me find out how much I have available for spending? I'm planning some significant transactions and need to know where to check for the remaining balance.
GEN | [getting_spare_card] | Orig: I would like to get additional physical cards at this time -> Aug: I'd like to obtain extra physical debit/credit cards right now
GEN | [visa_or_mastercard] | Orig: I'm happy with Mastercard and want to stick with just that credit card. -> Aug: I'm content with Mastercard and would prefer to continue using only that Visa or Mastercard.
GEN | [direct_debit_payment_not_recognised] | Orig: what is the matter? -> Aug: We're having trouble identifying your direct debit payment.
GEN | [reverted_card_payment?] | Orig: I've got a problem - I bought something with my card one or two weeks ago, but now exact same amount of the purchase is showing up in my account. I like more money in my account, but this is too good to be true. Can you tell me what's happening? -> Aug: I'm concerned about a recent transaction - I made a purchase with my card a few weeks ago, but the same amount is now appearing in my account. I'm not sure what's going on, but I'd appreciate it if you could help me understand why I'm seeing this unexpected deposit.
GEN | [visa_or_mastercard] | Orig: I need a Visa and a Mastercard from you. -> Aug: I require both a Visa and a Mastercard from your institution.
GEN | [cancel_transfer] | Orig: I just realised I made the wrong payment yesterday. Can you please change it to the right account? It's my rent payment and really really needs to be in the right account by tomorrow -> Aug: I've just noticed an error with the transfer I initiated yesterday. Could you assist me in correcting it to the correct account? It's a rent payment and it's crucial that it's processed in the correct account by tomorrow.
GEN | [pending_top_up] | Orig: how long does it take to reflect in my balance a top up -> Aug: when can I expect the top-up amount to be credited to my account balance?
GEN | [wrong_amount_of_cash_received] | Orig: i asked for 100 only got 80 -> Aug: i requested $100, but I was given $80 instead
GEN | [extra_charge_on_statement] | Orig: How long will the $1 charge show as pending? -> Aug: How long will the extra charge appear as pending on my statement?
GEN | [wrong_amount_of_cash_received] | Orig: how come when i asked for 100 it only gave me 20.00 in the app -> Aug: I was expecting to receive the full amount of $100, but instead, I only got $20.
GEN | [cancel_transfer] | Orig: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. -> Aug: Can you expedite the correction of a mistaken payment made to the wrong account yesterday, as it's crucial to rectify it by tomorrow for my rent payment?
GEN | [visa_or_mastercard] | Orig: I'd prefer Mastercard. -> Aug: I'd rather use Mastercard.
GEN | [cancel_transfer] | Orig: I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. -> Aug: I've changed my mind about the transfer I initiated yesterday. Could you please cancel it and correct the mistake? I'd appreciate it if you could take care of it by tomorrow.
GEN | [transfer_not_received_by_recipient] | Orig: How long will my transaction take? -> Aug: When can I expect my transfer to reach the recipient?
GEN | [supported_cards_and_currencies] | Orig: why don't you accept american express for adding money to my account -> Aug: Why can't I use my American Express card to fund my account?
GEN | [pending_cash_withdrawal] | Orig: I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make. -> Aug: I attempted to initiate a cash withdrawal, but the ATM malfunctioned. The transaction appears to be pending, and I'm concerned that I might be charged for a transaction I didn't authorize.
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: How low does the balance have to be before the system updates? | Augmented: At what point does the account balance need to reach before the automatic top-up feature kicks in?
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? | Augmented: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Could you please correct the transfer to the correct account?
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: This transaction needs both a Visa and a Mastercard. | Augmented: This transaction requires both a Visa and a Mastercard.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying. | Augmented: Hello, I'm having some trouble with the app. I'm trying to exchange cryptocurrency, but it's not working as expected. I'm eager to make a purchase.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I am just waiting for the transaction to be completed. | Augmented: I'm still waiting for the transfer to reach the recipient.
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Mastercard is preferred to me. | Augmented: I have a preference for Mastercard.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I am just waiting on the completion of the transaction. | Augmented: I'm still waiting for the transfer to be successfully delivered to the recipient.
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: I want a Mastercard, instead. | Augmented: I'd prefer a Visa, if possible.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: How long does it take for a purchase to go from pending to authorised? | Augmented: When can I expect a pending card payment to be processed and move to an authorized status?
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: if im not using my account should i close it or just let it sit | Augmented: If I'm not actively using my account, should I cancel it or simply leave it inactive?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: Do any of your machines provide cash from my home country? I don't have any money on me and I'm on holiday so I'm concerned. Also, will I be charged anything to do this? | Augmented: Can I withdraw cash from my home country using one of your machines while I'm on holiday? I'm worried about not having any local currency with me and would like to know if I'll be charged a fee for this service.
VAL | [cancel_transfer] | ACCEPT | Reason: Both "stop the transaction" and "halt the transfer" convey the same action of terminating a financial transfer. | Original: stop the transaction | Augmented: halt the transfer
VAL | [cancel_transfer] | ACCEPT | Reason: Both texts express the desire to terminate an ongoing transfer process, which aligns with the target intent of canceling a transfer. | Original: I don't need to transfer anymore and I want to cancel it. | Augmented: I'd like to stop the transfer process and cancel the transaction.
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: I need more physical cards than I have right now! | Augmented: I require additional physical debit/credit cards to have a sufficient supply.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before. | Augmented: Could you inform me when you deduct extra charges for transactions? I recently checked the app and noticed an unexpected fee on one of the payments, which I wasn't aware of beforehand.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I'm waiting for my transaction to complete. | Augmented: I'm expecting my transfer to be received by the recipient.
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: I would like to know if you use Visa or Mastercard. | Augmented: I'd like to confirm whether you accept Visa or Mastercard.
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: should i contact customer support if i can't edit details | Augmented: can i reach out to customer support if i'm having trouble updating my personal information?
VAL | [card_payment_fee_charged] | UNKNOWN | Reason: N/A | Original: How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info. | Augmented: Can you help me find out how much I have available for spending? I'm planning some significant transactions and need to know where to check for the remaining balance.
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: I would like to get additional physical cards at this time | Augmented: I'd like to obtain extra physical debit/credit cards right now
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: I'm happy with Mastercard and want to stick with just that credit card. | Augmented: I'm content with Mastercard and would prefer to continue using only that Visa or Mastercard.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: what is the matter? | Augmented: We're having trouble identifying your direct debit payment.
VAL | [reverted_card_payment?] | ACCEPT | Reason: The augmented text maintains the core issue of an unexpected deposit from a previous card transaction, which is consistent with the original intent. The user is asking for clarification on why they are seeing this unexpected deposit. | Original: I've got a problem - I bought something with my card one or two weeks ago, but now exact same amount of the purchase is showing up in my account. I like more money in my account, but this is too good to be true. Can you tell me what's happening? | Augmented: I'm concerned about a recent transaction - I made a purchase with my card a few weeks ago, but the same amount is now appearing in my account. I'm not sure what's going on, but I'd appreciate it if you could help me understand why I'm seeing this unexpected deposit.
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: I need a Visa and a Mastercard from you. | Augmented: I require both a Visa and a Mastercard from your institution.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I just realised I made the wrong payment yesterday. Can you please change it to the right account? It's my rent payment and really really needs to be in the right account by tomorrow | Augmented: I've just noticed an error with the transfer I initiated yesterday. Could you assist me in correcting it to the correct account? It's a rent payment and it's crucial that it's processed in the correct account by tomorrow.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: how long does it take to reflect in my balance a top up | Augmented: when can I expect the top-up amount to be credited to my account balance?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: i asked for 100 only got 80 | Augmented: i requested $100, but I was given $80 instead
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: How long will the $1 charge show as pending? | Augmented: How long will the extra charge appear as pending on my statement?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: how come when i asked for 100 it only gave me 20.00 in the app | Augmented: I was expecting to receive the full amount of $100, but instead, I only got $20.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. | Augmented: Can you expedite the correction of a mistaken payment made to the wrong account yesterday, as it's crucial to rectify it by tomorrow for my rent payment?
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: I'd prefer Mastercard. | Augmented: I'd rather use Mastercard.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. | Augmented: I've changed my mind about the transfer I initiated yesterday. Could you please cancel it and correct the mistake? I'd appreciate it if you could take care of it by tomorrow.
VAL | [transfer_not_received_by_recipient] | UNKNOWN | Reason: N/A | Original: How long will my transaction take? | Augmented: When can I expect my transfer to reach the recipient?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: The augmented text maintains the core question about the acceptance of a specific card for funding an account, which is consistent with the target intent. | Original: why don't you accept american express for adding money to my account | Augmented: Why can't I use my American Express card to fund my account?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: The augmented text preserves the intent of a pending cash withdrawal and the user's concern about the transaction status and potential unauthorized charges. There are no contradictions or unsupported details. | Original: I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make. | Augmented: I attempted to initiate a cash withdrawal, but the ATM malfunctioned. The transaction appears to be pending, and I'm concerned that I might be charged for a transaction I didn't authorize.
VAL_SUMMARY | ACCEPT: 32 | REVIEW: 0 | REJECT: 0 | UNKNOWN: 3 | Accept Rate: 0.9143
