GEN | [pending_card_payment] | Orig: Why is their a charge pending on my card still? -> Aug: Why is there a pending payment on my credit card still?
GEN | [cash_withdrawal_charge] | Orig: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? -> Aug: I noticed a charge on my receipt for the cash withdrawal I made during my recent purchase. Is it normal to be charged a fee for this type of transaction?
GEN | [card_linking] | Orig: I don't see my card anywhere in the app. -> Aug: I'm unable to locate my card within the app.
GEN | [exchange_charge] | Orig: is there a frequent currency discount? -> Aug: are there any regular exchange rate promotions available?
GEN | [why_verify_identity] | Orig: how do I speed up identity verification? -> Aug: What's the best way to expedite the identity verification process?
GEN | [cash_withdrawal_charge] | Orig: Why is there a charge when I took out money? -> Aug: Why am I being charged for the cash withdrawal?
GEN | [unable_to_verify_identity] | Orig: i am under 18 and i am trying to verify my id. why wont it work? -> Aug: I'm a minor and I'm having trouble verifying my identification. Can you help me figure out why it's not working?
GEN | [topping_up_by_card] | Orig: Can I get my friends to add money to my account? -> Aug: Can I have my friends use their cards to top up my account?
GEN | [pending_cash_withdrawal] | Orig: Why does it still charge me even though I was unable to withdraw money from the ATM? -> Aug: Why am I still being charged for a cash withdrawal attempt that was unsuccessful at the ATM?
GEN | [transaction_charged_twice] | Orig: I only made one transaction at this place, but it's appearing multiple times. -> Aug: I made a single transaction, yet it's been duplicated on my statement.
GEN | [card_acceptance] | Orig: Do all businesses take this card? -> Aug: Can all merchants accept this card?
GEN | [wrong_amount_of_cash_received] | Orig: The cash I asked for still hasn't been received -> Aug: The amount of cash I requested has not been delivered.
GEN | [transfer_not_received_by_recipient] | Orig: When are you going to transfer the money? -> Aug: When will the transfer be delivered to the recipient?
GEN | [compromised_card] | Orig: I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away. -> Aug: I believe someone else has used my card, as I've never been to the location where some transactions on my statement are from. Please take immediate action to resolve this issue.
GEN | [exchange_rate] | Orig: Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from? -> Aug: Can you tell me what data source is used to determine the exchange rate for the transfer I'm planning to make?
GEN | [visa_or_mastercard] | Orig: Can I choose my card scheme? -> Aug: May I select my preferred payment method, such as Visa or Mastercard?
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unauthorized charge. -> Aug: I've noticed an unexpected payment on my account.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Whats wrong with my currency exchange? -> Aug: The exchange rate for my cash withdrawal seems to be incorrect.
GEN | [top_up_by_cash_or_cheque] | Orig: What types of top-up methods do you accept? -> Aug: You can top up your account using either cash or cheque.
GEN | [card_linking] | Orig: Where do I go to add a new card? -> Aug: How can I link a new card to my account?
GEN | [card_arrival] | Orig: I want to find out what happened to my new card? -> Aug: I'm trying to figure out what's going on with my recently issued card.
GEN | [reverted_card_payment?] | Orig: I had a seller reach out to me saying my money didn't come through to them, but I'm sure it was removed from my account. Can you figure out what the deal is here? -> Aug: I'm trying to understand why the payment I made wasn't credited to the seller, as they're saying it didn't go through. Can you help me resolve this issue?
GEN | [reverted_card_payment?] | Orig: I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here? -> Aug: I recently made a purchase, and although I received one of the items, the full amount was reversed back to my account. Can you help me understand what's happening?
GEN | [unable_to_verify_identity] | Orig: What's wrong with my ID? I can't verify it. -> Aug: We're having trouble confirming your identity. It seems we're unable to verify the information provided.
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone but how do I use my card information? -> Aug: I recently got a new phone, but how do I access my card details?
GEN | [card_linking] | Orig: In the app, how can I make it show the new card that arrived? -> Aug: In the app, how can I access the recently added card?
GEN | [lost_or_stolen_phone] | Orig: Please help!  I was mugged and everything stolen.  What do I do to stop them from accessing my account? -> Aug: I'm in a bit of a panic - I was robbed and my phone was taken, which means they have access to my account. Can you please assist me in securing my account to prevent any unauthorized transactions?
GEN | [wrong_amount_of_cash_received] | Orig: I requested a higher amount for my cash withdrawal -> Aug: I was expecting a larger sum for my cash withdrawal
GEN | [compromised_card] | Orig: There are fraudulent charges that I didn't make on my card. Can you please put in the safeguards necessary to stop this from happening anymore? -> Aug: I've noticed some unauthorized transactions on my card. Could you please take steps to prevent any further unauthorized activity?
GEN | [topping_up_by_card] | Orig: My wallet is empty even though I topped it up an hour ago. -> Aug: My account balance is still zero despite the recent card top-up I made an hour ago.
GEN | [transfer_not_received_by_recipient] | Orig: How long do I have  to wait for my transaction to be completed? -> Aug: When can I expect my transfer to be successfully delivered to the recipient's account?
GEN | [card_payment_not_recognised] | Orig: i didnt do this charge -> Aug: We didn't recognize this payment from you.
GEN | [transfer_timing] | Orig: How long do I have to wait for a US transfer? -> Aug: What is the typical timeframe for a US transfer to be processed?
GEN | [declined_cash_withdrawal] | Orig: I tried to get funds in hard cash but it was rejected! -> Aug: I attempted to withdraw cash, but the transaction was declined.
GEN | [cancel_transfer] | Orig: A payment I made is for a wrong amount can you help me correct the mistake. -> Aug: I'd like to cancel the transfer as it was made in error and I'd like to rectify the mistake.
GEN | [transfer_not_received_by_recipient] | Orig: I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made? -> Aug: I'm attempting to make a payment to my new landlord, but it seems the transfer hasn't been received by them despite being sent a few days ago. Can you confirm that the payment has been processed successfully?
GEN | [virtual_card_not_working] | Orig: Why is my disposable card not working? -> Aug: Why is my temporary card not functioning properly?
GEN | [top_up_failed] | Orig: My credit card for was not approved for a top-up transaction.  What happened? -> Aug: The top-up attempt using my credit card was declined. Can you help me understand why?
GEN | [reverted_card_payment?] | Orig: My card payment has not been withdrawn from my account -> Aug: Did my card payment get reversed from my account?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: Why is their a charge pending on my card still? | Augmented: Why is there a pending payment on my credit card still?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: N/A | Original: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? | Augmented: I noticed a charge on my receipt for the cash withdrawal I made during my recent purchase. Is it normal to be charged a fee for this type of transaction?
VAL | [card_linking] | ACCEPT | Reason: ... | Original: I don't see my card anywhere in the app. | Augmented: I'm unable to locate my card within the app.
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: is there a frequent currency discount? | Augmented: are there any regular exchange rate promotions available?
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: how do I speed up identity verification? | Augmented: What's the best way to expedite the identity verification process?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Why is there a charge when I took out money? | Augmented: Why am I being charged for the cash withdrawal?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: ... | Original: i am under 18 and i am trying to verify my id. why wont it work? | Augmented: I'm a minor and I'm having trouble verifying my identification. Can you help me figure out why it's not working?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can I get my friends to add money to my account? | Augmented: Can I have my friends use their cards to top up my account?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why does it still charge me even though I was unable to withdraw money from the ATM? | Augmented: Why am I still being charged for a cash withdrawal attempt that was unsuccessful at the ATM?
VAL | [transaction_charged_twice] | ACCEPT | Reason: ... | Original: I only made one transaction at this place, but it's appearing multiple times. | Augmented: I made a single transaction, yet it's been duplicated on my statement.
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Do all businesses take this card? | Augmented: Can all merchants accept this card?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: The cash I asked for still hasn't been received | Augmented: The amount of cash I requested has not been delivered.
VAL | [transfer_not_received_by_recipient] | UNKNOWN | Reason: N/A | Original: When are you going to transfer the money? | Augmented: When will the transfer be delivered to the recipient?
VAL | [compromised_card] | ACCEPT | Reason: ... | Original: I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away. | Augmented: I believe someone else has used my card, as I've never been to the location where some transactions on my statement are from. Please take immediate action to resolve this issue.
VAL | [exchange_rate] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the question to ask about the data source used to determine the exchange rate, which is a valid and specific inquiry related to the exchange rate. | Original: Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from? | Augmented: Can you tell me what data source is used to determine the exchange rate for the transfer I'm planning to make?
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: Can I choose my card scheme? | Augmented: May I select my preferred payment method, such as Visa or Mastercard?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I have an unauthorized charge. | Augmented: I've noticed an unexpected payment on my account.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Whats wrong with my currency exchange? | Augmented: The exchange rate for my cash withdrawal seems to be incorrect.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: What types of top-up methods do you accept? | Augmented: You can top up your account using either cash or cheque.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: Where do I go to add a new card? | Augmented: How can I link a new card to my account?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: I want to find out what happened to my new card? | Augmented: I'm trying to figure out what's going on with my recently issued card.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I had a seller reach out to me saying my money didn't come through to them, but I'm sure it was removed from my account. Can you figure out what the deal is here? | Augmented: I'm trying to understand why the payment I made wasn't credited to the seller, as they're saying it didn't go through. Can you help me resolve this issue?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here? | Augmented: I recently made a purchase, and although I received one of the items, the full amount was reversed back to my account. Can you help me understand what's happening?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: What's wrong with my ID? I can't verify it. | Augmented: We're having trouble confirming your identity. It seems we're unable to verify the information provided.
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I just replaced my phone but how do I use my card information? | Augmented: I recently got a new phone, but how do I access my card details?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: In the app, how can I make it show the new card that arrived? | Augmented: In the app, how can I access the recently added card?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: Please help!  I was mugged and everything stolen.  What do I do to stop them from accessing my account? | Augmented: I'm in a bit of a panic - I was robbed and my phone was taken, which means they have access to my account. Can you please assist me in securing my account to prevent any unauthorized transactions?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: I requested a higher amount for my cash withdrawal | Augmented: I was expecting a larger sum for my cash withdrawal
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: There are fraudulent charges that I didn't make on my card. Can you please put in the safeguards necessary to stop this from happening anymore? | Augmented: I've noticed some unauthorized transactions on my card. Could you please take steps to prevent any further unauthorized activity?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: My wallet is empty even though I topped it up an hour ago. | Augmented: My account balance is still zero despite the recent card top-up I made an hour ago.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: How long do I have  to wait for my transaction to be completed? | Augmented: When can I expect my transfer to be successfully delivered to the recipient's account?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: i didnt do this charge | Augmented: We didn't recognize this payment from you.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long do I have to wait for a US transfer? | Augmented: What is the typical timeframe for a US transfer to be processed?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to get funds in hard cash but it was rejected! | Augmented: I attempted to withdraw cash, but the transaction was declined.
