GEN | [compromised_card] | Orig: What do I do if I detect fraudulent use on my car? -> Aug: If I notice suspicious activity on my compromised card, what steps should I take?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: where is my money from this morning -> Aug: why hasn't my account balance been updated after the deposit I made this morning?
GEN | [direct_debit_payment_not_recognised] | Orig: I need to cancel a transaction on my debit card. -> Aug: I'm trying to stop a direct debit payment that was made from my account.
GEN | [top_up_reverted] | Orig: My money disappeared! Please help?? -> Aug: My funds vanished! Can you assist me with this issue?
GEN | [cancel_transfer] | Orig: Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. -> Aug: I'd like to correct a mistake I made with a recent transaction. Could you please reverse the transfer? I need it resolved by tomorrow.
GEN | [country_support] | Orig: What countries do your accounts send and receive to? -> Aug: Which countries do your accounts support international transactions to and from?
GEN | [declined_cash_withdrawal] | Orig: Is my card actually working? It's the first time I tried using it -> Aug: Is my card functioning properly? I'm trying to make a cash withdrawal for the first time
GEN | [receiving_money] | Orig: how do i find out about transfers -> Aug: how can I learn about incoming transactions?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks. -> Aug: I'm planning to initiate a transfer from a UK account, but I'm concerned that my account balance won't be updated immediately. Can you confirm if the transfer will be processed quickly, or will it take an extended period of time?
GEN | [transfer_into_account] | Orig: What are my bank details so I can do a transfer? -> Aug: To facilitate a transfer, could you please provide me with your bank account information?
GEN | [declined_card_payment] | Orig: I was so embarrassed. Why didn't my payment clear? -> Aug: I'm really disappointed. My payment was declined, and I'm not sure why.
GEN | [transfer_fee_charged] | Orig: Why was money taken for a transfer? -> Aug: What's the reason for the fee deducted from my account for the recent transfer?
GEN | [pending_cash_withdrawal] | Orig: The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why? -> Aug: The ATM wasn't functioning properly when I tried to withdraw cash, and now my account shows a pending transaction. Can you help me understand why it's still processing?
GEN | [reverted_card_payment?] | Orig: I have cancelled payments to this card. -> Aug: I've stopped making payments on this card.
GEN | [card_payment_fee_charged] | Orig: i have used my card online before and wasn't charged, why am i charged now -> Aug: I've made online transactions with my card previously without being charged a fee, so I'm puzzled as to why I'm being charged one now.
GEN | [exchange_rate] | Orig: Will my money be of equal value when I travel abroad? -> Aug: Will the value of my money remain the same when I travel internationally?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Help me find the transfer that I did. -> Aug: Can you assist me in locating the recent transfer I made?
GEN | [compromised_card] | Orig: It looks like someone besides me ordered something with my card, what should I do? -> Aug: It appears that an unauthorized party has used my card to make a purchase, what steps can I take?
GEN | [verify_top_up] | Orig: What can I do to verify my card? -> Aug: How can I confirm the details of my card?
GEN | [cash_withdrawal_not_recognised] | Orig: THere is some cash that is showing up on my app. -> Aug: There's an unexpected cash amount appearing on my account.
GEN | [cash_withdrawal_charge] | Orig: I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud? -> Aug: I'm concerned about a recent transaction on my account that seems to be related to a cash withdrawal I made at a location outside of Nandos in Leeds. Can you help me understand what this charge is for? Is it a legitimate transaction or could it be a case of fraud?
GEN | [transfer_fee_charged] | Orig: Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees? -> Aug: Are there any additional charges, such as transfer fees or currency conversion fees, when making a purchase from another country?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I able to do a SWIFT transfer with you? -> Aug: Can I initiate a bank transfer to top up my account with you?
GEN | [lost_or_stolen_card] | Orig: I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this? -> Aug: I'm concerned that I may have misplaced my card at a restaurant, but the staff denies having it, and I'm now unsure of its whereabouts. I'm worried that it might be in the wrong hands and being used for fraudulent activities. Can you help me investigate this situation?
GEN | [declined_cash_withdrawal] | Orig: I might need a new card because it's not working at any of the ATMs. I don't think ive used all my money. Why is it doing this? -> Aug: I'm having trouble using my card at ATMs, and I'm not sure why. I've checked my account and I'm pretty sure I still have some cash available. Can you help me figure out what's going on?
GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move -> Aug: How long does it typically take for a pending card payment to clear? I have one that's been pending for a few days now and it's not showing any progress.
GEN | [card_payment_fee_charged] | Orig: Why did I have to pay extra because I paid with my card? -> Aug: Why was I charged an additional fee when I used my card to make the payment?
GEN | [verify_source_of_funds] | Orig: where are the transfers originating -> Aug: what is the source of the funds being transferred
GEN | [compromised_card] | Orig: I have some transactions on my account I did not make. Can you cancel my card and prevent further use. -> Aug: I'm concerned about unauthorized activity on my account. Can you suspend my card to stop any further transactions?
GEN | [transfer_not_received_by_recipient] | Orig: I dont see my reciept -> Aug: I'm unable to locate the transfer receipt.
GEN | [receiving_money] | Orig: Do you support direct deposits from my employer? -> Aug: Can you accept direct deposits from my employer's payroll department?
GEN | [direct_debit_payment_not_recognised] | Orig: Why is there a direct debit set up in my name? -> Aug: We've noticed a direct debit payment that doesn't seem to be recognized in your account records.
GEN | [atm_support] | Orig: Will any ATM's decline my card? -> Aug: Will all ATMs reject my card?
GEN | [card_payment_not_recognised] | Orig: I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back? -> Aug: I recently noticed some unfamiliar transactions on my card from the past few days and I'm concerned about the security of my account. Can I temporarily suspend my card to prevent any further unauthorized activity? If so, will I be able to recover the disputed amount?
GEN | [card_not_working] | Orig: Why won't the machine accept my card anymore? -> Aug: The card is not functioning properly and won't be recognized by the payment terminal.
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: What do I do if I detect fraudulent use on my car? | Augmented: If I notice suspicious activity on my compromised card, what steps should I take?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: where is my money from this morning | Augmented: why hasn't my account balance been updated after the deposit I made this morning?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I need to cancel a transaction on my debit card. | Augmented: I'm trying to stop a direct debit payment that was made from my account.
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: My money disappeared! Please help?? | Augmented: My funds vanished! Can you assist me with this issue?
VAL | [cancel_transfer] | ACCEPT | Reason: The augmented text preserves the intent of correcting a mistaken transaction, which aligns with the original intent of canceling a transfer. The wording is slightly different but the core banking action remains the same. | Original: Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. | Augmented: I'd like to correct a mistake I made with a recent transaction. Could you please reverse the transfer? I need it resolved by tomorrow.
VAL | [country_support] | ACCEPT | Reason: ... | Original: What countries do your accounts send and receive to? | Augmented: Which countries do your accounts support international transactions to and from?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Is my card actually working? It's the first time I tried using it | Augmented: Is my card functioning properly? I'm trying to make a cash withdrawal for the first time
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: how do i find out about transfers | Augmented: how can I learn about incoming transactions?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks. | Augmented: I'm planning to initiate a transfer from a UK account, but I'm concerned that my account balance won't be updated immediately. Can you confirm if the transfer will be processed quickly, or will it take an extended period of time?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: What are my bank details so I can do a transfer? | Augmented: To facilitate a transfer, could you please provide me with your bank account information?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I was so embarrassed. Why didn't my payment clear? | Augmented: I'm really disappointed. My payment was declined, and I'm not sure why.
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: Why was money taken for a transfer? | Augmented: What's the reason for the fee deducted from my account for the recent transfer?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why? | Augmented: The ATM wasn't functioning properly when I tried to withdraw cash, and now my account shows a pending transaction. Can you help me understand why it's still processing?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I have cancelled payments to this card. | Augmented: I've stopped making payments on this card.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: i have used my card online before and wasn't charged, why am i charged now | Augmented: I've made online transactions with my card previously without being charged a fee, so I'm puzzled as to why I'm being charged one now.
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: Will my money be of equal value when I travel abroad? | Augmented: Will the value of my money remain the same when I travel internationally?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Help me find the transfer that I did. | Augmented: Can you assist me in locating the recent transfer I made?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: It looks like someone besides me ordered something with my card, what should I do? | Augmented: It appears that an unauthorized party has used my card to make a purchase, what steps can I take?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: What can I do to verify my card? | Augmented: How can I confirm the details of my card?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: THere is some cash that is showing up on my app. | Augmented: There's an unexpected cash amount appearing on my account.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud? | Augmented: I'm concerned about a recent transaction on my account that seems to be related to a cash withdrawal I made at a location outside of Nandos in Leeds. Can you help me understand what this charge is for? Is it a legitimate transaction or could it be a case of fraud?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees? | Augmented: Are there any additional charges, such as transfer fees or currency conversion fees, when making a purchase from another country?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Am I able to do a SWIFT transfer with you? | Augmented: Can I initiate a bank transfer to top up my account with you?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this? | Augmented: I'm concerned that I may have misplaced my card at a restaurant, but the staff denies having it, and I'm now unsure of its whereabouts. I'm worried that it might be in the wrong hands and being used for fraudulent activities. Can you help me investigate this situation?
VAL | [declined_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: I might need a new card because it's not working at any of the ATMs. I don't think ive used all my money. Why is it doing this? | Augmented: I'm having trouble using my card at ATMs, and I'm not sure why. I've checked my account and I'm pretty sure I still have some cash available. Can you help me figure out what's going on?
VAL | [pending_card_payment] | ACCEPT | Reason: The augmented text preserves the same banking intent by focusing on the duration of a pending card payment and the issue of a payment not moving forward, which is consistent with the original text. | Original: How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move | Augmented: How long does it typically take for a pending card payment to clear? I have one that's been pending for a few days now and it's not showing any progress.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: Why did I have to pay extra because I paid with my card? | Augmented: Why was I charged an additional fee when I used my card to make the payment?
VAL | [verify_source_of_funds] | ACCEPT | Reason: ... | Original: where are the transfers originating | Augmented: what is the source of the funds being transferred
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: I have some transactions on my account I did not make. Can you cancel my card and prevent further use. | Augmented: I'm concerned about unauthorized activity on my account. Can you suspend my card to stop any further transactions?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I dont see my reciept | Augmented: I'm unable to locate the transfer receipt.
