GEN | [card_payment_not_recognised] | Orig: I've got charges on my account I did not authorize. Can I get this money back from the last couple of days that it's been coming out? I also need to freeze my card. -> Aug: I'm concerned about unauthorized transactions on my account. Can I request a refund for the recent charges? Additionally, I'd like to temporarily suspend my card to prevent further unauthorized activity.
GEN | [card_not_working] | Orig: I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account? -> Aug: I attempted to book a flight online this morning, but my credit card details aren't being accepted. Is there an issue with my account?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I tried using a check to update my balance, but it isn't work? Is something wrong? -> Aug: I made a cash deposit, but my account balance hasn't been updated yet. Is there an issue with the transaction?
GEN | [card_payment_not_recognised] | Orig: I didn't do a payment and I have it now. -> Aug: I've missed a payment and I'm providing the payment now.
GEN | [direct_debit_payment_not_recognised] | Orig: I did not set up a direct debit I have -> Aug: We didn't find a direct debit payment arrangement in your account records.
GEN | [direct_debit_payment_not_recognised] | Orig: I didn't set up the direct debit I have -> Aug: We couldn't find a direct debit payment arrangement in your account.
GEN | [cash_withdrawal_not_recognised] | Orig: My wallet was just stolen, and they've already used my card! Please help, I can't afford to lose more money! -> Aug: My purse was snatched, and the thief has already made a withdrawal using my card. I'm in a tight spot and need your assistance to prevent further unauthorized transactions.
GEN | [card_delivery_estimate] | Orig: Are the delivery days flexible?  My schedule only allows me to be a available on specific dates. -> Aug: Can you accommodate my schedule, which has specific availability on certain dates, for the card delivery?
GEN | [transfer_fee_charged] | Orig: why was i chargged -> Aug: why was a fee charged on my transfer?
GEN | [supported_cards_and_currencies] | Orig: What are my payment options? -> Aug: What methods of payment do you accept?
GEN | [edit_personal_details] | Orig: How do I input a new address? -> Aug: How can I update my address information?
GEN | [direct_debit_payment_not_recognised] | Orig: what is the word? -> Aug: We're unable to identify the direct debit payment you're referring to.
GEN | [country_support] | Orig: I'm in the EU. Can I get one of your cards? -> Aug: I'm a resident of the European Union. Can I obtain one of your credit cards?
GEN | [request_refund] | Orig: Do you have a return policy? -> Aug: Can I initiate a return and request a refund?
GEN | [card_payment_not_recognised] | Orig: Could you please put a freeze on my card?  There are some payments on it that I don't know where they came from. -> Aug: Can you temporarily suspend my card activity? I'm concerned about unauthorized transactions that have been made on my account.
GEN | [contactless_not_working] | Orig: I am having issues using contactless payments, could my card be damaged? -> Aug: I'm experiencing problems with making contactless transactions, is it possible that my card is faulty?
GEN | [pin_blocked] | Orig: How many incorrect attempts cause card to be blocked? -> Aug: What is the threshold for the number of incorrect PIN attempts that will trigger a card block?
GEN | [declined_cash_withdrawal] | Orig: I tried to use my card to withdrawal money from the ATM in Notting Hill but it didn't work. This is the first time I've tried using it. Is my card working? -> Aug: I attempted to make a cash withdrawal at an ATM in Notting Hill using my card, but it was unsuccessful. This is my first attempt to use it. Is my card functional?
GEN | [declined_transfer] | Orig: What does the decline message mean -> Aug: The transfer was not successfully processed due to an issue.
GEN | [declined_card_payment] | Orig: Hi, is everything in good standing with my card? I am receiving multiple "decline" messages. -> Aug: Hi, I'm getting a few "decline" notifications regarding my card. Is everything okay with my account?
GEN | [edit_personal_details] | Orig: I am here to change my adress. -> Aug: I'd like to update my residential address.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why hasn't my account updated to reflect my current balance? -> Aug: Why hasn't my account balance been updated to reflect the recent transfer I made?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why is  my balance not updated? -> Aug: Why hasn't my account balance been updated after the recent bank transfer?
GEN | [transfer_into_account] | Orig: My money is all gone. What ways are okay to add money to my account? -> Aug: My account is running low. Can you tell me how I can deposit funds into my account?
GEN | [declined_cash_withdrawal] | Orig: I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong? -> Aug: I attempted to withdraw cash using my ATM card at your Notting Hill branch, but it was unsuccessful. Is there an issue with my card or the machine?
GEN | [country_support] | Orig: May I get one of your cards?  I live in the EU. -> Aug: Might I request a card, as I am a resident of the European Union?
GEN | [extra_charge_on_statement] | Orig: The $1.00 has still not been reverted as indicated in the previous email. -> Aug: The amount of $1.00 remains outstanding, as previously mentioned in our previous communication.
GEN | [supported_cards_and_currencies] | Orig: What are the currencies and cards that are supported with my account? -> Aug: What types of payment methods and currencies are accepted with my account?
GEN | [pending_top_up] | Orig: Even though I added money ey to the card, I couldn't use it -> Aug: Despite depositing funds onto the card, I'm still unable to make a transaction.
GEN | [declined_cash_withdrawal] | Orig: I went to the Notting Hill ATM to use my card the first time for a cash withdrawal but it didn't work. Does this mean that my card isn't working yet? -> Aug: I attempted to make a cash withdrawal at the Notting Hill ATM using my card for the first time, but it was unsuccessful. Does this indicate that my card is currently inactive?
GEN | [supported_cards_and_currencies] | Orig: How can I get funds into my account from my American Express? -> Aug: What methods are available for depositing funds into my account using my American Express card?
GEN | [pending_cash_withdrawal] | Orig: I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got. -> Aug: I attempted to withdraw cash earlier, but the ATM appears to be malfunctioning. Upon checking, I noticed that the transaction is still pending. Can you investigate this issue and ensure I'm not charged for the funds I haven't received?
GEN | [why_verify_identity] | Orig: Why do I have to give you my drivers license -> Aug: We're verifying your identity to ensure the security and integrity of your account.
GEN | [supported_cards_and_currencies] | Orig: My card wants to be topped what do you guys support? -> Aug: What payment methods do you accept for card reloads?
GEN | [card_arrival] | Orig: maximum how many days get the courier? -> Aug: How long does it take for the courier to deliver the card?
GEN | [top_up_reverted] | Orig: I refilled my account balance but got an error message. -> Aug: I attempted to replenish my account balance, but an error occurred.
GEN | [card_delivery_estimate] | Orig: i need to expedite my card -> Aug: I'd like to request an expedited delivery for my card.
GEN | [declined_cash_withdrawal] | Orig: I can't get any money from my account. -> Aug: I'm unable to access my account funds.
GEN | [compromised_card] | Orig: How do I stop fraud to my card? -> Aug: What steps can I take to prevent unauthorized transactions on my compromised card?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I've got charges on my account I did not authorize. Can I get this money back from the last couple of days that it's been coming out? I also need to freeze my card. | Augmented: I'm concerned about unauthorized transactions on my account. Can I request a refund for the recent charges? Additionally, I'd like to temporarily suspend my card to prevent further unauthorized activity.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account? | Augmented: I attempted to book a flight online this morning, but my credit card details aren't being accepted. Is there an issue with my account?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: I tried using a check to update my balance, but it isn't work? Is something wrong? | Augmented: I made a cash deposit, but my account balance hasn't been updated yet. Is there an issue with the transaction?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I didn't do a payment and I have it now. | Augmented: I've missed a payment and I'm providing the payment now.
VAL | [direct_debit_payment_not_recognised] | UNKNOWN | Reason: N/A | Original: I did not set up a direct debit I have | Augmented: We didn't find a direct debit payment arrangement in your account records.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I didn't set up the direct debit I have | Augmented: We couldn't find a direct debit payment arrangement in your account.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: My wallet was just stolen, and they've already used my card! Please help, I can't afford to lose more money! | Augmented: My purse was snatched, and the thief has already made a withdrawal using my card. I'm in a tight spot and need your assistance to prevent further unauthorized transactions.
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: Are the delivery days flexible?  My schedule only allows me to be a available on specific dates. | Augmented: Can you accommodate my schedule, which has specific availability on certain dates, for the card delivery?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: why was i chargged | Augmented: why was a fee charged on my transfer?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: What are my payment options? | Augmented: What methods of payment do you accept?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: How do I input a new address? | Augmented: How can I update my address information?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: what is the word? | Augmented: We're unable to identify the direct debit payment you're referring to.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: I'm in the EU. Can I get one of your cards? | Augmented: I'm a resident of the European Union. Can I obtain one of your credit cards?
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: Do you have a return policy? | Augmented: Can I initiate a return and request a refund?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Could you please put a freeze on my card?  There are some payments on it that I don't know where they came from. | Augmented: Can you temporarily suspend my card activity? I'm concerned about unauthorized transactions that have been made on my account.
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: I am having issues using contactless payments, could my card be damaged? | Augmented: I'm experiencing problems with making contactless transactions, is it possible that my card is faulty?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: How many incorrect attempts cause card to be blocked? | Augmented: What is the threshold for the number of incorrect PIN attempts that will trigger a card block?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to use my card to withdrawal money from the ATM in Notting Hill but it didn't work. This is the first time I've tried using it. Is my card working? | Augmented: I attempted to make a cash withdrawal at an ATM in Notting Hill using my card, but it was unsuccessful. This is my first attempt to use it. Is my card functional?
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: What does the decline message mean | Augmented: The transfer was not successfully processed due to an issue.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: Hi, is everything in good standing with my card? I am receiving multiple "decline" messages. | Augmented: Hi, I'm getting a few "decline" notifications regarding my card. Is everything okay with my account?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: I am here to change my adress. | Augmented: I'd like to update my residential address.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: The augmented text maintains the same intent of the original text by focusing on the account balance not being updated after a transfer. It is specific and clear about the context of the transfer. | Original: Why hasn't my account updated to reflect my current balance? | Augmented: Why hasn't my account balance been updated to reflect the recent transfer I made?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Why is  my balance not updated? | Augmented: Why hasn't my account balance been updated after the recent bank transfer?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: My money is all gone. What ways are okay to add money to my account? | Augmented: My account is running low. Can you tell me how I can deposit funds into my account?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong? | Augmented: I attempted to withdraw cash using my ATM card at your Notting Hill branch, but it was unsuccessful. Is there an issue with my card or the machine?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: May I get one of your cards?  I live in the EU. | Augmented: Might I request a card, as I am a resident of the European Union?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: The $1.00 has still not been reverted as indicated in the previous email. | Augmented: The amount of $1.00 remains outstanding, as previously mentioned in our previous communication.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: What are the currencies and cards that are supported with my account? | Augmented: What types of payment methods and currencies are accepted with my account?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Even though I added money ey to the card, I couldn't use it | Augmented: Despite depositing funds onto the card, I'm still unable to make a transaction.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I went to the Notting Hill ATM to use my card the first time for a cash withdrawal but it didn't work. Does this mean that my card isn't working yet? | Augmented: I attempted to make a cash withdrawal at the Notting Hill ATM using my card for the first time, but it was unsuccessful. Does this indicate that my card is currently inactive?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: How can I get funds into my account from my American Express? | Augmented: What methods are available for depositing funds into my account using my American Express card?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got. | Augmented: I attempted to withdraw cash earlier, but the ATM appears to be malfunctioning. Upon checking, I noticed that the transaction is still pending. Can you investigate this issue and ensure I'm not charged for the funds I haven't received?
VAL | [why_verify_identity] | UNKNOWN | Reason: N/A | Original: Why do I have to give you my drivers license | Augmented: We're verifying your identity to ensure the security and integrity of your account.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: My card wants to be topped what do you guys support? | Augmented: What payment methods do you accept for card reloads?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: maximum how many days get the courier? | Augmented: How long does it take for the courier to deliver the card?
