GEN | [reverted_card_payment?] | Orig: Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening? -> Aug: I recently made a purchase, but there's a problem. I received one item, but the payment was reversed and the amount was credited back to my account. What's going on?
GEN | [atm_support] | Orig: How many ATMs will take this card? -> Aug: How many cash machines accept this card?
GEN | [getting_spare_card] | Orig: What steps do I need to get another card? -> Aug: How can I obtain a replacement card?
GEN | [why_verify_identity] | Orig: Can I use my account now, even though my identity verification has not gone through yet? -> Aug: Can I access my account services if my identity has not been fully verified?
GEN | [card_not_working] | Orig: I haven't been able to complete any transactions on my card today. Do you know what's wrong? -> Aug: I'm having trouble making any purchases with my card today. Can you help me figure out what's going on?
GEN | [transfer_not_received_by_recipient] | Orig: I sent money to my family last Friday but they don't have it. -> Aug: I made a transfer to my family on Friday, but they haven't received it yet.
GEN | [card_about_to_expire] | Orig: Are new cards available from China? -> Aug: Are there any alternative card options available before my current card expires?
GEN | [request_refund] | Orig: I just bought an item and would like to stop payment can you tell me if the item has been sent yet? -> Aug: I recently made a purchase and would like to cancel the transaction. Can you inform me if the item has already been dispatched?
GEN | [cash_withdrawal_charge] | Orig: How do I avoid a fee to use an ATM? -> Aug: What can I do to avoid incurring a charge when withdrawing cash from an ATM?
GEN | [edit_personal_details] | Orig: I just moved. How do I give you my new address? -> Aug: I've recently relocated. Can I update my address with your bank?
GEN | [transfer_fee_charged] | Orig: Should I be seeing a fee applied for my money transfer? -> Aug: Am I supposed to be charged a fee for the transfer of funds?
GEN | [declined_cash_withdrawal] | Orig: The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account? -> Aug: The ATM machine is declining my cash withdrawal attempt. I've tried using two different ATMs, but the issue persists. Could you kindly verify if there's a problem with my account?
GEN | [lost_or_stolen_card] | Orig: I need to order a new card as my other one was stolen. -> Aug: I require a replacement card as my previous one has been stolen.
GEN | [card_linking] | Orig: Can I add a card to back into the app? -> Aug: Can I link a card to my account within the app?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: When I exchanged currencies the value of my money changed. -> Aug: When I converted my cash, the exchange rate was incorrect.
GEN | [direct_debit_payment_not_recognised] | Orig: Someone else charged my card! -> Aug: A payment made from my account was not recognized.
GEN | [top_up_by_card_charge] | Orig: Is there a fee for european bank cards? -> Aug: Are there any charges associated with using a European bank card for a top-up?
GEN | [transaction_charged_twice] | Orig: I have been overcharged. -> Aug: I've been mistakenly charged twice.
GEN | [getting_spare_card] | Orig: If I need more than cards will I have to pay a fee to receive them? -> Aug: If I require additional cards, will I be charged a fee for obtaining them?
GEN | [lost_or_stolen_card] | Orig: Help!  I fear that my card was stolen, -> Aug: I'm worried that my card has been stolen.
GEN | [card_payment_not_recognised] | Orig: Why is there a random payment in my statement? -> Aug: We've noticed an unexpected payment on your statement. Can you help us understand what this payment is for?
GEN | [exchange_charge] | Orig: How much do I have to pay to accept an international transfer? -> Aug: What is the exchange charge for accepting an international transfer?
GEN | [top_up_reverted] | Orig: Do you support top ups? -> Aug: Can you facilitate additional deposits?
GEN | [exchange_via_app] | Orig: Can you  tell me how to get AUD not GBP? -> Aug: Can you guide me on how to exchange currency for Australian dollars instead of British pounds?
GEN | [transfer_fee_charged] | Orig: A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on? -> Aug: A recipient informed me that they didn't receive the full transfer I initiated, and the amount was short. I'll need to make an additional transfer to cover the shortfall. Could you please investigate this discrepancy and get back to me?
GEN | [activate_my_card] | Orig: How can my new card be renewed? -> Aug: How can I reactivate my new card?
GEN | [beneficiary_not_allowed] | Orig: Why am I unable to transfer money when I was able to before? -> Aug: I'm having trouble sending funds, but I've successfully done so in the past. What's changed?
GEN | [beneficiary_not_allowed] | Orig: My account transfer was not cleared. -> Aug: The transfer to the intended recipient was unsuccessful.
GEN | [pending_card_payment] | Orig: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? -> Aug: I recently made a card payment, but it appears to be pending. Can you tell me what the usual processing time is for a payment like this?
GEN | [automatic_top_up] | Orig: I have a trip coming up and want to add money automatically. -> Aug: I'm planning a trip and would like to set up automatic top-ups to ensure I have sufficient funds.
GEN | [pending_card_payment] | Orig: I have a payment which has not been approved. -> Aug: A payment I made has not yet been processed.
GEN | [cash_withdrawal_not_recognised] | Orig: I believe my card has been compromised as there are funds showing that I did not receive. -> Aug: I'm concerned that my card has been compromised because I'm seeing transactions that I didn't authorize.
GEN | [top_up_by_cash_or_cheque] | Orig: how do i find top up for cash deposit -> Aug: how can I proceed with a cash deposit or cheque top-up?
GEN | [card_payment_wrong_exchange_rate] | Orig: Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate -> Aug: Why did you apply an incorrect exchange rate for my international transaction? I was expecting a more competitive rate for the foreign currency.
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening? | Augmented: I recently made a purchase, but there's a problem. I received one item, but the payment was reversed and the amount was credited back to my account. What's going on?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: How many ATMs will take this card? | Augmented: How many cash machines accept this card?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: What steps do I need to get another card? | Augmented: How can I obtain a replacement card?
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: Can I use my account now, even though my identity verification has not gone through yet? | Augmented: Can I access my account services if my identity has not been fully verified?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I haven't been able to complete any transactions on my card today. Do you know what's wrong? | Augmented: I'm having trouble making any purchases with my card today. Can you help me figure out what's going on?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I sent money to my family last Friday but they don't have it. | Augmented: I made a transfer to my family on Friday, but they haven't received it yet.
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: Are new cards available from China? | Augmented: Are there any alternative card options available before my current card expires?
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: I just bought an item and would like to stop payment can you tell me if the item has been sent yet? | Augmented: I recently made a purchase and would like to cancel the transaction. Can you inform me if the item has already been dispatched?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: How do I avoid a fee to use an ATM? | Augmented: What can I do to avoid incurring a charge when withdrawing cash from an ATM?
VAL | [edit_personal_details] | ACCEPT | Reason: Both texts convey the need to update the user's address with the bank, which falls under the category of editing personal details. | Original: I just moved. How do I give you my new address? | Augmented: I've recently relocated. Can I update my address with your bank?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: Should I be seeing a fee applied for my money transfer? | Augmented: Am I supposed to be charged a fee for the transfer of funds?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account? | Augmented: The ATM machine is declining my cash withdrawal attempt. I've tried using two different ATMs, but the issue persists. Could you kindly verify if there's a problem with my account?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: I need to order a new card as my other one was stolen. | Augmented: I require a replacement card as my previous one has been stolen.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: Can I add a card to back into the app? | Augmented: Can I link a card to my account within the app?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: When I exchanged currencies the value of my money changed. | Augmented: When I converted my cash, the exchange rate was incorrect.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Someone else charged my card! | Augmented: A payment made from my account was not recognized.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Is there a fee for european bank cards? | Augmented: Are there any charges associated with using a European bank card for a top-up?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: I have been overcharged. | Augmented: I've been mistakenly charged twice.
VAL | [getting_spare_card] | ACCEPT | Reason: Both texts are asking about the possibility of needing more than one card and the associated fees. | Original: If I need more than cards will I have to pay a fee to receive them? | Augmented: If I require additional cards, will I be charged a fee for obtaining them?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: Help!  I fear that my card was stolen, | Augmented: I'm worried that my card has been stolen.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Why is there a random payment in my statement? | Augmented: We've noticed an unexpected payment on your statement. Can you help us understand what this payment is for?
VAL | [exchange_charge] | ACCEPT | Reason: Both texts are asking about the cost of accepting an international transfer, which aligns with the 'exchange_charge' intent. | Original: How much do I have to pay to accept an international transfer? | Augmented: What is the exchange charge for accepting an international transfer?
VAL | [top_up_reverted] | UNKNOWN | Reason: N/A | Original: Do you support top ups? | Augmented: Can you facilitate additional deposits?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: Can you  tell me how to get AUD not GBP? | Augmented: Can you guide me on how to exchange currency for Australian dollars instead of British pounds?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on? | Augmented: A recipient informed me that they didn't receive the full transfer I initiated, and the amount was short. I'll need to make an additional transfer to cover the shortfall. Could you please investigate this discrepancy and get back to me?
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: How can my new card be renewed? | Augmented: How can I reactivate my new card?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why am I unable to transfer money when I was able to before? | Augmented: I'm having trouble sending funds, but I've successfully done so in the past. What's changed?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: My account transfer was not cleared. | Augmented: The transfer to the intended recipient was unsuccessful.
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? | Augmented: I recently made a card payment, but it appears to be pending. Can you tell me what the usual processing time is for a payment like this?
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: I have a trip coming up and want to add money automatically. | Augmented: I'm planning a trip and would like to set up automatic top-ups to ensure I have sufficient funds.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: I have a payment which has not been approved. | Augmented: A payment I made has not yet been processed.
