GEN | [beneficiary_not_allowed] | Orig: Why is allowance not being given to my beneficiary? -> Aug: Why is the beneficiary not eligible to receive the allowance?
GEN | [getting_virtual_card] | Orig: Is there an alternative to a physical card? -> Aug: Can I get a digital card instead of a physical one?
GEN | [top_up_by_bank_transfer_charge] | Orig: Do I get charged if I am receiving money? -> Aug: Will I be charged a fee when I receive funds through bank transfer?
GEN | [declined_transfer] | Orig: How do I contact customer support about my declined transfer? -> Aug: I'd like to know how to reach out to your customer support team regarding the transfer that was declined.
GEN | [top_up_by_bank_transfer_charge] | Orig: How much is it to receive money? -> Aug: What is the fee for receiving funds via bank transfer?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Dude I put money in the ATM last week but it ain't there! I need the money now figure this out! -> Aug: I made a deposit using the ATM last week, but my account balance hasn't been updated yet. Can you help me resolve this issue ASAP?
GEN | [disposable_card_limits] | Orig: What limits are there on the virtual cards? -> Aug: What restrictions are in place for the disposable cards?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I was needing you to see if the exchange rate is correct from when i got cash -> Aug: I'd like to verify the exchange rate for the cash withdrawal I made earlier to ensure it's accurate.
GEN | [declined_cash_withdrawal] | Orig: My ATM transaction was cancelled. -> Aug: My cash withdrawal attempt was declined.
GEN | [pending_cash_withdrawal] | Orig: Why is the app showing a still pending message on a withdraw that has already been done? -> Aug: Why is the app still displaying a pending status for a cash withdrawal that was completed earlier?
GEN | [order_physical_card] | Orig: IS there anywhere that a card cannot be delivered? -> Aug: Are there any specific locations or areas where a physical card cannot be delivered?
GEN | [order_physical_card] | Orig: Do I get a real card? -> Aug: Can I receive a physical card?
GEN | [declined_transfer] | Orig: Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card? -> Aug: Hi, I've been experiencing issues with my credit card being declined, both yesterday evening and this morning when I tried to make a purchase. Could you please let me know the current status of my card?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did I only receive this much currency? -> Aug: Why was the amount of cash I received not in line with the expected exchange rate?
GEN | [failed_transfer] | Orig: Why was my transaction not approved? -> Aug: Why was my transfer not processed successfully?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. -> Aug: I'm frustrated because I was unexpectedly charged an excessive fee for a cash withdrawal made during a bank holiday, without prior notice, which would have prevented me from making the transaction in the first place.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can you check the exchange rate on a cash transaction I did overseas -> Aug: Can you verify the exchange rate used for a recent cash withdrawal I made while traveling abroad?
GEN | [card_payment_wrong_exchange_rate] | Orig: Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you. -> Aug: Please review the transaction from last weekend, as I believe I was incorrectly charged a higher exchange rate. Appreciate your assistance.
GEN | [cancel_transfer] | Orig: Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app -> Aug: I urgently need assistance. I've just discovered that I mistakenly sent a payment to the incorrect account number, and there's a typo involved. Could you please cancel the transfer as soon as possible? I'm unable to do so through the app.
GEN | [exchange_rate] | Orig: If I need to cash foreign transfers, how does that work? -> Aug: What's the process for exchanging foreign currencies for cash transfers?
GEN | [get_disposable_virtual_card] | Orig: Please send me a disposable virtual card. -> Aug: Please provide me with a temporary virtual credit card.
GEN | [wrong_amount_of_cash_received] | Orig: I couldn't get the money I needed. -> Aug: I didn't receive the correct amount of cash.
GEN | [order_physical_card] | Orig: I want a real card -> Aug: I'd like a physical credit card.
GEN | [activate_my_card] | Orig: Can I use my new card? -> Aug: Is my new card ready for use?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I charged for receiving money? -> Aug: Do I incur a fee when someone transfers money to my account?
GEN | [beneficiary_not_allowed] | Orig: I cant transfer money into my account -> Aug: I'm unable to add funds to my account.
GEN | [transfer_into_account] | Orig: I need to deposit money to my account -> Aug: I'd like to transfer funds into my account.
GEN | [verify_top_up] | Orig: For what reason must I authenticate the top up? -> Aug: Why do I need to confirm the top-up?
GEN | [cash_withdrawal_charge] | Orig: Is there a charge for getting cash? -> Aug: Are there any fees associated with withdrawing cash?
GEN | [cancel_transfer] | Orig: I am trying to revert a transcation I did this morning -> Aug: I'm attempting to reverse a transfer I initiated earlier today
GEN | [card_not_working] | Orig: What can I do to make my physical card work? -> Aug: How can I get my physical card to function properly?
GEN | [card_swallowed] | Orig: The ATM didnt return my card! -> Aug: The ATM swallowed my card!
GEN | [cancel_transfer] | Orig: I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately? -> Aug: I mistakenly entered the wrong account number, resulting in a transfer to the wrong account. I'm unable to reverse the transaction through the app. Can you assist me in canceling this transfer as soon as possible?
GEN | [atm_support] | Orig: how do I know where I can get money withdrawn? -> Aug: where can I find an ATM to withdraw cash?
GEN | [top_up_reverted] | Orig: For some reason, the money I added was returned. -> Aug: The funds I attempted to deposit were reversed.
GEN | [card_about_to_expire] | Orig: I think my card is expiring, what happens then? -> Aug: I'm concerned that my credit card is nearing its expiration date, what are the consequences?
GEN | [top_up_by_card_charge] | Orig: should i add money via bank transfer instead -> Aug: can I recharge my account using a card charge instead?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why is allowance not being given to my beneficiary? | Augmented: Why is the beneficiary not eligible to receive the allowance?
VAL | [getting_virtual_card] | ACCEPT | Reason: N/A | Original: Is there an alternative to a physical card? | Augmented: Can I get a digital card instead of a physical one?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Do I get charged if I am receiving money? | Augmented: Will I be charged a fee when I receive funds through bank transfer?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: How do I contact customer support about my declined transfer? | Augmented: I'd like to know how to reach out to your customer support team regarding the transfer that was declined.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: How much is it to receive money? | Augmented: What is the fee for receiving funds via bank transfer?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: The augmented text preserves the same issue of a deposit not updating the account balance, which aligns with the target intent. It is specific about the timing (last week) and the method (ATM), and it seeks assistance, which is consistent with the original text. | Original: Dude I put money in the ATM last week but it ain't there! I need the money now figure this out! | Augmented: I made a deposit using the ATM last week, but my account balance hasn't been updated yet. Can you help me resolve this issue ASAP?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: What limits are there on the virtual cards? | Augmented: What restrictions are in place for the disposable cards?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: ... | Original: I was needing you to see if the exchange rate is correct from when i got cash | Augmented: I'd like to verify the exchange rate for the cash withdrawal I made earlier to ensure it's accurate.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: My ATM transaction was cancelled. | Augmented: My cash withdrawal attempt was declined.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the original question with slightly different wording but retains the essence of the inquiry about an un-updated withdrawal status. | Original: Why is the app showing a still pending message on a withdraw that has already been done? | Augmented: Why is the app still displaying a pending status for a cash withdrawal that was completed earlier?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: IS there anywhere that a card cannot be delivered? | Augmented: Are there any specific locations or areas where a physical card cannot be delivered?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Do I get a real card? | Augmented: Can I receive a physical card?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card? | Augmented: Hi, I've been experiencing issues with my credit card being declined, both yesterday evening and this morning when I tried to make a purchase. Could you please let me know the current status of my card?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why did I only receive this much currency? | Augmented: Why was the amount of cash I received not in line with the expected exchange rate?
VAL | [failed_transfer] | ACCEPT | Reason: Both texts are asking about a failed attempt to move funds, which aligns with the 'failed_transfer' intent. The wording has been slightly modified but the core question remains the same. | Original: Why was my transaction not approved? | Augmented: Why was my transfer not processed successfully?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. | Augmented: I'm frustrated because I was unexpectedly charged an excessive fee for a cash withdrawal made during a bank holiday, without prior notice, which would have prevented me from making the transaction in the first place.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Can you check the exchange rate on a cash transaction I did overseas | Augmented: Can you verify the exchange rate used for a recent cash withdrawal I made while traveling abroad?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you. | Augmented: Please review the transaction from last weekend, as I believe I was incorrectly charged a higher exchange rate. Appreciate your assistance.
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app | Augmented: I urgently need assistance. I've just discovered that I mistakenly sent a payment to the incorrect account number, and there's a typo involved. Could you please cancel the transfer as soon as possible? I'm unable to do so through the app.
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: If I need to cash foreign transfers, how does that work? | Augmented: What's the process for exchanging foreign currencies for cash transfers?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: Both texts request a temporary, virtual, and disposable card, preserving the original intent. | Original: Please send me a disposable virtual card. | Augmented: Please provide me with a temporary virtual credit card.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: I couldn't get the money I needed. | Augmented: I didn't receive the correct amount of cash.
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: I want a real card | Augmented: I'd like a physical credit card.
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: Can I use my new card? | Augmented: Is my new card ready for use?
VAL | [top_up_by_bank_transfer_charge] | UNKNOWN | Reason: N/A | Original: Am I charged for receiving money? | Augmented: Do I incur a fee when someone transfers money to my account?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I cant transfer money into my account | Augmented: I'm unable to add funds to my account.
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: I need to deposit money to my account | Augmented: I'd like to transfer funds into my account.
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: For what reason must I authenticate the top up? | Augmented: Why do I need to confirm the top-up?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Is there a charge for getting cash? | Augmented: Are there any fees associated with withdrawing cash?
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: I am trying to revert a transcation I did this morning | Augmented: I'm attempting to reverse a transfer I initiated earlier today
