GEN | [get_disposable_virtual_card] | Orig: What is the procedure for depositing a virtual card -> Aug: How do I obtain a disposable virtual card and use it for transactions?
GEN | [get_disposable_virtual_card] | Orig: I need to deposit my virtual card, how do i do that. -> Aug: I'd like to obtain a new virtual card, can you guide me through the process?
GEN | [automatic_top_up] | Orig: How do I get refills to my card when I'm traveling? -> Aug: How can I arrange for automatic top-ups to my card while I'm abroad?
GEN | [verify_top_up] | Orig: Verifying the top-up seems like a hassle. -> Aug: Confirming the top-up process appears to be a bit of a chore.
GEN | [verify_source_of_funds] | Orig: Is there a way for me to check my balance? -> Aug: Can you confirm the origin of the funds in my account before I check my balance?
GEN | [top_up_reverted] | Orig: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account -> Aug: I've successfully completed the 3D secure authentication process, but the crypto top-up still isn't functioning for me. I'm also confused about what happened to the funds in my account.
GEN | [verify_top_up] | Orig: I am having trouble finding the top-up card verification code. -> Aug: I'm having difficulty locating the verification code for my top-up card.
GEN | [card_not_working] | Orig: WHAT IS THE REASON FOR THAT -> Aug: WHY IS MY CARD NOT FUNCTIONING?
GEN | [transfer_fee_charged] | Orig: I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee? -> Aug: I've been actively utilizing my account to manage international transactions for my new residence over the past month. I've observed a sudden surge in the transfer fee charged, which I find puzzling, considering my consistent usage and loyalty as a valued customer.
GEN | [top_up_failed] | Orig: I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on? -> Aug: I recently received my card, but I'm having trouble adding funds to it. I'm considering canceling my account due to this issue. Can you help me resolve this problem?
GEN | [pending_top_up] | Orig: I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do? -> Aug: I've just got a new card and I'm having trouble topping it up. I attempted to add funds about half an hour ago, but the transaction is still pending. Can you help me resolve this issue?
GEN | [why_verify_identity] | Orig: What happens if I use my account and my identity verification hasn't finished? -> Aug: What will happen if I access my account before completing the identity verification process?
GEN | [card_about_to_expire] | Orig: My card is expiring so how fast can I get a new one and how much will it be? -> Aug: I'm concerned that my card is nearing its expiration date. Can you please let me know how quickly I can obtain a replacement and what the cost will be?
GEN | [why_verify_identity] | Orig: Can we skip verifying? -> Aug: Can we bypass the identity verification process?
GEN | [top_up_by_cash_or_cheque] | Orig: How can I add physical money to my card? -> Aug: You can replenish your card balance by depositing cash or cheque.
GEN | [top_up_failed] | Orig: I need to add more funds to my card today because it keeps being declined, and I need to use it immediately. Can you fix this or tell me alternatives? -> Aug: I'm having trouble adding more funds to my card, as it's been declined repeatedly, and I urgently need to use it. Can you assist me in resolving this issue or suggest alternative solutions?
GEN | [get_disposable_virtual_card] | Orig: What systems do you have in place for my security when using my card for everyday purchases? -> Aug: How do you ensure my security when using a disposable virtual card for daily transactions?
GEN | [transfer_fee_charged] | Orig: Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund. -> Aug: I'd like to clarify that international transactions often come with additional fees. I recently used my card to buy something from abroad and was charged for the item, plus an extra fee. I wasn't aware of this extra charge and believe I should be refunded the unnecessary fee.
GEN | [fiat_currency_support] | Orig: Do you have a problem with EUR exchanges? -> Aug: Are you experiencing an issue with converting or exchanging euros?
GEN | [change_pin] | Orig: How can I change my Rowlock ? -> Aug: How do I modify my PIN?
GEN | [card_payment_fee_charged] | Orig: Is there a  way to  get around fees -> Aug: Can you help me avoid the payment fee that was charged on my card?
GEN | [transfer_fee_charged] | Orig: During the last month I used this account to make payments for my place abroad. I noticed the fees have increased and I wonder why. Shouldn't frequent users have less fees as incentive to keep using instead of increasing them out of nowhere? -> Aug: I've been using this account to make regular payments for my international property and I've noticed a recent hike in fees. I'm puzzled as to why this change was made, especially since I'd expect more benefits for loyal customers rather than increased fees.
GEN | [verify_top_up] | Orig: I need help finding the verification code on the top up card. -> Aug: I require assistance locating the verification code on the top-up card.
GEN | [order_physical_card] | Orig: do i need to add money before i order a card -> Aug: Do I need to fund my account before placing an order for a physical card?
GEN | [lost_or_stolen_card] | Orig: Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen. -> Aug: Can you replace my card and cancel my current one, as it was stolen while I was in Spain and I'm now without a wallet?
GEN | [transfer_fee_charged] | Orig: I have used this account overseas recently. Has there been an increase in fees that I am unaware of? -> Aug: I've been making international transactions from this account lately. Are there any new or changed fees I should be aware of?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Balance is not up to date. -> Aug: Your account balance has not been updated after the recent bank transfer.
GEN | [verify_top_up] | Orig: I am looking for my top-up verification code and cannot find it. -> Aug: I'm having trouble locating my top-up confirmation code and need your assistance in retrieving it.
GEN | [getting_virtual_card] | Orig: And do you have virtual cards instead of physical ones? -> Aug: Are there any digital cards available instead of traditional physical cards?
GEN | [pin_blocked] | Orig: How do I take a block off my card? -> Aug: What steps can I take to remove the block on my card?
GEN | [order_physical_card] | Orig: What does the bank charge for lost or stolen card replacements? -> Aug: How much does the bank charge for issuing a new physical card if my original one is lost or stolen?
GEN | [beneficiary_not_allowed] | Orig: I'm trying to purchase crypto via the app. I haven't been able to get it to go through. Am I doing something wrong? -> Aug: I'm having trouble completing a crypto purchase through the app. Can you help me figure out what's preventing it from processing?
GEN | [card_acceptance] | Orig: Where do I pay with my debit or credit card? -> Aug: How can I use my debit or credit card for payment?
GEN | [top_up_by_card_charge] | Orig: I need to know what charges I will incur for using a European card for top up. -> Aug: I'd like to understand the fees associated with making a payment using a European card for a top-up transaction.
GEN | [Refund_not_showing_up] | Orig: how does my statement get updated so i know when a refund will reflect on my balance -> Aug: How do I get notified when a refund will be reflected on my account balance, and how will it be updated on my statement?
VAL | [get_disposable_virtual_card] | REVIEW | Reason: N/A | Original: What is the procedure for depositing a virtual card | Augmented: How do I obtain a disposable virtual card and use it for transactions?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: N/A | Original: I need to deposit my virtual card, how do i do that. | Augmented: I'd like to obtain a new virtual card, can you guide me through the process?
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: How do I get refills to my card when I'm traveling? | Augmented: How can I arrange for automatic top-ups to my card while I'm abroad?
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: Verifying the top-up seems like a hassle. | Augmented: Confirming the top-up process appears to be a bit of a chore.
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Is there a way for me to check my balance? | Augmented: Can you confirm the origin of the funds in my account before I check my balance?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account | Augmented: I've successfully completed the 3D secure authentication process, but the crypto top-up still isn't functioning for me. I'm also confused about what happened to the funds in my account.
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: I am having trouble finding the top-up card verification code. | Augmented: I'm having difficulty locating the verification code for my top-up card.
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: WHAT IS THE REASON FOR THAT | Augmented: WHY IS MY CARD NOT FUNCTIONING?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee? | Augmented: I've been actively utilizing my account to manage international transactions for my new residence over the past month. I've observed a sudden surge in the transfer fee charged, which I find puzzling, considering my consistent usage and loyalty as a valued customer.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on? | Augmented: I recently received my card, but I'm having trouble adding funds to it. I'm considering canceling my account due to this issue. Can you help me resolve this problem?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do? | Augmented: I've just got a new card and I'm having trouble topping it up. I attempted to add funds about half an hour ago, but the transaction is still pending. Can you help me resolve this issue?
VAL | [why_verify_identity] | ACCEPT | Reason: Both texts are asking about the consequences of using an account without completed identity verification, which aligns with the target intent of 'why_verify_identity'. The wording is slightly changed but the intent remains the same. | Original: What happens if I use my account and my identity verification hasn't finished? | Augmented: What will happen if I access my account before completing the identity verification process?
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: My card is expiring so how fast can I get a new one and how much will it be? | Augmented: I'm concerned that my card is nearing its expiration date. Can you please let me know how quickly I can obtain a replacement and what the cost will be?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: Can we skip verifying? | Augmented: Can we bypass the identity verification process?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: How can I add physical money to my card? | Augmented: You can replenish your card balance by depositing cash or cheque.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I need to add more funds to my card today because it keeps being declined, and I need to use it immediately. Can you fix this or tell me alternatives? | Augmented: I'm having trouble adding more funds to my card, as it's been declined repeatedly, and I urgently need to use it. Can you assist me in resolving this issue or suggest alternative solutions?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: N/A | Original: What systems do you have in place for my security when using my card for everyday purchases? | Augmented: How do you ensure my security when using a disposable virtual card for daily transactions?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund. | Augmented: I'd like to clarify that international transactions often come with additional fees. I recently used my card to buy something from abroad and was charged for the item, plus an extra fee. I wasn't aware of this extra charge and believe I should be refunded the unnecessary fee.
VAL | [fiat_currency_support] | ACCEPT | Reason: Both texts are asking about problems with exchanging euros, which is consistent with the fiat_currency_support intent. | Original: Do you have a problem with EUR exchanges? | Augmented: Are you experiencing an issue with converting or exchanging euros?
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: How can I change my Rowlock ? | Augmented: How do I modify my PIN?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: Is there a  way to  get around fees | Augmented: Can you help me avoid the payment fee that was charged on my card?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: During the last month I used this account to make payments for my place abroad. I noticed the fees have increased and I wonder why. Shouldn't frequent users have less fees as incentive to keep using instead of increasing them out of nowhere? | Augmented: I've been using this account to make regular payments for my international property and I've noticed a recent hike in fees. I'm puzzled as to why this change was made, especially since I'd expect more benefits for loyal customers rather than increased fees.
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: I need help finding the verification code on the top up card. | Augmented: I require assistance locating the verification code on the top-up card.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: do i need to add money before i order a card | Augmented: Do I need to fund my account before placing an order for a physical card?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: The augmented text preserves the same banking intent of needing a new card and blocking the current one due to theft. It does not introduce any contradictory information or unsupported details. | Original: Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen. | Augmented: Can you replace my card and cancel my current one, as it was stolen while I was in Spain and I'm now without a wallet?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I have used this account overseas recently. Has there been an increase in fees that I am unaware of? | Augmented: I've been making international transactions from this account lately. Are there any new or changed fees I should be aware of?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Balance is not up to date. | Augmented: Your account balance has not been updated after the recent bank transfer.
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: I am looking for my top-up verification code and cannot find it. | Augmented: I'm having trouble locating my top-up confirmation code and need your assistance in retrieving it.
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: And do you have virtual cards instead of physical ones? | Augmented: Are there any digital cards available instead of traditional physical cards?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: How do I take a block off my card? | Augmented: What steps can I take to remove the block on my card?
