GEN | [card_not_working] | Orig: I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account? -> Aug: I attempted to book a flight online this morning, but my credit card details aren't being accepted. Is there an issue with my account?
GEN | [cancel_transfer] | Orig: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. -> Aug: Can you expedite the correction of a mistaken payment made to the wrong account yesterday, as it's crucial to rectify it by tomorrow for my rent payment?
GEN | [cancel_transfer] | Orig: I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. -> Aug: I've changed my mind about the transfer I initiated yesterday. Could you please cancel it and correct the mistake? I'd appreciate it if you could take care of it by tomorrow.
GEN | [cancel_transfer] | Orig: I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please. -> Aug: I've changed my mind about the transfer I initiated yesterday. Could you please cancel it and correct the mistake? I'd appreciate it if you could take care of it by tomorrow.
GEN | [transfer_fee_charged] | Orig: why was i chargged -> Aug: why was a fee charged on my transfer?
GEN | [declined_transfer] | Orig: What do I do with my "decline" message on a transfer? -> Aug: What can I do about the transfer that was declined?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you see my new balance yet? -> Aug: Have you checked my account balance recently?
GEN | [transfer_not_received_by_recipient] | Orig: |I moved out of my old house two weeks ago and cancelled my direct debit to my old landlord, this direct debit was working fine.  Now I've moved in to a new place and set up a transfer to a new landlord but it's not reached her yet, can you check it please? -> Aug: I recently relocated to a new residence and terminated my direct debit with my previous landlord, which was functioning correctly. Since then, I've established a new transfer to my new landlord, but it hasn't been received by her yet. Could you kindly investigate this matter for me?
GEN | [pin_blocked] | Orig: How do I get unblocked? -> Aug: What can I do to resolve the PIN block issue?
GEN | [reverted_card_payment?] | Orig: What happens if a merchant doesn't accept  you payment? -> Aug: What happens if a payment to a merchant is declined or reversed?
GEN | [cancel_transfer] | Orig: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? -> Aug: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Could you please correct the transfer to the correct account?
GEN | [lost_or_stolen_card] | Orig: Can you provide information for freezing my card immediately? -> Aug: Can you assist me in putting a hold on my card right away?
GEN | [cash_withdrawal_charge] | Orig: Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank! -> Aug: Are there any fees associated with making cash withdrawals from your account? I'm surprised to find that I'm being charged for accessing my own funds, whereas my previous bank didn't impose such a charge.
GEN | [direct_debit_payment_not_recognised] | Orig: I did not set up a direct debit I have -> Aug: We didn't find a direct debit payment arrangement in your account records.
GEN | [compromised_card] | Orig: Should I order a new card before I freeze my original one? -> Aug: Should I request a replacement card before securing my compromised card?
GEN | [direct_debit_payment_not_recognised] | Orig: I didn't set up the direct debit I have -> Aug: We couldn't find a direct debit payment arrangement in your account.
GEN | [cancel_transfer] | Orig: Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. -> Aug: I'd like to correct a mistake I made with a recent transaction. Could you please reverse the transfer? I need it resolved by tomorrow.
GEN | [exchange_charge] | Orig: I wanted to know what discounts were offered for current exchanges as it is something that occurs frequently. -> Aug: I'd like to inquire about any available discounts for regular exchange transactions, as they happen quite often.
GEN | [automatic_top_up] | Orig: How do I get refills to my card when I'm traveling? -> Aug: How can I arrange for automatic top-ups to my card while I'm abroad?
GEN | [pending_top_up] | Orig: how long should i expect to wait when i add money -> Aug: how long will it take for my top-up to be processed?
GEN | [card_not_working] | Orig: For a week now, I have tried to use my card and it is still not working. -> Aug: I've been trying to use my card for a week, but it's still not functioning properly.
GEN | [cancel_transfer] | Orig: I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow. -> Aug: I mistakenly deposited my rent into an incorrect account, could you assist in transferring the funds to the correct account, as it needs to be completed by tomorrow?
GEN | [passcode_forgotten] | Orig: Can someone please help assist me by explaining to me why my pass-code is not working? -> Aug: I'm having trouble remembering my passcode and was wondering if you could help me figure out why it's not accepting my attempts.
GEN | [receiving_money] | Orig: Do I need to do anything special for my friend to send money to my account? -> Aug: What steps should my friend take to transfer funds to my account?
GEN | [supported_cards_and_currencies] | Orig: How can I get funds into my account from my American Express? -> Aug: What methods are available for depositing funds into my account using my American Express card?
GEN | [direct_debit_payment_not_recognised] | Orig: What do I do if there is an electronic debit that is not correct? -> Aug: What should I do if a direct debit payment is not recognized by our system?
GEN | [reverted_card_payment?] | Orig: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. -> Aug: Can you help me understand why my online transactions are being declined, even though my card payment is initially accepted, only to be reversed later?
GEN | [direct_debit_payment_not_recognised] | Orig: Unusual direct deposit -> Aug: Unidentified direct debit payment
GEN | [top_up_failed] | Orig: My credit card did not go through. Can you see if it has insufficient funds? -> Aug: My payment attempt was unsuccessful. Could you check if my credit card has sufficient funds?
GEN | [declined_card_payment] | Orig: My card did not go through in a shop -> Aug: My payment was declined at the store.
GEN | [declined_cash_withdrawal] | Orig: i entered my pin in wrong and got it frozen. how many tries do i have -> Aug: Unfortunately, due to an incorrect PIN entry, your cash withdrawal has been declined.
GEN | [wrong_amount_of_cash_received] | Orig: It kept my cash -> Aug: I was given the wrong amount of money
GEN | [cancel_transfer] | Orig: I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account? -> Aug: I accidentally set up a rent payment from an incorrect account, and I'd like to switch it to the correct one as soon as possible. Can I modify the transfer to ensure timely payment?
GEN | [passcode_forgotten] | Orig: I would like to better understand why my pass-code is not working. -> Aug: I'm having trouble remembering my passcode and would appreciate some help figuring out why it's not accepting my attempts.
GEN | [card_about_to_expire] | Orig: What do I do when I get close to the expiration date of my card? -> Aug: What happens when my credit card is about to expire, and I'm nearing the end of its validity period?
GEN | [wrong_amount_of_cash_received] | Orig: how come when i asked for 100 it only gave me 20.00 in the app -> Aug: I was expecting to receive the full amount of $100, but instead, I only got $20.
GEN | [declined_transfer] | Orig: What does the decline message mean -> Aug: The transfer was not successfully processed due to an issue.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account? | Augmented: I attempted to book a flight online this morning, but my credit card details aren't being accepted. Is there an issue with my account?
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. | Augmented: Can you expedite the correction of a mistaken payment made to the wrong account yesterday, as it's crucial to rectify it by tomorrow for my rent payment?
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. | Augmented: I've changed my mind about the transfer I initiated yesterday. Could you please cancel it and correct the mistake? I'd appreciate it if you could take care of it by tomorrow.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please. | Augmented: I've changed my mind about the transfer I initiated yesterday. Could you please cancel it and correct the mistake? I'd appreciate it if you could take care of it by tomorrow.
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: why was i chargged | Augmented: why was a fee charged on my transfer?
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: What do I do with my "decline" message on a transfer? | Augmented: What can I do about the transfer that was declined?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Can you see my new balance yet? | Augmented: Have you checked my account balance recently?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: |I moved out of my old house two weeks ago and cancelled my direct debit to my old landlord, this direct debit was working fine.  Now I've moved in to a new place and set up a transfer to a new landlord but it's not reached her yet, can you check it please? | Augmented: I recently relocated to a new residence and terminated my direct debit with my previous landlord, which was functioning correctly. Since then, I've established a new transfer to my new landlord, but it hasn't been received by her yet. Could you kindly investigate this matter for me?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: How do I get unblocked? | Augmented: What can I do to resolve the PIN block issue?
VAL | [reverted_card_payment?] | REVIEW | Reason: N/A | Original: What happens if a merchant doesn't accept  you payment? | Augmented: What happens if a payment to a merchant is declined or reversed?
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? | Augmented: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Could you please correct the transfer to the correct account?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: Can you provide information for freezing my card immediately? | Augmented: Can you assist me in putting a hold on my card right away?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank! | Augmented: Are there any fees associated with making cash withdrawals from your account? I'm surprised to find that I'm being charged for accessing my own funds, whereas my previous bank didn't impose such a charge.
VAL | [direct_debit_payment_not_recognised] | UNKNOWN | Reason: N/A | Original: I did not set up a direct debit I have | Augmented: We didn't find a direct debit payment arrangement in your account records.
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: Should I order a new card before I freeze my original one? | Augmented: Should I request a replacement card before securing my compromised card?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I didn't set up the direct debit I have | Augmented: We couldn't find a direct debit payment arrangement in your account.
VAL | [cancel_transfer] | ACCEPT | Reason: The augmented text preserves the intent of correcting a mistaken transaction, which aligns with the original intent of canceling a transfer. The wording is slightly different but the core banking action remains the same. | Original: Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. | Augmented: I'd like to correct a mistake I made with a recent transaction. Could you please reverse the transfer? I need it resolved by tomorrow.
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: I wanted to know what discounts were offered for current exchanges as it is something that occurs frequently. | Augmented: I'd like to inquire about any available discounts for regular exchange transactions, as they happen quite often.
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: How do I get refills to my card when I'm traveling? | Augmented: How can I arrange for automatic top-ups to my card while I'm abroad?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: how long should i expect to wait when i add money | Augmented: how long will it take for my top-up to be processed?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: For a week now, I have tried to use my card and it is still not working. | Augmented: I've been trying to use my card for a week, but it's still not functioning properly.
VAL | [cancel_transfer] | UNKNOWN | Reason: N/A | Original: I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow. | Augmented: I mistakenly deposited my rent into an incorrect account, could you assist in transferring the funds to the correct account, as it needs to be completed by tomorrow?
VAL | [passcode_forgotten] | ACCEPT | Reason: ... | Original: Can someone please help assist me by explaining to me why my pass-code is not working? | Augmented: I'm having trouble remembering my passcode and was wondering if you could help me figure out why it's not accepting my attempts.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Do I need to do anything special for my friend to send money to my account? | Augmented: What steps should my friend take to transfer funds to my account?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: How can I get funds into my account from my American Express? | Augmented: What methods are available for depositing funds into my account using my American Express card?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: What do I do if there is an electronic debit that is not correct? | Augmented: What should I do if a direct debit payment is not recognized by our system?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. | Augmented: Can you help me understand why my online transactions are being declined, even though my card payment is initially accepted, only to be reversed later?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Unusual direct deposit | Augmented: Unidentified direct debit payment
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: My credit card did not go through. Can you see if it has insufficient funds? | Augmented: My payment attempt was unsuccessful. Could you check if my credit card has sufficient funds?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: My card did not go through in a shop | Augmented: My payment was declined at the store.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: i entered my pin in wrong and got it frozen. how many tries do i have | Augmented: Unfortunately, due to an incorrect PIN entry, your cash withdrawal has been declined.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: It kept my cash | Augmented: I was given the wrong amount of money
