GEN | [cash_withdrawal_not_recognised] | Orig: It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money. -> Aug: It's an emergency. Please cancel my card immediately. Someone in a distant location has made an unauthorized cash withdrawal using my card, and I didn't make the transaction myself.
GEN | [automatic_top_up] | Orig: I know there's an auto-top option but I can not locate it when I look? -> Aug: I'm having trouble finding the automatic top-up feature, can you help me locate it?
GEN | [wrong_amount_of_cash_received] | Orig: There was a limited amount of money available at the time of my transaction. -> Aug: There was insufficient cash available at the time of my transaction.
GEN | [supported_cards_and_currencies] | Orig: why wont my american express work to add money -> Aug: Why can't I use my American Express card to top up my account?
GEN | [top_up_failed] | Orig: I can't add any more money. -> Aug: I'm unable to make a successful top-up.
GEN | [declined_card_payment] | Orig: I'm sure I have enough money so why didn't the store accept my card? -> Aug: I'm certain I have sufficient funds, yet the merchant refused to accept my payment method.
GEN | [top_up_failed] | Orig: I need to add more funds to my card today because it keeps being declined, and I need to use it immediately. Can you fix this or tell me alternatives? -> Aug: I'm having trouble adding more funds to my card, as it's been declined repeatedly, and I urgently need to use it. Can you assist me in resolving this issue or suggest alternative solutions?
GEN | [cash_withdrawal_not_recognised] | Orig: Hi, It's urgent, please freeze my card. As someone has withdrawn money using my card in odd remote town. Since i have not done this withdrawal. Do it fast. -> Aug: Hi, I need immediate assistance. Someone has made an unauthorized cash withdrawal using my card in a distant location, and I didn't authorize it. Please, can you freeze my card as soon as possible?
GEN | [pending_cash_withdrawal] | Orig: Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received. -> Aug: I've noticed a pending cash withdrawal on my account that seems to be stuck. I tried to withdraw cash from an ATM earlier, but it didn't go through due to a technical issue. I'd appreciate it if you could investigate this matter and ensure I'm not charged for the attempted withdrawal that didn't actually process.
GEN | [top_up_failed] | Orig: My money I added isn't on my card. -> Aug: The funds I attempted to add are not showing up on my card.
GEN | [edit_personal_details] | Orig: I have a new email. -> Aug: I've received a new email address.
GEN | [card_payment_not_recognised] | Orig: I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok? -> Aug: I'm having trouble identifying some charges on my account that I don't recall making. The transaction descriptions seem unfamiliar, and I'm unsure if the merchant names are just different or if there's something more going on. Should I have my card temporarily suspended while you investigate this issue to ensure my account's security, or is it safe to leave it active?
GEN | [reverted_card_payment?] | Orig: Please help me with my card payments which keeps getting reverted whenever i do online shopping. I am having this problem since last two weeks. -> Aug: Can you assist me with my card transactions that keep getting reversed whenever I make online purchases? I've been experiencing this issue for the past two weeks.
GEN | [exchange_via_app] | Orig: My plans may change so I may need to change from GBP to AUD. -> Aug: My travel plans might be altered, which could require me to switch from British Pounds to Australian Dollars.
GEN | [pending_top_up] | Orig: new customer and filling gas for the first time today, not working, -> Aug: New customer attempting to top up their account for the first time today, but the transaction is not processing.
GEN | [cash_withdrawal_not_recognised] | Orig: I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? -> Aug: I'm experiencing an issue with a cash withdrawal that's not being recognized. I'm concerned about unauthorized activity on my account from a location I've never visited. Could you please place a temporary hold on my account until I can visit the bank in person?
GEN | [top_up_reverted] | Orig: I refilled my account balance but got an error message. -> Aug: I attempted to replenish my account balance, but an error occurred.
GEN | [supported_cards_and_currencies] | Orig: What are my payment options? -> Aug: What methods of payment do you accept?
GEN | [transfer_not_received_by_recipient] | Orig: wheres my money receipt -> Aug: I haven't received the transfer yet.
GEN | [balance_not_updated_after_bank_transfer] | Orig: What's the time frame normally for a UK account transfer? I just made one and it's not showing up anywhere. I want to be sure that everything is good. -> Aug: When can I expect the transfer to reflect in my UK account? I recently initiated a transfer, but my balance hasn't been updated yet, and I'd like to confirm everything is in order.
GEN | [wrong_amount_of_cash_received] | Orig: Why can't I take $100 out -> Aug: I was expecting to receive a certain amount of cash, but it seems I've been given the wrong amount.
GEN | [supported_cards_and_currencies] | Orig: Why doesn't it work when I use American Express to try to add money to my account? -> Aug: We're sorry to hear that you're experiencing issues using American Express to fund your account.
GEN | [passcode_forgotten] | Orig: I don't know the code for the app. -> Aug: I've forgotten the passcode for the mobile banking app.
GEN | [receiving_money] | Orig: Is it possible for a friend to personally send me a payment? -> Aug: Can a friend make a personal payment on my behalf?
GEN | [beneficiary_not_allowed] | Orig: Why is allowance not being given to my beneficiary? -> Aug: Why is the beneficiary not eligible to receive the allowance?
GEN | [card_payment_not_recognised] | Orig: I need to figure out what these charges are on my account. They've been coming out for a couple of days. Can i get all of this money back? Also, I need to freeze my card. -> Aug: I'm trying to understand the recent transactions on my account. There have been some unusual charges showing up. Can I get a refund for these amounts? Additionally, I'd like to temporarily suspend my card usage.
GEN | [get_disposable_virtual_card] | Orig: What systems do you have in place for my security when using my card for everyday purchases? -> Aug: How do you ensure my security when using a disposable virtual card for daily transactions?
GEN | [card_linking] | Orig: Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket. -> Aug: Could you please reactivate my card, as I initially misplaced it but have since located it in my jacket pocket?
GEN | [reverted_card_payment?] | Orig: Hi, I am facing issue with my card payment while shopping online as payment is getting reverted. I am struggling with this issue around two weeks. Please advise. -> Aug: I'm having trouble with an online purchase, as the payment is being reversed. This has been ongoing for about two weeks now, and I'd appreciate some guidance on how to resolve the issue.
GEN | [failed_transfer] | Orig: The transger I tried to make failed. -> Aug: The transfer I attempted did not go through.
GEN | [pending_card_payment] | Orig: Why aren't my payment funds available to me? -> Aug: Why haven't my card payment cleared yet?
GEN | [top_up_by_cash_or_cheque] | Orig: What is your check-cashing policy? -> Aug: You can top up your account by cash or cheque.
GEN | [reverted_card_payment?] | Orig: Why has my money been returned back to my card. -> Aug: Why was my payment reversed and credited back to my card?
GEN | [automatic_top_up] | Orig: Do you have an auto-top function and how do I use it if so? -> Aug: Can you tell me if your account has an automatic top-up feature and how I can activate it if it does?
GEN | [topping_up_by_card] | Orig: can other people use the app to add money to my account -> Aug: can I allow others to use the app to deposit funds into my account using their card?
GEN | [top_up_by_cash_or_cheque] | Orig: I need a hand here, I need to top up cash. -> Aug: I require assistance with topping up my account using cash.
GEN | [terminate_account] | Orig: Your company is lame. Shut down all my account services right now. -> Aug: Close my account immediately, as I'm extremely dissatisfied with your company's services.
GEN | [request_refund] | Orig: It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them. -> Aug: I've been waiting for a while now, and since the order hasn't arrived, I'd like to request a refund as I'm no longer interested in pursuing the purchase.
GEN | [cash_withdrawal_not_recognised] | Orig: Some cash shows up on my app. -> Aug: There's an unexpected cash withdrawal showing up on my account.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money. | Augmented: It's an emergency. Please cancel my card immediately. Someone in a distant location has made an unauthorized cash withdrawal using my card, and I didn't make the transaction myself.
VAL | [automatic_top_up] | ACCEPT | Reason: The augmented text maintains the user's request for assistance in locating the automatic top-up feature, which is consistent with the original intent. | Original: I know there's an auto-top option but I can not locate it when I look? | Augmented: I'm having trouble finding the automatic top-up feature, can you help me locate it?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: There was a limited amount of money available at the time of my transaction. | Augmented: There was insufficient cash available at the time of my transaction.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: why wont my american express work to add money | Augmented: Why can't I use my American Express card to top up my account?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I can't add any more money. | Augmented: I'm unable to make a successful top-up.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I'm sure I have enough money so why didn't the store accept my card? | Augmented: I'm certain I have sufficient funds, yet the merchant refused to accept my payment method.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I need to add more funds to my card today because it keeps being declined, and I need to use it immediately. Can you fix this or tell me alternatives? | Augmented: I'm having trouble adding more funds to my card, as it's been declined repeatedly, and I urgently need to use it. Can you assist me in resolving this issue or suggest alternative solutions?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: Hi, It's urgent, please freeze my card. As someone has withdrawn money using my card in odd remote town. Since i have not done this withdrawal. Do it fast. | Augmented: Hi, I need immediate assistance. Someone has made an unauthorized cash withdrawal using my card in a distant location, and I didn't authorize it. Please, can you freeze my card as soon as possible?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received. | Augmented: I've noticed a pending cash withdrawal on my account that seems to be stuck. I tried to withdraw cash from an ATM earlier, but it didn't go through due to a technical issue. I'd appreciate it if you could investigate this matter and ensure I'm not charged for the attempted withdrawal that didn't actually process.
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: My money I added isn't on my card. | Augmented: The funds I attempted to add are not showing up on my card.
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: I have a new email. | Augmented: I've received a new email address.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: The augmented text preserves the core issue of unrecognized transactions and the need for assistance, which aligns with the original intent. It does not introduce any contradictory information or unrelated details. | Original: I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok? | Augmented: I'm having trouble identifying some charges on my account that I don't recall making. The transaction descriptions seem unfamiliar, and I'm unsure if the merchant names are just different or if there's something more going on. Should I have my card temporarily suspended while you investigate this issue to ensure my account's security, or is it safe to leave it active?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Please help me with my card payments which keeps getting reverted whenever i do online shopping. I am having this problem since last two weeks. | Augmented: Can you assist me with my card transactions that keep getting reversed whenever I make online purchases? I've been experiencing this issue for the past two weeks.
VAL | [exchange_via_app] | ACCEPT | Reason: N/A | Original: My plans may change so I may need to change from GBP to AUD. | Augmented: My travel plans might be altered, which could require me to switch from British Pounds to Australian Dollars.
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: new customer and filling gas for the first time today, not working, | Augmented: New customer attempting to top up their account for the first time today, but the transaction is not processing.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? | Augmented: I'm experiencing an issue with a cash withdrawal that's not being recognized. I'm concerned about unauthorized activity on my account from a location I've never visited. Could you please place a temporary hold on my account until I can visit the bank in person?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: I refilled my account balance but got an error message. | Augmented: I attempted to replenish my account balance, but an error occurred.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: What are my payment options? | Augmented: What methods of payment do you accept?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: wheres my money receipt | Augmented: I haven't received the transfer yet.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: The augmented text preserves the same banking intent of the balance not updating after a transfer and is not contradictory to the original intent. It is specific enough to belong to the target intent. | Original: What's the time frame normally for a UK account transfer? I just made one and it's not showing up anywhere. I want to be sure that everything is good. | Augmented: When can I expect the transfer to reflect in my UK account? I recently initiated a transfer, but my balance hasn't been updated yet, and I'd like to confirm everything is in order.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: Why can't I take $100 out | Augmented: I was expecting to receive a certain amount of cash, but it seems I've been given the wrong amount.
VAL | [supported_cards_and_currencies] | REJECT | Reason: While the augmented text mentions American Express, it does not preserve the original intent of inquiring about supported cards and currencies. Instead, it expresses a problem without providing the necessary context for the original intent. | Original: Why doesn't it work when I use American Express to try to add money to my account? | Augmented: We're sorry to hear that you're experiencing issues using American Express to fund your account.
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I don't know the code for the app. | Augmented: I've forgotten the passcode for the mobile banking app.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Is it possible for a friend to personally send me a payment? | Augmented: Can a friend make a personal payment on my behalf?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why is allowance not being given to my beneficiary? | Augmented: Why is the beneficiary not eligible to receive the allowance?
VAL | [card_payment_not_recognised] | REVIEW | Reason: N/A | Original: I need to figure out what these charges are on my account. They've been coming out for a couple of days. Can i get all of this money back? Also, I need to freeze my card. | Augmented: I'm trying to understand the recent transactions on my account. There have been some unusual charges showing up. Can I get a refund for these amounts? Additionally, I'd like to temporarily suspend my card usage.
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: N/A | Original: What systems do you have in place for my security when using my card for everyday purchases? | Augmented: How do you ensure my security when using a disposable virtual card for daily transactions?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket. | Augmented: Could you please reactivate my card, as I initially misplaced it but have since located it in my jacket pocket?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Hi, I am facing issue with my card payment while shopping online as payment is getting reverted. I am struggling with this issue around two weeks. Please advise. | Augmented: I'm having trouble with an online purchase, as the payment is being reversed. This has been ongoing for about two weeks now, and I'd appreciate some guidance on how to resolve the issue.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: The transger I tried to make failed. | Augmented: The transfer I attempted did not go through.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: Why aren't my payment funds available to me? | Augmented: Why haven't my card payment cleared yet?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: What is your check-cashing policy? | Augmented: You can top up your account by cash or cheque.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Why has my money been returned back to my card. | Augmented: Why was my payment reversed and credited back to my card?
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: Do you have an auto-top function and how do I use it if so? | Augmented: Can you tell me if your account has an automatic top-up feature and how I can activate it if it does?
