GEN | [card_payment_not_recognised] | Orig: I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back? -> Aug: I recently noticed some unfamiliar transactions on my card from the past few days and I'm concerned about the security of my account. Can I temporarily suspend my card to prevent any further unauthorized activity? If so, will I be able to recover the disputed amount?
GEN | [verify_source_of_funds] | Orig: How can I look at where my available cash is coming from? -> Aug: Can you help me identify the source of my available funds?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Dude I put money in the ATM last week but it ain't there! I need the money now figure this out! -> Aug: I made a deposit using the ATM last week, but my account balance hasn't been updated yet. Can you help me resolve this issue ASAP?
GEN | [atm_support] | Orig: How do I withdraw money? -> Aug: What's the process for getting cash from an ATM?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this. -> Aug: I'm having trouble viewing a recent transfer from my UK account in my account balance, which was made a few hours ago. Can you assist me with this issue?
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet, do yo know why? -> Aug: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
GEN | [cash_withdrawal_not_recognised] | Orig: I want my card frozen right away. Money was taken out in an odd location I have never heard of. -> Aug: I need my account secured immediately. There was an unauthorized cash withdrawal made at a location I'm not familiar with.
GEN | [cancel_transfer] | Orig: I made a transaction, but I made it to an account I didn't mean to make it to. -> Aug: I accidentally sent a transfer to the wrong account, and I'd like to cancel it.
GEN | [transfer_into_account] | Orig: How does your app transfer the money -> Aug: What steps does your app take to move funds into another account?
GEN | [transfer_not_received_by_recipient] | Orig: Why can't the recepient of my money transaction see it? -> Aug: The recipient of my money transfer is unable to view the transaction.
GEN | [card_payment_not_recognised] | Orig: Why is there an unknown card payment? -> Aug: We're unable to identify a recognized card payment.
GEN | [declined_transfer] | Orig: I wanted to know why my transaction didn't go through. -> Aug: I'm curious about the reason behind the failed transfer.
GEN | [top_up_by_cash_or_cheque] | Orig: Can I only top-up digitally? Or could I use cash? -> Aug: Can I make a digital payment or is it possible to use cash to top up my account?
GEN | [direct_debit_payment_not_recognised] | Orig: I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. -> Aug: I've checked my account activity, but I'm puzzled by a payment that doesn't seem to match any transactions I've made. Can you help me investigate and reverse this unauthorized payment?
GEN | [visa_or_mastercard] | Orig: Can I get a Visa from you? -> Aug: Can I obtain a Mastercard from you instead?
GEN | [card_payment_not_recognised] | Orig: I do not recognise the card payment. -> Aug: I'm unable to verify the card payment.
GEN | [cancel_transfer] | Orig: I don't need to transfer anymore and I want to cancel it. -> Aug: I'd like to stop the transfer process and cancel the transaction.
GEN | [disposable_card_limits] | Orig: Are there any limits if I use these virtual cards? -> Aug: What are the restrictions on disposable card usage?
GEN | [top_up_failed] | Orig: I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please? -> Aug: I attempted to make a payment using my card, but it was unsuccessful. I had successfully made a payment a couple of days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
GEN | [direct_debit_payment_not_recognised] | Orig: I think I am a victim of fraud.  I noticed there was a charge on my account that I didn't do because I haven't touched my card today.  Can you please reverse the charge and refund my money? -> Aug: I'm concerned that someone has unauthorized access to my account. I've checked my card activity and found an unexplained transaction. Can you investigate and cancel the charge, then refund the amount to my account?
GEN | [pending_cash_withdrawal] | Orig: There is a withdrawal waiting. -> Aug: A pending cash withdrawal is currently being processed.
GEN | [declined_card_payment] | Orig: I have enough money in my account, so why is my card being declined? -> Aug: I'm puzzled as to why my payment is being rejected, considering I have sufficient funds in my account.
GEN | [visa_or_mastercard] | Orig: Can I select my card scheme or do you choose it for me? -> Aug: Do you allow me to choose between Visa and Mastercard, or do you automatically select the card type for me?
GEN | [failed_transfer] | Orig: My card couldn't complete a transfer, why? -> Aug: The transfer I initiated with my card was unsuccessful, what happened?
GEN | [transfer_fee_charged] | Orig: Hi,  I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this. -> Aug: I recently made a transfer, but the recipient's account was credited with a lower amount than expected. I've since made an additional transfer to cover the difference. Could you please investigate this discrepancy?
GEN | [pending_card_payment] | Orig: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? -> Aug: I recently made a card payment, but it appears to be pending. Can you tell me what the usual processing time is for a payment like this?
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet!! -> Aug: I'm still waiting to receive my virtual card.
GEN | [transfer_fee_charged] | Orig: who charged my card -> Aug: who deducted the transfer fee from my card
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. -> Aug: I'm frustrated because I was unexpectedly charged an excessive fee for a cash withdrawal made during a bank holiday, without prior notice, which would have prevented me from making the transaction in the first place.
GEN | [failed_transfer] | Orig: I am trying to transfer money and something is going wrong. -> Aug: I'm having trouble completing a transfer and it's not going through as expected.
GEN | [declined_transfer] | Orig: I'm having problems making a transfer to another account. I keep getting a declined message. I know that the information I'm putting in is accurate because I have checked it more than once. -> Aug: I'm experiencing an issue with a transfer to another account, and I keep receiving a decline notification. Despite verifying the information multiple times, I'm still getting the same error message.
GEN | [topping_up_by_card] | Orig: What steps do I do to transfer money using my credit card? -> Aug: How can I add funds to my account using my credit card?
GEN | [declined_cash_withdrawal] | Orig: When I tried to access my cash, I wasn't allowed! -> Aug: Unfortunately, I was unable to withdraw cash from my account.
GEN | [compromised_card] | Orig: It looks like someone besides me ordered something with my card, what should I do? -> Aug: It appears that an unauthorized party has used my card to make a purchase, what steps can I take?
GEN | [failed_transfer] | Orig: Is there a problem with your system being down or something? I have already tried 5 times to issue a standard transfer but I'm getting nowhere. -> Aug: Is there an issue with your system or network? I've attempted to initiate a standard transfer multiple times, but it's not going through.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back? | Augmented: I recently noticed some unfamiliar transactions on my card from the past few days and I'm concerned about the security of my account. Can I temporarily suspend my card to prevent any further unauthorized activity? If so, will I be able to recover the disputed amount?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: How can I look at where my available cash is coming from? | Augmented: Can you help me identify the source of my available funds?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: The augmented text preserves the same issue of a deposit not updating the account balance, which aligns with the target intent. It is specific about the timing (last week) and the method (ATM), and it seeks assistance, which is consistent with the original text. | Original: Dude I put money in the ATM last week but it ain't there! I need the money now figure this out! | Augmented: I made a deposit using the ATM last week, but my account balance hasn't been updated yet. Can you help me resolve this issue ASAP?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: How do I withdraw money? | Augmented: What's the process for getting cash from an ATM?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this. | Augmented: I'm having trouble viewing a recent transfer from my UK account in my account balance, which was made a few hours ago. Can you assist me with this issue?
VAL | [getting_virtual_card] | ACCEPT | Reason: Both texts express the need for information regarding the status of a virtual card. The wording is slightly different but the intent remains the same. | Original: I haven't received my virtual card yet, do yo know why? | Augmented: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I want my card frozen right away. Money was taken out in an odd location I have never heard of. | Augmented: I need my account secured immediately. There was an unauthorized cash withdrawal made at a location I'm not familiar with.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I made a transaction, but I made it to an account I didn't mean to make it to. | Augmented: I accidentally sent a transfer to the wrong account, and I'd like to cancel it.
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: How does your app transfer the money | Augmented: What steps does your app take to move funds into another account?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Why can't the recepient of my money transaction see it? | Augmented: The recipient of my money transfer is unable to view the transaction.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: ... | Original: Why is there an unknown card payment? | Augmented: We're unable to identify a recognized card payment.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: I wanted to know why my transaction didn't go through. | Augmented: I'm curious about the reason behind the failed transfer.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: Can I only top-up digitally? Or could I use cash? | Augmented: Can I make a digital payment or is it possible to use cash to top up my account?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. | Augmented: I've checked my account activity, but I'm puzzled by a payment that doesn't seem to match any transactions I've made. Can you help me investigate and reverse this unauthorized payment?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Can I get a Visa from you? | Augmented: Can I obtain a Mastercard from you instead?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I do not recognise the card payment. | Augmented: I'm unable to verify the card payment.
VAL | [cancel_transfer] | ACCEPT | Reason: Both texts express the desire to terminate an ongoing transfer process, which aligns with the target intent of canceling a transfer. | Original: I don't need to transfer anymore and I want to cancel it. | Augmented: I'd like to stop the transfer process and cancel the transaction.
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: Are there any limits if I use these virtual cards? | Augmented: What are the restrictions on disposable card usage?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please? | Augmented: I attempted to make a payment using my card, but it was unsuccessful. I had successfully made a payment a couple of days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
VAL | [direct_debit_payment_not_recognised] | UNKNOWN | Reason: N/A | Original: I think I am a victim of fraud.  I noticed there was a charge on my account that I didn't do because I haven't touched my card today.  Can you please reverse the charge and refund my money? | Augmented: I'm concerned that someone has unauthorized access to my account. I've checked my card activity and found an unexplained transaction. Can you investigate and cancel the charge, then refund the amount to my account?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: There is a withdrawal waiting. | Augmented: A pending cash withdrawal is currently being processed.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I have enough money in my account, so why is my card being declined? | Augmented: I'm puzzled as to why my payment is being rejected, considering I have sufficient funds in my account.
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: Can I select my card scheme or do you choose it for me? | Augmented: Do you allow me to choose between Visa and Mastercard, or do you automatically select the card type for me?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: My card couldn't complete a transfer, why? | Augmented: The transfer I initiated with my card was unsuccessful, what happened?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: Hi,  I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this. | Augmented: I recently made a transfer, but the recipient's account was credited with a lower amount than expected. I've since made an additional transfer to cover the difference. Could you please investigate this discrepancy?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? | Augmented: I recently made a card payment, but it appears to be pending. Can you tell me what the usual processing time is for a payment like this?
VAL | [getting_virtual_card] | ACCEPT | Reason: Both sentences convey the same expectation of receiving a virtual card, just expressed with slightly different wording. | Original: I haven't received my virtual card yet!! | Augmented: I'm still waiting to receive my virtual card.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: who charged my card | Augmented: who deducted the transfer fee from my card
VAL | [wrong_exchange_rate_for_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. | Augmented: I'm frustrated because I was unexpectedly charged an excessive fee for a cash withdrawal made during a bank holiday, without prior notice, which would have prevented me from making the transaction in the first place.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I am trying to transfer money and something is going wrong. | Augmented: I'm having trouble completing a transfer and it's not going through as expected.
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: I'm having problems making a transfer to another account. I keep getting a declined message. I know that the information I'm putting in is accurate because I have checked it more than once. | Augmented: I'm experiencing an issue with a transfer to another account, and I keep receiving a decline notification. Despite verifying the information multiple times, I'm still getting the same error message.
