GEN | [atm_support] | Orig: Can I use my card in another institutions ATM? -> Aug: Can I use my card at an ATM belonging to a different bank or financial institution?
GEN | [disposable_card_limits] | Orig: How many payments can I make using a virtual card? -> Aug: What is the maximum number of transactions I can make with a disposable card?
GEN | [supported_cards_and_currencies] | Orig: How can I top up my account and which currency can I use? -> Aug: What methods are available for adding funds to my account, and what currencies are accepted for transactions?
GEN | [verify_my_identity] | Orig: What form of identification is accepted? -> Aug: What types of identification documents are accepted for verification?
GEN | [verify_top_up] | Orig: I just tried to top-up and now I'm getting an additional verification message, why? -> Aug: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
GEN | [receiving_money] | Orig: How can I receive money? -> Aug: What methods are available for me to receive funds?
GEN | [verify_source_of_funds] | Orig: My source of funds need verification. -> Aug: We need to confirm the origin of your funds.
GEN | [activate_my_card] | Orig: How can my new card be renewed? -> Aug: How can I reactivate my new card?
GEN | [cash_withdrawal_charge] | Orig: Explain the extra ATM fees. -> Aug: What are the additional charges for withdrawing cash from an ATM?
GEN | [transfer_into_account] | Orig: I'd like to know how transferring my money into my account works. -> Aug: I'd like to understand the process of moving funds into my account.
GEN | [fiat_currency_support] | Orig: I want to have multiple currencies in my account if possible. -> Aug: I'd like to know if it's feasible to have multiple fiat currencies supported in my account.
GEN | [declined_cash_withdrawal] | Orig: Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. -> Aug: I'm having trouble withdrawing cash from the ATM and I'm certain I entered my PIN correctly. Can you assist me with this issue?
GEN | [transfer_into_account] | Orig: can i transfer money i the app -> Aug: can i make a transfer within the app?
GEN | [cash_withdrawal_charge] | Orig: How much can I withdrawal in one month without incurring fees? -> Aug: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unauthorized charge. -> Aug: I've noticed an unexpected payment on my account.
GEN | [transaction_charged_twice] | Orig: I have been overcharged. -> Aug: I've been mistakenly charged twice.
GEN | [transfer_timing] | Orig: How fast are transfers from Europe? -> Aug: What is the typical processing speed for international transfers from Europe?
GEN | [supported_cards_and_currencies] | Orig: What are the acceptable currencies for adding funds? -> Aug: What currencies are accepted for depositing funds?
GEN | [transfer_fee_charged] | Orig: I shouldn't be charged any fee for transferring . -> Aug: I'm surprised to see a fee applied to my transfer.
GEN | [transfer_into_account] | Orig: Can I withdraw money from another bank and transfer it into my empty account? -> Aug: Can I transfer funds from another bank into my account, which currently has no balance?
GEN | [beneficiary_not_allowed] | Orig: My account transfer was blocked. -> Aug: The transfer to my account was halted due to the beneficiary not being allowed.
GEN | [transfer_into_account] | Orig: Why can I not transfer money into my account? -> Aug: Why am I unable to deposit funds into my account?
GEN | [declined_cash_withdrawal] | Orig: Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing. -> Aug: Can I use my card to withdraw cash from an ATM? I've never tried it before, but when I attempted to do so, the transaction was declined.
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative -> Aug: I'm in a bit of an emergency and I need to add funds to my card ASAP, but it's not accepting the top-up. Can you help me resolve this issue or suggest an alternative solution?
GEN | [fiat_currency_support] | Orig: I wondered if multiple currencies is okay? -> Aug: I'm curious about the support for different fiat currencies.
GEN | [card_payment_not_recognised] | Orig: Why is this payment on my app -> Aug: We're having trouble identifying this payment on your account.
GEN | [card_payment_wrong_exchange_rate] | Orig: Why was I charged extra on my last UK pound to Russian ruble exchange? -> Aug: Why was I overcharged for the conversion of my UK pound to Russian ruble on my recent transaction?
GEN | [order_physical_card] | Orig: What fees do you charge for the standard card? -> Aug: What are the charges for a standard physical card?
GEN | [card_payment_not_recognised] | Orig: There are a couple payments with my card shown in the app that i really didn't make myself. What's happenning with this, does someone has access to my card?! -> Aug: I'm seeing some transactions on my card in the app that I didn't authorize. Can you help me figure out what's going on? Is someone else using my card without my permission?
GEN | [verify_top_up] | Orig: why verify the top up? it doesnt make sense -> Aug: what's the purpose of verifying the top-up process? it seems unclear to me
GEN | [declined_transfer] | Orig: How do I make my transfer go through -> Aug: Why was my transfer rejected?
GEN | [top_up_failed] | Orig: Could you please recommend what I should do if my card keeps getting declined?  I planned to top-up today but I am unable to get it to work.  I need a fast solution to this problem. -> Aug: Can you suggest a solution for my issue with topping up my account, as my card keeps getting declined and I'm unable to complete the transaction today?
GEN | [transfer_into_account] | Orig: I was wondering about transferring money into my account and how it works.  Can you tell me about that? -> Aug: I'd like to know more about the process of moving funds into my account. Can you provide information on how it's done?
GEN | [virtual_card_not_working] | Orig: My disposable virtual card was rejected. -> Aug: The virtual payment card I was using temporarily was declined.
GEN | [card_acceptance] | Orig: Any place that takes Mastercard would be fine. -> Aug: Any location that accepts Mastercard would be suitable.
GEN | [visa_or_mastercard] | Orig: Do I have to pick a creditcard brand? -> Aug: Must I choose between Visa or Mastercard?
GEN | [card_acceptance] | Orig: Where can I pay with my card? -> Aug: How can I use my card for payment?
GEN | [compromised_card] | Orig: I just got an email in confirming my purchase with my card. I login to the mobile app on the card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended. -> Aug: I recently received an email confirming a purchase made with my card, but when I checked my account on the mobile app, I discovered several unauthorized transactions. It appears that someone has compromised my card information and made these fraudulent purchases. I would like to have these transactions reversed and my card temporarily suspended.
GEN | [card_payment_not_recognised] | Orig: A random charge got added to my card -> Aug: A mysterious transaction appeared on my card statement
VAL | [atm_support] | ACCEPT | Reason: N/A | Original: Can I use my card in another institutions ATM? | Augmented: Can I use my card at an ATM belonging to a different bank or financial institution?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: How many payments can I make using a virtual card? | Augmented: What is the maximum number of transactions I can make with a disposable card?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: How can I top up my account and which currency can I use? | Augmented: What methods are available for adding funds to my account, and what currencies are accepted for transactions?
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: What form of identification is accepted? | Augmented: What types of identification documents are accepted for verification?
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text preserves the user's need for verification regarding a top-up process, which aligns with the original intent. | Original: I just tried to top-up and now I'm getting an additional verification message, why? | Augmented: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How can I receive money? | Augmented: What methods are available for me to receive funds?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: My source of funds need verification. | Augmented: We need to confirm the origin of your funds.
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: How can my new card be renewed? | Augmented: How can I reactivate my new card?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Explain the extra ATM fees. | Augmented: What are the additional charges for withdrawing cash from an ATM?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: I'd like to know how transferring my money into my account works. | Augmented: I'd like to understand the process of moving funds into my account.
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: I want to have multiple currencies in my account if possible. | Augmented: I'd like to know if it's feasible to have multiple fiat currencies supported in my account.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. | Augmented: I'm having trouble withdrawing cash from the ATM and I'm certain I entered my PIN correctly. Can you assist me with this issue?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: can i transfer money i the app | Augmented: can i make a transfer within the app?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: How much can I withdrawal in one month without incurring fees? | Augmented: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I have an unauthorized charge. | Augmented: I've noticed an unexpected payment on my account.
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: I have been overcharged. | Augmented: I've been mistakenly charged twice.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How fast are transfers from Europe? | Augmented: What is the typical processing speed for international transfers from Europe?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: What are the acceptable currencies for adding funds? | Augmented: What currencies are accepted for depositing funds?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I shouldn't be charged any fee for transferring . | Augmented: I'm surprised to see a fee applied to my transfer.
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Can I withdraw money from another bank and transfer it into my empty account? | Augmented: Can I transfer funds from another bank into my account, which currently has no balance?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: My account transfer was blocked. | Augmented: The transfer to my account was halted due to the beneficiary not being allowed.
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Why can I not transfer money into my account? | Augmented: Why am I unable to deposit funds into my account?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing. | Augmented: Can I use my card to withdraw cash from an ATM? I've never tried it before, but when I attempted to do so, the transaction was declined.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative | Augmented: I'm in a bit of an emergency and I need to add funds to my card ASAP, but it's not accepting the top-up. Can you help me resolve this issue or suggest an alternative solution?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: I wondered if multiple currencies is okay? | Augmented: I'm curious about the support for different fiat currencies.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Why is this payment on my app | Augmented: We're having trouble identifying this payment on your account.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: Why was I charged extra on my last UK pound to Russian ruble exchange? | Augmented: Why was I overcharged for the conversion of my UK pound to Russian ruble on my recent transaction?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: What fees do you charge for the standard card? | Augmented: What are the charges for a standard physical card?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: ... | Original: There are a couple payments with my card shown in the app that i really didn't make myself. What's happenning with this, does someone has access to my card?! | Augmented: I'm seeing some transactions on my card in the app that I didn't authorize. Can you help me figure out what's going on? Is someone else using my card without my permission?
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text does not change the core intent of seeking clarification on the necessity of verification for a top-up. It is asking for an explanation of the process, which is closely related to the original intent. | Original: why verify the top up? it doesnt make sense | Augmented: what's the purpose of verifying the top-up process? it seems unclear to me
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: How do I make my transfer go through | Augmented: Why was my transfer rejected?
VAL | [top_up_failed] | ACCEPT | Reason: The augmented text preserves the same banking intent by focusing on the issue of card decline and the failure to complete a top-up. It does not introduce any new or unsupported information and remains specific to the target intent. | Original: Could you please recommend what I should do if my card keeps getting declined?  I planned to top-up today but I am unable to get it to work.  I need a fast solution to this problem. | Augmented: Can you suggest a solution for my issue with topping up my account, as my card keeps getting declined and I'm unable to complete the transaction today?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: I was wondering about transferring money into my account and how it works.  Can you tell me about that? | Augmented: I'd like to know more about the process of moving funds into my account. Can you provide information on how it's done?
VAL | [virtual_card_not_working] | ACCEPT | Reason: N/A | Original: My disposable virtual card was rejected. | Augmented: The virtual payment card I was using temporarily was declined.
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Any place that takes Mastercard would be fine. | Augmented: Any location that accepts Mastercard would be suitable.
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Do I have to pick a creditcard brand? | Augmented: Must I choose between Visa or Mastercard?
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Where can I pay with my card? | Augmented: How can I use my card for payment?
VAL | [compromised_card] | ACCEPT | Reason: The augmented text clearly conveys the same issue of unauthorized transactions and the need for action, which aligns with the 'compromised_card' intent. There are no contradictions or unsupported details added. | Original: I just got an email in confirming my purchase with my card. I login to the mobile app on the card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended. | Augmented: I recently received an email confirming a purchase made with my card, but when I checked my account on the mobile app, I discovered several unauthorized transactions. It appears that someone has compromised my card information and made these fraudulent purchases. I would like to have these transactions reversed and my card temporarily suspended.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: A random charge got added to my card | Augmented: A mysterious transaction appeared on my card statement
VAL_SUMMARY | ACCEPT: 39 | REVIEW: 0 | REJECT: 0 | UNKNOWN: 0 | Accept Rate: 1.0000
