GEN | [card_about_to_expire] | Orig: My card expires soon, will you send me one automatically? -> Aug: My credit card's expiration date is approaching, will you automatically issue a new one for me?
GEN | [supported_cards_and_currencies] | Orig: I have another card from the U.S. Will you be able to accept that one? -> Aug: I'd like to know if you support cards issued in the United States.
GEN | [card_delivery_estimate] | Orig: What is the length of time for one of these items to come to the U.S? -> Aug: How long does it typically take for one of these items to arrive in the United States?
GEN | [getting_virtual_card] | Orig: I need to order a new card, can you please direct me to the virtual cards? -> Aug: I'd like to request a new virtual card, could you guide me on how to obtain one?
GEN | [transfer_fee_charged] | Orig: A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened? -> Aug: A transfer I initiated was short by a certain amount, and I need to make an additional payment to complete the full transfer. What's going on?
GEN | [card_about_to_expire] | Orig: Can I order a new card with the app? -> Aug: Can I request a replacement card before my current one expires?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why is  my balance not updated? -> Aug: Why hasn't my account balance been updated after the recent bank transfer?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I've transferred money into my account but the balance is the same -> Aug: I've made a deposit, but my account balance hasn't been updated
GEN | [apple_pay_or_google_pay] | Orig: Can I add funds directly from my Apple Watch? -> Aug: Can I make a payment using my Apple Watch?
GEN | [card_acceptance] | Orig: Are there any limits to were my card is accepted? -> Aug: Are there any restrictions on where my card can be used?
GEN | [top_up_by_card_charge] | Orig: Are there still fees for european top-ups? -> Aug: Are there any charges for making a top-up payment using my card in Europe?
GEN | [pending_top_up] | Orig: It's been some time since refilled the top-up. -> Aug: It's been a while since the top-up was replenished.
GEN | [top_up_by_bank_transfer_charge] | Orig: Can third party fees affect a transfer? -> Aug: Are there any charges associated with bank transfers that I should be aware of?
GEN | [topping_up_by_card] | Orig: Transferring money using credit card -> Aug: Adding funds to your account using your credit card
GEN | [card_acceptance] | Orig: How do I know where I can use my card? -> Aug: Where can I use my card?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: My friend deposited $100 into my account, but it is not showing up! -> Aug: My friend made a cash deposit of $100 into my account, but the balance hasn't been updated yet.
GEN | [Refund_not_showing_up] | Orig: I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not? -> Aug: I'm still waiting for the refund from Next, which they claimed to have processed last Wednesday, but it's been almost a week and I haven't received it yet. Can you help me figure out what's going on?
GEN | [transfer_not_received_by_recipient] | Orig: I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked. -> Aug: I made a domestic transfer yesterday, but the recipient hasn't received it yet. Could you look into this for me? I've double-checked the account number to ensure it's correct.
GEN | [transfer_not_received_by_recipient] | Orig: Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check? -> Aug: I recently sent a payment to my landlord, but they're telling me it hasn't been received. I've checked my account details and everything appears to be correct. Could there be an issue with the transfer that's preventing it from reaching them?
GEN | [cancel_transfer] | Orig: I goofed up and used the wrong account.  Please help. -> Aug: I made an error and used the incorrect account. Can you assist me?
GEN | [declined_transfer] | Orig: How can I find a way to transfer money without it being rejected? -> Aug: I'm trying to make a transfer, but it keeps getting declined. Can you help me figure out why it's not going through?
GEN | [card_payment_not_recognised] | Orig: I don't think I made this transaction on my statement -> Aug: I'm not sure if I authorized this payment on my recent statement.
GEN | [balance_not_updated_after_bank_transfer] | Orig: For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay. -> Aug: I'm concerned about the status of a recent transfer from a UK account. I initiated it a short while ago, but my account balance hasn't been updated yet. Could you please confirm everything is in order?
GEN | [pending_top_up] | Orig: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? -> Aug: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
GEN | [getting_spare_card] | Orig: How many different cards can I have for my account? -> Aug: Can I have multiple cards linked to my account?
GEN | [transfer_into_account] | Orig: Whats the transfer process -> Aug: How do I initiate a transfer into an account?
GEN | [cancel_transfer] | Orig: How do i cancel a charge? -> Aug: How can I stop a pending transfer?
GEN | [supported_cards_and_currencies] | Orig: can i use my mastercard to add money to my account -> Aug: Can I use my Mastercard to fund my account?
GEN | [transfer_not_received_by_recipient] | Orig: I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on? -> Aug: I've double-checked the account number to ensure it's accurate, as I initiated a domestic transfer yesterday. However, the recipient hasn't received the funds yet. Can you investigate this issue for me?
GEN | [age_limit] | Orig: I need to set up an account for my daughter, how would I do that? -> Aug: I'd like to open an account for my child, what's the process for doing so?
GEN | [declined_transfer] | Orig: How do I contact customer support about my declined transfer? -> Aug: I'd like to know how to reach out to your customer support team regarding the transfer that was declined.
GEN | [pending_top_up] | Orig: I already paid to top-up but the funds aren't available yet, where are they? -> Aug: I made a payment to top up my account, but the funds are still pending, can you tell me what's going on?
GEN | [transfer_fee_charged] | Orig: Should I be seeing a fee applied for my money transfer? -> Aug: Am I supposed to be charged a fee for the transfer of funds?
GEN | [compromised_card] | Orig: my card details could be stolen, as i didnt make these transactions -> Aug: my personal card information might have been compromised, since I didn't authorize these transactions
GEN | [get_disposable_virtual_card] | Orig: I have heard about these disposable virtual cards but don't understand how they work. -> Aug: I'm curious about the temporary virtual cards I've heard about, but I'm not sure how they function.
GEN | [top_up_by_card_charge] | Orig: Are their fee's for top ups? -> Aug: Are there any charges associated with making a top-up payment using my card?
GEN | [topping_up_by_card] | Orig: What do I need to do to transfer money with my credit card? -> Aug: How can I use my credit card to add funds to my account?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I am still awaiting the money I put into my account this morning. -> Aug: I'm still waiting for the funds I deposited into my account earlier today to reflect in my balance.
GEN | [topping_up_by_card] | Orig: I want to transfer money with my credit card. -> Aug: I'd like to add funds to my account using my credit card.
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: My card expires soon, will you send me one automatically? | Augmented: My credit card's expiration date is approaching, will you automatically issue a new one for me?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: I have another card from the U.S. Will you be able to accept that one? | Augmented: I'd like to know if you support cards issued in the United States.
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: What is the length of time for one of these items to come to the U.S? | Augmented: How long does it typically take for one of these items to arrive in the United States?
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I need to order a new card, can you please direct me to the virtual cards? | Augmented: I'd like to request a new virtual card, could you guide me on how to obtain one?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened? | Augmented: A transfer I initiated was short by a certain amount, and I need to make an additional payment to complete the full transfer. What's going on?
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: Can I order a new card with the app? | Augmented: Can I request a replacement card before my current one expires?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Why is  my balance not updated? | Augmented: Why hasn't my account balance been updated after the recent bank transfer?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: I've transferred money into my account but the balance is the same | Augmented: I've made a deposit, but my account balance hasn't been updated
VAL | [apple_pay_or_google_pay] | REVIEW | Reason: N/A | Original: Can I add funds directly from my Apple Watch? | Augmented: Can I make a payment using my Apple Watch?
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Are there any limits to were my card is accepted? | Augmented: Are there any restrictions on where my card can be used?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Are there still fees for european top-ups? | Augmented: Are there any charges for making a top-up payment using my card in Europe?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: It's been some time since refilled the top-up. | Augmented: It's been a while since the top-up was replenished.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Can third party fees affect a transfer? | Augmented: Are there any charges associated with bank transfers that I should be aware of?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Transferring money using credit card | Augmented: Adding funds to your account using your credit card
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: How do I know where I can use my card? | Augmented: Where can I use my card?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: My friend deposited $100 into my account, but it is not showing up! | Augmented: My friend made a cash deposit of $100 into my account, but the balance hasn't been updated yet.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not? | Augmented: I'm still waiting for the refund from Next, which they claimed to have processed last Wednesday, but it's been almost a week and I haven't received it yet. Can you help me figure out what's going on?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked. | Augmented: I made a domestic transfer yesterday, but the recipient hasn't received it yet. Could you look into this for me? I've double-checked the account number to ensure it's correct.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check? | Augmented: I recently sent a payment to my landlord, but they're telling me it hasn't been received. I've checked my account details and everything appears to be correct. Could there be an issue with the transfer that's preventing it from reaching them?
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I goofed up and used the wrong account.  Please help. | Augmented: I made an error and used the incorrect account. Can you assist me?
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: How can I find a way to transfer money without it being rejected? | Augmented: I'm trying to make a transfer, but it keeps getting declined. Can you help me figure out why it's not going through?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I don't think I made this transaction on my statement | Augmented: I'm not sure if I authorized this payment on my recent statement.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay. | Augmented: I'm concerned about the status of a recent transfer from a UK account. I initiated it a short while ago, but my account balance hasn't been updated yet. Could you please confirm everything is in order?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? | Augmented: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: How many different cards can I have for my account? | Augmented: Can I have multiple cards linked to my account?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Whats the transfer process | Augmented: How do I initiate a transfer into an account?
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: How do i cancel a charge? | Augmented: How can I stop a pending transfer?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: can i use my mastercard to add money to my account | Augmented: Can I use my Mastercard to fund my account?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on? | Augmented: I've double-checked the account number to ensure it's accurate, as I initiated a domestic transfer yesterday. However, the recipient hasn't received the funds yet. Can you investigate this issue for me?
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: I need to set up an account for my daughter, how would I do that? | Augmented: I'd like to open an account for my child, what's the process for doing so?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: How do I contact customer support about my declined transfer? | Augmented: I'd like to know how to reach out to your customer support team regarding the transfer that was declined.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I already paid to top-up but the funds aren't available yet, where are they? | Augmented: I made a payment to top up my account, but the funds are still pending, can you tell me what's going on?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: Should I be seeing a fee applied for my money transfer? | Augmented: Am I supposed to be charged a fee for the transfer of funds?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: my card details could be stolen, as i didnt make these transactions | Augmented: my personal card information might have been compromised, since I didn't authorize these transactions
