GEN | [declined_card_payment] | Orig: Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem? -> Aug: Why is my payment being declined? Is there an issue with my account or a problem with the transaction that's causing it to be rejected? What steps can I take to resolve this issue and get my payment processed successfully?
GEN | [exchange_via_app] | Orig: Can I use this app for both USD and GBP? -> Aug: Can I make exchanges through this app for both US dollars and British pounds?
GEN | [reverted_card_payment?] | Orig: My card payment has not been withdrawn from my account -> Aug: Did my card payment get reversed from my account?
GEN | [card_acceptance] | Orig: Will my card work at all merchant locations? -> Aug: Can I use my card at all merchant locations?
GEN | [failed_transfer] | Orig: I was unable to transfer money from my account. -> Aug: The transfer of funds from my account was unsuccessful.
GEN | [declined_transfer] | Orig: I think there has been a mistake with my transfer -> Aug: I believe there's been an error with the transfer I initiated
GEN | [contactless_not_working] | Orig: How can I fix my card if the contactless function didn't work this morning? -> Aug: Why isn't my card's contactless payment feature working today?
GEN | [top_up_by_card_charge] | Orig: Do you charge a fee for adding money in USD? -> Aug: Is there a charge for topping up my account using my card in USD?
GEN | [activate_my_card] | Orig: My card activation attempt failed. -> Aug: My previous attempt to activate my card was unsuccessful.
GEN | [card_linking] | Orig: I recently reported my card as missing/lost, and I just found it. Can I still use it? -> Aug: I recently reported my card as missing, but I've since located it. Can I still use it?
GEN | [unable_to_verify_identity] | Orig: I dont have identification -> Aug: We're having trouble confirming your identity.
GEN | [card_arrival] | Orig: I want to find out what happened to my new card? -> Aug: I'm trying to figure out what's going on with my recently issued card.
GEN | [card_payment_fee_charged] | Orig: Why did I have to pay an additional amount when using my card to pay? -> Aug: Why was I charged an extra fee when I used my card to make a payment?
GEN | [getting_virtual_card] | Orig: I have lost my card, but need to place an online order! How do I get a virtual card instantly? -> Aug: I've misplaced my physical card, and I urgently need to make an online purchase. Can I obtain a virtual card immediately to complete the transaction?
GEN | [verify_source_of_funds] | Orig: Can I see where my money is being transferred from? -> Aug: Can you confirm the origin of the funds being transferred to my account?
GEN | [receiving_money] | Orig: I received a transfer in GBP how do I change it to a different currency? -> Aug: I was sent a payment in British Pounds, can I convert it to a different currency?
GEN | [cash_withdrawal_charge] | Orig: Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this. -> Aug: Are there any fees associated with withdrawing cash from my account? I recall making a withdrawal recently and being charged for it.
GEN | [card_not_working] | Orig: Need help to get my card to work. -> Aug: Can you assist me in resolving the issue with my card not functioning properly?
GEN | [card_payment_wrong_exchange_rate] | Orig: Does the exchange rate change each day for purchases? There is a different rate on my purchase. -> Aug: Is the exchange rate adjusted daily for transactions? I've noticed a discrepancy in the rate applied to my recent purchase.
GEN | [transfer_not_received_by_recipient] | Orig: When are you going to transfer the money? -> Aug: When will the transfer be delivered to the recipient?
GEN | [lost_or_stolen_card] | Orig: I cant find my card. -> Aug: I've misplaced my card.
GEN | [pending_cash_withdrawal] | Orig: Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money. -> Aug: I've checked my account and noticed a pending transaction that I didn't complete. The ATM declined my card when I tried to make the withdrawal, and I'm concerned that the transaction might still be processed. Can you cancel it since I didn't receive the cash?
GEN | [reverted_card_payment?] | Orig: Why wasn't my payment accepted by the app -> Aug: Why was my payment rejected by the app?
GEN | [order_physical_card] | Orig: I still don't have a card. How do I get one? -> Aug: I'm missing my physical card. Can you help me obtain a new one?
GEN | [card_payment_wrong_exchange_rate] | Orig: I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate? -> Aug: I'm reviewing my recent transaction history and noticed an unexpected fee. Could you check if the exchange rate was accurate for the purchase I made last weekend?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Is it possible to use an ATM when I am not in the country and make a withdraw with out extra fees? -> Aug: Can I withdraw cash from an ATM while abroad without incurring additional fees due to an incorrect exchange rate for the cash withdrawal?
GEN | [direct_debit_payment_not_recognised] | Orig: There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me. -> Aug: We've noticed an unusual payment on your account, made by a merchant you don't have a record of. Could you please confirm if this is a direct debit payment that was not recognized by our system?
GEN | [lost_or_stolen_card] | Orig: Please help me.  My card is missing. -> Aug: I need assistance. My credit card has gone astray.
GEN | [lost_or_stolen_card] | Orig: Help! I lost my card! -> Aug: I've misplaced my card and need assistance.
GEN | [declined_card_payment] | Orig: I was just needing to know why my card got declined -> Aug: I'm trying to understand why my payment was declined
GEN | [transfer_timing] | Orig: How long does it take for the money to show up in my account? -> Aug: When can I expect the funds to be credited to my account?
GEN | [card_payment_fee_charged] | Orig: Why do I have to pay extra for using my card? -> Aug: Why am I being charged an additional fee for making a payment with my card?
GEN | [get_physical_card] | Orig: can i go into my app to find my pin -> Aug: Can I access my physical card information through the mobile app?
GEN | [getting_spare_card] | Orig: how is it possible to add another card to account -> Aug: Can I get a spare card added to my account?
GEN | [beneficiary_not_allowed] | Orig: I am having trouble transferring money to a beneficiery. -> Aug: I'm having issues sending funds to a designated recipient.
GEN | [unable_to_verify_identity] | Orig: What's wrong with my ID? I can't verify it. -> Aug: We're having trouble confirming your identity. It seems we're unable to verify the information provided.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem? | Augmented: Why is my payment being declined? Is there an issue with my account or a problem with the transaction that's causing it to be rejected? What steps can I take to resolve this issue and get my payment processed successfully?
VAL | [exchange_via_app] | ACCEPT | Reason: The augmented text does not change the intent, remains specific to the target intent, and is not contradictory to the original intent. | Original: Can I use this app for both USD and GBP? | Augmented: Can I make exchanges through this app for both US dollars and British pounds?
VAL | [reverted_card_payment?] | REVIEW | Reason: N/A | Original: My card payment has not been withdrawn from my account | Augmented: Did my card payment get reversed from my account?
VAL | [card_acceptance] | ACCEPT | Reason: Both texts are seeking confirmation about the universal acceptance of a card across multiple merchants. | Original: Will my card work at all merchant locations? | Augmented: Can I use my card at all merchant locations?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I was unable to transfer money from my account. | Augmented: The transfer of funds from my account was unsuccessful.
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: I think there has been a mistake with my transfer | Augmented: I believe there's been an error with the transfer I initiated
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: How can I fix my card if the contactless function didn't work this morning? | Augmented: Why isn't my card's contactless payment feature working today?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Do you charge a fee for adding money in USD? | Augmented: Is there a charge for topping up my account using my card in USD?
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: My card activation attempt failed. | Augmented: My previous attempt to activate my card was unsuccessful.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I recently reported my card as missing/lost, and I just found it. Can I still use it? | Augmented: I recently reported my card as missing, but I've since located it. Can I still use it?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: I dont have identification | Augmented: We're having trouble confirming your identity.
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: I want to find out what happened to my new card? | Augmented: I'm trying to figure out what's going on with my recently issued card.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: The augmented text maintains the core question about an additional charge (fee) for a card payment, which is consistent with the original intent. | Original: Why did I have to pay an additional amount when using my card to pay? | Augmented: Why was I charged an extra fee when I used my card to make a payment?
VAL | [getting_virtual_card] | ACCEPT | Reason: N/A | Original: I have lost my card, but need to place an online order! How do I get a virtual card instantly? | Augmented: I've misplaced my physical card, and I urgently need to make an online purchase. Can I obtain a virtual card immediately to complete the transaction?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Can I see where my money is being transferred from? | Augmented: Can you confirm the origin of the funds being transferred to my account?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: I received a transfer in GBP how do I change it to a different currency? | Augmented: I was sent a payment in British Pounds, can I convert it to a different currency?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this. | Augmented: Are there any fees associated with withdrawing cash from my account? I recall making a withdrawal recently and being charged for it.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Need help to get my card to work. | Augmented: Can you assist me in resolving the issue with my card not functioning properly?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: Does the exchange rate change each day for purchases? There is a different rate on my purchase. | Augmented: Is the exchange rate adjusted daily for transactions? I've noticed a discrepancy in the rate applied to my recent purchase.
VAL | [transfer_not_received_by_recipient] | UNKNOWN | Reason: N/A | Original: When are you going to transfer the money? | Augmented: When will the transfer be delivered to the recipient?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: I cant find my card. | Augmented: I've misplaced my card.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money. | Augmented: I've checked my account and noticed a pending transaction that I didn't complete. The ATM declined my card when I tried to make the withdrawal, and I'm concerned that the transaction might still be processed. Can you cancel it since I didn't receive the cash?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Why wasn't my payment accepted by the app | Augmented: Why was my payment rejected by the app?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: I still don't have a card. How do I get one? | Augmented: I'm missing my physical card. Can you help me obtain a new one?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate? | Augmented: I'm reviewing my recent transaction history and noticed an unexpected fee. Could you check if the exchange rate was accurate for the purchase I made last weekend?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: Is it possible to use an ATM when I am not in the country and make a withdraw with out extra fees? | Augmented: Can I withdraw cash from an ATM while abroad without incurring additional fees due to an incorrect exchange rate for the cash withdrawal?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me. | Augmented: We've noticed an unusual payment on your account, made by a merchant you don't have a record of. Could you please confirm if this is a direct debit payment that was not recognized by our system?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: Please help me.  My card is missing. | Augmented: I need assistance. My credit card has gone astray.
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: Help! I lost my card! | Augmented: I've misplaced my card and need assistance.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I was just needing to know why my card got declined | Augmented: I'm trying to understand why my payment was declined
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long does it take for the money to show up in my account? | Augmented: When can I expect the funds to be credited to my account?
