GEN | [exchange_charge] | Orig: How much do I have to pay to accept an international transfer? -> Aug: What is the exchange charge for accepting an international transfer?
GEN | [transfer_not_received_by_recipient] | Orig: I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made? -> Aug: I'm attempting to make a payment to my new landlord, but it seems the transfer hasn't been received by them despite being sent a few days ago. Can you confirm that the payment has been processed successfully?
GEN | [extra_charge_on_statement] | Orig: Why is it showing that my account has been charged a dollar that is showing as pending? -> Aug: We noticed that there's an additional charge listed on your statement that's still pending, and we'd like to clarify why it was applied to your account.
GEN | [top_up_reverted] | Orig: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. -> Aug: Hello, I've successfully made a top-up payment, but my account hasn't been credited. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
GEN | [top_up_limits] | Orig: Is the top-up amount unlimited? -> Aug: Can the top-up limit be increased without any restrictions?
GEN | [topping_up_by_card] | Orig: Can a credit card be used to transfer money? -> Aug: Can I use my credit card to add funds to my account?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is my check still not showing up on my account? It's been a week already -> Aug: Why hasn't my account balance been updated after a cash deposit? It's been a few days now.
GEN | [country_support] | Orig: Is this card available to Americans? -> Aug: Are U.S. citizens eligible to use this card?
GEN | [top_up_limits] | Orig: What are the rules for a top-up? -> Aug: How do the rules work for increasing my credit limit?
GEN | [order_physical_card] | Orig: Where do you deliver cards to? -> Aug: How do you handle physical card delivery?
GEN | [pending_card_payment] | Orig: I made a payment with my card and it hasn't changed. How long do you think this will take? -> Aug: I authorized a payment using my card, but the status remains pending. Can you tell me when I can expect it to be processed?
GEN | [request_refund] | Orig: Hello, I have recently made a purchase and have decided to cancel my purchase. Is there any way that you can cancel that transaction for me so I can get the money back? It's very important. -> Aug: I'd like to cancel a recent purchase and obtain a refund. Could you assist me in reversing the transaction so I can retrieve the funds? It's crucial that I get the refund as soon as possible.
GEN | [passcode_forgotten] | Orig: Can my password be reset if I do not have it? -> Aug: Can I recover my passcode if I've forgotten it?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: How long do deposits take to appear? I've been waiting for more than a week and need the money! -> Aug: Why hasn't my account balance been updated after a recent cheque or cash deposit? I've been waiting for an extended period and would like to know when I can expect the funds to reflect in my account.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Where is the transfer to my account? -> Aug: Why hasn't the transfer to my account been reflected in my balance?
GEN | [age_limit] | Orig: Is it possible for me to set up separate accounts for my kids? -> Aug: Can I create individual accounts for my children?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: What happens if I deposit a cheque accidentally? -> Aug: What happens if I make a cash deposit or deposit a cheque by mistake?
GEN | [card_payment_not_recognised] | Orig: I think there's a purchase at a store that I didn't go to. -> Aug: We're having trouble verifying a payment made at a store I didn't visit.
GEN | [pending_top_up] | Orig: Isn't my top-up supposed to mean its complete? -> Aug: Why hasn't my top-up been processed yet?
GEN | [transfer_fee_charged] | Orig: I got an unexpected charge on my transfers. How can I correct this? -> Aug: I'm surprised to see an additional fee on my transfer transactions. Can you help me resolve this issue?
GEN | [why_verify_identity] | Orig: If my identy verifacation hasn't gone through can I use my account? -> Aug: If my identity verification process hasn't been completed, can I still access my account?
GEN | [supported_cards_and_currencies] | Orig: Do you have a list of cards and currencies you support? -> Aug: We accept a range of cards and currencies for transactions.
GEN | [pending_card_payment] | Orig: I was wondering how long does it take for a payment to go thru? It seems my last payment is stuck and hasn't moved. -> Aug: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed?
GEN | [top_up_by_cash_or_cheque] | Orig: What types of top-up methods do you accept? -> Aug: You can top up your account using either cash or cheque.
GEN | [transfer_not_received_by_recipient] | Orig: I sent money to my family last Friday but they don't have it. -> Aug: I made a transfer to my family on Friday, but they haven't received it yet.
GEN | [cash_withdrawal_not_recognised] | Orig: I am confused why there is cash I did not accept in my account -> Aug: I'm puzzled as to why there's a cash withdrawal that I didn't initiate showing up in my account.
GEN | [wrong_amount_of_cash_received] | Orig: I haven't received my cash yet. -> Aug: I'm still waiting to receive the cash.
GEN | [request_refund] | Orig: My statement has a charge that shouldn't have been made. -> Aug: I'd like to dispute a charge on my statement that was incorrectly applied.
GEN | [change_pin] | Orig: I want to create a new pin. -> Aug: I'd like to generate a new personal identification number.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Do international transfers take longer?? I made a transfer from France 2 days ago but it's still not there yet... -> Aug: Why hasn't my international transfer from France been reflected in my account yet? I initiated the transfer two days ago, but my balance still hasn't been updated.
GEN | [passcode_forgotten] | Orig: I can't remember my app code, can you reset it? -> Aug: I've forgotten my passcode, could you please reset it for me?
GEN | [order_physical_card] | Orig: What are the places that you deliver cards to? -> Aug: Where do you typically deliver physical cards to customers?
GEN | [cancel_transfer] | Orig: The wrong account was used during a transaction. -> Aug: The incorrect account was mistakenly used for a transfer.
GEN | [pin_blocked] | Orig: My PIN can't access my card, can you help?. -> Aug: I'm having trouble accessing my card with my PIN, can you assist me?
VAL | [exchange_charge] | ACCEPT | Reason: Both texts are asking about the cost of accepting an international transfer, which aligns with the 'exchange_charge' intent. | Original: How much do I have to pay to accept an international transfer? | Augmented: What is the exchange charge for accepting an international transfer?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: The augmented text preserves the same banking intent of a transfer not received by the recipient. It does not introduce any contradictions or unsupported information. | Original: I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made? | Augmented: I'm attempting to make a payment to my new landlord, but it seems the transfer hasn't been received by them despite being sent a few days ago. Can you confirm that the payment has been processed successfully?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: Why is it showing that my account has been charged a dollar that is showing as pending? | Augmented: We noticed that there's an additional charge listed on your statement that's still pending, and we'd like to clarify why it was applied to your account.
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. | Augmented: Hello, I've successfully made a top-up payment, but my account hasn't been credited. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: Is the top-up amount unlimited? | Augmented: Can the top-up limit be increased without any restrictions?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can a credit card be used to transfer money? | Augmented: Can I use my credit card to add funds to my account?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | REVIEW | Reason: N/A | Original: Why is my check still not showing up on my account? It's been a week already | Augmented: Why hasn't my account balance been updated after a cash deposit? It's been a few days now.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Is this card available to Americans? | Augmented: Are U.S. citizens eligible to use this card?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: What are the rules for a top-up? | Augmented: How do the rules work for increasing my credit limit?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Where do you deliver cards to? | Augmented: How do you handle physical card delivery?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I made a payment with my card and it hasn't changed. How long do you think this will take? | Augmented: I authorized a payment using my card, but the status remains pending. Can you tell me when I can expect it to be processed?
VAL | [request_refund] | ACCEPT | Reason: ... | Original: Hello, I have recently made a purchase and have decided to cancel my purchase. Is there any way that you can cancel that transaction for me so I can get the money back? It's very important. | Augmented: I'd like to cancel a recent purchase and obtain a refund. Could you assist me in reversing the transaction so I can retrieve the funds? It's crucial that I get the refund as soon as possible.
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: Can my password be reset if I do not have it? | Augmented: Can I recover my passcode if I've forgotten it?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: How long do deposits take to appear? I've been waiting for more than a week and need the money! | Augmented: Why hasn't my account balance been updated after a recent cheque or cash deposit? I've been waiting for an extended period and would like to know when I can expect the funds to reflect in my account.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Where is the transfer to my account? | Augmented: Why hasn't the transfer to my account been reflected in my balance?
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: Is it possible for me to set up separate accounts for my kids? | Augmented: Can I create individual accounts for my children?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: What happens if I deposit a cheque accidentally? | Augmented: What happens if I make a cash deposit or deposit a cheque by mistake?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I think there's a purchase at a store that I didn't go to. | Augmented: We're having trouble verifying a payment made at a store I didn't visit.
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: Isn't my top-up supposed to mean its complete? | Augmented: Why hasn't my top-up been processed yet?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I got an unexpected charge on my transfers. How can I correct this? | Augmented: I'm surprised to see an additional fee on my transfer transactions. Can you help me resolve this issue?
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: If my identy verifacation hasn't gone through can I use my account? | Augmented: If my identity verification process hasn't been completed, can I still access my account?
VAL | [supported_cards_and_currencies] | UNKNOWN | Reason: N/A | Original: Do you have a list of cards and currencies you support? | Augmented: We accept a range of cards and currencies for transactions.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: I was wondering how long does it take for a payment to go thru? It seems my last payment is stuck and hasn't moved. | Augmented: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: What types of top-up methods do you accept? | Augmented: You can top up your account using either cash or cheque.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I sent money to my family last Friday but they don't have it. | Augmented: I made a transfer to my family on Friday, but they haven't received it yet.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I am confused why there is cash I did not accept in my account | Augmented: I'm puzzled as to why there's a cash withdrawal that I didn't initiate showing up in my account.
VAL | [wrong_amount_of_cash_received] | UNKNOWN | Reason: N/A | Original: I haven't received my cash yet. | Augmented: I'm still waiting to receive the cash.
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: My statement has a charge that shouldn't have been made. | Augmented: I'd like to dispute a charge on my statement that was incorrectly applied.
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: I want to create a new pin. | Augmented: I'd like to generate a new personal identification number.
