GEN | [pin_blocked] | Orig: I logged in wrong and am blocked, how do I log in? -> Aug: I mistakenly entered my PIN and now I'm unable to access my account, can you help me log in?
GEN | [top_up_reverted] | Orig: I went to top up my card and it was cancelled. -> Aug: I attempted to add funds to my card, but the transaction was reversed.
GEN | [topping_up_by_card] | Orig: My wallet doesn't show my recent top up. -> Aug: My recent card payment isn't reflected in my wallet balance.
GEN | [wrong_amount_of_cash_received] | Orig: Yikes!  I didn't get the amount of money that I requested.  What do I do now? -> Aug: I'm shortchanged! I received less cash than I was supposed to get. How do I resolve this issue?
GEN | [transaction_charged_twice] | Orig: I have two of the same charges on my account! -> Aug: I've noticed that I've been double-charged for the same transaction.
GEN | [topping_up_by_card] | Orig: My wallet is empty even though I topped it up an hour ago. -> Aug: My account balance is still zero despite the recent card top-up I made an hour ago.
GEN | [top_up_failed] | Orig: I did a bank transfer to top up, but the money is not available. -> Aug: I attempted to make a transfer to add funds, but the funds are still unavailable.
GEN | [top_up_by_bank_transfer_charge] | Orig: Are SWIFT transfers supported? -> Aug: Can I use a bank transfer to top up my account?
GEN | [topping_up_by_card] | Orig: I don't see my top up in my wallet. -> Aug: I'm unable to locate the recent card top-up in my digital wallet.
GEN | [compromised_card] | Orig: Questionable transactions on my account. -> Aug: Suspicious activity detected on my account.
GEN | [transaction_charged_twice] | Orig: Who do I talk to for transactions debited twice? -> Aug: Who should I contact regarding transactions that have been mistakenly charged twice?
GEN | [disposable_card_limits] | Orig: What limits are there on the virtual cards? -> Aug: What restrictions are in place for the disposable cards?
GEN | [balance_not_updated_after_bank_transfer] | Orig: The balance has not been updated. -> Aug: The account balance remains unchanged.
GEN | [card_delivery_estimate] | Orig: can I choose delivery times to suite me? -> Aug: Can I select a delivery time that fits my schedule?
GEN | [topping_up_by_card] | Orig: my top up isnt there yet where do i find it -> Aug: my card top-up is still pending, where can I locate it?
GEN | [transfer_not_received_by_recipient] | Orig: Why is my transaction taking so long to complete? -> Aug: Why hasn't my transfer been received by the recipient yet?
GEN | [apple_pay_or_google_pay] | Orig: I have received my American express in apple play, looks like top up has an issue, please help? -> Aug: I've received my American Express payment through Apple Pay, but it seems the top-up process is experiencing an issue, could you assist me with this?
GEN | [wrong_amount_of_cash_received] | Orig: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! -> Aug: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The machine confirmed the transaction, but I'm certain something went wrong and I'd like to resolve this as soon as possible.
GEN | [pending_cash_withdrawal] | Orig: How long does it take for cash withdrawals to hit my account? -> Aug: When can I expect to see cash withdrawals reflected in my account balance?
GEN | [verify_top_up] | Orig: Where is the verification code display? -> Aug: Can you please show me the verification code for the top-up process?
GEN | [transfer_fee_charged] | Orig: Someone that I had to send money to told me that they didn't receive the full amount I sent them - can you look into this? -> Aug: They informed me that they didn't receive the entire amount I transferred to them, and I'd appreciate it if you could investigate this issue.
GEN | [disposable_card_limits] | Orig: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? -> Aug: Can you tell me more about the disposable card limits your friend mentioned? What would I need to do to activate that feature for my own account?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you check if my money has reached my account since it is not showing up yet? -> Aug: Can you investigate why my account balance is not reflecting the recent bank transfer I made, as it's not updating yet?
GEN | [edit_personal_details] | Orig: went somewhere else, need to change details -> Aug: decided to switch to another option and update my personal information
GEN | [cash_withdrawal_not_recognised] | Orig: I just lost my wallet and I think someone is using my card to withdraw my money. Can you please cancel or freeze my card?!! -> Aug: I'm concerned that my card has been compromised and someone is attempting to make unauthorized cash withdrawals. Can you assist me in suspending my card's activity or canceling it altogether?
GEN | [top_up_by_cash_or_cheque] | Orig: Can I top up online? -> Aug: Can I make a cash or cheque deposit online?
GEN | [declined_cash_withdrawal] | Orig: This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. -> Aug: This morning, I attempted to make a cash withdrawal, but my card was rejected. Could you kindly verify the issue, as this is the first time it's happened?
GEN | [top_up_by_bank_transfer_charge] | Orig: If I top-up by using a trasfer are there charges that applied? -> Aug: If I make a top-up payment via bank transfer, are there any charges involved?
GEN | [transfer_fee_charged] | Orig: I need to know how much it costs to transfer funds. -> Aug: I'd like to inquire about the transfer fee associated with moving funds.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong? -> Aug: I'm having an issue with my account. I deposited cash yesterday, but my balance hasn't been updated. Could you please investigate and let me know what's going on?
GEN | [top_up_reverted] | Orig: How come I can't put money in my top up account? -> Aug: Why am I unable to add funds to my top-up account?
GEN | [pending_transfer] | Orig: I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take? -> Aug: I recently made a purchase and the vendor informed me that the transfer is still pending. The transaction was in euros. Can you please provide an estimate of how long it usually takes for the funds to be received?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I logged in wrong and am blocked, how do I log in? | Augmented: I mistakenly entered my PIN and now I'm unable to access my account, can you help me log in?
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: I went to top up my card and it was cancelled. | Augmented: I attempted to add funds to my card, but the transaction was reversed.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: My wallet doesn't show my recent top up. | Augmented: My recent card payment isn't reflected in my wallet balance.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: Yikes!  I didn't get the amount of money that I requested.  What do I do now? | Augmented: I'm shortchanged! I received less cash than I was supposed to get. How do I resolve this issue?
VAL | [transaction_charged_twice] | ACCEPT | Reason: ... | Original: I have two of the same charges on my account! | Augmented: I've noticed that I've been double-charged for the same transaction.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: My wallet is empty even though I topped it up an hour ago. | Augmented: My account balance is still zero despite the recent card top-up I made an hour ago.
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I did a bank transfer to top up, but the money is not available. | Augmented: I attempted to make a transfer to add funds, but the funds are still unavailable.
VAL | [top_up_by_bank_transfer_charge] | REVIEW | Reason: N/A | Original: Are SWIFT transfers supported? | Augmented: Can I use a bank transfer to top up my account?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I don't see my top up in my wallet. | Augmented: I'm unable to locate the recent card top-up in my digital wallet.
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: Questionable transactions on my account. | Augmented: Suspicious activity detected on my account.
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: Who do I talk to for transactions debited twice? | Augmented: Who should I contact regarding transactions that have been mistakenly charged twice?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: What limits are there on the virtual cards? | Augmented: What restrictions are in place for the disposable cards?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: The balance has not been updated. | Augmented: The account balance remains unchanged.
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: can I choose delivery times to suite me? | Augmented: Can I select a delivery time that fits my schedule?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: my top up isnt there yet where do i find it | Augmented: my card top-up is still pending, where can I locate it?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: The augmented text directly addresses the issue of a transfer not being received by the recipient, which is the same as the original intent. | Original: Why is my transaction taking so long to complete? | Augmented: Why hasn't my transfer been received by the recipient yet?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: N/A | Original: I have received my American express in apple play, looks like top up has an issue, please help? | Augmented: I've received my American Express payment through Apple Pay, but it seems the top-up process is experiencing an issue, could you assist me with this?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! | Augmented: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The machine confirmed the transaction, but I'm certain something went wrong and I'd like to resolve this as soon as possible.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: How long does it take for cash withdrawals to hit my account? | Augmented: When can I expect to see cash withdrawals reflected in my account balance?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: Where is the verification code display? | Augmented: Can you please show me the verification code for the top-up process?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: Someone that I had to send money to told me that they didn't receive the full amount I sent them - can you look into this? | Augmented: They informed me that they didn't receive the entire amount I transferred to them, and I'd appreciate it if you could investigate this issue.
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? | Augmented: Can you tell me more about the disposable card limits your friend mentioned? What would I need to do to activate that feature for my own account?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Can you check if my money has reached my account since it is not showing up yet? | Augmented: Can you investigate why my account balance is not reflecting the recent bank transfer I made, as it's not updating yet?
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: went somewhere else, need to change details | Augmented: decided to switch to another option and update my personal information
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I just lost my wallet and I think someone is using my card to withdraw my money. Can you please cancel or freeze my card?!! | Augmented: I'm concerned that my card has been compromised and someone is attempting to make unauthorized cash withdrawals. Can you assist me in suspending my card's activity or canceling it altogether?
VAL | [top_up_by_cash_or_cheque] | UNKNOWN | Reason: N/A | Original: Can I top up online? | Augmented: Can I make a cash or cheque deposit online?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. | Augmented: This morning, I attempted to make a cash withdrawal, but my card was rejected. Could you kindly verify the issue, as this is the first time it's happened?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: ... | Original: If I top-up by using a trasfer are there charges that applied? | Augmented: If I make a top-up payment via bank transfer, are there any charges involved?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I need to know how much it costs to transfer funds. | Augmented: I'd like to inquire about the transfer fee associated with moving funds.
