GEN | [card_not_working] | Orig: HOW LONG TO TAKE THE TIME TO SOLVE -> Aug: How long will it take to resolve the issue with my card not working?
GEN | [balance_not_updated_after_bank_transfer] | Orig: How long does a transfer from the United Kingdom take? I haven't seen it show up yet in my bank account and want to make sure I get the transfer. -> Aug: I'm concerned about a recent transfer from the UK, as I haven't received the update in my account yet. Can you please confirm when I can expect the transfer to reflect in my balance?
GEN | [compromised_card] | Orig: What can I do if my card details where stolen from my car? I think they used my card to buy gas. -> Aug: What can I do if my card information was stolen from my vehicle? I suspect someone used my card to make a purchase, possibly for gas.
GEN | [age_limit] | Orig: How old do my kids have to be use this? -> Aug: At what age can my children start using this service?
GEN | [card_payment_not_recognised] | Orig: I see a payment on my statement for  a place I didn't make a purchase at. -> Aug: I'm looking at my statement and I see a charge from a business I didn't visit, and I'm not sure why I was billed.
GEN | [pending_cash_withdrawal] | Orig: I Withdrew cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I received the cash already? -> Aug: I made a cash withdrawal at an ATM, but the transaction is still listed as pending in the app. Can you explain why it's still pending if I've already received the cash?
GEN | [card_delivery_estimate] | Orig: How long will this take to get to me? -> Aug: When can I expect to receive this card?
GEN | [transfer_into_account] | Orig: I am in desperate need to transfer funds from another account that i have into this one, how do i do that? -> Aug: I need to move funds from an existing account to this one, can you guide me on the process?
GEN | [verify_my_identity] | Orig: How do I verify my identity? -> Aug: What steps can I take to confirm my identity?
GEN | [card_payment_fee_charged] | Orig: Why was a fee added to my bill when I used my card? -> Aug: A charge was applied to my statement for using my credit/debit card.
GEN | [visa_or_mastercard] | Orig: I would like to get a Visa card -> Aug: I would like to obtain a Mastercard
GEN | [top_up_failed] | Orig: Can you tell me why my credit card was declined while trying to top-up? -> Aug: Why was my credit card payment rejected when I attempted to make a top-up?
GEN | [getting_virtual_card] | Orig: What do I have to do to get my virtual card? -> Aug: How can I obtain my virtual card?
GEN | [supported_cards_and_currencies] | Orig: What other credit cards can I use? -> Aug: What other payment cards are accepted by our bank?
GEN | [terminate_account] | Orig: I'm dissatisfied with the service and would like to terminate the account. -> Aug: I'm unhappy with the service and would like to cancel my account.
GEN | [passcode_forgotten] | Orig: how to recover my passcode -> Aug: what steps can I take to regain access to my passcode
GEN | [declined_cash_withdrawal] | Orig: Hi, In morning, i was trying to withdraw money from my card, but it got declined. So far it was working fine. Could you please check my card. -> Aug: This morning, I attempted to withdraw cash from my card, but the transaction was declined. Despite being functional previously, it seems there's an issue with my card. Could you kindly investigate the matter?
GEN | [age_limit] | Orig: Whats the minimum age to have an account -> Aug: What is the minimum age requirement to open an account?
GEN | [cash_withdrawal_not_recognised] | Orig: There's a $200 withdrawal on my statement that seems fishy to me. -> Aug: I'm concerned about a suspicious cash withdrawal of $200 on my statement.
GEN | [edit_personal_details] | Orig: I moved and need to change my address. -> Aug: I'd like to update my personal information to reflect my new residential address.
GEN | [top_up_failed] | Orig: Why did my top-up fail? -> Aug: What went wrong with my recent top-up attempt?
GEN | [declined_cash_withdrawal] | Orig: Why was my withdrawal declined -> Aug: What was the reason for the cash withdrawal being declined?
GEN | [terminate_account] | Orig: I want to delete my account. How do I do this? -> Aug: I'd like to cancel my account. Can you guide me through the process?
GEN | [lost_or_stolen_phone] | Orig: Yesterday my phone was stolen from me :( What do i need to do about it? -> Aug: My phone was taken from me yesterday, and I'm worried about what I need to do next.
GEN | [card_arrival] | Orig: maximum how many days get the courier? -> Aug: How long does it take for the courier to deliver the card?
GEN | [request_refund] | Orig: I want to cancel my purchase -> Aug: I'd like to initiate a refund for my recent purchase.
GEN | [cash_withdrawal_not_recognised] | Orig: There's a cash withdrawal I am certain I did not make -> Aug: I'm positive I didn't initiate a cash withdrawal transaction.
GEN | [pending_top_up] | Orig: Is there a reason that my top-up is still pending? -> Aug: Why is my pending top-up still not being processed?
GEN | [cash_withdrawal_charge] | Orig: Do I get charged for withdrawals? -> Aug: Are there any fees associated with making a cash withdrawal?
GEN | [atm_support] | Orig: I can use this card at which ATMs? -> Aug: I'd like to know which ATMs I can use with this card.
GEN | [transfer_fee_charged] | Orig: I was charged a fee for a transfer. Where did it come from? -> Aug: I'm wondering where the transfer fee I was charged came from.
GEN | [pending_card_payment] | Orig: My card payment is just showing up as pending since forever, what's going on with that, it should be going through at some point? -> Aug: My pending card payment has been stuck in limbo for an eternity, can you please help me figure out what's causing the delay and when it will finally process?
GEN | [failed_transfer] | Orig: I tried and tried, but I could not complete my transfer. Tell me what is wrong. -> Aug: I attempted to initiate a transfer, but it didn't go through. Can you help me identify the issue?
GEN | [transaction_charged_twice] | Orig: A transaction shows duplicate times. -> Aug: A transaction appears to have been charged twice.
GEN | [country_support] | Orig: I live in the EU.  Can I order one of your cards? -> Aug: I reside in the European Union. Can I purchase one of your credit cards?
GEN | [pin_blocked] | Orig: I mistook my pin and now I am locked.  Can you unlock me? -> Aug: I accidentally entered the wrong PIN and now my account is blocked. Can you please unblock it for me?
GEN | [card_payment_fee_charged] | Orig: Why, when paying with the card, was I charged an extra fee? -> Aug: Why was an additional fee applied when I used my card for the payment?
GEN | [verify_source_of_funds] | Orig: Can I see my available money? -> Aug: Can you confirm the source of the funds in my account before I check my available balance?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: HOW LONG TO TAKE THE TIME TO SOLVE | Augmented: How long will it take to resolve the issue with my card not working?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: How long does a transfer from the United Kingdom take? I haven't seen it show up yet in my bank account and want to make sure I get the transfer. | Augmented: I'm concerned about a recent transfer from the UK, as I haven't received the update in my account yet. Can you please confirm when I can expect the transfer to reflect in my balance?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: What can I do if my card details where stolen from my car? I think they used my card to buy gas. | Augmented: What can I do if my card information was stolen from my vehicle? I suspect someone used my card to make a purchase, possibly for gas.
VAL | [age_limit] | ACCEPT | Reason: ... | Original: How old do my kids have to be use this? | Augmented: At what age can my children start using this service?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: The augmented text does not change the intent; it merely provides more detail about the user's confusion and uncertainty regarding the charge. | Original: I see a payment on my statement for  a place I didn't make a purchase at. | Augmented: I'm looking at my statement and I see a charge from a business I didn't visit, and I'm not sure why I was billed.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I Withdrew cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I received the cash already? | Augmented: I made a cash withdrawal at an ATM, but the transaction is still listed as pending in the app. Can you explain why it's still pending if I've already received the cash?
VAL | [card_delivery_estimate] | ACCEPT | Reason: Both texts are asking for an estimate of when a card will arrive, which aligns with the target intent of 'card_delivery_estimate'. There is no contradiction or ambiguity introduced by the change in wording. | Original: How long will this take to get to me? | Augmented: When can I expect to receive this card?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: I am in desperate need to transfer funds from another account that i have into this one, how do i do that? | Augmented: I need to move funds from an existing account to this one, can you guide me on the process?
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: How do I verify my identity? | Augmented: What steps can I take to confirm my identity?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: Why was a fee added to my bill when I used my card? | Augmented: A charge was applied to my statement for using my credit/debit card.
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: I would like to get a Visa card | Augmented: I would like to obtain a Mastercard
VAL | [top_up_failed] | ACCEPT | Reason: Both texts are asking about the reason for a failed top-up attempt using a credit card, preserving the same intent. | Original: Can you tell me why my credit card was declined while trying to top-up? | Augmented: Why was my credit card payment rejected when I attempted to make a top-up?
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: What do I have to do to get my virtual card? | Augmented: How can I obtain my virtual card?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: What other credit cards can I use? | Augmented: What other payment cards are accepted by our bank?
VAL | [terminate_account] | ACCEPT | Reason: N/A | Original: I'm dissatisfied with the service and would like to terminate the account. | Augmented: I'm unhappy with the service and would like to cancel my account.
VAL | [passcode_forgotten] | ACCEPT | Reason: ... | Original: how to recover my passcode | Augmented: what steps can I take to regain access to my passcode
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Hi, In morning, i was trying to withdraw money from my card, but it got declined. So far it was working fine. Could you please check my card. | Augmented: This morning, I attempted to withdraw cash from my card, but the transaction was declined. Despite being functional previously, it seems there's an issue with my card. Could you kindly investigate the matter?
VAL | [age_limit] | ACCEPT | Reason: ... | Original: Whats the minimum age to have an account | Augmented: What is the minimum age requirement to open an account?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: ... | Original: There's a $200 withdrawal on my statement that seems fishy to me. | Augmented: I'm concerned about a suspicious cash withdrawal of $200 on my statement.
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: I moved and need to change my address. | Augmented: I'd like to update my personal information to reflect my new residential address.
VAL | [top_up_failed] | ACCEPT | Reason: Both texts are seeking an explanation for a failed top-up transaction. | Original: Why did my top-up fail? | Augmented: What went wrong with my recent top-up attempt?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why was my withdrawal declined | Augmented: What was the reason for the cash withdrawal being declined?
VAL | [terminate_account] | ACCEPT | Reason: Both texts express the desire to close an account and seek guidance on how to do so. | Original: I want to delete my account. How do I do this? | Augmented: I'd like to cancel my account. Can you guide me through the process?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: ... | Original: Yesterday my phone was stolen from me :( What do i need to do about it? | Augmented: My phone was taken from me yesterday, and I'm worried about what I need to do next.
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: maximum how many days get the courier? | Augmented: How long does it take for the courier to deliver the card?
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: I want to cancel my purchase | Augmented: I'd like to initiate a refund for my recent purchase.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: There's a cash withdrawal I am certain I did not make | Augmented: I'm positive I didn't initiate a cash withdrawal transaction.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Is there a reason that my top-up is still pending? | Augmented: Why is my pending top-up still not being processed?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Do I get charged for withdrawals? | Augmented: Are there any fees associated with making a cash withdrawal?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: I can use this card at which ATMs? | Augmented: I'd like to know which ATMs I can use with this card.
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I was charged a fee for a transfer. Where did it come from? | Augmented: I'm wondering where the transfer fee I was charged came from.
