GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives -> Aug: I'm in a bit of an emergency and I desperately need to add funds to my card, but it's not accepting the top-up. Can you assist me with this issue or suggest an alternative solution?
GEN | [pending_top_up] | Orig: I added money to the card but the transaction didn't go through -> Aug: I attempted to top up the card, but the transaction remains pending
GEN | [visa_or_mastercard] | Orig: Why can I not choose the card i want? -> Aug: Why can't I select the credit card I prefer, whether it's Visa or Mastercard?
GEN | [transfer_timing] | Orig: How long will I have to wait for my money to be in my account? -> Aug: When can I expect my funds to be available in my account?
GEN | [apple_pay_or_google_pay] | Orig: what can I do if I got my American Express in Apple Bay but top up is not working? -> Aug: What can I do if I've added my American Express card to Google Pay but the top-up feature isn't functioning properly?
GEN | [activate_my_card] | Orig: I want to start using my card. -> Aug: I'd like to activate my card and begin making transactions.
GEN | [order_physical_card] | Orig: Can you tell me exactly what fees I will expect to see in regards to your cards? -> Aug: What charges can I anticipate when ordering a physical card from your institution?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: An overseas cash transfer did not work correctly -> Aug: The exchange rate used for the cash withdrawal was incorrect.
GEN | [activate_my_card] | Orig: How do I active this card? -> Aug: How can I activate this card?
GEN | [cancel_transfer] | Orig: I have a transaction and would like to know if I it's cancelable? -> Aug: I'd like to inquire about the possibility of canceling a specific transaction.
GEN | [failed_transfer] | Orig: Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct. -> Aug: I'm having trouble completing a transfer to my friend's account. The transaction keeps getting declined, and I'm in a hurry to get the funds there. I've double-checked the account details, and everything seems to be accurate.
GEN | [pin_blocked] | Orig: I enetered the wrong information, I need my account unblocked How do I do that? -> Aug: I mistakenly entered incorrect details, please help me resolve the issue and unblock my account.
GEN | [cancel_transfer] | Orig: What are the steps I need to take to cancel a transaction? -> Aug: How do I go about terminating a transfer I initiated earlier?
GEN | [topping_up_by_card] | Orig: I cannot tell what my top up currently is. -> Aug: I'm not sure what my card balance is after the recent top-up.
GEN | [declined_cash_withdrawal] | Orig: I can't get any money from my account. -> Aug: I'm unable to access my account funds.
GEN | [passcode_forgotten] | Orig: Please help me.  I don't know my code to get into the app. -> Aug: I'm having trouble remembering my passcode to access the app.
GEN | [top_up_limits] | Orig: Is there any amount in which I would get cut off from topping up? -> Aug: Is there a specific limit beyond which I would no longer be able to increase my limits by topping up?
GEN | [virtual_card_not_working] | Orig: My disposable virtual card wouldn't process my payment? -> Aug: The virtual payment card I was using wouldn't accept my transaction.
GEN | [Refund_not_showing_up] | Orig: I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week! -> Aug: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I'm still waiting for my refund. It's been a week since I reached out to the seller, and I'm at a loss as to why my refund hasn't been processed.
GEN | [direct_debit_payment_not_recognised] | Orig: hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent. -> Aug: I'm concerned that someone has compromised my card information, as I've noticed an unauthorized transaction on my app from a location that's not near my usual shopping spots. I'm counting on getting that refund to cover my rent payment.
GEN | [top_up_failed] | Orig: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm experiencing an issue with topping up my card, as it's been declined repeatedly. Could you assist me in resolving this issue or suggest an alternative solution, please?
GEN | [card_payment_fee_charged] | Orig: Is there an allowance on cards? -> Aug: Are there any exceptions or waivers for card payment fees?
GEN | [topping_up_by_card] | Orig: Can I let other people have access to my account in order to top up? -> Aug: Can I grant permission to someone else to access my account to make a card-based top-up?
GEN | [cash_withdrawal_not_recognised] | Orig: i didnt put that money in my account -> Aug: i didn't deposit that amount into my account
GEN | [reverted_card_payment?] | Orig: Hello, I was contacted by a seller who let me know my money didn't come through on their side. It most certainly came out of my account so I need this looked at immediately because now it has been returned to me! -> Aug: I was informed by a seller that the payment didn't go through on their end, but I'm certain it was deducted from my account, and I'd like this issue resolved ASAP since the funds have been reversed back to me.
GEN | [verify_source_of_funds] | Orig: I need to verify my funds. -> Aug: I'd like to confirm the origin of my funds.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did you give me so little currency? -> Aug: Why was the exchange rate used for my cash withdrawal so inaccurate?
GEN | [apple_pay_or_google_pay] | Orig: I am having a slight problem with my American express in apple play, can you help me fix the problem with top up? -> Aug: I'm experiencing an issue with my American Express account on Google Pay, could you assist me in resolving the issue with a top-up?
GEN | [direct_debit_payment_not_recognised] | Orig: I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced. -> Aug: I'm reviewing my account activity and noticed an unexpected direct debit payment. I'm certain I didn't initiate the transaction, so I'd appreciate it if you could investigate and reverse the charge, restoring the funds to my account.
GEN | [direct_debit_payment_not_recognised] | Orig: Why is there a direct debit set up in my name? -> Aug: We've noticed a direct debit payment that doesn't seem to be recognized in your account records.
GEN | [cash_withdrawal_not_recognised] | Orig: I am seeing unathorized transactions in the app, on my account. -> Aug: I'm noticing some suspicious activity on my account, showing up in the app without my permission.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque. -> Aug: I'm concerned that the deposit from my recent cheque hasn't been reflected in my account balance yet, as I mailed it to you a few days ago.
GEN | [age_limit] | Orig: Can I get an account for my son? -> Aug: Can I open an account for my child?
GEN | [top_up_failed] | Orig: I added funds to my account but the app didn't process it. -> Aug: I attempted to make a deposit into my account, but the transaction was unsuccessful.
GEN | [top_up_failed] | Orig: I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any. -> Aug: I'm experiencing an issue with topping up my card, as the transaction is being declined. Could you assist me in resolving this or suggest alternative solutions if available?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives | Augmented: I'm in a bit of an emergency and I desperately need to add funds to my card, but it's not accepting the top-up. Can you assist me with this issue or suggest an alternative solution?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I added money to the card but the transaction didn't go through | Augmented: I attempted to top up the card, but the transaction remains pending
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Why can I not choose the card i want? | Augmented: Why can't I select the credit card I prefer, whether it's Visa or Mastercard?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long will I have to wait for my money to be in my account? | Augmented: When can I expect my funds to be available in my account?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: N/A | Original: what can I do if I got my American Express in Apple Bay but top up is not working? | Augmented: What can I do if I've added my American Express card to Google Pay but the top-up feature isn't functioning properly?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: I want to start using my card. | Augmented: I'd like to activate my card and begin making transactions.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Can you tell me exactly what fees I will expect to see in regards to your cards? | Augmented: What charges can I anticipate when ordering a physical card from your institution?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: An overseas cash transfer did not work correctly | Augmented: The exchange rate used for the cash withdrawal was incorrect.
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: How do I active this card? | Augmented: How can I activate this card?
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: I have a transaction and would like to know if I it's cancelable? | Augmented: I'd like to inquire about the possibility of canceling a specific transaction.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct. | Augmented: I'm having trouble completing a transfer to my friend's account. The transaction keeps getting declined, and I'm in a hurry to get the funds there. I've double-checked the account details, and everything seems to be accurate.
VAL | [pin_blocked] | ACCEPT | Reason: ... | Original: I enetered the wrong information, I need my account unblocked How do I do that? | Augmented: I mistakenly entered incorrect details, please help me resolve the issue and unblock my account.
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: What are the steps I need to take to cancel a transaction? | Augmented: How do I go about terminating a transfer I initiated earlier?
VAL | [topping_up_by_card] | UNKNOWN | Reason: N/A | Original: I cannot tell what my top up currently is. | Augmented: I'm not sure what my card balance is after the recent top-up.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: I can't get any money from my account. | Augmented: I'm unable to access my account funds.
VAL | [passcode_forgotten] | ACCEPT | Reason: ... | Original: Please help me.  I don't know my code to get into the app. | Augmented: I'm having trouble remembering my passcode to access the app.
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: Is there any amount in which I would get cut off from topping up? | Augmented: Is there a specific limit beyond which I would no longer be able to increase my limits by topping up?
VAL | [virtual_card_not_working] | ACCEPT | Reason: ... | Original: My disposable virtual card wouldn't process my payment? | Augmented: The virtual payment card I was using wouldn't accept my transaction.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week! | Augmented: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I'm still waiting for my refund. It's been a week since I reached out to the seller, and I'm at a loss as to why my refund hasn't been processed.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent. | Augmented: I'm concerned that someone has compromised my card information, as I've noticed an unauthorized transaction on my app from a location that's not near my usual shopping spots. I'm counting on getting that refund to cover my rent payment.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives | Augmented: I'm experiencing an issue with topping up my card, as it's been declined repeatedly. Could you assist me in resolving this issue or suggest an alternative solution, please?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: Is there an allowance on cards? | Augmented: Are there any exceptions or waivers for card payment fees?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can I let other people have access to my account in order to top up? | Augmented: Can I grant permission to someone else to access my account to make a card-based top-up?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: i didnt put that money in my account | Augmented: i didn't deposit that amount into my account
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Hello, I was contacted by a seller who let me know my money didn't come through on their side. It most certainly came out of my account so I need this looked at immediately because now it has been returned to me! | Augmented: I was informed by a seller that the payment didn't go through on their end, but I'm certain it was deducted from my account, and I'd like this issue resolved ASAP since the funds have been reversed back to me.
VAL | [verify_source_of_funds] | ACCEPT | Reason: ... | Original: I need to verify my funds. | Augmented: I'd like to confirm the origin of my funds.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Why did you give me so little currency? | Augmented: Why was the exchange rate used for my cash withdrawal so inaccurate?
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: I am having a slight problem with my American express in apple play, can you help me fix the problem with top up? | Augmented: I'm experiencing an issue with my American Express account on Google Pay, could you assist me in resolving the issue with a top-up?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced. | Augmented: I'm reviewing my account activity and noticed an unexpected direct debit payment. I'm certain I didn't initiate the transaction, so I'd appreciate it if you could investigate and reverse the charge, restoring the funds to my account.
VAL | [direct_debit_payment_not_recognised] | UNKNOWN | Reason: N/A | Original: Why is there a direct debit set up in my name? | Augmented: We've noticed a direct debit payment that doesn't seem to be recognized in your account records.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I am seeing unathorized transactions in the app, on my account. | Augmented: I'm noticing some suspicious activity on my account, showing up in the app without my permission.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque. | Augmented: I'm concerned that the deposit from my recent cheque hasn't been reflected in my account balance yet, as I mailed it to you a few days ago.
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: Can I get an account for my son? | Augmented: Can I open an account for my child?
