GEN | [transfer_fee_charged] | Orig: I have used this account overseas recently. Has there been an increase in fees that I am unaware of? -> Aug: I've been making international transactions from this account lately. Are there any new or changed fees I should be aware of?
GEN | [compromised_card] | Orig: How do I stop fraud to my card? -> Aug: What steps can I take to prevent unauthorized transactions on my compromised card?
GEN | [why_verify_identity] | Orig: I can't do the verification. -> Aug: I'm unable to complete the identity verification process.
GEN | [getting_spare_card] | Orig: How many active cards can I have? -> Aug: How many spare cards can I have issued to me?
GEN | [declined_card_payment] | Orig: My card was not accepted in a shop -> Aug: The payment made with my card was declined at a retail store.
GEN | [edit_personal_details] | Orig: my identity hasn't been verified and i can't edit my details, what's next -> Aug: since my identity has not been confirmed, I'm unable to update my personal information, what are the next steps?
GEN | [visa_or_mastercard] | Orig: Can I get the Mastercard? -> Aug: Can I obtain the Visa or Mastercard?
GEN | [reverted_card_payment?] | Orig: I cancelled my card payment -> Aug: Did you reverse the payment on your card?
GEN | [getting_spare_card] | Orig: I lost my card and need a new one, will it cost me? -> Aug: I misplaced my card and require a replacement, what's the fee for a new one?
GEN | [apple_pay_or_google_pay] | Orig: Apple pay is not accepting my American Express card, can you assist me with this problem? -> Aug: Google Pay is not recognizing my American Express card, can you help me resolve this issue?
GEN | [exchange_via_app] | Orig: Can you  tell me how to get AUD not GBP? -> Aug: Can you guide me on how to exchange currency for Australian dollars instead of British pounds?
GEN | [transaction_charged_twice] | Orig: Transaction showing up many times. -> Aug: Duplicate transaction appearing on my account statement.
GEN | [get_disposable_virtual_card] | Orig: I'm not sure how disposable virtual cards work. Please help. -> Aug: I'm having trouble understanding how to obtain a disposable virtual card. Can you assist me?
GEN | [failed_transfer] | Orig: I couldnt transfer money from my account. -> Aug: I was unable to complete a transfer from my account.
GEN | [get_disposable_virtual_card] | Orig: I want to make an online purchase but I don't want to use my credit card. Can you tell me how a disposable virtual card works and where I can apply for one? -> Aug: I'd like to make an online purchase without using my credit card. Can you explain how a temporary virtual card works and where I can obtain one for this transaction?
GEN | [cash_withdrawal_charge] | Orig: I hate this ATM, it charged me an extra fee, Why did it charge? -> Aug: I'm really frustrated with this ATM, it slapped me with an unexpected fee, Can you tell me why it did that?
GEN | [visa_or_mastercard] | Orig: What credit cards do you carry -> Aug: What types of payment cards do you accept?
GEN | [supported_cards_and_currencies] | Orig: Top up my card please, which y'all support? -> Aug: Can you please inform me about the payment methods you accept, specifically the cards you support?
GEN | [unable_to_verify_identity] | Orig: The app isn't letting me log in, but my info is correct. -> Aug: We're having trouble verifying your identity, despite your login credentials being accurate.
GEN | [receiving_money] | Orig: How can my boss pay me directly to the card? -> Aug: How can my boss deposit funds directly to my card?
GEN | [visa_or_mastercard] | Orig: I prefer using Mastercard, can I substitute? -> Aug: I'd rather use Mastercard, is it possible to make a change?
GEN | [pending_cash_withdrawal] | Orig: So much time has gone by, the pending status shouldn't still be there shouldn't it? -> Aug: It's been a while, and I'm surprised the pending cash withdrawal is still showing up. Shouldn't it have been resolved by now?
GEN | [activate_my_card] | Orig: How long does it take to activate the card, as it does not look like its working? -> Aug: How long does it take to enable my card, as it appears to be inactive?
GEN | [reverted_card_payment?] | Orig: I tried to use my debit card, but the payment did not work. -> Aug: I attempted to make a payment using my debit card, but it was unsuccessful.
GEN | [failed_transfer] | Orig: I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand. -> Aug: I've attempted to initiate a transfer to my friend's account, but it's been declined. Could you help me figure out what's going on?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I put some money in my account the other day and it's not gone in yet, can you help with this? -> Aug: I made a deposit recently, but my account balance hasn't been updated yet, could you assist me with this issue?
GEN | [visa_or_mastercard] | Orig: I'm happy with Mastercard and want to stick with just that credit card. -> Aug: I'm content with Mastercard and would prefer to continue using only that Visa or Mastercard.
GEN | [supported_cards_and_currencies] | Orig: What currency is acceptable for a top up? -> Aug: We accept a range of currencies for top-ups, including but not limited to the following: USD, EUR, JPY, and more.
GEN | [declined_cash_withdrawal] | Orig: Why can I not take out cash? -> Aug: Why was my cash withdrawal request denied?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why hasn't my cheque processed? -> Aug: Why hasn't my cash deposit been reflected in my account balance?
GEN | [cancel_transfer] | Orig: Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place. -> Aug: Can you cancel the transfer I just initiated? I made an error and accidentally entered the wrong recipient information, so I'm worried it might have been sent to the wrong account.
GEN | [pin_blocked] | Orig: While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back? -> Aug: I made a mistake while entering my PIN and your ATM swallowed my card. Can I retrieve it?
GEN | [pending_cash_withdrawal] | Orig: Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash. -> Aug: Please cancel the pending cash withdrawal from my card as it was declined earlier today and I did not receive the cash.
GEN | [getting_virtual_card] | Orig: how many virtual cards can i have, i want 8 -> Aug: How many virtual cards can I have? I'd like to have a total of 8.
GEN | [request_refund] | Orig: I just bought an item and would like to stop payment can you tell me if the item has been sent yet? -> Aug: I recently made a purchase and would like to cancel the transaction. Can you inform me if the item has already been dispatched?
GEN | [pending_card_payment] | Orig: I made a card payment by my card but it failed. Please let me know when the payment will get completed as its still pending. -> Aug: I attempted to process a payment using my card, but the transaction was unsuccessful. Could you please inform me when the payment will be finalized, as it remains pending at the moment?
GEN | [lost_or_stolen_card] | Orig: Who can I speak with regarding a lost card? -> Aug: I'd like to report a missing credit card.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I have used this account overseas recently. Has there been an increase in fees that I am unaware of? | Augmented: I've been making international transactions from this account lately. Are there any new or changed fees I should be aware of?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: How do I stop fraud to my card? | Augmented: What steps can I take to prevent unauthorized transactions on my compromised card?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: I can't do the verification. | Augmented: I'm unable to complete the identity verification process.
VAL | [getting_spare_card] | REJECT | Reason: N/A | Original: How many active cards can I have? | Augmented: How many spare cards can I have issued to me?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: My card was not accepted in a shop | Augmented: The payment made with my card was declined at a retail store.
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: my identity hasn't been verified and i can't edit my details, what's next | Augmented: since my identity has not been confirmed, I'm unable to update my personal information, what are the next steps?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Can I get the Mastercard? | Augmented: Can I obtain the Visa or Mastercard?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I cancelled my card payment | Augmented: Did you reverse the payment on your card?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: I lost my card and need a new one, will it cost me? | Augmented: I misplaced my card and require a replacement, what's the fee for a new one?
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: Apple pay is not accepting my American Express card, can you assist me with this problem? | Augmented: Google Pay is not recognizing my American Express card, can you help me resolve this issue?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: Can you  tell me how to get AUD not GBP? | Augmented: Can you guide me on how to exchange currency for Australian dollars instead of British pounds?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: Transaction showing up many times. | Augmented: Duplicate transaction appearing on my account statement.
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: N/A | Original: I'm not sure how disposable virtual cards work. Please help. | Augmented: I'm having trouble understanding how to obtain a disposable virtual card. Can you assist me?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I couldnt transfer money from my account. | Augmented: I was unable to complete a transfer from my account.
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: The augmented text preserves the same banking intent of obtaining information about a disposable virtual card for online transactions. | Original: I want to make an online purchase but I don't want to use my credit card. Can you tell me how a disposable virtual card works and where I can apply for one? | Augmented: I'd like to make an online purchase without using my credit card. Can you explain how a temporary virtual card works and where I can obtain one for this transaction?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I hate this ATM, it charged me an extra fee, Why did it charge? | Augmented: I'm really frustrated with this ATM, it slapped me with an unexpected fee, Can you tell me why it did that?
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: What credit cards do you carry | Augmented: What types of payment cards do you accept?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Top up my card please, which y'all support? | Augmented: Can you please inform me about the payment methods you accept, specifically the cards you support?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: The app isn't letting me log in, but my info is correct. | Augmented: We're having trouble verifying your identity, despite your login credentials being accurate.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How can my boss pay me directly to the card? | Augmented: How can my boss deposit funds directly to my card?
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: I prefer using Mastercard, can I substitute? | Augmented: I'd rather use Mastercard, is it possible to make a change?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: So much time has gone by, the pending status shouldn't still be there shouldn't it? | Augmented: It's been a while, and I'm surprised the pending cash withdrawal is still showing up. Shouldn't it have been resolved by now?
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: How long does it take to activate the card, as it does not look like its working? | Augmented: How long does it take to enable my card, as it appears to be inactive?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I tried to use my debit card, but the payment did not work. | Augmented: I attempted to make a payment using my debit card, but it was unsuccessful.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand. | Augmented: I've attempted to initiate a transfer to my friend's account, but it's been declined. Could you help me figure out what's going on?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: ... | Original: I put some money in my account the other day and it's not gone in yet, can you help with this? | Augmented: I made a deposit recently, but my account balance hasn't been updated yet, could you assist me with this issue?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: I'm happy with Mastercard and want to stick with just that credit card. | Augmented: I'm content with Mastercard and would prefer to continue using only that Visa or Mastercard.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: What currency is acceptable for a top up? | Augmented: We accept a range of currencies for top-ups, including but not limited to the following: USD, EUR, JPY, and more.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why can I not take out cash? | Augmented: Why was my cash withdrawal request denied?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: Why hasn't my cheque processed? | Augmented: Why hasn't my cash deposit been reflected in my account balance?
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place. | Augmented: Can you cancel the transfer I just initiated? I made an error and accidentally entered the wrong recipient information, so I'm worried it might have been sent to the wrong account.
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back? | Augmented: I made a mistake while entering my PIN and your ATM swallowed my card. Can I retrieve it?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash. | Augmented: Please cancel the pending cash withdrawal from my card as it was declined earlier today and I did not receive the cash.
