GEN | [topping_up_by_card] | Orig: Am I the only one who can top-up my account? -> Aug: Can I perform a card-based account replenishment myself?
GEN | [get_physical_card] | Orig: I've been waiting ages and my PIN hasn't gotten here. -> Aug: I've been waiting for a while and my physical card still hasn't arrived.
GEN | [card_about_to_expire] | Orig: want a new card what are the fees -> Aug: looking to replace my expiring card, what are the associated fees?
GEN | [cash_withdrawal_charge] | Orig: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? -> Aug: I noticed a charge on my receipt for the cash withdrawal I made during my recent purchase. Is it normal to be charged a fee for this type of transaction?
GEN | [get_physical_card] | Orig: I'm looking in the App and can't find my PIN, where should I look? -> Aug: I'm having trouble locating my physical card details, could you guide me on where to find them?
GEN | [exchange_charge] | Orig: What is the fee for accepting money from a foreign country? -> Aug: What is the charge for exchanging currency from a foreign country?
GEN | [topping_up_by_card] | Orig: I wasn't able to use my top up card because the money I put on there wasn't there anymore -> Aug: I'm having trouble using my card to top up because the funds I loaded onto it are no longer available.
GEN | [reverted_card_payment?] | Orig: Hey a seller just contacted me that my money didn't come through. It was definitely deducted from my account, but now it appears it's back with me! Sort this out asap please. -> Aug: Hey, I've been informed by a seller that the payment I made hasn't gone through, even though it was deducted from my account. However, it seems the funds have been reversed and are now back in my account. Can you look into this ASAP and resolve the issue?
GEN | [exchange_via_app] | Orig: I need to get some Euros for my holiday. Am I able to exchange some of my money? -> Aug: I'm planning a trip and need to convert some currency. Can I exchange my money for Euros through the app?
GEN | [verify_my_identity] | Orig: Tell me what the steps for the identity checks are -> Aug: Explain the process for verifying my identity
GEN | [country_support] | Orig: Although I am not located in the UK area, may i still receive a card? -> Aug: Despite not being based in the UK, can I still obtain a card?
GEN | [lost_or_stolen_phone] | Orig: What do I do if I cannot access the app? -> Aug: I'm having trouble accessing the app and need help recovering my phone.
GEN | [contactless_not_working] | Orig: I am having problems with my contactless. -> Aug: I'm experiencing issues with my contactless payment feature.
GEN | [exchange_charge] | Orig: Do exchanges cost more? -> Aug: Are there any additional fees associated with exchanging funds?
GEN | [card_about_to_expire] | Orig: Am I able to have a card sent to China? -> Aug: Can I arrange for a card to be delivered to China?
GEN | [beneficiary_not_allowed] | Orig: Why is my beneficiary not working? -> Aug: Why is my designated recipient not functioning properly?
GEN | [cash_withdrawal_charge] | Orig: I have been charged a fee for getting cash -> Aug: I've been assessed a charge for withdrawing cash
GEN | [transfer_timing] | Orig: I need to make a transfer from Europe, how many days does this take? -> Aug: What is the typical timeframe for processing international transfers from Europe?
GEN | [topping_up_by_card] | Orig: Can somebody else top up my account? -> Aug: Can someone else add funds to my account using my card?
GEN | [top_up_by_card_charge] | Orig: I was wondering if you will take any fees in exchange for top ups? -> Aug: Are there any charges involved when I top up my account using my card?
GEN | [order_physical_card] | Orig: I would like a card please. -> Aug: I'd like to order a physical card.
GEN | [get_physical_card] | Orig: Help, I don't know what the PIN is to my card? -> Aug: Can you assist me in retrieving the physical card details, including the PIN, as I've misplaced it?
GEN | [pin_blocked] | Orig: I attempted to enter my pin to many times. -> Aug: I tried to enter my PIN multiple times.
GEN | [wrong_amount_of_cash_received] | Orig: I requested a higher amount for my cash withdrawal -> Aug: I was expecting a larger sum for my cash withdrawal
GEN | [Refund_not_showing_up] | Orig: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. -> Aug: I'm trying to check if the refund for my recent purchase has been processed and credited to my account. I've already reached out to the merchant, but they haven't confirmed any updates on the status of the refund. Can you please let me know if the funds have been received?
GEN | [supported_cards_and_currencies] | Orig: Do I have to top up in euros if I use a card, or can I use a different currency? -> Aug: Can I use a different currency when making a payment with a card, or do I need to use euros?
GEN | [unable_to_verify_identity] | Orig: app malfunctioning, does not know its me -> Aug: We're experiencing technical difficulties, and our system is unable to recognize your identity.
GEN | [beneficiary_not_allowed] | Orig: Are there restrictions to transfers to certain accounts? -> Aug: Can I transfer funds to specific accounts, or are there limitations in place?
GEN | [cash_withdrawal_charge] | Orig: Why is there a charge when I took out money? -> Aug: Why am I being charged for the cash withdrawal?
GEN | [wrong_amount_of_cash_received] | Orig: I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem? -> Aug: I recently visited the ATM and didn't notice until now that I was shortchanged. I'm certain my account was debited for a larger amount, specifically 100, but I only received 80. Can you help me resolve this issue?
GEN | [transfer_timing] | Orig: I need to transfer something to China. It is urgent. How many days will it take to get there? -> Aug: I require an expedited transfer to China. Can you inform me about the estimated timeframe for the transfer to reach its destination?
GEN | [wrong_amount_of_cash_received] | Orig: Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through. -> Aug: I'm having an issue with a recent ATM withdrawal. I took out some cash, but the amount I received was incorrect. The app shows the amount I was charged, but it's not what I actually got.
GEN | [transfer_timing] | Orig: I need a quick transfer from China.  How long would that take? -> Aug: I require a prompt transfer from China. Can you inform me about the estimated timeframe for this transaction?
GEN | [lost_or_stolen_card] | Orig: I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this? -> Aug: I'm concerned that I may have misplaced my card at a restaurant, but the staff denies having it, and I'm now unsure of its whereabouts. I'm worried that it might be in the wrong hands and being used for fraudulent activities. Can you help me investigate this situation?
GEN | [declined_cash_withdrawal] | Orig: How do I get money from an ATM using my card? I can't seem to get it to work? I used the pin I had, but maybe it's wrong? What do I need to do to fix this? -> Aug: I'm having trouble withdrawing cash from an ATM using my card. I've tried entering my PIN, but it's not working. Can you help me resolve this issue?
GEN | [unable_to_verify_identity] | Orig: My identity isn't being accepted, what should I do? -> Aug: We're having trouble verifying your identity, could you please assist us in resolving this issue?
GEN | [cash_withdrawal_charge] | Orig: I received a fee for obtaining cash, is this correct? -> Aug: I was charged a fee for withdrawing cash, is this a standard practice?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Am I the only one who can top-up my account? | Augmented: Can I perform a card-based account replenishment myself?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: I've been waiting ages and my PIN hasn't gotten here. | Augmented: I've been waiting for a while and my physical card still hasn't arrived.
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: want a new card what are the fees | Augmented: looking to replace my expiring card, what are the associated fees?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: N/A | Original: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? | Augmented: I noticed a charge on my receipt for the cash withdrawal I made during my recent purchase. Is it normal to be charged a fee for this type of transaction?
VAL | [get_physical_card] | REVIEW | Reason: N/A | Original: I'm looking in the App and can't find my PIN, where should I look? | Augmented: I'm having trouble locating my physical card details, could you guide me on where to find them?
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: What is the fee for accepting money from a foreign country? | Augmented: What is the charge for exchanging currency from a foreign country?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I wasn't able to use my top up card because the money I put on there wasn't there anymore | Augmented: I'm having trouble using my card to top up because the funds I loaded onto it are no longer available.
VAL | [reverted_card_payment?] | ACCEPT | Reason: The augmented text preserves the same banking intent, describing a payment that was initially deducted but then reversed, which is consistent with the original text. The request for resolution is also aligned with the original intent. | Original: Hey a seller just contacted me that my money didn't come through. It was definitely deducted from my account, but now it appears it's back with me! Sort this out asap please. | Augmented: Hey, I've been informed by a seller that the payment I made hasn't gone through, even though it was deducted from my account. However, it seems the funds have been reversed and are now back in my account. Can you look into this ASAP and resolve the issue?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: I need to get some Euros for my holiday. Am I able to exchange some of my money? | Augmented: I'm planning a trip and need to convert some currency. Can I exchange my money for Euros through the app?
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: Tell me what the steps for the identity checks are | Augmented: Explain the process for verifying my identity
VAL | [country_support] | ACCEPT | Reason: ... | Original: Although I am not located in the UK area, may i still receive a card? | Augmented: Despite not being based in the UK, can I still obtain a card?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: What do I do if I cannot access the app? | Augmented: I'm having trouble accessing the app and need help recovering my phone.
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: I am having problems with my contactless. | Augmented: I'm experiencing issues with my contactless payment feature.
VAL | [exchange_charge] | ACCEPT | Reason: ... | Original: Do exchanges cost more? | Augmented: Are there any additional fees associated with exchanging funds?
VAL | [card_about_to_expire] | UNKNOWN | Reason: N/A | Original: Am I able to have a card sent to China? | Augmented: Can I arrange for a card to be delivered to China?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why is my beneficiary not working? | Augmented: Why is my designated recipient not functioning properly?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I have been charged a fee for getting cash | Augmented: I've been assessed a charge for withdrawing cash
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: I need to make a transfer from Europe, how many days does this take? | Augmented: What is the typical timeframe for processing international transfers from Europe?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can somebody else top up my account? | Augmented: Can someone else add funds to my account using my card?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: I was wondering if you will take any fees in exchange for top ups? | Augmented: Are there any charges involved when I top up my account using my card?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: I would like a card please. | Augmented: I'd like to order a physical card.
VAL | [get_physical_card] | REVIEW | Reason: N/A | Original: Help, I don't know what the PIN is to my card? | Augmented: Can you assist me in retrieving the physical card details, including the PIN, as I've misplaced it?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I attempted to enter my pin to many times. | Augmented: I tried to enter my PIN multiple times.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: I requested a higher amount for my cash withdrawal | Augmented: I was expecting a larger sum for my cash withdrawal
VAL | [Refund_not_showing_up] | ACCEPT | Reason: The augmented text preserves the same banking intent of checking the status of a refund and does not add any unsupported information or change the original intent. | Original: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. | Augmented: I'm trying to check if the refund for my recent purchase has been processed and credited to my account. I've already reached out to the merchant, but they haven't confirmed any updates on the status of the refund. Can you please let me know if the funds have been received?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Do I have to top up in euros if I use a card, or can I use a different currency? | Augmented: Can I use a different currency when making a payment with a card, or do I need to use euros?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: app malfunctioning, does not know its me | Augmented: We're experiencing technical difficulties, and our system is unable to recognize your identity.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Are there restrictions to transfers to certain accounts? | Augmented: Can I transfer funds to specific accounts, or are there limitations in place?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Why is there a charge when I took out money? | Augmented: Why am I being charged for the cash withdrawal?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem? | Augmented: I recently visited the ATM and didn't notice until now that I was shortchanged. I'm certain my account was debited for a larger amount, specifically 100, but I only received 80. Can you help me resolve this issue?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: I need to transfer something to China. It is urgent. How many days will it take to get there? | Augmented: I require an expedited transfer to China. Can you inform me about the estimated timeframe for the transfer to reach its destination?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through. | Augmented: I'm having an issue with a recent ATM withdrawal. I took out some cash, but the amount I received was incorrect. The app shows the amount I was charged, but it's not what I actually got.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: I need a quick transfer from China.  How long would that take? | Augmented: I require a prompt transfer from China. Can you inform me about the estimated timeframe for this transaction?
