GEN | [transfer_fee_charged] | Orig: Hi! I'm a university student studying abroad and I noticed that when I was trying to cross-reference my budget for this month that there were extra fees I was not expecting. Why is that? I've had this account for years and I haven't had any trouble so far, it might not even be on your all's end since I'm still new to international travel and finance, but I wanted to double check in case a mistake was made! -> Aug: I'm a student studying abroad and I'm reviewing my budget for the month, but I noticed some unexpected fees. Can you help me understand why these charges were added? I've had this account for years and haven't had any issues before, so I'm wondering if it's related to my recent international transactions or if there's an error on your end.
GEN | [order_physical_card] | Orig: Is a physical charge extra -> Aug: Is there an additional fee for a physical card?
GEN | [fiat_currency_support] | Orig: What currencies can I not hold many in, if so what are they? -> Aug: Which fiat currencies are restricted for holding a large amount, and what are the limitations?
GEN | [pin_blocked] | Orig: I managed to drunken block my card :(( Help! -> Aug: I accidentally locked my card due to a mistake :(( Assist me!
GEN | [transfer_into_account] | Orig: show me how to transfer to my account -> Aug: display the process for transferring funds into my account
GEN | [transfer_fee_charged] | Orig: Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund. -> Aug: I'd like to clarify that international transactions often come with additional fees. I recently used my card to buy something from abroad and was charged for the item, plus an extra fee. I wasn't aware of this extra charge and believe I should be refunded the unnecessary fee.
GEN | [pin_blocked] | Orig: How many incorrect attempts cause card to be blocked? -> Aug: What is the threshold for the number of incorrect PIN attempts that will trigger a card block?
GEN | [verify_top_up] | Orig: What is the verification process for my card? -> Aug: How do I confirm my card details for a top-up?
GEN | [transfer_timing] | Orig: How do i transfer something faster than normal? -> Aug: Can you tell me about the quickest way to initiate a transfer?
GEN | [card_payment_not_recognised] | Orig: i disagree with a charge -> Aug: I'm disputing a transaction
GEN | [failed_transfer] | Orig: Your system is broken. My transfers keep failing, 5 times now. -> Aug: My transfers are consistently failing, and I've experienced this issue at least 5 times.
GEN | [getting_virtual_card] | Orig: Which part of the app do I order virtual cards from? -> Aug: Where can I find the option to request a virtual card within the app?
GEN | [pin_blocked] | Orig: I must have entered my PIN wrong. -> Aug: I must have keyed in my PIN incorrectly.
GEN | [getting_virtual_card] | Orig: I need to make a purchase online, where is my virtual card? -> Aug: I'm trying to make an online purchase and I'm looking for my virtual card, can you help me locate it?
GEN | [extra_charge_on_statement] | Orig: Please explain the charge of 1L in error.  I have purchased nothing in this amount. -> Aug: Could you please clarify the reason behind the additional charge of one lakh rupees on my statement? I'm certain I haven't made any transactions in this amount.
GEN | [virtual_card_not_working] | Orig: Can I use my virtual card to complete transactions for memberships? -> Aug: Can I make payments for membership fees using my virtual card?
GEN | [topping_up_by_card] | Orig: How do I transfer funds directly from my credit card? -> Aug: How can I add funds to my account using my credit card?
GEN | [declined_transfer] | Orig: I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate. -> Aug: I've been attempting to initiate a transfer to another account, but it's consistently being declined. I've double-checked my details multiple times and they're correct.
GEN | [visa_or_mastercard] | Orig: Why did I get a different card then requested? -> Aug: Why was I issued a Visa or Mastercard that's not the one I specifically asked for?
GEN | [extra_charge_on_statement] | Orig: I'm pretty frustrated about a pound charge that keeps  showing up in my account statement. It's listed in the app as "pending", it never changes, and now I'm thinking someone's hacked my account! -> Aug: I'm concerned about an unexpected charge that's been appearing on my account statement. It's marked as "pending" in the app, and it's not updating, which has me worried that someone may have unauthorized access to my account.
GEN | [card_arrival] | Orig: can you share card tracking number? -> Aug: can you provide the tracking number for my card?
GEN | [fiat_currency_support] | Orig: Are there limitations to what currency I can hold? -> Aug: What types of fiat currencies are available for holding in my account?
GEN | [card_swallowed] | Orig: What should I do with my stuck ATM? -> Aug: What should I do about my jammed ATM card?
GEN | [activate_my_card] | Orig: How can I make my card ready to use? -> Aug: What steps can I take to activate my card and start using it?
GEN | [extra_charge_on_statement] | Orig: I still have not received an answer as to why I was charged $1.00 in a transaction? -> Aug: I'm still waiting for an explanation about the additional fee that appeared on my statement.
GEN | [declined_transfer] | Orig: I'm trying to move money from my account to elsewhere, but it's giving me an error message. -> Aug: I'm attempting to initiate a transfer from my account to another account, but I'm receiving an error notification.
GEN | [get_physical_card] | Orig: Does the PIN come under separate cover? -> Aug: Is the PIN card separate from the physical card?
GEN | [extra_charge_on_statement] | Orig: Is the 1 pound charge going to be reimbursed on my card? -> Aug: Will the extra charge that appears on my statement be credited back to my card?
GEN | [transaction_charged_twice] | Orig: I've got a repeated tranasaction on my card. -> Aug: I've been charged twice for the same transaction on my card.
GEN | [declined_cash_withdrawal] | Orig: why would i be declined if i had money iin my account -> Aug: You're wondering why your cash withdrawal was declined despite having sufficient funds in your account.
GEN | [transfer_fee_charged] | Orig: I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee? -> Aug: I've been actively utilizing my account to manage international transactions for my new residence over the past month. I've observed a sudden surge in the transfer fee charged, which I find puzzling, considering my consistent usage and loyalty as a valued customer.
GEN | [pending_top_up] | Orig: i put money on my card and i dont see it on the balance -> Aug: I added funds to my card, but the amount is still pending and hasn't been reflected in my balance.
GEN | [transfer_not_received_by_recipient] | Orig: i accidentally entered in my retailers information, what should i do next -> Aug: The transfer was mistakenly sent to the wrong recipient, what steps can I take to rectify the situation?
GEN | [card_arrival] | Orig: Is there a way I can check on the card on route to me? -> Aug: Can I track the status of my card as it's being delivered to me?
GEN | [order_physical_card] | Orig: Can I have a tangible form of my virtual card. -> Aug: May I request a physical version of my digital card?
GEN | [activate_my_card] | Orig: I tried activating my plug-in and it didn't piece of work -> Aug: I attempted to activate my card, but it didn't function properly
GEN | [transfer_into_account] | Orig: I have zero dollars in my account. Can I submit additional funds via bank transfer? -> Aug: I have no balance in my account. Can I deposit more funds through a bank transfer?
VAL | [transfer_fee_charged] | ACCEPT | Reason: The augmented text maintains the focus on unexpected fees and seeks an explanation, which is consistent with the original intent. | Original: Hi! I'm a university student studying abroad and I noticed that when I was trying to cross-reference my budget for this month that there were extra fees I was not expecting. Why is that? I've had this account for years and I haven't had any trouble so far, it might not even be on your all's end since I'm still new to international travel and finance, but I wanted to double check in case a mistake was made! | Augmented: I'm a student studying abroad and I'm reviewing my budget for the month, but I noticed some unexpected fees. Can you help me understand why these charges were added? I've had this account for years and haven't had any issues before, so I'm wondering if it's related to my recent international transactions or if there's an error on your end.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Is a physical charge extra | Augmented: Is there an additional fee for a physical card?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: What currencies can I not hold many in, if so what are they? | Augmented: Which fiat currencies are restricted for holding a large amount, and what are the limitations?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I managed to drunken block my card :(( Help! | Augmented: I accidentally locked my card due to a mistake :(( Assist me!
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: show me how to transfer to my account | Augmented: display the process for transferring funds into my account
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund. | Augmented: I'd like to clarify that international transactions often come with additional fees. I recently used my card to buy something from abroad and was charged for the item, plus an extra fee. I wasn't aware of this extra charge and believe I should be refunded the unnecessary fee.
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: How many incorrect attempts cause card to be blocked? | Augmented: What is the threshold for the number of incorrect PIN attempts that will trigger a card block?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: What is the verification process for my card? | Augmented: How do I confirm my card details for a top-up?
VAL | [transfer_timing] | ACCEPT | Reason: N/A | Original: How do i transfer something faster than normal? | Augmented: Can you tell me about the quickest way to initiate a transfer?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: i disagree with a charge | Augmented: I'm disputing a transaction
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: Your system is broken. My transfers keep failing, 5 times now. | Augmented: My transfers are consistently failing, and I've experienced this issue at least 5 times.
VAL | [getting_virtual_card] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the question to ask about finding the option to request a virtual card within the app. | Original: Which part of the app do I order virtual cards from? | Augmented: Where can I find the option to request a virtual card within the app?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I must have entered my PIN wrong. | Augmented: I must have keyed in my PIN incorrectly.
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I need to make a purchase online, where is my virtual card? | Augmented: I'm trying to make an online purchase and I'm looking for my virtual card, can you help me locate it?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: Please explain the charge of 1L in error.  I have purchased nothing in this amount. | Augmented: Could you please clarify the reason behind the additional charge of one lakh rupees on my statement? I'm certain I haven't made any transactions in this amount.
VAL | [virtual_card_not_working] | ACCEPT | Reason: N/A | Original: Can I use my virtual card to complete transactions for memberships? | Augmented: Can I make payments for membership fees using my virtual card?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: How do I transfer funds directly from my credit card? | Augmented: How can I add funds to my account using my credit card?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate. | Augmented: I've been attempting to initiate a transfer to another account, but it's consistently being declined. I've double-checked my details multiple times and they're correct.
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: Why did I get a different card then requested? | Augmented: Why was I issued a Visa or Mastercard that's not the one I specifically asked for?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: I'm pretty frustrated about a pound charge that keeps  showing up in my account statement. It's listed in the app as "pending", it never changes, and now I'm thinking someone's hacked my account! | Augmented: I'm concerned about an unexpected charge that's been appearing on my account statement. It's marked as "pending" in the app, and it's not updating, which has me worried that someone may have unauthorized access to my account.
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: can you share card tracking number? | Augmented: can you provide the tracking number for my card?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Are there limitations to what currency I can hold? | Augmented: What types of fiat currencies are available for holding in my account?
VAL | [card_swallowed] | ACCEPT | Reason: Both texts refer to the same issue of an ATM card being stuck in the machine, which aligns with the 'card_swallowed' intent. | Original: What should I do with my stuck ATM? | Augmented: What should I do about my jammed ATM card?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: How can I make my card ready to use? | Augmented: What steps can I take to activate my card and start using it?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: I still have not received an answer as to why I was charged $1.00 in a transaction? | Augmented: I'm still waiting for an explanation about the additional fee that appeared on my statement.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: I'm trying to move money from my account to elsewhere, but it's giving me an error message. | Augmented: I'm attempting to initiate a transfer from my account to another account, but I'm receiving an error notification.
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: Does the PIN come under separate cover? | Augmented: Is the PIN card separate from the physical card?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: Is the 1 pound charge going to be reimbursed on my card? | Augmented: Will the extra charge that appears on my statement be credited back to my card?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: I've got a repeated tranasaction on my card. | Augmented: I've been charged twice for the same transaction on my card.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: why would i be declined if i had money iin my account | Augmented: You're wondering why your cash withdrawal was declined despite having sufficient funds in your account.
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee? | Augmented: I've been actively utilizing my account to manage international transactions for my new residence over the past month. I've observed a sudden surge in the transfer fee charged, which I find puzzling, considering my consistent usage and loyalty as a valued customer.
VAL | [pending_top_up] | ACCEPT | Reason: The augmented text preserves the same banking intent by indicating that the user has made a top-up, but the transaction is pending and not yet reflected in the balance. It does not introduce any contradictions or unsupported information. | Original: i put money on my card and i dont see it on the balance | Augmented: I added funds to my card, but the amount is still pending and hasn't been reflected in my balance.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: i accidentally entered in my retailers information, what should i do next | Augmented: The transfer was mistakenly sent to the wrong recipient, what steps can I take to rectify the situation?
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: Is there a way I can check on the card on route to me? | Augmented: Can I track the status of my card as it's being delivered to me?
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: Can I have a tangible form of my virtual card. | Augmented: May I request a physical version of my digital card?
