GEN | [top_up_reverted] | Orig: Why did my money disappear when I topped up?? -> Aug: Why did my funds revert when I made a top-up attempt??
GEN | [pending_transfer] | Orig: What is the reason a transfer shows as pending? -> Aug: Why is the transfer status still showing as pending?
GEN | [card_payment_fee_charged] | Orig: I received an extra charge for using the card. Why? -> Aug: I was unexpectedly billed for the card payment processing fee. Can you explain why?
GEN | [age_limit] | Orig: Do you have any age limit? -> Aug: Is there a maximum age requirement for our services?
GEN | [get_disposable_virtual_card] | Orig: Please tell me how disposable virtual cards work? -> Aug: Please explain the functionality of disposable virtual cards.
GEN | [card_payment_wrong_exchange_rate] | Orig: The currency exchange rate was wrong for a purchase I made. -> Aug: The incorrect exchange rate was applied to a recent transaction.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I made a deposit and the balance hasn't been updated. -> Aug: I deposited some cash and my account balance still shows the old amount.
GEN | [exchange_via_app] | Orig: Where can i exchange between GBP and USD -> Aug: How can I make an exchange between British Pounds and US Dollars through the app?
GEN | [why_verify_identity] | Orig: Why does it matter that I prove my identity? -> Aug: What's the purpose of verifying my identity?
GEN | [getting_spare_card] | Orig: How do I obtain a second card? -> Aug: Can you please tell me how to get a spare card?
GEN | [getting_spare_card] | Orig: How do i request more physical cards? -> Aug: How can I obtain additional physical debit/credit cards?
GEN | [beneficiary_not_allowed] | Orig: i tried to do a transfer to an account but it didn't work -> Aug: I attempted to initiate a transaction to a specific account, but it was unsuccessful.
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I be fined for topping up by transfer? -> Aug: Will I incur a charge for topping up my account via bank transfer?
GEN | [pending_transfer] | Orig: I have a trasnger that is pending and wondered about it. -> Aug: I have a transfer that's currently pending and I'd like some information about it.
GEN | [top_up_reverted] | Orig: Please explain why the funds I added were returned to my account. -> Aug: Please clarify the reason behind the reversal of the recent top-up transaction.
GEN | [reverted_card_payment?] | Orig: How come I can't find my payment? -> Aug: Why isn't my payment showing up?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why is the exchange rate different than expected on my transaction? -> Aug: The exchange rate used for my cash withdrawal seems to be incorrect.
GEN | [verify_top_up] | Orig: What's up with verifying top-ups? -> Aug: What's going on with confirming top-up transactions?
GEN | [top_up_failed] | Orig: I'm not sure if my pop-up went through. -> Aug: I'm unsure if my top-up was successfully processed.
GEN | [cancel_transfer] | Orig: I submitted a transaction but it was for the incorrect account. -> Aug: I mistakenly initiated a transfer to the wrong account.
GEN | [country_support] | Orig: Which countries do you currently support? -> Aug: We currently offer services in which nations?
GEN | [edit_personal_details] | Orig: I need to update my address. -> Aug: I'd like to modify my personal information to reflect a new address.
GEN | [balance_not_updated_after_bank_transfer] | Orig: My transfer into my account isn't showing up. -> Aug: The funds I transferred into my account haven't been reflected in my balance.
GEN | [beneficiary_not_allowed] | Orig: the transfer to an account wasn't allowed is there any other way for me to do it -> Aug: The transfer to a designated recipient was not permitted; is there an alternative method I can use to complete the transaction?
GEN | [declined_card_payment] | Orig: Could you please tell me why my card payment didn't work? -> Aug: Can you help me understand why my card payment was declined?
GEN | [top_up_failed] | Orig: is there a way to fix my top up -> Aug: can you help me resolve the issue with my top-up attempt?
GEN | [country_support] | Orig: What countries do you operate in? -> Aug: In which regions or nations does your bank provide its services?
GEN | [card_linking] | Orig: Now that I have my card, how do I connect it to the app? -> Aug: Once I have my card, how do I link it to the app?
GEN | [direct_debit_payment_not_recognised] | Orig: I don't know where this debit transaction on my statement came from. -> Aug: I'm confused about the direct debit payment on my statement, as I didn't authorise it.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I noticed my exchange rate was incorrect when I got cash. -> Aug: I was surprised to find that the exchange rate was off when I withdrew cash.
GEN | [card_arrival] | Orig: I know I'm getting a new card but would like know when I can expect to receive it. -> Aug: I'm expecting a new card and would appreciate an update on when it will arrive.
GEN | [order_physical_card] | Orig: Do physical cards cost money? -> Aug: Are physical cards a fee-based service?
GEN | [compromised_card] | Orig: I think someone stole my card number and brought stuff in different places that I have never been to. I need to suspend any further purchase on my credit card. -> Aug: I believe my credit card information has been compromised, and I'm concerned that unauthorized transactions have been made at locations I've never visited. I'd like to prevent any further transactions on my credit card account.
GEN | [verify_my_identity] | Orig: What do I need to do to perform identity checks? -> Aug: To confirm your identity, what steps can I take to verify your information?
GEN | [why_verify_identity] | Orig: Can I already use my account although the identity verification has not passed yet? -> Aug: Can I access my account before the identity verification process is completed?
GEN | [direct_debit_payment_not_recognised] | Orig: I just found a payment from a while back in my account that I didn't make.  Can I still dispute it even though it was a couple of months ago? -> Aug: I recently noticed an old payment in my account that I didn't initiate. Can I still contest it, even though it's been a while since it was made?
GEN | [direct_debit_payment_not_recognised] | Orig: Please help my find out why there is an odd direct debit in my records. -> Aug: We're happy to assist you in investigating the unusual direct debit payment that appears in your account records.
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: Why did my money disappear when I topped up?? | Augmented: Why did my funds revert when I made a top-up attempt??
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: What is the reason a transfer shows as pending? | Augmented: Why is the transfer status still showing as pending?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: I received an extra charge for using the card. Why? | Augmented: I was unexpectedly billed for the card payment processing fee. Can you explain why?
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: Do you have any age limit? | Augmented: Is there a maximum age requirement for our services?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: While the wording has changed, the core intent of seeking information about how disposable virtual cards function remains the same. | Original: Please tell me how disposable virtual cards work? | Augmented: Please explain the functionality of disposable virtual cards.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: The currency exchange rate was wrong for a purchase I made. | Augmented: The incorrect exchange rate was applied to a recent transaction.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: I made a deposit and the balance hasn't been updated. | Augmented: I deposited some cash and my account balance still shows the old amount.
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: Where can i exchange between GBP and USD | Augmented: How can I make an exchange between British Pounds and US Dollars through the app?
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: Why does it matter that I prove my identity? | Augmented: What's the purpose of verifying my identity?
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: How do I obtain a second card? | Augmented: Can you please tell me how to get a spare card?
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: How do i request more physical cards? | Augmented: How can I obtain additional physical debit/credit cards?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: i tried to do a transfer to an account but it didn't work | Augmented: I attempted to initiate a transaction to a specific account, but it was unsuccessful.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: ... | Original: Will I be fined for topping up by transfer? | Augmented: Will I incur a charge for topping up my account via bank transfer?
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: I have a trasnger that is pending and wondered about it. | Augmented: I have a transfer that's currently pending and I'd like some information about it.
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: Please explain why the funds I added were returned to my account. | Augmented: Please clarify the reason behind the reversal of the recent top-up transaction.
VAL | [reverted_card_payment?] | ACCEPT | Reason: Both texts are essentially asking why a payment has not been recorded or recognized by the system. | Original: How come I can't find my payment? | Augmented: Why isn't my payment showing up?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why is the exchange rate different than expected on my transaction? | Augmented: The exchange rate used for my cash withdrawal seems to be incorrect.
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: What's up with verifying top-ups? | Augmented: What's going on with confirming top-up transactions?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I'm not sure if my pop-up went through. | Augmented: I'm unsure if my top-up was successfully processed.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I submitted a transaction but it was for the incorrect account. | Augmented: I mistakenly initiated a transfer to the wrong account.
VAL | [country_support] | ACCEPT | Reason: ... | Original: Which countries do you currently support? | Augmented: We currently offer services in which nations?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: I need to update my address. | Augmented: I'd like to modify my personal information to reflect a new address.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: My transfer into my account isn't showing up. | Augmented: The funds I transferred into my account haven't been reflected in my balance.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: the transfer to an account wasn't allowed is there any other way for me to do it | Augmented: The transfer to a designated recipient was not permitted; is there an alternative method I can use to complete the transaction?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: Could you please tell me why my card payment didn't work? | Augmented: Can you help me understand why my card payment was declined?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: is there a way to fix my top up | Augmented: can you help me resolve the issue with my top-up attempt?
VAL | [country_support] | ACCEPT | Reason: The augmented text preserves the same banking intent of understanding where the bank operates. It is not contradictory to the original intent and is specific enough to belong to the target intent of country support. | Original: What countries do you operate in? | Augmented: In which regions or nations does your bank provide its services?
VAL | [card_linking] | ACCEPT | Reason: ... | Original: Now that I have my card, how do I connect it to the app? | Augmented: Once I have my card, how do I link it to the app?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I don't know where this debit transaction on my statement came from. | Augmented: I'm confused about the direct debit payment on my statement, as I didn't authorise it.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: ... | Original: I noticed my exchange rate was incorrect when I got cash. | Augmented: I was surprised to find that the exchange rate was off when I withdrew cash.
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: I know I'm getting a new card but would like know when I can expect to receive it. | Augmented: I'm expecting a new card and would appreciate an update on when it will arrive.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Do physical cards cost money? | Augmented: Are physical cards a fee-based service?
