GEN | [beneficiary_not_allowed] | Orig: I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages. -> Aug: I've been attempting to transfer funds to my mother, but I keep encountering error messages despite multiple attempts.
GEN | [declined_cash_withdrawal] | Orig: My ATM transaction was cancelled. -> Aug: My cash withdrawal attempt was declined.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Help me find the transfer that I did. -> Aug: Can you assist me in locating the recent transfer I made?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: where is my money from this morning -> Aug: why hasn't my account balance been updated after the deposit I made this morning?
GEN | [top_up_failed] | Orig: Fix my top up -> Aug: Complete my top-up transaction
GEN | [pending_top_up] | Orig: I can't find the money I just added to my account. -> Aug: I'm having trouble locating the funds I recently deposited into my account.
GEN | [card_delivery_estimate] | Orig: Send me my card now! ASAP -> Aug: Can you expedite the delivery of my card as soon as possible?
GEN | [pending_cash_withdrawal] | Orig: Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash. -> Aug: Please cancel the pending cash withdrawal from my card as it was declined earlier today and I did not receive the cash.
GEN | [verify_my_identity] | Orig: Let me know what the steps for the identity checks are -> Aug: Can you walk me through the process of verifying my identity?
GEN | [lost_or_stolen_card] | Orig: I lost my card n need a new one. -> Aug: I misplaced my card and require a replacement.
GEN | [transfer_not_received_by_recipient] | Orig: How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately. -> Aug: Why haven't my friend received the transfer I sent her? Is there a way to expedite the transfer process, as she's in urgent need of the funds?
GEN | [top_up_reverted] | Orig: For some reason, the money I added was returned. -> Aug: The funds I attempted to deposit were reversed.
GEN | [contactless_not_working] | Orig: how many days processing new card? -> Aug: what's the estimated timeframe for processing new contactless payment cards?
GEN | [fiat_currency_support] | Orig: Do you deal with EUR? -> Aug: Are you able to assist with transactions involving the Euro currency?
GEN | [pending_cash_withdrawal] | Orig: There is a withdrawal waiting. -> Aug: A pending cash withdrawal is currently being processed.
GEN | [fiat_currency_support] | Orig: What types of foreign money can be used with this service.? -> Aug: What currencies are accepted for international transactions with this service?
GEN | [atm_support] | Orig: Will any ATM's decline my card? -> Aug: Will all ATMs reject my card?
GEN | [fiat_currency_support] | Orig: What kind of money can I hold? -> Aug: What types of fiat currencies can I store in my account?
GEN | [pending_cash_withdrawal] | Orig: Do you know when the withdrawal will show? -> Aug: When can I expect the pending cash withdrawal to be processed?
GEN | [cancel_transfer] | Orig: I used the wrong account number! -> Aug: I mistakenly entered an incorrect account number.
GEN | [lost_or_stolen_card] | Orig: I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this? -> Aug: I'm concerned that I may have misplaced my card at a restaurant, but the staff denies having it, and I'm now unsure of its whereabouts. I'm worried that it might be in the wrong hands and being used for fraudulent activities. Can you help me investigate this situation?
GEN | [contactless_not_working] | Orig: Any charges applicable for new card? -> Aug: Are there any fees associated with a new card?
GEN | [verify_source_of_funds] | Orig: where are the transfers originating -> Aug: what is the source of the funds being transferred
GEN | [cash_withdrawal_not_recognised] | Orig: A WD was just made on my account, but it was not me and I still have my card.  What to do? -> Aug: A withdrawal was processed on my account, but I didn't initiate it and I still have my card in my possession. What should I do?
GEN | [cancel_transfer] | Orig: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? -> Aug: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Could you please correct the transfer to the correct account?
GEN | [declined_cash_withdrawal] | Orig: Why did the ATM cancel my transaction -> Aug: Why was my cash withdrawal declined at the ATM?
GEN | [declined_cash_withdrawal] | Orig: Why can I not take out cash? -> Aug: Why was my cash withdrawal request denied?
GEN | [beneficiary_not_allowed] | Orig: I need to transfer to my account and cant. -> Aug: I'm trying to transfer funds to my account, but it's not possible.
GEN | [card_arrival] | Orig: Is there a way I can get my card expedited? -> Aug: Can I request priority shipping for my card delivery?
GEN | [pending_transfer] | Orig: i put in money for vacation and its not showing. i need that money today, how long will it take -> Aug: I initiated a transfer for my vacation fund, but it's still pending. Can you please let me know when I can expect the funds to be available?
GEN | [direct_debit_payment_not_recognised] | Orig: I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. -> Aug: I've checked my account activity, but I'm puzzled by a payment that doesn't seem to match any transactions I've made. Can you help me investigate and reverse this unauthorized payment?
GEN | [fiat_currency_support] | Orig: Do you have support for flat currencies? -> Aug: Are you looking for assistance with fiat currencies?
GEN | [failed_transfer] | Orig: My card couldn't complete a transfer, why? -> Aug: The transfer I initiated with my card was unsuccessful, what happened?
GEN | [declined_card_payment] | Orig: I was so embarrassed. Why didn't my payment clear? -> Aug: I'm really disappointed. My payment was declined, and I'm not sure why.
GEN | [card_payment_fee_charged] | Orig: Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances. -> Aug: I'm a new customer and I was wondering if there are any extra charges or fees I should know about. I noticed something about fee-free transactions in the app, but I'm not entirely sure what it means.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages. | Augmented: I've been attempting to transfer funds to my mother, but I keep encountering error messages despite multiple attempts.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: My ATM transaction was cancelled. | Augmented: My cash withdrawal attempt was declined.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Help me find the transfer that I did. | Augmented: Can you assist me in locating the recent transfer I made?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: where is my money from this morning | Augmented: why hasn't my account balance been updated after the deposit I made this morning?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: Fix my top up | Augmented: Complete my top-up transaction
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: I can't find the money I just added to my account. | Augmented: I'm having trouble locating the funds I recently deposited into my account.
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: Send me my card now! ASAP | Augmented: Can you expedite the delivery of my card as soon as possible?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash. | Augmented: Please cancel the pending cash withdrawal from my card as it was declined earlier today and I did not receive the cash.
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: Let me know what the steps for the identity checks are | Augmented: Can you walk me through the process of verifying my identity?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: I lost my card n need a new one. | Augmented: I misplaced my card and require a replacement.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately. | Augmented: Why haven't my friend received the transfer I sent her? Is there a way to expedite the transfer process, as she's in urgent need of the funds?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: For some reason, the money I added was returned. | Augmented: The funds I attempted to deposit were reversed.
VAL | [contactless_not_working] | ACCEPT | Reason: N/A | Original: how many days processing new card? | Augmented: what's the estimated timeframe for processing new contactless payment cards?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Do you deal with EUR? | Augmented: Are you able to assist with transactions involving the Euro currency?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: There is a withdrawal waiting. | Augmented: A pending cash withdrawal is currently being processed.
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: What types of foreign money can be used with this service.? | Augmented: What currencies are accepted for international transactions with this service?
VAL | [atm_support] | ACCEPT | Reason: N/A | Original: Will any ATM's decline my card? | Augmented: Will all ATMs reject my card?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: What kind of money can I hold? | Augmented: What types of fiat currencies can I store in my account?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: Do you know when the withdrawal will show? | Augmented: When can I expect the pending cash withdrawal to be processed?
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I used the wrong account number! | Augmented: I mistakenly entered an incorrect account number.
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this? | Augmented: I'm concerned that I may have misplaced my card at a restaurant, but the staff denies having it, and I'm now unsure of its whereabouts. I'm worried that it might be in the wrong hands and being used for fraudulent activities. Can you help me investigate this situation?
VAL | [contactless_not_working] | REVIEW | Reason: N/A | Original: Any charges applicable for new card? | Augmented: Are there any fees associated with a new card?
VAL | [verify_source_of_funds] | ACCEPT | Reason: ... | Original: where are the transfers originating | Augmented: what is the source of the funds being transferred
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: A WD was just made on my account, but it was not me and I still have my card.  What to do? | Augmented: A withdrawal was processed on my account, but I didn't initiate it and I still have my card in my possession. What should I do?
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? | Augmented: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Could you please correct the transfer to the correct account?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why did the ATM cancel my transaction | Augmented: Why was my cash withdrawal declined at the ATM?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why can I not take out cash? | Augmented: Why was my cash withdrawal request denied?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I need to transfer to my account and cant. | Augmented: I'm trying to transfer funds to my account, but it's not possible.
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: Is there a way I can get my card expedited? | Augmented: Can I request priority shipping for my card delivery?
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: i put in money for vacation and its not showing. i need that money today, how long will it take | Augmented: I initiated a transfer for my vacation fund, but it's still pending. Can you please let me know when I can expect the funds to be available?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. | Augmented: I've checked my account activity, but I'm puzzled by a payment that doesn't seem to match any transactions I've made. Can you help me investigate and reverse this unauthorized payment?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Do you have support for flat currencies? | Augmented: Are you looking for assistance with fiat currencies?
