GEN | [fiat_currency_support] | Orig: Are there limitations to what currency I can hold? -> Aug: What types of fiat currencies are available for holding in my account?
GEN | [fiat_currency_support] | Orig: Does my account have the option to hold multiple currencies? -> Aug: Can I hold multiple types of fiat currencies in my account?
GEN | [fiat_currency_support] | Orig: Can I hold more than one currency? -> Aug: Can I maintain multiple fiat currency accounts?
GEN | [edit_personal_details] | Orig: details need to be modified -> Aug: information needs to be updated
GEN | [exchange_via_app] | Orig: Can this convert money? -> Aug: Can I make an exchange using the app?
GEN | [transfer_fee_charged] | Orig: I don't appreciate the extra fees being siphoned from my account. I was helping some friends move to Japan and we were buying home decorations at the local stores. The  receipts differed greatly from what showed up in my bank account and my statement. When can I expect the extra fees to be back in my account? -> Aug: I'm unhappy about the unexpected charges deducted from my account. I was assisting friends with their relocation to Japan and we made some purchases at local stores. The receipts didn't match the amounts reflected in my bank statement. Can you tell me when I can expect the extra fees to be credited back to my account?
GEN | [card_acceptance] | Orig: Is there anywhere I can't use my card? -> Aug: Are there any specific places or situations where my card won't be accepted?
GEN | [card_acceptance] | Orig: What are the limits to where my card will be accepted? -> Aug: What areas or locations can I use my card for transactions?
GEN | [card_payment_fee_charged] | Orig: Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before. -> Aug: Could you inform me when you deduct extra charges for transactions? I recently checked the app and noticed an unexpected fee on one of the payments, which I wasn't aware of beforehand.
GEN | [terminate_account] | Orig: do i have to talk to someone to close an account or can i in the app -> Aug: Can I close my account through the app or do I need to speak with a representative to terminate it?
GEN | [card_swallowed] | Orig: What should I do with my stuck ATM? -> Aug: What should I do about my jammed ATM card?
GEN | [atm_support] | Orig: Can I use my card to withdraw from my account? -> Aug: Can I make a withdrawal from my account using my card?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can I withdraw money in my hometown currency while on holiday without any additional fees? -> Aug: Can I get the correct exchange rate for a cash withdrawal in my local currency while I'm traveling, or will I be charged an incorrect rate and incur extra fees?
GEN | [card_payment_wrong_exchange_rate] | Orig: What is your exchange rate between UK pounds and Russian rubles for my last transaction -> Aug: What is the exchange rate used for converting UK pounds to Russian rubles in my recent transaction?
GEN | [top_up_by_card_charge] | Orig: If I were to use a European bank card for a top up, will I incur a charge? -> Aug: If I were to make a top-up payment using a European bank card, would I be charged a fee?
GEN | [card_acceptance] | Orig: Can I pay online with my card? -> Aug: Is it possible to make an online payment using my credit/debit card?
GEN | [exchange_charge] | Orig: Do you offer a discount for those who perform frequent currency exchanges? -> Aug: Are there any special deals or promotions available for customers who regularly exchange currencies?
GEN | [exchange_charge] | Orig: Would you be able to offer me a discount, since I need to exchange currencies frequently? -> Aug: Could you provide a discount for me, as I regularly need to exchange currencies?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees. -> Aug: I'm planning a trip abroad and I'd like to withdraw some cash from a local ATM, but I'm concerned that I'll be hit with an unfavorable exchange rate, which might result in an unexpected fee.
GEN | [cash_withdrawal_charge] | Orig: Is there a charge for getting cash? -> Aug: Are there any fees associated with withdrawing cash?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I can still see money in my account after making a payment -> Aug: I can see the funds in my account, but the balance hasn't been updated after I made a transfer.
GEN | [pending_cash_withdrawal] | Orig: Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged? -> Aug: I'm experiencing a pending cash withdrawal issue, as the ATM was malfunctioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
GEN | [supported_cards_and_currencies] | Orig: why don't you accept american express for adding money to my account -> Aug: Why can't I use my American Express card to fund my account?
GEN | [disposable_card_limits] | Orig: Show me the amount of transactions I can do with a disposable card. -> Aug: What are the transaction limits for a disposable card?
GEN | [top_up_by_cash_or_cheque] | Orig: Who do I make a check out to if I want to top off my account? -> Aug: What is the payee's name if I wish to replenish my account balance using a check?
GEN | [top_up_by_card_charge] | Orig: I topped off my card is that something you will charge me for? -> Aug: I'm wondering if there's a fee associated with adding funds to my card?
GEN | [request_refund] | Orig: It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere! -> Aug: I've been waiting for over a month and my order still hasn't arrived. I'm extremely frustrated, as it's a simple pencil I ordered. I've had enough of this company's poor service, and I demand a refund right away. I'll take my business elsewhere and find a reliable supplier for my Japanese exclusive pencil needs.
GEN | [lost_or_stolen_phone] | Orig: I don't have my cell phone with me so I cannot access the system to complete the transaction. -> Aug: I'm currently without my mobile device, which is preventing me from accessing the system to finalize the transaction.
GEN | [pending_cash_withdrawal] | Orig: I have a withdrawal waiting to go through. -> Aug: A pending cash withdrawal is awaiting processing.
GEN | [cash_withdrawal_not_recognised] | Orig: Some cash shows up on my app. -> Aug: There's an unexpected cash withdrawal showing up on my account.
GEN | [extra_charge_on_statement] | Orig: What is the dollar that I have pending on my statement there? -> Aug: What is the additional charge that I see on my statement?
GEN | [card_swallowed] | Orig: The ATM at Metro bank on High St. Kensington didn't return my card, and the bank is now closed. How do I get back a card swallowed by an ATM? -> Aug: The ATM at Metro bank on High St. Kensington failed to dispense my card, and the bank is currently closed. How do I retrieve a card that was swallowed by an ATM machine?
GEN | [card_acceptance] | Orig: Are there limits as to where my card will be accepted? -> Aug: Can I use my card at any location, or are there specific places where it won't be accepted?
GEN | [fiat_currency_support] | Orig: Can you tell me how many currencies I can hold? -> Aug: What types of fiat currencies are available for me to hold in my account?
GEN | [verify_source_of_funds] | Orig: who can put money in my account? -> Aug: What is the origin of the funds you'd like to deposit into your account?
GEN | [request_refund] | Orig: I bought a product a week ago, but may need to return it. -> Aug: I recently purchased a product, but I'm considering returning it.
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Are there limitations to what currency I can hold? | Augmented: What types of fiat currencies are available for holding in my account?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Does my account have the option to hold multiple currencies? | Augmented: Can I hold multiple types of fiat currencies in my account?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Can I hold more than one currency? | Augmented: Can I maintain multiple fiat currency accounts?
VAL | [edit_personal_details] | ACCEPT | Reason: Both phrases indicate a need to change or correct personal information in a banking context. | Original: details need to be modified | Augmented: information needs to be updated
VAL | [exchange_via_app] | ACCEPT | Reason: N/A | Original: Can this convert money? | Augmented: Can I make an exchange using the app?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I don't appreciate the extra fees being siphoned from my account. I was helping some friends move to Japan and we were buying home decorations at the local stores. The  receipts differed greatly from what showed up in my bank account and my statement. When can I expect the extra fees to be back in my account? | Augmented: I'm unhappy about the unexpected charges deducted from my account. I was assisting friends with their relocation to Japan and we made some purchases at local stores. The receipts didn't match the amounts reflected in my bank statement. Can you tell me when I can expect the extra fees to be credited back to my account?
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Is there anywhere I can't use my card? | Augmented: Are there any specific places or situations where my card won't be accepted?
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: What are the limits to where my card will be accepted? | Augmented: What areas or locations can I use my card for transactions?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before. | Augmented: Could you inform me when you deduct extra charges for transactions? I recently checked the app and noticed an unexpected fee on one of the payments, which I wasn't aware of beforehand.
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: do i have to talk to someone to close an account or can i in the app | Augmented: Can I close my account through the app or do I need to speak with a representative to terminate it?
VAL | [card_swallowed] | ACCEPT | Reason: Both texts refer to the same issue of an ATM card being stuck in the machine, which aligns with the 'card_swallowed' intent. | Original: What should I do with my stuck ATM? | Augmented: What should I do about my jammed ATM card?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: Can I use my card to withdraw from my account? | Augmented: Can I make a withdrawal from my account using my card?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: Can I withdraw money in my hometown currency while on holiday without any additional fees? | Augmented: Can I get the correct exchange rate for a cash withdrawal in my local currency while I'm traveling, or will I be charged an incorrect rate and incur extra fees?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: What is your exchange rate between UK pounds and Russian rubles for my last transaction | Augmented: What is the exchange rate used for converting UK pounds to Russian rubles in my recent transaction?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: ... | Original: If I were to use a European bank card for a top up, will I incur a charge? | Augmented: If I were to make a top-up payment using a European bank card, would I be charged a fee?
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Can I pay online with my card? | Augmented: Is it possible to make an online payment using my credit/debit card?
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: Do you offer a discount for those who perform frequent currency exchanges? | Augmented: Are there any special deals or promotions available for customers who regularly exchange currencies?
VAL | [exchange_charge] | ACCEPT | Reason: ... | Original: Would you be able to offer me a discount, since I need to exchange currencies frequently? | Augmented: Could you provide a discount for me, as I regularly need to exchange currencies?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees. | Augmented: I'm planning a trip abroad and I'd like to withdraw some cash from a local ATM, but I'm concerned that I'll be hit with an unfavorable exchange rate, which might result in an unexpected fee.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Is there a charge for getting cash? | Augmented: Are there any fees associated with withdrawing cash?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: The augmented text preserves the same banking intent by indicating that the user can see the funds but the balance is not being updated, which matches the original intent. | Original: I can still see money in my account after making a payment | Augmented: I can see the funds in my account, but the balance hasn't been updated after I made a transfer.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged? | Augmented: I'm experiencing a pending cash withdrawal issue, as the ATM was malfunctioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: The augmented text maintains the core question about the acceptance of a specific card for funding an account, which is consistent with the target intent. | Original: why don't you accept american express for adding money to my account | Augmented: Why can't I use my American Express card to fund my account?
VAL | [disposable_card_limits] | ACCEPT | Reason: Both texts are asking about the transaction limits for a disposable card, which aligns with the target intent of 'disposable_card_limits'. There is no contradiction or ambiguity introduced, and the text is specific to the target intent. | Original: Show me the amount of transactions I can do with a disposable card. | Augmented: What are the transaction limits for a disposable card?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: Who do I make a check out to if I want to top off my account? | Augmented: What is the payee's name if I wish to replenish my account balance using a check?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: I topped off my card is that something you will charge me for? | Augmented: I'm wondering if there's a fee associated with adding funds to my card?
VAL | [request_refund] | ACCEPT | Reason: ... | Original: It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere! | Augmented: I've been waiting for over a month and my order still hasn't arrived. I'm extremely frustrated, as it's a simple pencil I ordered. I've had enough of this company's poor service, and I demand a refund right away. I'll take my business elsewhere and find a reliable supplier for my Japanese exclusive pencil needs.
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I don't have my cell phone with me so I cannot access the system to complete the transaction. | Augmented: I'm currently without my mobile device, which is preventing me from accessing the system to finalize the transaction.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I have a withdrawal waiting to go through. | Augmented: A pending cash withdrawal is awaiting processing.
