GEN | [card_payment_fee_charged] | Orig: There was a charge applied when I used my card. -> Aug: A fee was deducted from my account when I made a payment using my card.
GEN | [automatic_top_up] | Orig: I going to be traveling, can I set up auto top-up if I run low on money? -> Aug: I'm planning a trip and would like to know if I can set up an automatic top-up feature to ensure my account remains funded in case I need it.
GEN | [verify_source_of_funds] | Orig: How do I find out where my funds came from? -> Aug: Can you please confirm the origin of the funds in your account?
GEN | [top_up_limits] | Orig: What is the most I can top-up? -> Aug: How much can I increase my limits?
GEN | [direct_debit_payment_not_recognised] | Orig: I need to cancel a transaction on my debit card. -> Aug: I'm trying to stop a direct debit payment that was made from my account.
GEN | [extra_charge_on_statement] | Orig: Is the 1 pound charge going to be reimbursed on my card? -> Aug: Will the extra charge that appears on my statement be credited back to my card?
GEN | [getting_spare_card] | Orig: How much does it cost for additional cards? -> Aug: What is the fee for ordering a spare card?
GEN | [terminate_account] | Orig: make my account go away -> Aug: close my account
GEN | [top_up_by_bank_transfer_charge] | Orig: How much does it cost to make transfers? -> Aug: What are the charges for bank transfers?
GEN | [declined_card_payment] | Orig: I was wondering why my card was declined -> Aug: I'm curious about the reason my payment was rejected
GEN | [pin_blocked] | Orig: I have used all of my PIN tries. What should I do now? -> Aug: I've exhausted my PIN attempts. What's the next step I should take?
GEN | [card_not_working] | Orig: My card hasn't been working for even small transactions today. -> Aug: My credit card has been malfunctioning for tiny purchases all day.
GEN | [wrong_amount_of_cash_received] | Orig: The ATM didn't give me enough money! I asked for more than it gave. What do I do? -> Aug: The ATM dispensed less cash than I requested. I was expecting a larger amount, but it only gave me a smaller one. What should I do now?
GEN | [country_support] | Orig: Which countries do you operate in -> Aug: What regions or nations do you provide services in?
GEN | [transfer_into_account] | Orig: I need to transfer money into my account, and I don't know how to do that. -> Aug: I'd like to deposit funds into my account, but I'm not sure what the process entails.
GEN | [card_payment_not_recognised] | Orig: There is an unauthorized payment in my statement. -> Aug: We've detected an unrecognised payment on your statement.
GEN | [cash_withdrawal_charge] | Orig: Why did I get a fee for getting cash? -> Aug: Why was I charged a fee for withdrawing cash?
GEN | [transfer_into_account] | Orig: I need to add money to my account. Can I do so via bank transfer? -> Aug: I'd like to deposit funds into my account. Is it possible to do so through a bank transfer?
GEN | [declined_cash_withdrawal] | Orig: I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get anything out. Is there a problem with my card? It's the first time I tried using it. -> Aug: I attempted to withdraw cash from the Notting Hill ATM, but unfortunately, the transaction was unsuccessful. Could there be an issue with my card? This is my first time using it.
GEN | [beneficiary_not_allowed] | Orig: I was trying to purchase some crypto and the app won't allow me to do it. What's the deal with this? I really wanted to complete the exchange. -> Aug: I'm attempting to make a cryptocurrency purchase, but the app is preventing me from doing so. Can you explain why this is happening? I'm eager to finalize the transaction.
GEN | [declined_transfer] | Orig: I didn't see any reason why my transfer was declined. What gives? -> Aug: I'm puzzled as to why my transfer was rejected. Can you shed some light on the situation?
GEN | [cancel_transfer] | Orig: I need to cancel my recent transfer as soon as possible. I made an error there. Please help before it goes through. -> Aug: I'd like to cancel the transfer I initiated recently due to an error. Can you assist me in stopping the transaction before it's processed?
GEN | [card_swallowed] | Orig: The ATM did not give me my card back? -> Aug: The ATM swallowed my card.
GEN | [pin_blocked] | Orig: What should I do if I have used all of my PIN tries? -> Aug: What should I do if I've exhausted all my PIN attempts?
GEN | [transfer_timing] | Orig: What is the estimated wait time on a US transfer into my account? -> Aug: How long does it typically take to process a US transfer into my account?
GEN | [disposable_card_limits] | Orig: Where can I use a disposable card? -> Aug: What are the acceptable locations for using a disposable card?
GEN | [extra_charge_on_statement] | Orig: I was charged an extra pound. -> Aug: I was unexpectedly billed an additional amount.
GEN | [unable_to_verify_identity] | Orig: The app won't identify me. -> Aug: We're having trouble verifying your identity through our app.
GEN | [wrong_amount_of_cash_received] | Orig: I got $20 when I should've gotten $100 -> Aug: I received a smaller amount of cash, specifically $20, when I was expecting $100.
GEN | [request_refund] | Orig: I want a refund on this. -> Aug: I'm requesting a refund for this.
GEN | [pin_blocked] | Orig: I entered the pin incorrectly too many times and now it is blocked. Can you help? -> Aug: I've entered my PIN incorrectly multiple times and it's been locked. Can you assist me in resolving this issue?
GEN | [top_up_by_cash_or_cheque] | Orig: I would like to use cash to make a top-up? -> Aug: I'd like to make a top-up using cash.
GEN | [get_disposable_virtual_card] | Orig: How does a disposable virtual card work? -> Aug: What is the process of obtaining a temporary virtual credit card?
GEN | [cash_withdrawal_not_recognised] | Orig: Can you tell me what the cash withdrawal is in my statement? -> Aug: Could you please clarify the cash withdrawal transaction listed on my statement?
GEN | [declined_cash_withdrawal] | Orig: Is there something wrong with my ATM Card?  Tried using it earlier and it did not work. -> Aug: Why did my ATM card fail to dispense cash when I tried to withdraw some money earlier?
GEN | [unable_to_verify_identity] | Orig: I am having some difficulty verifying my id. -> Aug: We're having trouble confirming your identity.
GEN | [edit_personal_details] | Orig: Where do I go to edit my personal details on my account? -> Aug: How can I access the section to modify my personal information associated with my account?
GEN | [fiat_currency_support] | Orig: Do you allow exchanges of EUR? -> Aug: Can you exchange EUR for another fiat currency?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: There was a charge applied when I used my card. | Augmented: A fee was deducted from my account when I made a payment using my card.
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: I going to be traveling, can I set up auto top-up if I run low on money? | Augmented: I'm planning a trip and would like to know if I can set up an automatic top-up feature to ensure my account remains funded in case I need it.
VAL | [verify_source_of_funds] | ACCEPT | Reason: ... | Original: How do I find out where my funds came from? | Augmented: Can you please confirm the origin of the funds in your account?
VAL | [top_up_limits] | ACCEPT | Reason: ... | Original: What is the most I can top-up? | Augmented: How much can I increase my limits?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I need to cancel a transaction on my debit card. | Augmented: I'm trying to stop a direct debit payment that was made from my account.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: Is the 1 pound charge going to be reimbursed on my card? | Augmented: Will the extra charge that appears on my statement be credited back to my card?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: How much does it cost for additional cards? | Augmented: What is the fee for ordering a spare card?
VAL | [terminate_account] | ACCEPT | Reason: N/A | Original: make my account go away | Augmented: close my account
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: How much does it cost to make transfers? | Augmented: What are the charges for bank transfers?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I was wondering why my card was declined | Augmented: I'm curious about the reason my payment was rejected
VAL | [pin_blocked] | ACCEPT | Reason: ... | Original: I have used all of my PIN tries. What should I do now? | Augmented: I've exhausted my PIN attempts. What's the next step I should take?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: My card hasn't been working for even small transactions today. | Augmented: My credit card has been malfunctioning for tiny purchases all day.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: The ATM didn't give me enough money! I asked for more than it gave. What do I do? | Augmented: The ATM dispensed less cash than I requested. I was expecting a larger amount, but it only gave me a smaller one. What should I do now?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Which countries do you operate in | Augmented: What regions or nations do you provide services in?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: I need to transfer money into my account, and I don't know how to do that. | Augmented: I'd like to deposit funds into my account, but I'm not sure what the process entails.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: There is an unauthorized payment in my statement. | Augmented: We've detected an unrecognised payment on your statement.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: Both texts are asking about a fee related to a cash withdrawal transaction. | Original: Why did I get a fee for getting cash? | Augmented: Why was I charged a fee for withdrawing cash?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: I need to add money to my account. Can I do so via bank transfer? | Augmented: I'd like to deposit funds into my account. Is it possible to do so through a bank transfer?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get anything out. Is there a problem with my card? It's the first time I tried using it. | Augmented: I attempted to withdraw cash from the Notting Hill ATM, but unfortunately, the transaction was unsuccessful. Could there be an issue with my card? This is my first time using it.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I was trying to purchase some crypto and the app won't allow me to do it. What's the deal with this? I really wanted to complete the exchange. | Augmented: I'm attempting to make a cryptocurrency purchase, but the app is preventing me from doing so. Can you explain why this is happening? I'm eager to finalize the transaction.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: I didn't see any reason why my transfer was declined. What gives? | Augmented: I'm puzzled as to why my transfer was rejected. Can you shed some light on the situation?
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: I need to cancel my recent transfer as soon as possible. I made an error there. Please help before it goes through. | Augmented: I'd like to cancel the transfer I initiated recently due to an error. Can you assist me in stopping the transaction before it's processed?
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: The ATM did not give me my card back? | Augmented: The ATM swallowed my card.
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: What should I do if I have used all of my PIN tries? | Augmented: What should I do if I've exhausted all my PIN attempts?
VAL | [transfer_timing] | ACCEPT | Reason: N/A | Original: What is the estimated wait time on a US transfer into my account? | Augmented: How long does it typically take to process a US transfer into my account?
VAL | [disposable_card_limits] | ACCEPT | Reason: ... | Original: Where can I use a disposable card? | Augmented: What are the acceptable locations for using a disposable card?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: I was charged an extra pound. | Augmented: I was unexpectedly billed an additional amount.
VAL | [unable_to_verify_identity] | ACCEPT | Reason: ... | Original: The app won't identify me. | Augmented: We're having trouble verifying your identity through our app.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: I got $20 when I should've gotten $100 | Augmented: I received a smaller amount of cash, specifically $20, when I was expecting $100.
VAL | [request_refund] | ACCEPT | Reason: ... | Original: I want a refund on this. | Augmented: I'm requesting a refund for this.
VAL | [pin_blocked] | ACCEPT | Reason: ... | Original: I entered the pin incorrectly too many times and now it is blocked. Can you help? | Augmented: I've entered my PIN incorrectly multiple times and it's been locked. Can you assist me in resolving this issue?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: I would like to use cash to make a top-up? | Augmented: I'd like to make a top-up using cash.
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: N/A | Original: How does a disposable virtual card work? | Augmented: What is the process of obtaining a temporary virtual credit card?
