GEN | [getting_spare_card] | Orig: I lost my card and need a new one, will it cost me? -> Aug: I misplaced my card and require a replacement, what's the fee for a new one?
GEN | [receiving_money] | Orig: i want to get my salary deposited as pesos? -> Aug: I'd like to receive my salary in pesos.
GEN | [reverted_card_payment?] | Orig: The money is still in my account even though I already paid -- I don't understand what happened. -> Aug: The payment I made hasn't been processed, and the funds are still in my account. Can you help me figure out what's going on?
GEN | [automatic_top_up] | Orig: I know there's an auto-top option but I can not locate it when I look? -> Aug: I'm having trouble finding the automatic top-up feature, can you help me locate it?
GEN | [lost_or_stolen_phone] | Orig: phone is at a hotel, can i still use app -> Aug: my phone is currently at a hotel, can I still access the app?
GEN | [lost_or_stolen_card] | Orig: My card has been stolen. I reported it with the police, but I need to report it with you as well. -> Aug: My credit card has been stolen, and I've already informed the authorities. Now, I'd like to notify you as well.
GEN | [transaction_charged_twice] | Orig: Transaction showing up many times. -> Aug: Duplicate transaction appearing on my account statement.
GEN | [order_physical_card] | Orig: Card delivery services? Where? -> Aug: How do I get my physical card delivered?
GEN | [disposable_card_limits] | Orig: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? -> Aug: Can you tell me more about the disposable card limits your friend mentioned? What would I need to do to activate that feature for my own account?
GEN | [country_support] | Orig: I just moved to the US how do I get a card? -> Aug: I've recently relocated to the United States and would like to obtain a new card.
GEN | [card_about_to_expire] | Orig: My card expires soon, will you send me one automatically? -> Aug: My credit card's expiration date is approaching, will you automatically issue a new one for me?
GEN | [direct_debit_payment_not_recognised] | Orig: Purchases I did not make are appearing in my bank statement? -> Aug: We've noticed some transactions on your bank statement that don't match any payments you've made.
GEN | [pending_card_payment] | Orig: Why are the things I bought earlier today still showing as pending? -> Aug: Why are the purchases I made earlier today still pending for payment?
GEN | [order_physical_card] | Orig: Show me where to order my card. -> Aug: Where can I place an order for a physical card?
GEN | [why_verify_identity] | Orig: I don't want to use this method to identify myself. -> Aug: I'm hesitant to confirm my identity through this process.
GEN | [card_acceptance] | Orig: How do I know where I can use my card? -> Aug: Where can I use my card?
GEN | [age_limit] | Orig: If I want my son to have his own account is that possible? -> Aug: Can I open an account for my child, considering the age limit for minors?
GEN | [order_physical_card] | Orig: Do you ship your cards anywhere? -> Aug: Can you deliver your physical cards to any location?
GEN | [transfer_into_account] | Orig: What are the steps for  making a transfer for topping up? -> Aug: How do I initiate a transfer to add funds to an account?
GEN | [balance_not_updated_after_bank_transfer] | Orig: After I transferred money the balance remained the same. -> Aug: The balance on my account didn't update after I made a transfer.
GEN | [age_limit] | Orig: Can I get an account for my son? -> Aug: Can I open an account for my child?
GEN | [activate_my_card] | Orig: How can I switch on my new card? -> Aug: How do I turn on my new credit card?
GEN | [terminate_account] | Orig: I no longer want this account, what should I do? -> Aug: I'd like to cancel my account, please.
GEN | [card_payment_not_recognised] | Orig: I do not recongize a payment in my account. -> Aug: I'm unable to locate a payment in my account records.
GEN | [transfer_fee_charged] | Orig: A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened? -> Aug: A transfer I initiated was short by a certain amount, and I need to make an additional payment to complete the full transfer. What's going on?
GEN | [contactless_not_working] | Orig: I can't get a contactless payment to work. -> Aug: I'm having trouble with my contactless payment method.
GEN | [exchange_charge] | Orig: Please tell me what the exchange fee is. -> Aug: Please inform me about the charge for exchanging currencies.
GEN | [pending_top_up] | Orig: I already paid to top-up but the funds aren't available yet, where are they? -> Aug: I made a payment to top up my account, but the funds are still pending, can you tell me what's going on?
GEN | [order_physical_card] | Orig: Can you send me the actual card? -> Aug: Can you dispatch the physical card to me?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I able to do a SWIFT transfer? -> Aug: Can I perform a bank transfer to top up my account?
GEN | [topping_up_by_card] | Orig: my top up isnt there yet where do i find it -> Aug: my card top-up is still pending, where can I locate it?
GEN | [direct_debit_payment_not_recognised] | Orig: I haven't used my card all day but there is a payment showing in the app. Please cancel it! -> Aug: I'm showing a payment in the app, but I haven't made any transactions today. Can you help me stop it?
GEN | [transfer_into_account] | Orig: Whats the transfer process -> Aug: How do I initiate a transfer into an account?
GEN | [order_physical_card] | Orig: Do I get a real card? -> Aug: Can I receive a physical card?
GEN | [country_support] | Orig: How does a US resident go about acquiring a new card? -> Aug: What steps can a US citizen take to obtain a new credit card?
GEN | [receiving_money] | Orig: Can this app take my salary? -> Aug: Can I use this app to deposit my paycheck?
GEN | [lost_or_stolen_card] | Orig: I need to order a new card as my other one was stolen. -> Aug: I require a replacement card as my previous one has been stolen.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: I lost my card and need a new one, will it cost me? | Augmented: I misplaced my card and require a replacement, what's the fee for a new one?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: i want to get my salary deposited as pesos? | Augmented: I'd like to receive my salary in pesos.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: The money is still in my account even though I already paid -- I don't understand what happened. | Augmented: The payment I made hasn't been processed, and the funds are still in my account. Can you help me figure out what's going on?
VAL | [automatic_top_up] | ACCEPT | Reason: The augmented text maintains the user's request for assistance in locating the automatic top-up feature, which is consistent with the original intent. | Original: I know there's an auto-top option but I can not locate it when I look? | Augmented: I'm having trouble finding the automatic top-up feature, can you help me locate it?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: phone is at a hotel, can i still use app | Augmented: my phone is currently at a hotel, can I still access the app?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: My card has been stolen. I reported it with the police, but I need to report it with you as well. | Augmented: My credit card has been stolen, and I've already informed the authorities. Now, I'd like to notify you as well.
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: Transaction showing up many times. | Augmented: Duplicate transaction appearing on my account statement.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Card delivery services? Where? | Augmented: How do I get my physical card delivered?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? | Augmented: Can you tell me more about the disposable card limits your friend mentioned? What would I need to do to activate that feature for my own account?
VAL | [country_support] | ACCEPT | Reason: ... | Original: I just moved to the US how do I get a card? | Augmented: I've recently relocated to the United States and would like to obtain a new card.
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: My card expires soon, will you send me one automatically? | Augmented: My credit card's expiration date is approaching, will you automatically issue a new one for me?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Purchases I did not make are appearing in my bank statement? | Augmented: We've noticed some transactions on your bank statement that don't match any payments you've made.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: Why are the things I bought earlier today still showing as pending? | Augmented: Why are the purchases I made earlier today still pending for payment?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Show me where to order my card. | Augmented: Where can I place an order for a physical card?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: I don't want to use this method to identify myself. | Augmented: I'm hesitant to confirm my identity through this process.
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: How do I know where I can use my card? | Augmented: Where can I use my card?
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: If I want my son to have his own account is that possible? | Augmented: Can I open an account for my child, considering the age limit for minors?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Do you ship your cards anywhere? | Augmented: Can you deliver your physical cards to any location?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: What are the steps for  making a transfer for topping up? | Augmented: How do I initiate a transfer to add funds to an account?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: After I transferred money the balance remained the same. | Augmented: The balance on my account didn't update after I made a transfer.
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: Can I get an account for my son? | Augmented: Can I open an account for my child?
VAL | [activate_my_card] | ACCEPT | Reason: Both texts are asking about the activation of a new card, with no change in the core intent. | Original: How can I switch on my new card? | Augmented: How do I turn on my new credit card?
VAL | [terminate_account] | ACCEPT | Reason: Both texts express a clear intention to terminate an account without any contradictions or ambiguities. | Original: I no longer want this account, what should I do? | Augmented: I'd like to cancel my account, please.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I do not recongize a payment in my account. | Augmented: I'm unable to locate a payment in my account records.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened? | Augmented: A transfer I initiated was short by a certain amount, and I need to make an additional payment to complete the full transfer. What's going on?
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: I can't get a contactless payment to work. | Augmented: I'm having trouble with my contactless payment method.
VAL | [exchange_charge] | ACCEPT | Reason: The augmented text does not change the intent; it merely uses slightly different wording to ask about the same concept (the charge for exchanging currencies). | Original: Please tell me what the exchange fee is. | Augmented: Please inform me about the charge for exchanging currencies.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I already paid to top-up but the funds aren't available yet, where are they? | Augmented: I made a payment to top up my account, but the funds are still pending, can you tell me what's going on?
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: Can you send me the actual card? | Augmented: Can you dispatch the physical card to me?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Am I able to do a SWIFT transfer? | Augmented: Can I perform a bank transfer to top up my account?
