GEN | [virtual_card_not_working] | Orig: What is the reason I got rejected for using my disposable virtual card to pay a subscription to the gym? -> Aug: The reason I was declined when trying to use my temporary virtual card to pay for a gym membership is unclear to me.
GEN | [reverted_card_payment?] | Orig: Under what condition will my payment revert? -> Aug: What circumstances would cause my payment to be reversed?
GEN | [reverted_card_payment?] | Orig: Why have I received a rebate for my payment after a week? -> Aug: Why did I get a refund for my payment after a week?
GEN | [lost_or_stolen_card] | Orig: Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen. -> Aug: Can you replace my card and cancel my current one, as it was stolen while I was in Spain and I'm now without a wallet?
GEN | [pending_top_up] | Orig: I do not think the pop up went through yet. -> Aug: I'm not sure if the top-up request has been processed successfully.
GEN | [declined_card_payment] | Orig: I couldn't pay with card in a shop -> Aug: The payment using my card was not accepted in the store.
GEN | [card_delivery_estimate] | Orig: i need to expedite my card -> Aug: I'd like to request an expedited delivery for my card.
GEN | [card_swallowed] | Orig: How do I get my card back quickly from a bank machine that it? -> Aug: How can I retrieve my card from a bank machine as soon as possible?
GEN | [reverted_card_payment?] | Orig: Why has my money been returned back to my card. -> Aug: Why was my payment reversed and credited back to my card?
GEN | [declined_cash_withdrawal] | Orig: why would i be declined if i had money iin my account -> Aug: You're wondering why your cash withdrawal was declined despite having sufficient funds in your account.
GEN | [failed_transfer] | Orig: The transger I tried to make failed. -> Aug: The transfer I attempted did not go through.
GEN | [top_up_failed] | Orig: Why are you keeping my money from me by declining my card? What is going on? -> Aug: Why is my card being declined, and why am I being prevented from accessing my funds? What's the reason behind this issue?
GEN | [reverted_card_payment?] | Orig: Please help me with my card payments which keeps getting reverted whenever i do online shopping. I am having this problem since last two weeks. -> Aug: Can you assist me with my card transactions that keep getting reversed whenever I make online purchases? I've been experiencing this issue for the past two weeks.
GEN | [declined_card_payment] | Orig: My card was not accepted in a shop -> Aug: The payment made with my card was declined at a retail store.
GEN | [reverted_card_payment?] | Orig: Was my transaction reverted with my card? -> Aug: Did my card payment get reversed?
GEN | [wrong_amount_of_cash_received] | Orig: Why can't I take $100 out -> Aug: I was expecting to receive a certain amount of cash, but it seems I've been given the wrong amount.
GEN | [top_up_reverted] | Orig: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account -> Aug: I've successfully completed the 3D secure authentication process, but the crypto top-up still isn't functioning for me. I'm also confused about what happened to the funds in my account.
GEN | [declined_transfer] | Orig: How do I make sure my transfer isn't goin to an unsupported merchant? -> Aug: How can I guarantee that my transfer won't be declined due to an unsupported merchant?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you see my new balance yet? -> Aug: Have you checked my account balance recently?
GEN | [pending_card_payment] | Orig: Why aren't my payment funds available to me? -> Aug: Why haven't my card payment cleared yet?
GEN | [wrong_amount_of_cash_received] | Orig: Help, your app is showing a larger WD than I actually did earlier at an ATM. -> Aug: The app is displaying a higher withdrawal amount than what I physically deposited at the ATM.
GEN | [virtual_card_not_working] | Orig: I tried to use my disposable virtual card to pay a subscription to the gym and it got rejected. Any ideas why? -> Aug: I attempted to utilize my temporary virtual payment card to settle a recurring payment for a gym membership, but it was declined. Can you help me identify the reason behind this issue?
GEN | [Refund_not_showing_up] | Orig: how does my statement get updated so i know when a refund will reflect on my balance -> Aug: How do I get notified when a refund will be reflected on my account balance, and how will it be updated on my statement?
GEN | [card_payment_not_recognised] | Orig: I didn't do a payment and I have it now. -> Aug: I've missed a payment and I'm providing the payment now.
GEN | [declined_card_payment] | Orig: I could not use my card in a store. -> Aug: I was unable to make a purchase using my card at a retail location.
GEN | [pending_cash_withdrawal] | Orig: I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received. -> Aug: I tried to withdraw some cash from the ATM earlier, but it didn't go through. Now, when I check the transaction, it still shows as pending. I'd appreciate it if someone could investigate this and let me know what's happening. I don't want to be charged for cash I never got.
GEN | [failed_transfer] | Orig: I'm getting an error when trying to make a payment. I want to purchase a flat but my mortgage payment needs to go through. Can you help me? -> Aug: I'm experiencing an issue with a transaction and I need assistance with completing a payment for a property purchase, as my mortgage payment is pending and I'm unable to proceed.
GEN | [wrong_amount_of_cash_received] | Orig: how come when i asked for 100 it only gave me 20.00 in the app -> Aug: I was expecting to receive the full amount of $100, but instead, I only got $20.
GEN | [pending_top_up] | Orig: Can you tell me why my pop-up is still pending? -> Aug: Can you explain why my top-up request is still pending?
GEN | [top_up_reverted] | Orig: I refilled my account balance but got an error message. -> Aug: I attempted to replenish my account balance, but an error occurred.
GEN | [card_delivery_estimate] | Orig: I need my card as quick as possible -> Aug: I'd like to receive my card as soon as possible.
GEN | [top_up_reverted] | Orig: It's only been a few weeks my my top-up got cancelled -> Aug: My recent top-up reversal has just occurred, and it's only been a few weeks since it happened.
GEN | [cancel_transfer] | Orig: I just realised I made the wrong payment yesterday. Can you please change it to the right account? It's my rent payment and really really needs to be in the right account by tomorrow -> Aug: I've just noticed an error with the transfer I initiated yesterday. Could you assist me in correcting it to the correct account? It's a rent payment and it's crucial that it's processed in the correct account by tomorrow.
GEN | [fiat_currency_support] | Orig: What currencies can I not hold many in, if so what are they? -> Aug: Which fiat currencies are restricted for holding a large amount, and what are the limitations?
VAL | [virtual_card_not_working] | ACCEPT | Reason: ... | Original: What is the reason I got rejected for using my disposable virtual card to pay a subscription to the gym? | Augmented: The reason I was declined when trying to use my temporary virtual card to pay for a gym membership is unclear to me.
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Under what condition will my payment revert? | Augmented: What circumstances would cause my payment to be reversed?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Why have I received a rebate for my payment after a week? | Augmented: Why did I get a refund for my payment after a week?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: The augmented text preserves the same banking intent of needing a new card and blocking the current one due to theft. It does not introduce any contradictory information or unsupported details. | Original: Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen. | Augmented: Can you replace my card and cancel my current one, as it was stolen while I was in Spain and I'm now without a wallet?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: I do not think the pop up went through yet. | Augmented: I'm not sure if the top-up request has been processed successfully.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I couldn't pay with card in a shop | Augmented: The payment using my card was not accepted in the store.
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: i need to expedite my card | Augmented: I'd like to request an expedited delivery for my card.
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: How do I get my card back quickly from a bank machine that it? | Augmented: How can I retrieve my card from a bank machine as soon as possible?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Why has my money been returned back to my card. | Augmented: Why was my payment reversed and credited back to my card?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: why would i be declined if i had money iin my account | Augmented: You're wondering why your cash withdrawal was declined despite having sufficient funds in your account.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: The transger I tried to make failed. | Augmented: The transfer I attempted did not go through.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: Why are you keeping my money from me by declining my card? What is going on? | Augmented: Why is my card being declined, and why am I being prevented from accessing my funds? What's the reason behind this issue?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Please help me with my card payments which keeps getting reverted whenever i do online shopping. I am having this problem since last two weeks. | Augmented: Can you assist me with my card transactions that keep getting reversed whenever I make online purchases? I've been experiencing this issue for the past two weeks.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: My card was not accepted in a shop | Augmented: The payment made with my card was declined at a retail store.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Was my transaction reverted with my card? | Augmented: Did my card payment get reversed?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: Why can't I take $100 out | Augmented: I was expecting to receive a certain amount of cash, but it seems I've been given the wrong amount.
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account | Augmented: I've successfully completed the 3D secure authentication process, but the crypto top-up still isn't functioning for me. I'm also confused about what happened to the funds in my account.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: How do I make sure my transfer isn't goin to an unsupported merchant? | Augmented: How can I guarantee that my transfer won't be declined due to an unsupported merchant?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Can you see my new balance yet? | Augmented: Have you checked my account balance recently?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: Why aren't my payment funds available to me? | Augmented: Why haven't my card payment cleared yet?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: Help, your app is showing a larger WD than I actually did earlier at an ATM. | Augmented: The app is displaying a higher withdrawal amount than what I physically deposited at the ATM.
VAL | [virtual_card_not_working] | ACCEPT | Reason: ... | Original: I tried to use my disposable virtual card to pay a subscription to the gym and it got rejected. Any ideas why? | Augmented: I attempted to utilize my temporary virtual payment card to settle a recurring payment for a gym membership, but it was declined. Can you help me identify the reason behind this issue?
VAL | [Refund_not_showing_up] | REVIEW | Reason: ... | Original: how does my statement get updated so i know when a refund will reflect on my balance | Augmented: How do I get notified when a refund will be reflected on my account balance, and how will it be updated on my statement?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I didn't do a payment and I have it now. | Augmented: I've missed a payment and I'm providing the payment now.
VAL | [declined_card_payment] | ACCEPT | Reason: N/A | Original: I could not use my card in a store. | Augmented: I was unable to make a purchase using my card at a retail location.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received. | Augmented: I tried to withdraw some cash from the ATM earlier, but it didn't go through. Now, when I check the transaction, it still shows as pending. I'd appreciate it if someone could investigate this and let me know what's happening. I don't want to be charged for cash I never got.
VAL | [failed_transfer] | ACCEPT | Reason: N/A | Original: I'm getting an error when trying to make a payment. I want to purchase a flat but my mortgage payment needs to go through. Can you help me? | Augmented: I'm experiencing an issue with a transaction and I need assistance with completing a payment for a property purchase, as my mortgage payment is pending and I'm unable to proceed.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: how come when i asked for 100 it only gave me 20.00 in the app | Augmented: I was expecting to receive the full amount of $100, but instead, I only got $20.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Can you tell me why my pop-up is still pending? | Augmented: Can you explain why my top-up request is still pending?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: I refilled my account balance but got an error message. | Augmented: I attempted to replenish my account balance, but an error occurred.
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: I need my card as quick as possible | Augmented: I'd like to receive my card as soon as possible.
