GEN | [failed_transfer] | Orig: What is happening?  I have tried to transfer money 5x already.  Is the system down?  This shouldnt be happening as this is a basic transfer. -> Aug: Why is this happening? I've attempted to make a transfer multiple times, but it keeps failing. Is there a technical issue with the system? This is a simple transfer, and I expect it to work smoothly.
GEN | [wrong_amount_of_cash_received] | Orig: The cash I asked for still hasn't been received -> Aug: The amount of cash I requested has not been delivered.
GEN | [transfer_not_received_by_recipient] | Orig: Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me? -> Aug: I made a domestic transfer two days ago, but it seems the recipient hasn't received the funds. I've double-checked the account number to ensure it's correct. Could you look into this matter for me?
GEN | [exchange_charge] | Orig: Exchange fee help? -> Aug: Need assistance with the exchange fee?
GEN | [extra_charge_on_statement] | Orig: There is a charge for an additional pound. -> Aug: A supplementary fee has been added to your statement.
GEN | [pending_transfer] | Orig: How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. -> Aug: How long does it typically take for international transfers to be processed? I made an online purchase a few days ago and initiated the transfer promptly, but the vendor is telling me that the funds are still pending.
GEN | [transfer_not_received_by_recipient] | Orig: I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made? -> Aug: I'm attempting to make a payment to my new landlord, but it seems the transfer hasn't been received by them despite being sent a few days ago. Can you confirm that the payment has been processed successfully?
GEN | [order_physical_card] | Orig: I need to order a new card. -> Aug: I'd like to request a new physical card.
GEN | [failed_transfer] | Orig: I can't seem to make a standard bank transfer. I have tried at least five times already but none of them are going through. Please tell me what is wrong? -> Aug: I've attempted to initiate a standard bank transfer, but it keeps failing. I've tried multiple times, at least five, but none of them have been successful. Can you help me identify the issue?
GEN | [transaction_charged_twice] | Orig: I have been overcharged. -> Aug: I've been mistakenly charged twice.
GEN | [receiving_money] | Orig: Can my friend send me money if it is not in US dollars? -> Aug: Can my friend transfer funds to me in a currency other than US dollars?
GEN | [receiving_money] | Orig: How can I receive money? -> Aug: What methods are available for me to receive funds?
GEN | [card_about_to_expire] | Orig: Can I keep using my card after it expires? -> Aug: Can I continue to use my credit card after its expiration date?
GEN | [declined_card_payment] | Orig: I tried to pay with my card and it didn't work -> Aug: I attempted to make a payment using my credit/debit card, but it was unsuccessful.
GEN | [top_up_reverted] | Orig: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. -> Aug: Hello, I've successfully made a top-up payment, but my account hasn't been credited. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
GEN | [virtual_card_not_working] | Orig: Why is my disposable card not working? -> Aug: Why is my temporary card not functioning properly?
GEN | [cash_withdrawal_not_recognised] | Orig: I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP -> Aug: I'M UNABLE TO FIND THE CASH WITHDRAWAL FROM MY BANK ACCOUNT AS SHOWN IN MY APP.
GEN | [pending_transfer] | Orig: I wanted to know why there is a transfer of mine pending. -> Aug: I'm curious about the status of a transfer I initiated, which is currently pending.
GEN | [beneficiary_not_allowed] | Orig: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? -> Aug: I'm having trouble finalizing a transaction. I'm attempting to buy some cryptocurrency, but the app is preventing me from doing so. Can you help me understand what's blocking this process?
GEN | [card_acceptance] | Orig: Do all businesses take this card? -> Aug: Can all merchants accept this card?
GEN | [terminate_account] | Orig: I need to close my account as soon as possible. -> Aug: I would like to cancel my account immediately.
GEN | [top_up_reverted] | Orig: How come I can't put money in my top up account? -> Aug: Why am I unable to add funds to my top-up account?
GEN | [why_verify_identity] | Orig: My ID verification hasn't gone through yet, but can I use my account anyway? -> Aug: Since my ID verification is still pending, can I still access my account or is it locked until the verification is complete?
GEN | [declined_card_payment] | Orig: My card couldn't pay in a shop. -> Aug: My payment was declined at a store.
GEN | [card_payment_fee_charged] | Orig: You promised no fees but now I've got one. What the hell!? -> Aug: You assured me there would be no charges, but I've been slapped with a fee. Can you explain this discrepancy?
GEN | [top_up_by_bank_transfer_charge] | Orig: Can I transfer using SWIFT? -> Aug: Can I make a bank transfer to top up my account?
GEN | [wrong_amount_of_cash_received] | Orig: Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do?? -> Aug: I'm at the ATM and it's only dispensing 10 pounds, but I requested to withdraw 30. The app shows I have 30 pounds available, what should I do now?
GEN | [transfer_not_received_by_recipient] | Orig: I don't see the transaction I made to a friend on my account. -> Aug: I'm unable to locate the transfer I sent to a friend from my account.
GEN | [failed_transfer] | Orig: I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand. -> Aug: I've attempted to initiate a transfer to my friend's account, but it's been declined. Could you help me figure out what's going on?
GEN | [verify_my_identity] | Orig: why do I have to show my ID -> Aug: Can you please confirm your identity by providing your identification documents?
GEN | [top_up_reverted] | Orig: Do you support top ups? -> Aug: Can you facilitate additional deposits?
GEN | [topping_up_by_card] | Orig: My wallet is empty even though I topped it up an hour ago. -> Aug: My account balance is still zero despite the recent card top-up I made an hour ago.
GEN | [pending_cash_withdrawal] | Orig: Why hasn't my withdrawal shown on my statement? -> Aug: Why is my pending cash withdrawal not reflected on my account statement?
GEN | [card_not_working] | Orig: I haven't been able to complete any transactions on my card today. Do you know what's wrong? -> Aug: I'm having trouble making any purchases with my card today. Can you help me figure out what's going on?
VAL | [failed_transfer] | ACCEPT | Reason: The augmented text preserves the same banking intent of a failed transfer and the frustration associated with multiple unsuccessful attempts. It does not introduce any new or unsupported information. | Original: What is happening?  I have tried to transfer money 5x already.  Is the system down?  This shouldnt be happening as this is a basic transfer. | Augmented: Why is this happening? I've attempted to make a transfer multiple times, but it keeps failing. Is there a technical issue with the system? This is a simple transfer, and I expect it to work smoothly.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: The cash I asked for still hasn't been received | Augmented: The amount of cash I requested has not been delivered.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me? | Augmented: I made a domestic transfer two days ago, but it seems the recipient hasn't received the funds. I've double-checked the account number to ensure it's correct. Could you look into this matter for me?
VAL | [exchange_charge] | ACCEPT | Reason: ... | Original: Exchange fee help? | Augmented: Need assistance with the exchange fee?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: There is a charge for an additional pound. | Augmented: A supplementary fee has been added to your statement.
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. | Augmented: How long does it typically take for international transfers to be processed? I made an online purchase a few days ago and initiated the transfer promptly, but the vendor is telling me that the funds are still pending.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: The augmented text preserves the same banking intent of a transfer not received by the recipient. It does not introduce any contradictions or unsupported information. | Original: I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made? | Augmented: I'm attempting to make a payment to my new landlord, but it seems the transfer hasn't been received by them despite being sent a few days ago. Can you confirm that the payment has been processed successfully?
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: I need to order a new card. | Augmented: I'd like to request a new physical card.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I can't seem to make a standard bank transfer. I have tried at least five times already but none of them are going through. Please tell me what is wrong? | Augmented: I've attempted to initiate a standard bank transfer, but it keeps failing. I've tried multiple times, at least five, but none of them have been successful. Can you help me identify the issue?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: I have been overcharged. | Augmented: I've been mistakenly charged twice.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can my friend send me money if it is not in US dollars? | Augmented: Can my friend transfer funds to me in a currency other than US dollars?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How can I receive money? | Augmented: What methods are available for me to receive funds?
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: Can I keep using my card after it expires? | Augmented: Can I continue to use my credit card after its expiration date?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I tried to pay with my card and it didn't work | Augmented: I attempted to make a payment using my credit/debit card, but it was unsuccessful.
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. | Augmented: Hello, I've successfully made a top-up payment, but my account hasn't been credited. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
VAL | [virtual_card_not_working] | ACCEPT | Reason: N/A | Original: Why is my disposable card not working? | Augmented: Why is my temporary card not functioning properly?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: The augmented text maintains the core issue of a missing cash withdrawal and does not introduce any new or contradictory information. | Original: I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP | Augmented: I'M UNABLE TO FIND THE CASH WITHDRAWAL FROM MY BANK ACCOUNT AS SHOWN IN MY APP.
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: I wanted to know why there is a transfer of mine pending. | Augmented: I'm curious about the status of a transfer I initiated, which is currently pending.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? | Augmented: I'm having trouble finalizing a transaction. I'm attempting to buy some cryptocurrency, but the app is preventing me from doing so. Can you help me understand what's blocking this process?
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Do all businesses take this card? | Augmented: Can all merchants accept this card?
VAL | [terminate_account] | ACCEPT | Reason: Both texts express the intent to terminate an account with urgency, maintaining the same banking intent. | Original: I need to close my account as soon as possible. | Augmented: I would like to cancel my account immediately.
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: How come I can't put money in my top up account? | Augmented: Why am I unable to add funds to my top-up account?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: My ID verification hasn't gone through yet, but can I use my account anyway? | Augmented: Since my ID verification is still pending, can I still access my account or is it locked until the verification is complete?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: My card couldn't pay in a shop. | Augmented: My payment was declined at a store.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: You promised no fees but now I've got one. What the hell!? | Augmented: You assured me there would be no charges, but I've been slapped with a fee. Can you explain this discrepancy?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Can I transfer using SWIFT? | Augmented: Can I make a bank transfer to top up my account?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do?? | Augmented: I'm at the ATM and it's only dispensing 10 pounds, but I requested to withdraw 30. The app shows I have 30 pounds available, what should I do now?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: I don't see the transaction I made to a friend on my account. | Augmented: I'm unable to locate the transfer I sent to a friend from my account.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand. | Augmented: I've attempted to initiate a transfer to my friend's account, but it's been declined. Could you help me figure out what's going on?
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: why do I have to show my ID | Augmented: Can you please confirm your identity by providing your identification documents?
VAL | [top_up_reverted] | UNKNOWN | Reason: N/A | Original: Do you support top ups? | Augmented: Can you facilitate additional deposits?
