GEN | [receiving_money] | Orig: What do I need to do to get my salary through this? -> Aug: How can I receive my paycheck through this service?
GEN | [card_arrival] | Orig: WHAT IS THE SOLUTION OF THIS PROBLEM -> Aug: What is the resolution for my card arrival issue?
GEN | [card_not_working] | Orig: I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account? -> Aug: I attempted to book a flight online this morning, but my credit card details aren't being accepted. Is there an issue with my account or is there a technical problem with the payment processing?
GEN | [receiving_money] | Orig: Can i get payed through this system? -> Aug: Can I receive payment through this system?
GEN | [request_refund] | Orig: How do I begin the process of a refund? -> Aug: I would like to initiate a refund procedure.
GEN | [request_refund] | Orig: What is the refund process? -> Aug: Can you please guide me through the steps to initiate a refund?
GEN | [virtual_card_not_working] | Orig: My Virtual card was rejected for a car rental. Why? -> Aug: My virtual card was declined for a car rental. What's the reason?
GEN | [getting_virtual_card] | Orig: what is a virtual and how do i get one -> Aug: How do I obtain a virtual card, and what is its purpose?
GEN | [receiving_money] | Orig: Can my salary be received here? -> Aug: Can I receive my paycheck here?
GEN | [disposable_card_limits] | Orig: i tried using a virtual card for a hotel but it didn't work, why not -> Aug: Can you please clarify why your virtual card was declined for the hotel transaction? Are you aware of the disposable card limits for virtual cards, and if so, have you checked if you've reached the daily or transaction limit?
GEN | [cash_withdrawal_not_recognised] | Orig: How can I verify if a cash withdrawal was made from my account? I still have my card with me but I did not authorize the withdrawal that just occurred. -> Aug: I'm trying to confirm if a cash withdrawal was processed from my account. I have my card with me, but I didn't authorize the recent withdrawal that showed up on my statement.
GEN | [request_refund] | Orig: What do I need to do for a refund? -> Aug: Can you guide me through the process of requesting a refund?
GEN | [unable_to_verify_identity] | Orig: My identity isn't being accepted, what should I do? -> Aug: We're having trouble verifying your identity, could you please provide additional information to help us confirm your identity?
GEN | [card_payment_not_recognised] | Orig: I need to figure out who has access to my card there are some payments I didn't make that are showing on the app.  Could you please help? -> Aug: I'm trying to identify who has access to my card, as there are some transactions I didn't authorise showing up on the app. Can you assist me in resolving this issue?
GEN | [cash_withdrawal_not_recognised] | Orig: Hello, Just now i got to know withdrawal of money from of my account. As someone used my card to withdraw amount in any odd remote area. Since i have not been in that area, please freeze my card immediately. -> Aug: Hi, I'm trying to report a suspicious cash withdrawal from my account. Someone used my card to withdraw cash in a remote location I've never been to. Can you please freeze my card as soon as possible?
GEN | [verify_source_of_funds] | Orig: I have to verify my source of funds. -> Aug: I'd like to confirm the origin of my funds.
GEN | [verify_source_of_funds] | Orig: How can I verify my source of funds? -> Aug: Can you please confirm the origin of the funds used for this transaction?
GEN | [verify_source_of_funds] | Orig: How do I verify my source of funds? -> Aug: Can you please confirm the origin of the funds used for this transaction?
GEN | [compromised_card] | Orig: my card details could be stolen, as i didnt make these transactions -> Aug: my personal card information may have been compromised, as I didn't authorize these transactions
GEN | [verify_source_of_funds] | Orig: I require verification of my source of funds. -> Aug: We need to confirm the origin of your funds.
GEN | [getting_virtual_card] | Orig: I look but I see no virtual card. Why is that? -> Aug: I'm trying to find my virtual card, but it's nowhere to be found. Can you help me figure out why I'm not seeing it?
GEN | [verify_source_of_funds] | Orig: I would like to verify my source of funds. -> Aug: I'd like to confirm the origin of my funds.
GEN | [reverted_card_payment?] | Orig: What happens if a merchant doesn't accept  you payment? -> Aug: What happens if a payment I made is reversed by the merchant?
GEN | [compromised_card] | Orig: What do I do if I detect fraudulent use on my car? -> Aug: What do I do if I suspect unauthorized activity on my compromised card?
GEN | [compromised_card] | Orig: am suspicious of my card's security -> Aug: I'm concerned about the security of my credit card.
GEN | [verify_source_of_funds] | Orig: What do I need to see my source of money? -> Aug: Can you please provide documentation to verify the origin of your funds?
GEN | [declined_transfer] | Orig: What does the decline message mean -> Aug: The transfer was not processed due to insufficient funds or other reasons, and we cannot proceed with the transaction.
GEN | [direct_debit_payment_not_recognised] | Orig: hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent. -> Aug: I'm concerned about a suspicious transaction on my account. I've noticed a direct debit payment that I didn't authorise, and I'm worried it might be a case of identity theft. The payment was made to a store that's not local to me, and I urgently need to resolve this issue to avoid any financial difficulties.
GEN | [compromised_card] | Orig: What should I do if I think that someone might be using me card? -> Aug: If I suspect that someone has gained unauthorized access to my card, what steps should I take to protect my account?
GEN | [cash_withdrawal_not_recognised] | Orig: I was trying to use my card and it was declined, when I tried to find out what happened I found cash withdraw for $500 that I didn't do.  Can you please help figure this out? -> Aug: I'm trying to use my card, but it's been declined. I've checked my account and noticed a cash withdrawal of $500 that I didn't authorize. Can you assist me in resolving this issue?
GEN | [verify_source_of_funds] | Orig: My source of funds need verification. -> Aug: We need to confirm the origin of your funds.
GEN | [cash_withdrawal_not_recognised] | Orig: It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money. -> Aug: I'm in a state of panic. Please cancel my card immediately. Someone in a distant location has made an unauthorized cash withdrawal using my card, and I didn't make the transaction myself.
GEN | [verify_source_of_funds] | Orig: Verify my source of funds? -> Aug: Can you confirm the origin of the funds used for this transaction?
GEN | [verify_source_of_funds] | Orig: My source of funds require verification. -> Aug: We need to confirm the origin of your funds.
GEN | [card_payment_not_recognised] | Orig: I didn't do a payment and I have it now. -> Aug: We've received a payment attempt, but it's not being recognized as a valid transaction.
GEN | [verify_source_of_funds] | Orig: What information do I need to see my source of money? -> Aug: What documentation can you provide to verify the origin of your funds?
GEN | [getting_virtual_card] | Orig: explain the virtual card -> Aug: What is the process for obtaining a virtual card?
GEN | [card_not_working] | Orig: HOW LONG TO TAKE THE TIME TO SOLVE -> Aug: HOW LONG WILL IT TAKE TO RESOLVE THE ISSUE WITH MY NON-FUNCTIONING CARD?
GEN | [cash_withdrawal_not_recognised] | Orig: What is this witdrawal -> Aug: What is this cash withdrawal being declined?
GEN | [compromised_card] | Orig: What can I do if my card details where stolen from my car? I think they used my card to buy gas. -> Aug: What can I do if my card information was stolen from my vehicle? I suspect someone used my compromised card to make a purchase, possibly at a gas station.
VAL | [receiving_money] | YES | Text: How can I receive my paycheck through this service?
VAL | [card_arrival] | NO | Text: What is the resolution for my card arrival issue?
VAL | [card_not_working] | YES | Text: I attempted to book a flight online this morning, but my credit card details aren't being accepted. Is there an issue with my account or is there a technical problem with the payment processing?
VAL | [receiving_money] | YES | Text: Can I receive payment through this system?
VAL | [request_refund] | YES | Text: I would like to initiate a refund procedure.
VAL | [request_refund] | NO | Text: Can you please guide me through the steps to initiate a refund?
VAL | [virtual_card_not_working] | YES | Text: My virtual card was declined for a car rental. What's the reason?
VAL | [getting_virtual_card] | NO | Text: How do I obtain a virtual card, and what is its purpose?
VAL | [receiving_money] | YES | Text: Can I receive my paycheck here?
VAL | [disposable_card_limits] | NO | Text: Can you please clarify why your virtual card was declined for the hotel transaction? Are you aware of the disposable card limits for virtual cards, and if so, have you checked if you've reached the daily or transaction limit?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm trying to confirm if a cash withdrawal was processed from my account. I have my card with me, but I didn't authorize the recent withdrawal that showed up on my statement.
VAL | [request_refund] | YES | Text: Can you guide me through the process of requesting a refund?
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble verifying your identity, could you please provide additional information to help us confirm your identity?
VAL | [card_payment_not_recognised] | NO | Text: I'm trying to identify who has access to my card, as there are some transactions I didn't authorise showing up on the app. Can you assist me in resolving this issue?
VAL | [cash_withdrawal_not_recognised] | YES | Text: Hi, I'm trying to report a suspicious cash withdrawal from my account. Someone used my card to withdraw cash in a remote location I've never been to. Can you please freeze my card as soon as possible?
VAL | [verify_source_of_funds] | YES | Text: I'd like to confirm the origin of my funds.
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds used for this transaction?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds used for this transaction?
VAL | [compromised_card] | YES | Text: my personal card information may have been compromised, as I didn't authorize these transactions
VAL | [verify_source_of_funds] | YES | Text: We need to confirm the origin of your funds.
VAL | [getting_virtual_card] | NO | Text: I'm trying to find my virtual card, but it's nowhere to be found. Can you help me figure out why I'm not seeing it?
VAL | [verify_source_of_funds] | YES | Text: I'd like to confirm the origin of my funds.
VAL | [reverted_card_payment?] | NO | Text: What happens if a payment I made is reversed by the merchant?
VAL | [compromised_card] | YES | Text: What do I do if I suspect unauthorized activity on my compromised card?
VAL | [compromised_card] | YES | Text: I'm concerned about the security of my credit card.
VAL | [verify_source_of_funds] | YES | Text: Can you please provide documentation to verify the origin of your funds?
VAL | [declined_transfer] | NO | Text: The transfer was not processed due to insufficient funds or other reasons, and we cannot proceed with the transaction.
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm concerned about a suspicious transaction on my account. I've noticed a direct debit payment that I didn't authorise, and I'm worried it might be a case of identity theft. The payment was made to a store that's not local to me, and I urgently need to resolve this issue to avoid any financial difficulties.
VAL | [compromised_card] | YES | Text: If I suspect that someone has gained unauthorized access to my card, what steps should I take to protect my account?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm trying to use my card, but it's been declined. I've checked my account and noticed a cash withdrawal of $500 that I didn't authorize. Can you assist me in resolving this issue?
VAL | [verify_source_of_funds] | YES | Text: We need to confirm the origin of your funds.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm in a state of panic. Please cancel my card immediately. Someone in a distant location has made an unauthorized cash withdrawal using my card, and I didn't make the transaction myself.
VAL | [verify_source_of_funds] | YES | Text: Can you confirm the origin of the funds used for this transaction?
VAL | [verify_source_of_funds] | YES | Text: We need to confirm the origin of your funds.
VAL | [card_payment_not_recognised] | NO | Text: We've received a payment attempt, but it's not being recognized as a valid transaction.
VAL | [verify_source_of_funds] | YES | Text: What documentation can you provide to verify the origin of your funds?
VAL | [getting_virtual_card] | YES | Text: What is the process for obtaining a virtual card?
VAL | [card_not_working] | NO | Text: HOW LONG WILL IT TAKE TO RESOLVE THE ISSUE WITH MY NON-FUNCTIONING CARD?
VAL | [cash_withdrawal_not_recognised] | NO | Text: What is this cash withdrawal being declined?
VAL | [compromised_card] | YES | Text: What can I do if my card information was stolen from my vehicle? I suspect someone used my compromised card to make a purchase, possibly at a gas station.
