GEN | [card_arrival] | Orig: Can you help me track my card? -> Aug: Can you assist me in locating my card?
GEN | [declined_transfer] | Orig: Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card? -> Aug: Hello. I've been experiencing issues with my credit card being declined, both last night and today when trying to make a purchase. Can you please check the status of my card?
GEN | [receiving_money] | Orig: Do you support direct deposits from my employer? -> Aug: Can you facilitate direct transfers from my employer's payroll to my account?
GEN | [getting_spare_card] | Orig: I want a new card -> Aug: I need a replacement card
GEN | [reverted_card_payment?] | Orig: Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening? -> Aug: Can you help me understand why the payment for my recent purchase was reversed and credited back to my account?
GEN | [top_up_by_bank_transfer_charge] | Orig: How much is it to receive money? -> Aug: What is the fee for receiving funds via bank transfer?
GEN | [visa_or_mastercard] | Orig: Can I select my card scheme or do you choose it for me? -> Aug: Do you automatically select the payment method or do I have the option to choose between Visa or Mastercard?
GEN | [card_linking] | Orig: I don't see my card anywhere in the app. -> Aug: I'm unable to locate my card in the app.
GEN | [cash_withdrawal_not_recognised] | Orig: There are funds in my app that I did not receive. -> Aug: We've detected an issue with the cash withdrawal transaction in your account, and it seems that the funds were not successfully credited.
GEN | [Refund_not_showing_up] | Orig: When will my returned transaction show up on my account? -> Aug: Why hasn't my refund been credited to my account yet?
GEN | [activate_my_card] | Orig: I couldn't complete card activation. -> Aug: I'm having trouble activating my card.
GEN | [declined_card_payment] | Orig: I have enough money in my account, so why is my card being declined? -> Aug: I'm confused, I have sufficient funds in my account, yet my card payment is being declined. Can you help me understand why this is happening?
GEN | [getting_spare_card] | Orig: I'd like to order another card -> Aug: I'd like to request a replacement card
GEN | [getting_virtual_card] | Orig: how many virtual cards can i have, i want 8 -> Aug: Can I have multiple virtual cards? I'd like to request 8.
GEN | [reverted_card_payment?] | Orig: I had a seller reach out to me saying my money didn't come through to them, but I'm sure it was removed from my account. Can you figure out what the deal is here? -> Aug: I'm trying to understand why the payment I made wasn't successfully processed, and the seller is saying they didn't receive the funds. Can you help me resolve this issue?
GEN | [get_disposable_virtual_card] | Orig: Will you tell me how I am supposed to use the disposable cards? -> Aug: Can you guide me on the proper usage of the disposable virtual card?
GEN | [card_arrival] | Orig: What's go on, where is my new card? -> Aug: What's taking so long? When can I expect my new card to arrive?
GEN | [terminate_account] | Orig: I would like to invalidate my account.  I am very disappointed with your services. -> Aug: I would like to cancel my account. I am extremely dissatisfied with your services.
GEN | [pending_cash_withdrawal] | Orig: There is a withdrawal waiting. -> Aug: A pending cash withdrawal is awaiting processing.
GEN | [transfer_not_received_by_recipient] | Orig: I did a money transaction and dont have a receipt -> Aug: I made a payment and didn't receive a confirmation receipt
GEN | [exchange_rate] | Orig: If I need to cash foreign transfers, how does that work? -> Aug: Can you please explain the process for exchanging foreign currencies for cash transfers?
GEN | [reverted_card_payment?] | Orig: I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible. -> Aug: I'm concerned about a payment I made to a seller, as I received a notification saying they didn't receive the funds, but the amount has since been reversed back to my account. Can you help me resolve this issue promptly?
GEN | [cash_withdrawal_not_recognised] | Orig: There is money missing from my account. -> Aug: We've noticed an unexpected discrepancy in your account balance.
GEN | [visa_or_mastercard] | Orig: What credit cards do you carry -> Aug: We accept both Visa and Mastercard
GEN | [getting_spare_card] | Orig: I would like some more physical cards, what is my limit? -> Aug: I'd like to request additional physical debit/credit cards, what is my current limit for ordering spare cards?
GEN | [transfer_not_received_by_recipient] | Orig: I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed? -> Aug: I'm concerned about a payment I made to my new property manager. Although it's reflected in my account, they're claiming they haven't received it. Can you confirm that the transfer was successfully processed?
GEN | [getting_spare_card] | Orig: daughter needs card, how do i add her -> Aug: I'd be happy to help you with getting a spare card for your daughter. Can you please provide me with her name and the last four digits of her social security number so I can assist you with the process?
GEN | [reverted_card_payment?] | Orig: The money is still in my account even though I already paid -- I don't understand what happened. -> Aug: The payment I made was reversed, and the funds are still in my account. Can you help me understand what went wrong?
GEN | [card_linking] | Orig: Card has been received, how will it show up on the app? -> Aug: How will the newly received card be reflected in the app?
GEN | [card_arrival] | Orig: Is there a way to track my card? -> Aug: Can I check the status of my card delivery?
GEN | [pending_cash_withdrawal] | Orig: When I used one of the ATMs in the city centre today, I tried to take out some money, but for whatever reason, the machine declined my card. Just checked it out in my account and that amount is still showing as pending! Is there any way that you can cancel this transaction, because I did not receive any money whatsoever from the ATM -> Aug: I attempted to withdraw cash from an ATM in the city centre earlier today, but the machine refused to dispense the funds. Upon checking my account, I noticed that the withdrawal is still pending. Could you please assist me in cancelling this transaction, as I did not receive the cash as expected?
GEN | [card_linking] | Orig: Will I need a new card or can I put my old card back into the app? -> Aug: Can I reactivate my existing card or do I need to request a new one for the app?
GEN | [wrong_amount_of_cash_received] | Orig: Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through. -> Aug: I'm reaching out to request a cash refund. I recently withdrew cash from an ATM, but the amount I received was incorrect. The app shows the amount I was charged, but it's not the amount I actually got.
GEN | [top_up_limits] | Orig: How many times can I make a top-up? -> Aug: How many times can I increase my credit limit through a top-up?
GEN | [transfer_into_account] | Orig: How does your app transfer the money -> Aug: How do I initiate a transfer into another account using your mobile banking app?
GEN | [transfer_not_received_by_recipient] | Orig: Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side. -> Aug: I'm having an issue with a transfer I made. I'm certain I sent the payment to the correct account, but the recipient claims they haven't received it, and my end shows it as complete.
GEN | [getting_virtual_card] | Orig: I want to get my hands on one of those virtual cards! -> Aug: I'm eager to obtain a virtual card.
GEN | [wrong_amount_of_cash_received] | Orig: I couldn't get the money I needed. -> Aug: I was shortchanged on the cash I received.
GEN | [cash_withdrawal_not_recognised] | Orig: The app is saying I made a withdrawl but I didn't. -> Aug: The app is showing a cash withdrawal transaction that I didn't make.
VAL | [card_arrival] | NO | Text: Can you assist me in locating my card?
VAL | [declined_transfer] | YES | Text: Hello. I've been experiencing issues with my credit card being declined, both last night and today when trying to make a purchase. Can you please check the status of my card?
VAL | [receiving_money] | YES | Text: Can you facilitate direct transfers from my employer's payroll to my account?
VAL | [getting_spare_card] | YES | Text: I need a replacement card
VAL | [reverted_card_payment?] | YES | Text: Can you help me understand why the payment for my recent purchase was reversed and credited back to my account?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: What is the fee for receiving funds via bank transfer?
VAL | [visa_or_mastercard] | NO | Text: Do you automatically select the payment method or do I have the option to choose between Visa or Mastercard?
VAL | [card_linking] | YES | Text: I'm unable to locate my card in the app.
VAL | [cash_withdrawal_not_recognised] | YES | Text: We've detected an issue with the cash withdrawal transaction in your account, and it seems that the funds were not successfully credited.
VAL | [Refund_not_showing_up] | YES | Text: Why hasn't my refund been credited to my account yet?
VAL | [activate_my_card] | NO | Text: I'm having trouble activating my card.
VAL | [declined_card_payment] | YES | Text: I'm confused, I have sufficient funds in my account, yet my card payment is being declined. Can you help me understand why this is happening?
VAL | [getting_spare_card] | NO | Text: I'd like to request a replacement card
VAL | [getting_virtual_card] | YES | Text: Can I have multiple virtual cards? I'd like to request 8.
VAL | [reverted_card_payment?] | NO | Text: I'm trying to understand why the payment I made wasn't successfully processed, and the seller is saying they didn't receive the funds. Can you help me resolve this issue?
VAL | [get_disposable_virtual_card] | YES | Text: Can you guide me on the proper usage of the disposable virtual card?
VAL | [card_arrival] | NO | Text: What's taking so long? When can I expect my new card to arrive?
VAL | [terminate_account] | YES | Text: I would like to cancel my account. I am extremely dissatisfied with your services.
VAL | [pending_cash_withdrawal] | YES | Text: A pending cash withdrawal is awaiting processing.
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a payment and didn't receive a confirmation receipt
VAL | [exchange_rate] | NO | Text: Can you please explain the process for exchanging foreign currencies for cash transfers?
VAL | [reverted_card_payment?] | YES | Text: I'm concerned about a payment I made to a seller, as I received a notification saying they didn't receive the funds, but the amount has since been reversed back to my account. Can you help me resolve this issue promptly?
VAL | [cash_withdrawal_not_recognised] | NO | Text: We've noticed an unexpected discrepancy in your account balance.
VAL | [visa_or_mastercard] | NO | Text: We accept both Visa and Mastercard
VAL | [getting_spare_card] | YES | Text: I'd like to request additional physical debit/credit cards, what is my current limit for ordering spare cards?
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm concerned about a payment I made to my new property manager. Although it's reflected in my account, they're claiming they haven't received it. Can you confirm that the transfer was successfully processed?
VAL | [getting_spare_card] | YES | Text: I'd be happy to help you with getting a spare card for your daughter. Can you please provide me with her name and the last four digits of her social security number so I can assist you with the process?
VAL | [reverted_card_payment?] | NO | Text: The payment I made was reversed, and the funds are still in my account. Can you help me understand what went wrong?
VAL | [card_linking] | YES | Text: How will the newly received card be reflected in the app?
VAL | [card_arrival] | YES | Text: Can I check the status of my card delivery?
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash from an ATM in the city centre earlier today, but the machine refused to dispense the funds. Upon checking my account, I noticed that the withdrawal is still pending. Could you please assist me in cancelling this transaction, as I did not receive the cash as expected?
VAL | [card_linking] | YES | Text: Can I reactivate my existing card or do I need to request a new one for the app?
VAL | [wrong_amount_of_cash_received] | YES | Text: I'm reaching out to request a cash refund. I recently withdrew cash from an ATM, but the amount I received was incorrect. The app shows the amount I was charged, but it's not the amount I actually got.
VAL | [top_up_limits] | NO | Text: How many times can I increase my credit limit through a top-up?
VAL | [transfer_into_account] | NO | Text: How do I initiate a transfer into another account using your mobile banking app?
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm having an issue with a transfer I made. I'm certain I sent the payment to the correct account, but the recipient claims they haven't received it, and my end shows it as complete.
VAL | [getting_virtual_card] | YES | Text: I'm eager to obtain a virtual card.
VAL | [wrong_amount_of_cash_received] | YES | Text: I was shortchanged on the cash I received.
VAL | [cash_withdrawal_not_recognised] | YES | Text: The app is showing a cash withdrawal transaction that I didn't make.
