GEN | [declined_cash_withdrawal] | Orig: How do I get money from an ATM using my card? I can't seem to get it to work? I used the pin I had, but maybe it's wrong? What do I need to do to fix this? -> Aug: I'm sorry to hear that you're having trouble withdrawing cash from an ATM using your card. It's possible that your transaction was declined due to insufficient funds or a technical issue. Can you please check your account balance and ensure that you have sufficient funds available for the withdrawal? If the issue persists, you may want to try contacting your bank's customer service to report the issue and get assistance with resolving it.
GEN | [order_physical_card] | Orig: Card delivery services? Where? -> Aug: Can you please provide me with information on where I can get my physical credit card delivered?
GEN | [exchange_via_app] | Orig: How to I switch my money for the money used in another country? -> Aug: How can I exchange my currency for the currency used in another country using your mobile app?
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I receive all the money sent to my account by SEPA transfer? -> Aug: Will I be charged a fee for topping up my account via bank transfer?
GEN | [failed_transfer] | Orig: I couldnt transfer money from my account. -> Aug: I attempted to make a transfer from my account, but it was unsuccessful.
GEN | [card_about_to_expire] | Orig: I think my card is expiring, what happens then? -> Aug: I'm concerned my credit card is approaching its expiration date, what are the consequences?
GEN | [fiat_currency_support] | Orig: Can I have money of different country of origin. -> Aug: Can I obtain fiat currencies from various countries?
GEN | [exchange_charge] | Orig: Is there any cost to change foreign money to local? -> Aug: Are there any fees associated with exchanging foreign currency for local currency?
GEN | [pending_transfer] | Orig: i put in money for vacation and its not showing. i need that money today, how long will it take -> Aug: I initiated a transfer for my vacation fund, but it's still pending. Can you please let me know when I can expect the funds to be available?
GEN | [card_acceptance] | Orig: How do I know where I can use my card? -> Aug: Where can I use my card?
GEN | [card_delivery_estimate] | Orig: Please send my card as quickly as possible. -> Aug: Can you expedite the delivery of my card?
GEN | [card_payment_fee_charged] | Orig: I have a fee showing from last time I used my card. -> Aug: A fee was deducted from my last card transaction.
GEN | [pending_top_up] | Orig: Is there a problem with the top up system? My transaction hasn't gone through properly -> Aug: Why hasn't my top-up request been processed? I'm still waiting for the transaction to go through
GEN | [order_physical_card] | Orig: Where do you deliver cards to? -> Aug: What is your preferred delivery address for the physical card?
GEN | [order_physical_card] | Orig: Do you ship your cards anywhere? -> Aug: Can you deliver your physical cards to any location?
GEN | [transfer_into_account] | Orig: I have money in a foreign account that I want to send to this account. -> Aug: I'd like to transfer funds from my foreign account to this account.
GEN | [transfer_into_account] | Orig: Can I withdraw money from another bank and transfer it into my empty account? -> Aug: Can I deposit funds from another bank into my account, which currently has no balance?
GEN | [lost_or_stolen_phone] | Orig: What do I do if I cannot access the app? -> Aug: If my phone is lost or stolen, what should I do to regain access to my account?
GEN | [failed_transfer] | Orig: I was unable to transfer money from my account. -> Aug: The transfer of funds from my account was unsuccessful.
GEN | [request_refund] | Orig: My order hasn't shown up yet, what can I do? -> Aug: I placed an order but it hasn't arrived, can I get a refund or a replacement?
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I be fined for topping up by transfer? -> Aug: Will I be charged a fee for topping up my account via bank transfer?
GEN | [pending_top_up] | Orig: It's been some time since refilled the top-up. -> Aug: The top-up refill has been pending for a while now.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did I only receive this much currency? -> Aug: Why was the exchange rate applied incorrectly for my cash withdrawal?
GEN | [pending_cash_withdrawal] | Orig: Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash. -> Aug: I'd like to cancel the pending cash withdrawal transaction that was attempted on my card earlier today, as it was declined and I did not receive the cash.
GEN | [card_payment_wrong_exchange_rate] | Orig: I was charged the wing amount for an item. -> Aug: I was incorrectly charged the wrong exchange rate for an international transaction.
GEN | [unable_to_verify_identity] | Orig: You will hear back from us about your verification results in 10 minutes to a one hour timeframe.  If these verification results do fail, please double-check to make sure your images are clear and have no glare or blur; your photos need to be fully readable.  You need to be 18 years of age or older and a resident of Switzerland or the European Economic Area to create an account. -> Aug: You will receive an update on your verification status within the next 10 minutes to an hour. If the verification is unsuccessful, kindly review your uploaded images to ensure they are clear, well-lit, and free of glare or blur, allowing for easy readability. Please confirm you are at least 18 years old and a resident of Switzerland or the European Economic Area to proceed with account creation.
GEN | [card_swallowed] | Orig: I need a new card because the ATM took mine. -> Aug: I swallowed my card while trying to get cash from the ATM and now I need a replacement.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is it taking so long for my money to appear in my account? I have been waiting a week! -> Aug: I made a deposit using a cheque/cash last week, but my account balance still hasn't been updated. Can you please look into this and let me know when I can expect the funds to reflect?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Hello, in these holidays i have been overcharged on the amount i have withdrawn on one of your ATMs. I did not had any clue about the horrible charges otherwise i would not have withdrawn. -> Aug: Hi, I'm concerned that I was overcharged on the cash withdrawal I made at one of your ATMs during the holidays. I was unaware of the incorrect exchange rate being applied, otherwise I would have reconsidered the transaction.
GEN | [transfer_fee_charged] | Orig: I have used this account overseas recently. Has there been an increase in fees that I am unaware of? -> Aug: I've been making international transactions and I'm concerned about any potential fee changes I might have missed.
GEN | [edit_personal_details] | Orig: went somewhere else, need to change details -> Aug: decided to switch banks, need to update my personal information
GEN | [virtual_card_not_working] | Orig: Why is my disposable card not working? -> Aug: Why is my virtual card not functioning properly?
GEN | [disposable_card_limits] | Orig: Show me the amount of transactions I can do with a disposable card. -> Aug: What are the transaction limits for a disposable card?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: My friend deposited $100 into my account, but it is not showing up! -> Aug: I made a cash deposit of $50, but my account balance hasn't been updated yet.
GEN | [exchange_rate] | Orig: explain the interbank exchange rate -> Aug: The rate at which banks and other financial institutions exchange one currency for another, typically used for large transactions.
GEN | [transfer_into_account] | Orig: Please provide details on how to top up my account using transfer option -> Aug: Please provide instructions on how to deposit funds into my account using the transfer feature
GEN | [card_arrival] | Orig: I haven't gotten my credit card in the mail. -> Aug: I'm still waiting for my credit card to arrive.
GEN | [exchange_charge] | Orig: If someone in a different country sends me money, do I have to pay a fee? -> Aug: Are there any charges I need to pay when receiving an international money transfer?
GEN | [card_swallowed] | Orig: A Bank ATM did not give my card back. What do I do now? -> Aug: A Bank ATM swallowed my card. What do I do now?
GEN | [transfer_fee_charged] | Orig: I got an unexpected charge on my transfers. How can I correct this? -> Aug: I'm concerned about the extra fee I was charged for my recent transfer. Can you help me resolve this issue?
VAL | [declined_cash_withdrawal] | NO | Text: I'm sorry to hear that you're having trouble withdrawing cash from an ATM using your card. It's possible that your transaction was declined due to insufficient funds or a technical issue. Can you please check your account balance and ensure that you have sufficient funds available for the withdrawal? If the issue persists, you may want to try contacting your bank's customer service to report the issue and get assistance with resolving it.
VAL | [order_physical_card] | YES | Text: Can you please provide me with information on where I can get my physical credit card delivered?
VAL | [exchange_via_app] | YES | Text: How can I exchange my currency for the currency used in another country using your mobile app?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Will I be charged a fee for topping up my account via bank transfer?
VAL | [failed_transfer] | YES | Text: I attempted to make a transfer from my account, but it was unsuccessful.
VAL | [card_about_to_expire] | YES | Text: I'm concerned my credit card is approaching its expiration date, what are the consequences?
VAL | [fiat_currency_support] | YES | Text: Can I obtain fiat currencies from various countries?
VAL | [exchange_charge] | YES | Text: Are there any fees associated with exchanging foreign currency for local currency?
VAL | [pending_transfer] | YES | Text: I initiated a transfer for my vacation fund, but it's still pending. Can you please let me know when I can expect the funds to be available?
VAL | [card_acceptance] | NO | Text: Where can I use my card?
VAL | [card_delivery_estimate] | YES | Text: Can you expedite the delivery of my card?
VAL | [card_payment_fee_charged] | YES | Text: A fee was deducted from my last card transaction.
VAL | [pending_top_up] | YES | Text: Why hasn't my top-up request been processed? I'm still waiting for the transaction to go through
VAL | [order_physical_card] | YES | Text: What is your preferred delivery address for the physical card?
VAL | [order_physical_card] | NO | Text: Can you deliver your physical cards to any location?
VAL | [transfer_into_account] | YES | Text: I'd like to transfer funds from my foreign account to this account.
VAL | [transfer_into_account] | NO | Text: Can I deposit funds from another bank into my account, which currently has no balance?
VAL | [lost_or_stolen_phone] | YES | Text: If my phone is lost or stolen, what should I do to regain access to my account?
VAL | [failed_transfer] | YES | Text: The transfer of funds from my account was unsuccessful.
VAL | [request_refund] | NO | Text: I placed an order but it hasn't arrived, can I get a refund or a replacement?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Will I be charged a fee for topping up my account via bank transfer?
VAL | [pending_top_up] | YES | Text: The top-up refill has been pending for a while now.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: Why was the exchange rate applied incorrectly for my cash withdrawal?
VAL | [pending_cash_withdrawal] | YES | Text: I'd like to cancel the pending cash withdrawal transaction that was attempted on my card earlier today, as it was declined and I did not receive the cash.
VAL | [card_payment_wrong_exchange_rate] | NO | Text: I was incorrectly charged the wrong exchange rate for an international transaction.
VAL | [unable_to_verify_identity] | NO | Text: You will receive an update on your verification status within the next 10 minutes to an hour. If the verification is unsuccessful, kindly review your uploaded images to ensure they are clear, well-lit, and free of glare or blur, allowing for easy readability. Please confirm you are at least 18 years old and a resident of Switzerland or the European Economic Area to proceed with account creation.
VAL | [card_swallowed] | NO | Text: I swallowed my card while trying to get cash from the ATM and now I need a replacement.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a deposit using a cheque/cash last week, but my account balance still hasn't been updated. Can you please look into this and let me know when I can expect the funds to reflect?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: Hi, I'm concerned that I was overcharged on the cash withdrawal I made at one of your ATMs during the holidays. I was unaware of the incorrect exchange rate being applied, otherwise I would have reconsidered the transaction.
VAL | [transfer_fee_charged] | NO | Text: I've been making international transactions and I'm concerned about any potential fee changes I might have missed.
VAL | [edit_personal_details] | YES | Text: decided to switch banks, need to update my personal information
VAL | [virtual_card_not_working] | YES | Text: Why is my virtual card not functioning properly?
VAL | [disposable_card_limits] | YES | Text: What are the transaction limits for a disposable card?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I made a cash deposit of $50, but my account balance hasn't been updated yet.
VAL | [exchange_rate] | YES | Text: The rate at which banks and other financial institutions exchange one currency for another, typically used for large transactions.
VAL | [transfer_into_account] | YES | Text: Please provide instructions on how to deposit funds into my account using the transfer feature
VAL | [card_arrival] | YES | Text: I'm still waiting for my credit card to arrive.
VAL | [exchange_charge] | YES | Text: Are there any charges I need to pay when receiving an international money transfer?
VAL | [card_swallowed] | YES | Text: A Bank ATM swallowed my card. What do I do now?
VAL | [transfer_fee_charged] | YES | Text: I'm concerned about the extra fee I was charged for my recent transfer. Can you help me resolve this issue?
