GEN | [cash_withdrawal_charge] | Orig: Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank! -> Aug: Are there any fees associated with making a cash withdrawal from your account? I'm surprised to see that you're charging me for accessing my own funds, whereas my local bank doesn't impose such a charge.
GEN | [exchange_rate] | Orig: Does this app have the same exchange rate as third parties? -> Aug: Is the exchange rate offered by this app identical to those provided by other third-party services?
GEN | [exchange_charge] | Orig: Would you be able to offer me a discount, since I need to exchange currencies frequently? -> Aug: Could you provide a discount for me, as I regularly need to exchange currencies?
GEN | [virtual_card_not_working] | Orig: My disposable virtual card wouldn't process my payment? -> Aug: My virtual payment card isn't functioning properly and won't accept my transaction.
GEN | [virtual_card_not_working] | Orig: I received my Virtual card information, but was unable to use it to make a purchase. Why did this happen and what can I do? -> Aug: I'm having trouble using my Virtual card to make a payment. Can you help me figure out why it's not working and what I need to do to resolve the issue?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: what are weekend rates for getting cash -> Aug: what is the exchange rate for a cash withdrawal on a weekend?
GEN | [declined_cash_withdrawal] | Orig: I entered the correct pin but I still couldnt get funds. -> Aug: I attempted to withdraw cash, but the transaction was declined despite entering my PIN correctly.
GEN | [card_not_working] | Orig: How do I check security settings using the app? -> Aug: I'm having trouble using my card, and I'm not sure if it's due to security settings. Can you help me check them using the app?
GEN | [transfer_not_received_by_recipient] | Orig: How long will a transaction to a friend take? -> Aug: Why hasn't my friend received the funds I transferred to them?
GEN | [why_verify_identity] | Orig: I don't understand why you want so much of my personal info. -> Aug: I'm curious, what's the purpose of requiring me to provide so much personal information?
GEN | [exchange_charge] | Orig: Do you offer a discount for those who perform frequent currency exchanges? -> Aug: Are there any promotions or discounts available for customers who regularly exchange currencies with us?
GEN | [receiving_money] | Orig: Will my GPB update my salary -> Aug: Will my account reflect my new paycheck?
GEN | [lost_or_stolen_card] | Orig: I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card? -> Aug: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card?
GEN | [pin_blocked] | Orig: What should I do if I exceed my PIN tries? -> Aug: What should I do if my PIN is blocked due to excessive attempts?
GEN | [why_verify_identity] | Orig: Why are you asking so many questions about me? -> Aug: We're verifying your identity to ensure the security and integrity of your account.
GEN | [receiving_money] | Orig: How can my boss pay me directly to the card? -> Aug: What is the best way for my employer to deposit funds directly into my account?
GEN | [card_payment_wrong_exchange_rate] | Orig: Does the fee for exchange change? -> Aug: Is the exchange rate fee applicable to my card payment?
GEN | [direct_debit_payment_not_recognised] | Orig: I'm checking my statements and I saw a purchase from a couple weeks ago that I don't recall at all. Not only that, but I don't even know the business that charged it. I'm not sure if I did it or not, but can we check it and see if we can trace it back to make certain? -> Aug: I'm reviewing my account activity and noticed a transaction from a few weeks ago that I don't recognize. The merchant's name is unfamiliar to me, and I'm unsure if I authorized the payment. Could you please investigate and verify the transaction to confirm whether it was a legitimate charge?
GEN | [exchange_charge] | Orig: Do I get any sort of discount on volume for a lot fo currency exchanges? -> Aug: Can I take advantage of any bulk discount for a large number of currency exchanges?
GEN | [card_payment_wrong_exchange_rate] | Orig: Does the exchange rate change each day for purchases? There is a different rate on my purchase. -> Aug: Why does the exchange rate fluctuate daily, and I noticed a discrepancy in the rate applied to my recent purchase?
GEN | [compromised_card] | Orig: I don't recognize some transactions.  Is someone else using it? -> Aug: I'm concerned about unauthorized activity on my account. Is someone else using my card?
GEN | [fiat_currency_support] | Orig: Is my fiat currency supported for both hold and exchange? -> Aug: Can I use my fiat currency for both holding and exchanging funds?
GEN | [cash_withdrawal_charge] | Orig: Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now? -> Aug: We do charge a fee for cash withdrawals, and the amount varies depending on the type of account and the location of the ATM. Can you please check your account details or visit our website for more information on the current cash withdrawal charge?
GEN | [edit_personal_details] | Orig: I am here to change my adress. -> Aug: I am here to update my residential address.
GEN | [declined_cash_withdrawal] | Orig: my card was frozen due to putting in the wrong pin too much.  how many tries do i have -> Aug: Your account has been temporarily restricted due to multiple incorrect PIN attempts. Please try again, and you'll have another chance to access your funds. If you continue to experience issues, please contact us for assistance.
GEN | [extra_charge_on_statement] | Orig: The $1.00 has still not been reverted as indicated in the previous email. -> Aug: We have not yet reversed the $1.00 charge as previously discussed.
GEN | [card_payment_not_recognised] | Orig: I need to figure out what these charges are on my account. They've been coming out for a couple of days. Can i get all of this money back? Also, I need to freeze my card. -> Aug: I'm trying to understand the recent transactions on my account. There have been some unusual charges showing up. Can I get a refund for these amounts? Additionally, I'd like to temporarily suspend my card activity.
GEN | [virtual_card_not_working] | Orig: I can't do any business with this virtual card. -> Aug: I'm unable to complete any transactions with this virtual card.
GEN | [transfer_into_account] | Orig: Can I transfer money to my card via bank-transfer? -> Aug: Can I transfer funds into my account using a bank transfer?
GEN | [country_support] | Orig: Who gets support? -> Aug: Who is eligible for country-specific support?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I going to be charged for receiving  money? -> Aug: Will I be charged a fee for receiving funds via bank transfer?
GEN | [exchange_charge] | Orig: My currencies needed to be exchanged often and I was wondering if there were any discounts available for this? -> Aug: I'm looking to exchange currencies frequently and was hoping to find any available discounts for this service.
GEN | [declined_cash_withdrawal] | Orig: why would i be declined if i had money iin my account -> Aug: You're wondering why your cash withdrawal was declined despite having sufficient funds in your account?
GEN | [activate_my_card] | Orig: How can I make my card ready to use? -> Aug: What steps can I take to activate my card and start using it?
GEN | [edit_personal_details] | Orig: Need to report a change of address. -> Aug: Update my personal information to reflect a new address.
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate used on your app is really bad. I'm considering closing my account because of it. -> Aug: The exchange rate applied to my recent transaction is inaccurate, and I'm seriously considering canceling my account due to this issue.
GEN | [why_verify_identity] | Orig: Is the identity check part of bank policy? -> Aug: What's the purpose of verifying my identity when opening an account?
GEN | [transaction_charged_twice] | Orig: Can you explain the various transaction times shown on my statement? -> Aug: Can you clarify the reason behind the duplicate charges on my recent transaction?
GEN | [exchange_charge] | Orig: Do I have to pay more for exchanges? -> Aug: Are there additional fees for exchanging an item?
VAL | [cash_withdrawal_charge] | NO | Text: Are there any fees associated with making a cash withdrawal from your account? I'm surprised to see that you're charging me for accessing my own funds, whereas my local bank doesn't impose such a charge.
VAL | [exchange_rate] | YES | Text: Is the exchange rate offered by this app identical to those provided by other third-party services?
VAL | [exchange_charge] | NO | Text: Could you provide a discount for me, as I regularly need to exchange currencies?
VAL | [virtual_card_not_working] | YES | Text: My virtual payment card isn't functioning properly and won't accept my transaction.
VAL | [virtual_card_not_working] | YES | Text: I'm having trouble using my Virtual card to make a payment. Can you help me figure out why it's not working and what I need to do to resolve the issue?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: what is the exchange rate for a cash withdrawal on a weekend?
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to withdraw cash, but the transaction was declined despite entering my PIN correctly.
VAL | [card_not_working] | NO | Text: I'm having trouble using my card, and I'm not sure if it's due to security settings. Can you help me check them using the app?
VAL | [transfer_not_received_by_recipient] | NO | Text: Why hasn't my friend received the funds I transferred to them?
VAL | [why_verify_identity] | NO | Text: I'm curious, what's the purpose of requiring me to provide so much personal information?
VAL | [exchange_charge] | YES | Text: Are there any promotions or discounts available for customers who regularly exchange currencies with us?
VAL | [receiving_money] | YES | Text: Will my account reflect my new paycheck?
VAL | [lost_or_stolen_card] | YES | Text: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card?
VAL | [pin_blocked] | NO | Text: What should I do if my PIN is blocked due to excessive attempts?
VAL | [why_verify_identity] | NO | Text: We're verifying your identity to ensure the security and integrity of your account.
VAL | [receiving_money] | YES | Text: What is the best way for my employer to deposit funds directly into my account?
VAL | [card_payment_wrong_exchange_rate] | NO | Text: Is the exchange rate fee applicable to my card payment?
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm reviewing my account activity and noticed a transaction from a few weeks ago that I don't recognize. The merchant's name is unfamiliar to me, and I'm unsure if I authorized the payment. Could you please investigate and verify the transaction to confirm whether it was a legitimate charge?
VAL | [exchange_charge] | NO | Text: Can I take advantage of any bulk discount for a large number of currency exchanges?
VAL | [card_payment_wrong_exchange_rate] | NO | Text: Why does the exchange rate fluctuate daily, and I noticed a discrepancy in the rate applied to my recent purchase?
VAL | [compromised_card] | YES | Text: I'm concerned about unauthorized activity on my account. Is someone else using my card?
VAL | [fiat_currency_support] | YES | Text: Can I use my fiat currency for both holding and exchanging funds?
VAL | [cash_withdrawal_charge] | NO | Text: We do charge a fee for cash withdrawals, and the amount varies depending on the type of account and the location of the ATM. Can you please check your account details or visit our website for more information on the current cash withdrawal charge?
VAL | [edit_personal_details] | YES | Text: I am here to update my residential address.
VAL | [declined_cash_withdrawal] | NO | Text: Your account has been temporarily restricted due to multiple incorrect PIN attempts. Please try again, and you'll have another chance to access your funds. If you continue to experience issues, please contact us for assistance.
VAL | [extra_charge_on_statement] | YES | Text: We have not yet reversed the $1.00 charge as previously discussed.
VAL | [card_payment_not_recognised] | NO | Text: I'm trying to understand the recent transactions on my account. There have been some unusual charges showing up. Can I get a refund for these amounts? Additionally, I'd like to temporarily suspend my card activity.
VAL | [virtual_card_not_working] | YES | Text: I'm unable to complete any transactions with this virtual card.
VAL | [transfer_into_account] | YES | Text: Can I transfer funds into my account using a bank transfer?
VAL | [country_support] | NO | Text: Who is eligible for country-specific support?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Will I be charged a fee for receiving funds via bank transfer?
VAL | [exchange_charge] | YES | Text: I'm looking to exchange currencies frequently and was hoping to find any available discounts for this service.
VAL | [declined_cash_withdrawal] | YES | Text: You're wondering why your cash withdrawal was declined despite having sufficient funds in your account?
VAL | [activate_my_card] | YES | Text: What steps can I take to activate my card and start using it?
VAL | [edit_personal_details] | YES | Text: Update my personal information to reflect a new address.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate applied to my recent transaction is inaccurate, and I'm seriously considering canceling my account due to this issue.
VAL | [why_verify_identity] | NO | Text: What's the purpose of verifying my identity when opening an account?
VAL | [transaction_charged_twice] | YES | Text: Can you clarify the reason behind the duplicate charges on my recent transaction?
VAL | [exchange_charge] | YES | Text: Are there additional fees for exchanging an item?
