GEN | [getting_spare_card] | Orig: how is it possible to add another card to account -> Aug: Can I request a new card to be added to my account?
GEN | [activate_my_card] | Orig: How do I active this card? -> Aug: How do I activate this card?
GEN | [activate_my_card] | Orig: Tell me how to renew my new card? -> Aug: Can you guide me on how to activate my new card?
GEN | [receiving_money] | Orig: Do I need to convert my currency from GBP before transferring? -> Aug: Can I exchange my GBP to another currency before making a transfer to receive the funds?
GEN | [activate_my_card] | Orig: How long does it take to activate the card, as it does not look like its working? -> Aug: Can you please let me know how long it usually takes to activate a card, as I'm having trouble getting it to work?
GEN | [apple_pay_or_google_pay] | Orig: I have received my American express in apple play, looks like top up has an issue, please help? -> Aug: I have received my American express in Google Pay, looks like top up has an issue, please help?
GEN | [beneficiary_not_allowed] | Orig: the transfer to an account wasn't allowed is there any other way for me to do it -> Aug: The transfer to the designated beneficiary wasn't permitted; are there any alternative methods I can use to complete the transaction?
GEN | [pending_card_payment] | Orig: I made a card payment by my card but it failed. Please let me know when the payment will get completed as its still pending. -> Aug: I attempted to make a payment using my card, but the transaction was unsuccessful. Could you please inform me when the payment will be processed and confirmed, as it's still listed as pending?
GEN | [order_physical_card] | Orig: Is a physical charge extra -> Aug: Is there an additional fee for a physical credit card?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Whats wrong with my currency exchange? -> Aug: The exchange rate for my cash withdrawal seems to be incorrect.
GEN | [order_physical_card] | Orig: I still don't have a card. How do I get one? -> Aug: I'd like to place an order for a physical card. Can you guide me through the process?
GEN | [card_not_working] | Orig: I haven't been able to complete any transactions on my card today. Do you know what's wrong? -> Aug: I'm having trouble making any purchases with my card today. Can you help me figure out what's going on?
GEN | [transfer_not_received_by_recipient] | Orig: When are you going to transfer the money? -> Aug: Why hasn't the transfer been received by the recipient yet?
GEN | [top_up_failed] | Orig: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? -> Aug: I attempted to add funds to my card by making a transfer, but the transaction was unsuccessful. Can you help me identify the issue?
GEN | [card_swallowed] | Orig: I can't get my card out of the ATM -> Aug: I swallowed my card while trying to get it out of the ATM.
GEN | [top_up_failed] | Orig: How can correct Top up with the app to work correctly? -> Aug: Why is the top-up process failing when I try to use the app?
GEN | [beneficiary_not_allowed] | Orig: My account transfer was blocked. -> Aug: The transfer to the designated beneficiary was declined due to ineligibility.
GEN | [pending_top_up] | Orig: I attempted to top up my account but it's been frozen in a pending state for well over an hour now! Is this normal? I'm a new customer and this is my first time doing this. I assumed it would be done quicker than this. -> Aug: I tried to add funds to my account, but it's been stuck in a pending state for an extended period. Can you help me understand why this is taking so long? I'm a new customer and this is my first time topping up, so I'm a bit concerned.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Are bank transfers immediate? -> Aug: Why hasn't my account balance updated after I made a bank transfer?
GEN | [fiat_currency_support] | Orig: Can I exchange my money for EUR? -> Aug: Can I convert my funds to euros?
GEN | [pending_cash_withdrawal] | Orig: So much time has gone by, the pending status shouldn't still be there shouldn't it? -> Aug: I'm concerned that the pending cash withdrawal status has been lingering for too long, shouldn't it have been resolved by now?
GEN | [transfer_not_received_by_recipient] | Orig: Why is my transaction taking so long to complete? -> Aug: Why hasn't my transfer been received by the recipient yet?
GEN | [beneficiary_not_allowed] | Orig: I couldn't transfer money to my bank, why not? -> Aug: You're unable to transfer funds because the beneficiary is not authorized or does not exist in our records.
GEN | [atm_support] | Orig: I need to withdraw money. Where can I do that? -> Aug: I'm looking to make a withdrawal. Can I use an ATM to get some cash?
GEN | [wrong_amount_of_cash_received] | Orig: I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem? -> Aug: I made a withdrawal at the ATM this morning, but I just noticed that I was shortchanged. I'm certain I requested 120, but I only received 90. Can you help me resolve this issue?
GEN | [beneficiary_not_allowed] | Orig: I was unable to transfer to another account. -> Aug: You are not authorized to transfer funds to the specified beneficiary.
GEN | [card_about_to_expire] | Orig: Tell me what I should do after my card expires. -> Aug: What steps should I take when my credit card's expiration date arrives?
GEN | [top_up_by_card_charge] | Orig: Do you charge a fee for adding money in USD? -> Aug: Is there a charge for topping up my account using my card in USD?
GEN | [beneficiary_not_allowed] | Orig: Why wasn't my payment to beneficiary X approved? -> Aug: Why was my payment to the beneficiary not processed due to their account being restricted or not allowed?
GEN | [beneficiary_not_allowed] | Orig: I couldn't transfer to an account. -> Aug: You're unable to transfer funds to a beneficiary as they are not authorized to receive payments.
GEN | [pending_transfer] | Orig: When will my transfer move out of pending stage? -> Aug: When will my transfer be processed and move out of the pending stage?
GEN | [get_physical_card] | Orig: I have a question regarding the PIN of the card? -> Aug: I would like to inquire about the physical card's PIN.
GEN | [pending_card_payment] | Orig: I was wondering how long does it take for a payment to go thru? It seems my last payment is stuck and hasn't moved. -> Aug: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed?
GEN | [wrong_amount_of_cash_received] | Orig: Yikes!  I didn't get the amount of money that I requested.  What do I do now? -> Aug: I'm shortchanged! The cash I received is not the correct amount. Can you help me resolve this issue?
GEN | [exchange_via_app] | Orig: Can I use this app for both USD and GBP? -> Aug: Can I use this app to exchange currencies, including USD and GBP?
GEN | [pending_card_payment] | Orig: I made a payment with my card and it hasn't changed. How long do you think this will take? -> Aug: I attempted to process a payment using my card, but it's still pending. Can you please provide an estimated timeframe for when this transaction will be completed?
GEN | [get_physical_card] | Orig: The card PIN is not visible anywhere? -> Aug: I'd be happy to help you obtain a physical copy of your card.
GEN | [visa_or_mastercard] | Orig: Do I have to pick a creditcard brand? -> Aug: Must I choose between Visa or Mastercard?
GEN | [cash_withdrawal_not_recognised] | Orig: I am confused why there is cash I did not accept in my account -> Aug: I'm unsure why there's a cash withdrawal that I didn't initiate showing up in my account.
VAL | [getting_spare_card] | NO | Text: Can I request a new card to be added to my account?
VAL | [activate_my_card] | YES | Text: How do I activate this card?
VAL | [activate_my_card] | NO | Text: Can you guide me on how to activate my new card?
VAL | [receiving_money] | NO | Text: Can I exchange my GBP to another currency before making a transfer to receive the funds?
VAL | [activate_my_card] | NO | Text: Can you please let me know how long it usually takes to activate a card, as I'm having trouble getting it to work?
VAL | [apple_pay_or_google_pay] | NO | Text: I have received my American express in Google Pay, looks like top up has an issue, please help?
VAL | [beneficiary_not_allowed] | YES | Text: The transfer to the designated beneficiary wasn't permitted; are there any alternative methods I can use to complete the transaction?
VAL | [pending_card_payment] | YES | Text: I attempted to make a payment using my card, but the transaction was unsuccessful. Could you please inform me when the payment will be processed and confirmed, as it's still listed as pending?
VAL | [order_physical_card] | NO | Text: Is there an additional fee for a physical credit card?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: The exchange rate for my cash withdrawal seems to be incorrect.
VAL | [order_physical_card] | YES | Text: I'd like to place an order for a physical card. Can you guide me through the process?
VAL | [card_not_working] | YES | Text: I'm having trouble making any purchases with my card today. Can you help me figure out what's going on?
VAL | [transfer_not_received_by_recipient] | NO | Text: Why hasn't the transfer been received by the recipient yet?
VAL | [top_up_failed] | YES | Text: I attempted to add funds to my card by making a transfer, but the transaction was unsuccessful. Can you help me identify the issue?
VAL | [card_swallowed] | NO | Text: I swallowed my card while trying to get it out of the ATM.
VAL | [top_up_failed] | YES | Text: Why is the top-up process failing when I try to use the app?
VAL | [beneficiary_not_allowed] | NO | Text: The transfer to the designated beneficiary was declined due to ineligibility.
VAL | [pending_top_up] | YES | Text: I tried to add funds to my account, but it's been stuck in a pending state for an extended period. Can you help me understand why this is taking so long? I'm a new customer and this is my first time topping up, so I'm a bit concerned.
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: Why hasn't my account balance updated after I made a bank transfer?
VAL | [fiat_currency_support] | YES | Text: Can I convert my funds to euros?
VAL | [pending_cash_withdrawal] | YES | Text: I'm concerned that the pending cash withdrawal status has been lingering for too long, shouldn't it have been resolved by now?
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't my transfer been received by the recipient yet?
VAL | [beneficiary_not_allowed] | YES | Text: You're unable to transfer funds because the beneficiary is not authorized or does not exist in our records.
VAL | [atm_support] | NO | Text: I'm looking to make a withdrawal. Can I use an ATM to get some cash?
VAL | [wrong_amount_of_cash_received] | YES | Text: I made a withdrawal at the ATM this morning, but I just noticed that I was shortchanged. I'm certain I requested 120, but I only received 90. Can you help me resolve this issue?
VAL | [beneficiary_not_allowed] | YES | Text: You are not authorized to transfer funds to the specified beneficiary.
VAL | [card_about_to_expire] | YES | Text: What steps should I take when my credit card's expiration date arrives?
VAL | [top_up_by_card_charge] | YES | Text: Is there a charge for topping up my account using my card in USD?
VAL | [beneficiary_not_allowed] | YES | Text: Why was my payment to the beneficiary not processed due to their account being restricted or not allowed?
VAL | [beneficiary_not_allowed] | YES | Text: You're unable to transfer funds to a beneficiary as they are not authorized to receive payments.
VAL | [pending_transfer] | YES | Text: When will my transfer be processed and move out of the pending stage?
VAL | [get_physical_card] | NO | Text: I would like to inquire about the physical card's PIN.
VAL | [pending_card_payment] | YES | Text: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed?
VAL | [wrong_amount_of_cash_received] | YES | Text: I'm shortchanged! The cash I received is not the correct amount. Can you help me resolve this issue?
VAL | [exchange_via_app] | NO | Text: Can I use this app to exchange currencies, including USD and GBP?
VAL | [pending_card_payment] | YES | Text: I attempted to process a payment using my card, but it's still pending. Can you please provide an estimated timeframe for when this transaction will be completed?
VAL | [get_physical_card] | NO | Text: I'd be happy to help you obtain a physical copy of your card.
VAL | [visa_or_mastercard] | NO | Text: Must I choose between Visa or Mastercard?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm unsure why there's a cash withdrawal that I didn't initiate showing up in my account.
