GEN | [card_payment_not_recognised] | Orig: i didnt do this charge -> Aug: We didn't recognize the payment from your card
GEN | [extra_charge_on_statement] | Orig: My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about. -> Aug: I'm reviewing my statement and noticed a pending charge for £1. I'm not aware of this transaction, could you please clarify what this is for?
GEN | [Refund_not_showing_up] | Orig: Please update me on whether you have received the funds for the refund of the large purchase I made recently. I have requested this from the merchant days ago but still haven't got anything. -> Aug: I'm still waiting to hear back about the status of my refund for the recent large purchase I made. It's been a while since I requested it from the merchant, and I haven't received any update yet.
GEN | [transfer_fee_charged] | Orig: I need to know how much it costs to transfer funds. -> Aug: I'd like to inquire about the transfer fee associated with moving funds.
GEN | [top_up_by_cash_or_cheque] | Orig: What physical locations can I use cash to top up? -> Aug: At which physical locations can I use cash to top up my account?
GEN | [transaction_charged_twice] | Orig: Transaction showing up many times. -> Aug: Multiple transactions appearing on my account.
GEN | [reverted_card_payment?] | Orig: I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here? -> Aug: I recently made a purchase, received one item, but the full amount was reversed back to my account. Can you help me understand what's happening?
GEN | [transaction_charged_twice] | Orig: I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back? -> Aug: I accidentally used my duplicate card to make a purchase, and it was charged twice. I've since canceled the card, but I'd like to know how to recover the extra amount.
GEN | [balance_not_updated_after_bank_transfer] | Orig: For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay. -> Aug: I recently made a transfer from a UK account, but my account balance hasn't been updated yet. Can you please let me know how long it usually takes for transfers to reflect in my account?
GEN | [top_up_by_card_charge] | Orig: how should i add money to my card -> Aug: How can I charge my card to add funds?
GEN | [reverted_card_payment?] | Orig: How come I can't find my payment? -> Aug: Why was my payment reversed?
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unknown charge. -> Aug: We've received an unidentified direct debit payment from your account.
GEN | [fiat_currency_support] | Orig: Is my country's currency supported by your system? -> Aug: Does your bank support transactions in my local currency?
GEN | [Refund_not_showing_up] | Orig: My refund isn't going fast enough. -> Aug: My refund is taking too long to process.
GEN | [top_up_by_cash_or_cheque] | Orig: What types of top-up methods do you accept? -> Aug: You can top up your account using either cash or cheque.
GEN | [top_up_reverted] | Orig: I got an cancellation error when I was topping up. -> Aug: I experienced a failed transaction while attempting to add funds.
GEN | [cancel_transfer] | Orig: I have arranged a transfer, but no longer need to send it. How do I stop the transfer? -> Aug: I would like to cancel the transfer I initiated earlier. Can you assist me with stopping the transfer process?
GEN | [cancel_transfer] | Orig: I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please. -> Aug: I need to cancel the transfer I made yesterday and correct the mistake. Can you assist me in reversing the transaction by tomorrow?
GEN | [card_acceptance] | Orig: Where can I pay with my card? -> Aug: What methods of card payment are available for me to use?
GEN | [exchange_charge] | Orig: Do exchanges cost more? -> Aug: Are there any additional fees associated with exchanging currency?
GEN | [card_payment_fee_charged] | Orig: I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before. -> Aug: I'd like to be notified when an extra fee is applied to my payment. I recently checked the app and noticed an additional charge related to one of my transactions. I was not informed about this fee beforehand.
GEN | [declined_transfer] | Orig: I think there has been a mistake with my transfer -> Aug: I believe there was an error with the transfer I initiated
GEN | [cancel_transfer] | Orig: Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow. -> Aug: I mistakenly sent a payment to the wrong account for my rent payment yesterday. I urgently require assistance in reversing the transaction and transferring the funds to the correct account by tomorrow.
GEN | [cancel_transfer] | Orig: How do i cancel a charge? -> Aug: How can I stop a pending transfer?
GEN | [transfer_fee_charged] | Orig: I think I have an extra transfer charge. -> Aug: I'm concerned about the additional transfer fee.
GEN | [Refund_not_showing_up] | Orig: Can I check my recent refund in my statement? -> Aug: I'm trying to locate my recent refund in my account statement.
GEN | [country_support] | Orig: Can I use this all over the world? -> Aug: Can I use this service globally or internationally?
GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening . -> Aug: We've noticed that your recent transfer attempts have been declined. Can you please check your account balance and ensure you have sufficient funds? Additionally, you may want to verify the transfer details to ensure everything is accurate.
GEN | [top_up_reverted] | Orig: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. -> Aug: Hello, I've successfully topped up my account, but the credit hasn't been reflected. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
GEN | [top_up_by_cash_or_cheque] | Orig: Is topping up with cash allowed? -> Aug: Can I make a cash deposit to top up my account?
GEN | [direct_debit_payment_not_recognised] | Orig: This debit is not my transcation. How do I get my money out back? -> Aug: This direct debit payment is not recognized. Can you help me retrieve my funds?
GEN | [cancel_transfer] | Orig: Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place. -> Aug: I'd like to cancel the transfer I just initiated, as I accidentally entered incorrect details and fear it may have been sent to the wrong recipient.
GEN | [declined_cash_withdrawal] | Orig: Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. -> Aug: We're sorry to hear that your card is not accepting cash withdrawals at the ATM. Please try re-entering your PIN or contact our customer support team for assistance.
GEN | [top_up_reverted] | Orig: I went to top up my card and it was cancelled. -> Aug: I attempted to add funds to my card, but the transaction was reversed.
GEN | [card_not_working] | Orig: I can't get my actual card to work -> Aug: I'm having trouble using my physical card
GEN | [top_up_limits] | Orig: Do I need to use a limit on top-ups? -> Aug: Do I require a limit on my top-up transactions?
GEN | [transfer_fee_charged] | Orig: I made a transfer and the receiver said they haven't actually received the right amount, but it's a bit less. Now I have to transfer more money to make up for the missing bit. Can you please alert me about this, what has been going on? -> Aug: I initiated a transfer, but the recipient claims they didn't receive the full amount, and I need to make an additional transfer to cover the shortfall. Can you help me understand what's happening with the transfer fee charged?
GEN | [order_physical_card] | Orig: What fees do you charge for the standard card? -> Aug: Can you please inform me about the charges associated with ordering a physical card?
GEN | [request_refund] | Orig: Hello, I have recently made a purchase and have decided to cancel my purchase. Is there any way that you can cancel that transaction for me so I can get the money back? It's very important. -> Aug: Hi, I'd like to request a refund for a recent purchase I made. Could you please assist me in canceling the transaction and issuing a refund? It's urgent.
VAL | [card_payment_not_recognised] | YES | Text: We didn't recognize the payment from your card
VAL | [extra_charge_on_statement] | YES | Text: I'm reviewing my statement and noticed a pending charge for £1. I'm not aware of this transaction, could you please clarify what this is for?
VAL | [Refund_not_showing_up] | YES | Text: I'm still waiting to hear back about the status of my refund for the recent large purchase I made. It's been a while since I requested it from the merchant, and I haven't received any update yet.
VAL | [transfer_fee_charged] | YES | Text: I'd like to inquire about the transfer fee associated with moving funds.
VAL | [top_up_by_cash_or_cheque] | NO | Text: At which physical locations can I use cash to top up my account?
VAL | [transaction_charged_twice] | YES | Text: Multiple transactions appearing on my account.
VAL | [reverted_card_payment?] | NO | Text: I recently made a purchase, received one item, but the full amount was reversed back to my account. Can you help me understand what's happening?
VAL | [transaction_charged_twice] | YES | Text: I accidentally used my duplicate card to make a purchase, and it was charged twice. I've since canceled the card, but I'd like to know how to recover the extra amount.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I recently made a transfer from a UK account, but my account balance hasn't been updated yet. Can you please let me know how long it usually takes for transfers to reflect in my account?
VAL | [top_up_by_card_charge] | NO | Text: How can I charge my card to add funds?
VAL | [reverted_card_payment?] | NO | Text: Why was my payment reversed?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received an unidentified direct debit payment from your account.
VAL | [fiat_currency_support] | YES | Text: Does your bank support transactions in my local currency?
VAL | [Refund_not_showing_up] | YES | Text: My refund is taking too long to process.
VAL | [top_up_by_cash_or_cheque] | YES | Text: You can top up your account using either cash or cheque.
VAL | [top_up_reverted] | YES | Text: I experienced a failed transaction while attempting to add funds.
VAL | [cancel_transfer] | YES | Text: I would like to cancel the transfer I initiated earlier. Can you assist me with stopping the transfer process?
VAL | [cancel_transfer] | YES | Text: I need to cancel the transfer I made yesterday and correct the mistake. Can you assist me in reversing the transaction by tomorrow?
VAL | [card_acceptance] | NO | Text: What methods of card payment are available for me to use?
VAL | [exchange_charge] | YES | Text: Are there any additional fees associated with exchanging currency?
VAL | [card_payment_fee_charged] | YES | Text: I'd like to be notified when an extra fee is applied to my payment. I recently checked the app and noticed an additional charge related to one of my transactions. I was not informed about this fee beforehand.
VAL | [declined_transfer] | NO | Text: I believe there was an error with the transfer I initiated
VAL | [cancel_transfer] | YES | Text: I mistakenly sent a payment to the wrong account for my rent payment yesterday. I urgently require assistance in reversing the transaction and transferring the funds to the correct account by tomorrow.
VAL | [cancel_transfer] | NO | Text: How can I stop a pending transfer?
VAL | [transfer_fee_charged] | YES | Text: I'm concerned about the additional transfer fee.
VAL | [Refund_not_showing_up] | YES | Text: I'm trying to locate my recent refund in my account statement.
VAL | [country_support] | NO | Text: Can I use this service globally or internationally?
VAL | [declined_transfer] | NO | Text: We've noticed that your recent transfer attempts have been declined. Can you please check your account balance and ensure you have sufficient funds? Additionally, you may want to verify the transfer details to ensure everything is accurate.
VAL | [top_up_reverted] | YES | Text: Hello, I've successfully topped up my account, but the credit hasn't been reflected. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
VAL | [top_up_by_cash_or_cheque] | YES | Text: Can I make a cash deposit to top up my account?
VAL | [direct_debit_payment_not_recognised] | NO | Text: This direct debit payment is not recognized. Can you help me retrieve my funds?
VAL | [cancel_transfer] | YES | Text: I'd like to cancel the transfer I just initiated, as I accidentally entered incorrect details and fear it may have been sent to the wrong recipient.
VAL | [declined_cash_withdrawal] | NO | Text: We're sorry to hear that your card is not accepting cash withdrawals at the ATM. Please try re-entering your PIN or contact our customer support team for assistance.
VAL | [top_up_reverted] | YES | Text: I attempted to add funds to my card, but the transaction was reversed.
VAL | [card_not_working] | YES | Text: I'm having trouble using my physical card
VAL | [top_up_limits] | YES | Text: Do I require a limit on my top-up transactions?
VAL | [transfer_fee_charged] | YES | Text: I initiated a transfer, but the recipient claims they didn't receive the full amount, and I need to make an additional transfer to cover the shortfall. Can you help me understand what's happening with the transfer fee charged?
VAL | [order_physical_card] | YES | Text: Can you please inform me about the charges associated with ordering a physical card?
VAL | [request_refund] | YES | Text: Hi, I'd like to request a refund for a recent purchase I made. Could you please assist me in canceling the transaction and issuing a refund? It's urgent.
