GEN | [get_physical_card] | Orig: How is the PIN delivered? -> Aug: How do I receive my physical credit card?
GEN | [get_physical_card] | Orig: I dont have a pin -> Aug: I'd like to request a physical card to replace the one I lost.
GEN | [get_physical_card] | Orig: I don't have a PIN at this point. -> Aug: I'd like to obtain a physical card.
GEN | [get_physical_card] | Orig: How is my PIN sent? -> Aug: How do I obtain my physical credit card?
GEN | [compromised_card] | Orig: My wallet was stolen and all my credit cards were in there.  HELP?!!? -> Aug: My purse was stolen and all my credit cards were inside. I need assistance!
GEN | [change_pin] | Orig: I have been travelling overseas and I need to change my PIN. Can you tell me how this is done? -> Aug: I'm currently abroad and I'd like to modify my PIN. Could you please guide me through the process?
GEN | [supported_cards_and_currencies] | Orig: Do you have a list of the cards and currencies supported? -> Aug: We accept a range of cards and currencies, including Visa, Mastercard, American Express, and more. Can I provide you with a comprehensive list of our supported cards and currencies?
GEN | [receiving_money] | Orig: what currencies can I receive my salary in with this? -> Aug: What forms of payment can I receive my salary in with this account?
GEN | [supported_cards_and_currencies] | Orig: Do you have a list of cards and currencies you support? -> Aug: We accept a range of cards and currencies, including Visa, Mastercard, American Express, and more. Can I provide you with a comprehensive list of our supported cards and currencies?
GEN | [fiat_currency_support] | Orig: I would like to know which fiat currencies are recognized by your organization. -> Aug: I'd like to inquire about the list of supported fiat currencies accepted by your institution.
GEN | [get_physical_card] | Orig: Can you deliver the PIN separately? -> Aug: Can you provide the physical card separately?
GEN | [compromised_card] | Orig: What do I do if I believe to be a victim of credit card fraud? -> Aug: If I suspect my credit card has been compromised, what steps can I take to protect my account and report the issue?
GEN | [card_arrival] | Orig: can you share card tracking number? -> Aug: can you provide the tracking number for my card arrival?
GEN | [lost_or_stolen_card] | Orig: I lost my wallet and all my cards were in it. -> Aug: I misplaced my wallet and all my credit cards were inside.
GEN | [change_pin] | Orig: Is it possible to change my pin if i am out of the country? -> Aug: Can I still change my PIN if I'm currently abroad or outside the country?
GEN | [passcode_forgotten] | Orig: passcode retrieval -> Aug: forgot passcode
GEN | [change_pin] | Orig: How do I change my PIN abroad? -> Aug: How can I modify my PIN while traveling internationally?
GEN | [change_pin] | Orig: If I am not in the country and I need to change my PIN, how can this be done? -> Aug: If I'm currently abroad and I need to change my PIN, what steps can I take to do so?
GEN | [get_physical_card] | Orig: Is the PIN separately delivered? -> Aug: Can I receive my physical card separately from the PIN?
GEN | [supported_cards_and_currencies] | Orig: What are the various currencies and cards that you offer support for? -> Aug: We accept a wide range of cards and currencies, including Visa, Mastercard, American Express, Discover, and Diners Club, as well as popular digital wallets like Apple Pay, Google Pay, and Samsung Pay. Additionally, we support various currencies such as USD, EUR, JPY, GBP, AUD, CAD, and many more.
GEN | [exchange_rate] | Orig: What is the exchange looking like? -> Aug: What is the current exchange rate?
GEN | [supported_cards_and_currencies] | Orig: Can you tell me what cards and currencies you support? -> Aug: We accept a wide range of cards and currencies, including Visa, Mastercard, American Express, and Discover, as well as USD, EUR, JPY, and many others.
GEN | [change_pin] | Orig: Can I change my PIN abroad? -> Aug: Can I modify my PIN while traveling internationally?
GEN | [verify_top_up] | Orig: Where is the verification code display? -> Aug: Can you please show me the verification code for the top-up process?
GEN | [verify_top_up] | Orig: I can't see a verification code anywhere -> Aug: I'm having trouble finding the verification code for my top-up
GEN | [supported_cards_and_currencies] | Orig: do you accept from usa credit card? -> Aug: Do you accept USA-issued credit cards, such as Visa, Mastercard, or American Express?
GEN | [card_arrival] | Orig: Was there a way for me to get tracking for that? -> Aug: Could you please provide me with the tracking information for my card arrival?
GEN | [card_about_to_expire] | Orig: Am I able to get this shipped to China? -> Aug: Can I have this card about to expire shipped to China?
GEN | [lost_or_stolen_phone] | Orig: Can my account me accessed by a thief?  I was mugged. -> Aug: Can my account be accessed by a thief? I had my phone stolen.
GEN | [get_physical_card] | Orig: Does the PIN come under separate cover? -> Aug: Can I request a physical card with the PIN included?
GEN | [lost_or_stolen_phone] | Orig: I was mugged.  They took everything.  I can't use the app.  What do I do? -> Aug: I had my phone stolen during a robbery. The thief took my device and I'm unable to access the app. Can you help me with this issue?
GEN | [card_arrival] | Orig: Can you track my card for me? -> Aug: Could you please help me locate my card?
GEN | [fiat_currency_support] | Orig: what currencies do you accept? -> Aug: What types of fiat currencies do you support for transactions?
GEN | [exchange_via_app] | Orig: What steps do I need to take to exchange currencies? -> Aug: To initiate a currency exchange, can I assist you with the process through our mobile app? Simply open the app, navigate to the exchange feature, and follow the prompts to complete the transaction.
GEN | [get_physical_card] | Orig: I can't find the PIN. -> Aug: I need to retrieve my physical credit card.
GEN | [contactless_not_working] | Orig: How do I troubleshoot my contactless? -> Aug: What's the issue with my contactless payment method?
GEN | [verify_top_up] | Orig: I'm being asked for a verification code. Where do I find it? -> Aug: I'm trying to complete a top-up process, but I need a verification code. Can you please guide me on how to obtain it?
GEN | [supported_cards_and_currencies] | Orig: I want to know which currencies and cards are supported, can you provide a list? -> Aug: We accept a wide range of cards and currencies, including Visa, Mastercard, American Express, and Discover. We also support various currencies such as USD, EUR, JPY, and more. Can I provide you with a comprehensive list of our supported cards and currencies?
VAL | [get_physical_card] | YES | Text: How do I receive my physical credit card?
VAL | [get_physical_card] | NO | Text: I'd like to request a physical card to replace the one I lost.
VAL | [get_physical_card] | NO | Text: I'd like to obtain a physical card.
VAL | [get_physical_card] | NO | Text: How do I obtain my physical credit card?
VAL | [compromised_card] | YES | Text: My purse was stolen and all my credit cards were inside. I need assistance!
VAL | [change_pin] | YES | Text: I'm currently abroad and I'd like to modify my PIN. Could you please guide me through the process?
VAL | [supported_cards_and_currencies] | NO | Text: We accept a range of cards and currencies, including Visa, Mastercard, American Express, and more. Can I provide you with a comprehensive list of our supported cards and currencies?
VAL | [receiving_money] | NO | Text: What forms of payment can I receive my salary in with this account?
VAL | [supported_cards_and_currencies] | NO | Text: We accept a range of cards and currencies, including Visa, Mastercard, American Express, and more. Can I provide you with a comprehensive list of our supported cards and currencies?
VAL | [fiat_currency_support] | YES | Text: I'd like to inquire about the list of supported fiat currencies accepted by your institution.
VAL | [get_physical_card] | NO | Text: Can you provide the physical card separately?
VAL | [compromised_card] | YES | Text: If I suspect my credit card has been compromised, what steps can I take to protect my account and report the issue?
VAL | [card_arrival] | YES | Text: can you provide the tracking number for my card arrival?
VAL | [lost_or_stolen_card] | NO | Text: I misplaced my wallet and all my credit cards were inside.
VAL | [change_pin] | YES | Text: Can I still change my PIN if I'm currently abroad or outside the country?
VAL | [passcode_forgotten] | YES | Text: forgot passcode
VAL | [change_pin] | NO | Text: How can I modify my PIN while traveling internationally?
VAL | [change_pin] | YES | Text: If I'm currently abroad and I need to change my PIN, what steps can I take to do so?
VAL | [get_physical_card] | NO | Text: Can I receive my physical card separately from the PIN?
VAL | [supported_cards_and_currencies] | YES | Text: We accept a wide range of cards and currencies, including Visa, Mastercard, American Express, Discover, and Diners Club, as well as popular digital wallets like Apple Pay, Google Pay, and Samsung Pay. Additionally, we support various currencies such as USD, EUR, JPY, GBP, AUD, CAD, and many more.
VAL | [exchange_rate] | YES | Text: What is the current exchange rate?
VAL | [supported_cards_and_currencies] | YES | Text: We accept a wide range of cards and currencies, including Visa, Mastercard, American Express, and Discover, as well as USD, EUR, JPY, and many others.
VAL | [change_pin] | YES | Text: Can I modify my PIN while traveling internationally?
VAL | [verify_top_up] | NO | Text: Can you please show me the verification code for the top-up process?
VAL | [verify_top_up] | NO | Text: I'm having trouble finding the verification code for my top-up
VAL | [supported_cards_and_currencies] | NO | Text: Do you accept USA-issued credit cards, such as Visa, Mastercard, or American Express?
VAL | [card_arrival] | YES | Text: Could you please provide me with the tracking information for my card arrival?
VAL | [card_about_to_expire] | NO | Text: Can I have this card about to expire shipped to China?
VAL | [lost_or_stolen_phone] | YES | Text: Can my account be accessed by a thief? I had my phone stolen.
VAL | [get_physical_card] | NO | Text: Can I request a physical card with the PIN included?
VAL | [lost_or_stolen_phone] | YES | Text: I had my phone stolen during a robbery. The thief took my device and I'm unable to access the app. Can you help me with this issue?
VAL | [card_arrival] | NO | Text: Could you please help me locate my card?
VAL | [fiat_currency_support] | YES | Text: What types of fiat currencies do you support for transactions?
VAL | [exchange_via_app] | NO | Text: To initiate a currency exchange, can I assist you with the process through our mobile app? Simply open the app, navigate to the exchange feature, and follow the prompts to complete the transaction.
VAL | [get_physical_card] | NO | Text: I need to retrieve my physical credit card.
VAL | [contactless_not_working] | YES | Text: What's the issue with my contactless payment method?
VAL | [verify_top_up] | NO | Text: I'm trying to complete a top-up process, but I need a verification code. Can you please guide me on how to obtain it?
VAL | [supported_cards_and_currencies] | YES | Text: We accept a wide range of cards and currencies, including Visa, Mastercard, American Express, and Discover. We also support various currencies such as USD, EUR, JPY, and more. Can I provide you with a comprehensive list of our supported cards and currencies?
