GEN | [pending_top_up] | Orig: I already paid to top-up but the funds aren't available yet, where are they? -> Aug: I made a payment to top-up my account, but the funds are still pending, can you help me track the status?
GEN | [card_payment_fee_charged] | Orig: i have used my card online before and wasn't charged, why am i charged now -> Aug: I've made online transactions with my card previously without being charged a fee, so I'm confused as to why I'm being charged a fee this time.
GEN | [extra_charge_on_statement] | Orig: How long will the $1 charge show as pending? -> Aug: How long will the additional charge appear as pending on my statement?
GEN | [transfer_not_received_by_recipient] | Orig: I sent money to my family last Friday but they don't have it. -> Aug: I made a transfer to my family last Friday, but they haven't received it yet.
GEN | [topping_up_by_card] | Orig: I tried topping off my account with a card, but the money is not in my account despite the charge going through -> Aug: I attempted to add funds to my account using my card, but the transaction was successful, yet the funds are still not showing up in my account.
GEN | [topping_up_by_card] | Orig: Am I the only one who can top-up my account? -> Aug: Can I perform a card-based account top-up myself?
GEN | [topping_up_by_card] | Orig: Can I let other people have access to my account in order to top up? -> Aug: Can I allow someone else to access my account to make a card-based top-up for me?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Where is the money I put in the bank? -> Aug: I made a deposit using a cheque or cash, but my account balance hasn't been updated yet.
GEN | [extra_charge_on_statement] | Orig: Why is there a pending hold on one pound on my statement? -> Aug: We noticed an additional charge of one pound on your recent statement. Can you please clarify what this extra charge is for?
GEN | [pending_top_up] | Orig: When will my top up be approved? -> Aug: When will my pending top-up be processed?
GEN | [cash_withdrawal_not_recognised] | Orig: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? -> Aug: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unauthorised cash withdrawal of $500. Can you assist me in resolving this issue?
GEN | [failed_transfer] | Orig: Why was my transaction not approved? -> Aug: Why was my transfer not processed successfully?
GEN | [pending_card_payment] | Orig: I made a payment that is not yet complete. -> Aug: Your payment is still pending and has not been successfully processed.
GEN | [topping_up_by_card] | Orig: my top up isnt there yet where do i find it -> Aug: my card top-up is still pending, where can I locate it?
GEN | [edit_personal_details] | Orig: I just got married and need to change my name on the account -> Aug: I recently changed my marital status and would like to update my personal details, specifically my name, on my account.
GEN | [pending_card_payment] | Orig: There is a payment that has not processed. -> Aug: A payment is still pending and has not been processed.
GEN | [order_physical_card] | Orig: Is payment required to get a card of my own? -> Aug: Do I need to make a payment to receive my physical credit card?
GEN | [topping_up_by_card] | Orig: Can my account be topped-up by friends of mine. -> Aug: Can I add funds to my account using my friend's card?
GEN | [failed_transfer] | Orig: I am trying to transfer money and something is going wrong. -> Aug: I'm having trouble completing a money transfer and need assistance.
GEN | [pending_top_up] | Orig: My top-up funds aren't available yet. -> Aug: My top-up payment is still pending and hasn't been credited to my account.
GEN | [extra_charge_on_statement] | Orig: I had a dollar charged to my account that's still pending and wanted to know what the charge is for? -> Aug: I recently noticed an additional charge on my statement and I'd like to know what it's for?
GEN | [cash_withdrawal_not_recognised] | Orig: I have my card here with me and someone has just made a withdrawal for 500. Please help! -> Aug: I'm trying to make a cash withdrawal, but the amount I'm seeing on my statement doesn't match the one I authorized. Can you assist me?
GEN | [reverted_card_payment?] | Orig: My card payment has not been withdrawn from my account -> Aug: Why was my card payment reversed from my account?
GEN | [beneficiary_not_allowed] | Orig: I cant transfer money into my account -> Aug: You are not authorized to receive funds into your account.
GEN | [pending_top_up] | Orig: When will my top up be applied? -> Aug: When will my pending top-up be processed?
GEN | [beneficiary_not_allowed] | Orig: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? -> Aug: I'm having trouble finalizing a transaction. I'm trying to buy some cryptocurrency, but the app won't let me proceed. Can you help me figure out why the beneficiary is not allowed?
GEN | [card_payment_not_recognised] | Orig: I do not recongize a payment in my account. -> Aug: We cannot verify a payment in your account.
GEN | [cancel_transfer] | Orig: Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app -> Aug: Hi, I urgently need assistance. I've just discovered that I mistakenly sent a payment to the wrong account number, and there's a typo involved. Could you please cancel the transfer as soon as possible? I'm unable to do so through the app.
GEN | [exchange_via_app] | Orig: Do you support changing the currency I use? -> Aug: Can I exchange the currency I'm using through your app?
GEN | [unable_to_verify_identity] | Orig: How long will it take to verify my account? -> Aug: We're unable to verify your identity at this time, and we'll need to resolve this issue before we can proceed with your account.
GEN | [card_about_to_expire] | Orig: Can I keep using my card after it expires? -> Aug: What happens if I continue to use my card after its expiration date?
GEN | [card_payment_fee_charged] | Orig: Why did I have to pay extra because I paid with my card? -> Aug: Why was I charged an additional fee when I used my credit/debit card for the transaction?
GEN | [exchange_via_app] | Orig: I need to get some Euros for my holiday. Am I able to exchange some of my money? -> Aug: I'd like to exchange some currency for my trip. Can I do it through the app?
GEN | [request_refund] | Orig: I'm cancelling this charge. I still have not received what I bought from these people a while ago. -> Aug: I'm requesting a refund for this cancelled charge since I never received the item I paid for.
GEN | [direct_debit_payment_not_recognised] | Orig: There was some money taken from my account that I don't remember paying for. Am I able to look up this transaction which was a few weeks ago to see who took out the money? Im not sure I need a refund just want to check to make sure it's legit. -> Aug: I'm concerned about a recent transaction that I don't recall authorizing. Can you help me investigate this direct debit payment that was deducted from my account a few weeks ago? I'd like to verify the legitimacy of the transaction and ensure it's not a mistake.
GEN | [atm_support] | Orig: What locations can I get money from? -> Aug: Where can I withdraw cash from an ATM?
GEN | [fiat_currency_support] | Orig: Will you be adding more currencies in the future? -> Aug: Are there any plans to expand the list of supported fiat currencies in the near future?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. -> Aug: I'm frustrated because I was surprised to be charged an unexpected fee when I withdrew cash from an ATM on a public holiday, and I wasn't informed about the fee beforehand, which would have prevented me from making the withdrawal.
GEN | [card_payment_not_recognised] | Orig: There are a couple payments with my card shown in the app that i really didn't make myself. What's happenning with this, does someone has access to my card?! -> Aug: We've noticed some transactions on your account that don't match your records. Can you please clarify what's going on with these unauthorized payments? Is someone else using your card without your permission?
VAL | [pending_top_up] | YES | Text: I made a payment to top-up my account, but the funds are still pending, can you help me track the status?
VAL | [card_payment_fee_charged] | NO | Text: I've made online transactions with my card previously without being charged a fee, so I'm confused as to why I'm being charged a fee this time.
VAL | [extra_charge_on_statement] | YES | Text: How long will the additional charge appear as pending on my statement?
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a transfer to my family last Friday, but they haven't received it yet.
VAL | [topping_up_by_card] | YES | Text: I attempted to add funds to my account using my card, but the transaction was successful, yet the funds are still not showing up in my account.
VAL | [topping_up_by_card] | YES | Text: Can I perform a card-based account top-up myself?
VAL | [topping_up_by_card] | YES | Text: Can I allow someone else to access my account to make a card-based top-up for me?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a deposit using a cheque or cash, but my account balance hasn't been updated yet.
VAL | [extra_charge_on_statement] | YES | Text: We noticed an additional charge of one pound on your recent statement. Can you please clarify what this extra charge is for?
VAL | [pending_top_up] | YES | Text: When will my pending top-up be processed?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unauthorised cash withdrawal of $500. Can you assist me in resolving this issue?
VAL | [failed_transfer] | NO | Text: Why was my transfer not processed successfully?
VAL | [pending_card_payment] | YES | Text: Your payment is still pending and has not been successfully processed.
VAL | [topping_up_by_card] | YES | Text: my card top-up is still pending, where can I locate it?
VAL | [edit_personal_details] | YES | Text: I recently changed my marital status and would like to update my personal details, specifically my name, on my account.
VAL | [pending_card_payment] | YES | Text: A payment is still pending and has not been processed.
VAL | [order_physical_card] | YES | Text: Do I need to make a payment to receive my physical credit card?
VAL | [topping_up_by_card] | YES | Text: Can I add funds to my account using my friend's card?
VAL | [failed_transfer] | YES | Text: I'm having trouble completing a money transfer and need assistance.
VAL | [pending_top_up] | YES | Text: My top-up payment is still pending and hasn't been credited to my account.
VAL | [extra_charge_on_statement] | YES | Text: I recently noticed an additional charge on my statement and I'd like to know what it's for?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm trying to make a cash withdrawal, but the amount I'm seeing on my statement doesn't match the one I authorized. Can you assist me?
VAL | [reverted_card_payment?] | NO | Text: Why was my card payment reversed from my account?
VAL | [beneficiary_not_allowed] | NO | Text: You are not authorized to receive funds into your account.
VAL | [pending_top_up] | YES | Text: When will my pending top-up be processed?
VAL | [beneficiary_not_allowed] | NO | Text: I'm having trouble finalizing a transaction. I'm trying to buy some cryptocurrency, but the app won't let me proceed. Can you help me figure out why the beneficiary is not allowed?
VAL | [card_payment_not_recognised] | NO | Text: We cannot verify a payment in your account.
VAL | [cancel_transfer] | YES | Text: Hi, I urgently need assistance. I've just discovered that I mistakenly sent a payment to the wrong account number, and there's a typo involved. Could you please cancel the transfer as soon as possible? I'm unable to do so through the app.
VAL | [exchange_via_app] | YES | Text: Can I exchange the currency I'm using through your app?
VAL | [unable_to_verify_identity] | YES | Text: We're unable to verify your identity at this time, and we'll need to resolve this issue before we can proceed with your account.
VAL | [card_about_to_expire] | NO | Text: What happens if I continue to use my card after its expiration date?
VAL | [card_payment_fee_charged] | YES | Text: Why was I charged an additional fee when I used my credit/debit card for the transaction?
VAL | [exchange_via_app] | YES | Text: I'd like to exchange some currency for my trip. Can I do it through the app?
VAL | [request_refund] | YES | Text: I'm requesting a refund for this cancelled charge since I never received the item I paid for.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm concerned about a recent transaction that I don't recall authorizing. Can you help me investigate this direct debit payment that was deducted from my account a few weeks ago? I'd like to verify the legitimacy of the transaction and ensure it's not a mistake.
VAL | [atm_support] | YES | Text: Where can I withdraw cash from an ATM?
VAL | [fiat_currency_support] | YES | Text: Are there any plans to expand the list of supported fiat currencies in the near future?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: I'm frustrated because I was surprised to be charged an unexpected fee when I withdrew cash from an ATM on a public holiday, and I wasn't informed about the fee beforehand, which would have prevented me from making the withdrawal.
VAL | [card_payment_not_recognised] | YES | Text: We've noticed some transactions on your account that don't match your records. Can you please clarify what's going on with these unauthorized payments? Is someone else using your card without your permission?
