GEN | [receiving_money] | Orig: I need my payment in another currency -> Aug: I require my funds to be converted to a different currency
GEN | [order_physical_card] | Orig: do i need to add money before i order a card -> Aug: Do I need to fund my account before ordering a physical credit/debit card?
GEN | [card_payment_wrong_exchange_rate] | Orig: What is your exchange rate between UK pounds and Russian rubles for my last transaction -> Aug: What is the exchange rate used for my recent transaction between UK pounds and Russian rubles?
GEN | [disposable_card_limits] | Orig: Help me create several temp cards every day. -> Aug: Can you assist me in generating multiple disposable cards with varying limits daily?
GEN | [top_up_by_cash_or_cheque] | Orig: Will a cheque suffice? -> Aug: Can I use a cheque to top up my account?
GEN | [order_physical_card] | Orig: Can you tell me exactly what fees I will expect to see in regards to your cards? -> Aug: Can you provide me with a breakdown of the fees associated with ordering a physical credit card?
GEN | [top_up_by_card_charge] | Orig: how much is the fee for topping by card -> Aug: what is the charge for topping up my account using my card?
GEN | [card_acceptance] | Orig: Are there any limits to were my card is accepted? -> Aug: Are there any restrictions on where my card can be used?
GEN | [getting_spare_card] | Orig: Can another family member hold a card for this account in addition to mine? -> Aug: Can I have a spare card issued for this account, in addition to the one I already have?
GEN | [terminate_account] | Orig: What are the steps to finishing up with this account? -> Aug: How do I go about closing this account?
GEN | [direct_debit_payment_not_recognised] | Orig: What do I do if there is an electronic debit that is not correct? -> Aug: What should I do if a direct debit payment is not recognized by our system?
GEN | [top_up_limits] | Orig: It seems I need to get information on limits for top-ups. -> Aug: I'd be happy to provide details on the top-up limit requirements.
GEN | [disposable_card_limits] | Orig: I need several cards per day. And I need to be able to throw away all of the cards I make. -> Aug: I require a high daily limit on my disposable card, allowing me to generate multiple cards and dispose of them as needed.
GEN | [why_verify_identity] | Orig: I still want to use my account but haven't verified is that OK? -> Aug: I'd like to continue using my account, but I haven't completed the identity verification process. Is that acceptable?
GEN | [top_up_by_card_charge] | Orig: Are there any charges for topping up a US-issued card? -> Aug: Is there a fee associated with recharging a US-issued card using a card charge?
GEN | [card_payment_fee_charged] | Orig: how do i avoid charges in the future -> Aug: what can i do to prevent being charged a fee on my next transaction?
GEN | [top_up_by_bank_transfer_charge] | Orig: Is there a charge for getting my money? -> Aug: Are there any fees associated with transferring funds to top up my account?
GEN | [card_payment_fee_charged] | Orig: Is there an allowance on cards? -> Aug: Are there any exceptions or waivers for card payment fees?
GEN | [atm_support] | Orig: Where can I get money from my card? -> Aug: How can I access my card's funds?
GEN | [cancel_transfer] | Orig: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? -> Aug: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Can you please cancel the incorrect transfer and redirect it to the correct account?
GEN | [order_physical_card] | Orig: What does the bank charge for lost or stolen card replacements? -> Aug: Can I get information on the fee for replacing a lost or stolen physical bank card?
GEN | [top_up_by_card_charge] | Orig: I topped off my card is that something you will charge me for? -> Aug: I'm wondering if I'll be charged for topping up my card?
GEN | [card_payment_fee_charged] | Orig: Is there a  way to  get around fees -> Aug: Can you help me avoid the payment processing fee on my recent transaction?
GEN | [declined_transfer] | Orig: How do I make sure my transfer isn't goin to an unsupported merchant? -> Aug: To avoid a declined transfer, can you please ensure the merchant you're trying to transfer funds to is supported by our bank?
GEN | [top_up_by_card_charge] | Orig: I am worried about fees for top up cards? -> Aug: I'm concerned about the charges associated with topping up my card.
GEN | [transfer_into_account] | Orig: My money is all gone. What ways are okay to add money to my account? -> Aug: Can you please guide me on how to deposit funds into my account?
GEN | [transfer_not_received_by_recipient] | Orig: I dont see my reciept -> Aug: I haven't received my transfer confirmation
GEN | [top_up_by_bank_transfer_charge] | Orig: Does it cost me to add cash? -> Aug: Is there a fee for topping up my account via bank transfer?
GEN | [top_up_by_cash_or_cheque] | Orig: I would like to pay by cheque. -> Aug: You can also make a payment by depositing cash or cheque.
GEN | [transfer_into_account] | Orig: My account is devoid of funds. Am I permitted to submit additional money via bank transfer? -> Aug: Can I still make a deposit into my account using a bank transfer, even though my account balance is currently zero?
GEN | [why_verify_identity] | Orig: I'm waiting for the ID verification to go through still, so is it too soon to use my account? -> Aug: I'm still waiting for the ID verification process to complete, so can I use my account now or is it too early?
GEN | [receiving_money] | Orig: How do I know what my account is set to, I am paid in GBP? -> Aug: How do I confirm my account's currency setting, as I receive payments in GBP?
GEN | [top_up_by_cash_or_cheque] | Orig: What is your check-cashing policy? -> Aug: How can I top up my account using cash or cheque?
GEN | [supported_cards_and_currencies] | Orig: use my credit to add money -> Aug: utilize my supported credit cards to top up my account
GEN | [lost_or_stolen_phone] | Orig: phone is at a hotel, can i still use app -> Aug: I left my phone at a hotel, can I still access the app?
GEN | [direct_debit_payment_not_recognised] | Orig: I need to dispute a direct debit. -> Aug: I'm trying to resolve an issue with a direct debit payment that wasn't recognized.
GEN | [beneficiary_not_allowed] | Orig: Hello I am unable to exchange the crypto currency through the app, i am very keen to buy. Please let me know the issue.    interested buying crypto currency but i am unable to purchase it through the application,i do want to do the exchange, Could you please let me know what is the problem? -> Aug: I'm trying to initiate a crypto currency exchange through the app, but it's not allowing me to proceed. Can you please help me identify the issue? I'm eager to complete the transaction.
GEN | [top_up_by_cash_or_cheque] | Orig: how can i add money to my account if you don't accept cash -> Aug: Can I add funds to my account if you don't accept cash deposits?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: My rate is not right when I used my card in a different country's money. -> Aug: The exchange rate for the cash withdrawal was incorrect when I used my card in a foreign country.
GEN | [direct_debit_payment_not_recognised] | Orig: I would like to dispute a direct debit transaction -> Aug: I'm trying to resolve an issue with a direct debit payment that wasn't recognized by your system.
VAL | [receiving_money] | YES | Text: I require my funds to be converted to a different currency
VAL | [order_physical_card] | NO | Text: Do I need to fund my account before ordering a physical credit/debit card?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: What is the exchange rate used for my recent transaction between UK pounds and Russian rubles?
VAL | [disposable_card_limits] | YES | Text: Can you assist me in generating multiple disposable cards with varying limits daily?
VAL | [top_up_by_cash_or_cheque] | YES | Text: Can I use a cheque to top up my account?
VAL | [order_physical_card] | YES | Text: Can you provide me with a breakdown of the fees associated with ordering a physical credit card?
VAL | [top_up_by_card_charge] | YES | Text: what is the charge for topping up my account using my card?
VAL | [card_acceptance] | NO | Text: Are there any restrictions on where my card can be used?
VAL | [getting_spare_card] | YES | Text: Can I have a spare card issued for this account, in addition to the one I already have?
VAL | [terminate_account] | YES | Text: How do I go about closing this account?
VAL | [direct_debit_payment_not_recognised] | YES | Text: What should I do if a direct debit payment is not recognized by our system?
VAL | [top_up_limits] | YES | Text: I'd be happy to provide details on the top-up limit requirements.
VAL | [disposable_card_limits] | YES | Text: I require a high daily limit on my disposable card, allowing me to generate multiple cards and dispose of them as needed.
VAL | [why_verify_identity] | YES | Text: I'd like to continue using my account, but I haven't completed the identity verification process. Is that acceptable?
VAL | [top_up_by_card_charge] | YES | Text: Is there a fee associated with recharging a US-issued card using a card charge?
VAL | [card_payment_fee_charged] | NO | Text: what can i do to prevent being charged a fee on my next transaction?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Are there any fees associated with transferring funds to top up my account?
VAL | [card_payment_fee_charged] | NO | Text: Are there any exceptions or waivers for card payment fees?
VAL | [atm_support] | YES | Text: How can I access my card's funds?
VAL | [cancel_transfer] | YES | Text: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Can you please cancel the incorrect transfer and redirect it to the correct account?
VAL | [order_physical_card] | YES | Text: Can I get information on the fee for replacing a lost or stolen physical bank card?
VAL | [top_up_by_card_charge] | YES | Text: I'm wondering if I'll be charged for topping up my card?
VAL | [card_payment_fee_charged] | NO | Text: Can you help me avoid the payment processing fee on my recent transaction?
VAL | [declined_transfer] | YES | Text: To avoid a declined transfer, can you please ensure the merchant you're trying to transfer funds to is supported by our bank?
VAL | [top_up_by_card_charge] | YES | Text: I'm concerned about the charges associated with topping up my card.
VAL | [transfer_into_account] | YES | Text: Can you please guide me on how to deposit funds into my account?
VAL | [transfer_not_received_by_recipient] | NO | Text: I haven't received my transfer confirmation
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Is there a fee for topping up my account via bank transfer?
VAL | [top_up_by_cash_or_cheque] | NO | Text: You can also make a payment by depositing cash or cheque.
VAL | [transfer_into_account] | YES | Text: Can I still make a deposit into my account using a bank transfer, even though my account balance is currently zero?
VAL | [why_verify_identity] | YES | Text: I'm still waiting for the ID verification process to complete, so can I use my account now or is it too early?
VAL | [receiving_money] | NO | Text: How do I confirm my account's currency setting, as I receive payments in GBP?
VAL | [top_up_by_cash_or_cheque] | YES | Text: How can I top up my account using cash or cheque?
VAL | [supported_cards_and_currencies] | NO | Text: utilize my supported credit cards to top up my account
VAL | [lost_or_stolen_phone] | YES | Text: I left my phone at a hotel, can I still access the app?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm trying to resolve an issue with a direct debit payment that wasn't recognized.
VAL | [beneficiary_not_allowed] | YES | Text: I'm trying to initiate a crypto currency exchange through the app, but it's not allowing me to proceed. Can you please help me identify the issue? I'm eager to complete the transaction.
VAL | [top_up_by_cash_or_cheque] | YES | Text: Can I add funds to my account if you don't accept cash deposits?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: The exchange rate for the cash withdrawal was incorrect when I used my card in a foreign country.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm trying to resolve an issue with a direct debit payment that wasn't recognized by your system.
