GEN | [verify_top_up] | Orig: Can you explain to me the way to verify my top up has gone through? -> Aug: Could you please guide me on how to confirm that my top-up transaction has been successfully processed?
GEN | [apple_pay_or_google_pay] | Orig: Can you explain why my Google Pay Top isn't working? -> Aug: Can you explain why my Apple Pay or Google Pay isn't working?
GEN | [direct_debit_payment_not_recognised] | Orig: I need to cancel a transaction on my debit card. -> Aug: I'm trying to stop a direct debit payment that was not recognized by my account.
GEN | [pin_blocked] | Orig: I attempted to enter my pin to many times. -> Aug: I tried to enter my PIN multiple times.
GEN | [pin_blocked] | Orig: I logged in wrong and am blocked, how do I log in? -> Aug: I'm having trouble logging in because I entered my PIN incorrectly and it's been blocked, can you help me resolve this issue?
GEN | [supported_cards_and_currencies] | Orig: Do I have to top up in euros if I use a card, or can I use a different currency? -> Aug: Can I use a different currency when topping up with a card, or do I need to use euros?
GEN | [card_payment_wrong_exchange_rate] | Orig: my exchange rate looks wrong for my last payment -> Aug: The exchange rate used for my recent transaction seems to be incorrect.
GEN | [transfer_fee_charged] | Orig: There is a fee from a transfer that is not supposed to be here! -> Aug: A charge was unexpectedly added to a transfer that shouldn't have had one.
GEN | [top_up_failed] | Orig: I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on? -> Aug: I recently received my card, but I'm having trouble topping it up. I'm considering canceling my account due to this issue. Can you please help me resolve this problem?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why is  my balance not updated? -> Aug: I'm trying to figure out why my account balance hasn't been updated after a recent bank transfer.
GEN | [top_up_by_card_charge] | Orig: Are there still fees for european top-ups? -> Aug: Are there any charges for topping up my card with euros?
GEN | [cancel_transfer] | Orig: I have a transaction and would like to know if I it's cancelable? -> Aug: I'd like to inquire about the possibility of canceling a specific transaction.
GEN | [direct_debit_payment_not_recognised] | Orig: Why is there a direct debit set up in my name? -> Aug: We've received a direct debit payment instruction, but it doesn't seem to be linked to your account. Can you please confirm if you've set up a direct debit with us recently?
GEN | [reverted_card_payment?] | Orig: I cancelled my card payment -> Aug: Did you reverse the payment on your card?
GEN | [top_up_by_card_charge] | Orig: How much does it cost to us US cards? -> Aug: What is the charge for topping up my US-issued card?
GEN | [transfer_not_received_by_recipient] | Orig: I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked. -> Aug: I made a domestic transfer yesterday, but the recipient hasn't received it yet. Can you look into this for me? I've double-checked the account number to ensure it's correct.
GEN | [supported_cards_and_currencies] | Orig: Will you accept my credit card? -> Aug: We accept various credit cards, including Visa, Mastercard, and American Express, as well as other major brands. We also support a range of currencies, including USD, EUR, JPY, and more.
GEN | [transfer_not_received_by_recipient] | Orig: I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already. -> Aug: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Could you look into this and let me know what's causing the delay? I've double-checked the account number to ensure it's correct.
GEN | [cancel_transfer] | Orig: There was a transaction this morning that I'd like to reverse. -> Aug: I'd like to cancel a transfer that occurred earlier today.
GEN | [request_refund] | Orig: I want this fee reversed from my account. -> Aug: I'd like to request a refund of this fee from my account.
GEN | [card_not_working] | Orig: I am unable to use my card. -> Aug: I'm having trouble using my card.
GEN | [card_payment_fee_charged] | Orig: Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help! -> Aug: I'm trying to understand why I'm being charged fees on some transactions but not others. Can you please clarify the fee structure for my account? I'd like to know what I'm missing.
GEN | [reverted_card_payment?] | Orig: I tried to use my debit card, but the payment did not work. -> Aug: Why was my debit card payment declined?
GEN | [country_support] | Orig: Will my new card work outside of the EU? -> Aug: Will my new card be functional in countries outside of the European Union?
GEN | [reverted_card_payment?] | Orig: What should I do if my card payment was cancelled? -> Aug: What happens if my card payment was reversed?
GEN | [supported_cards_and_currencies] | Orig: What currency is acceptable for a top up? -> Aug: We accept a variety of currencies, including USD, EUR, JPY, and GBP, as well as major credit cards like Visa, Mastercard, and American Express.
GEN | [failed_transfer] | Orig: please help my transfer go through -> Aug: can you assist me in completing my transfer?
GEN | [pending_card_payment] | Orig: There is a pending transaction on my account, what does this mean? -> Aug: We have a pending card payment on your account, what does this mean?
GEN | [country_support] | Orig: Can I get a card that works in other countries like Africa and Indonesia? -> Aug: Can I obtain a card that is accepted in various countries, such as those in Africa and Indonesia?
GEN | [transaction_charged_twice] | Orig: I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back. -> Aug: I've found that I've been charged twice for a few transactions recently. Could you please investigate and reverse the duplicate charges?
GEN | [declined_transfer] | Orig: How do I make my transfer go through -> Aug: Why was my transfer declined and how can I resolve the issue?
GEN | [cash_withdrawal_charge] | Orig: Could you explain your rules for ATM fees? -> Aug: What are the charges for withdrawing cash from an ATM using my debit card?
GEN | [top_up_by_card_charge] | Orig: should i add money via bank transfer instead -> Aug: Would you like to add funds to your account using a card charge instead?
GEN | [verify_top_up] | Orig: Where do I find the verification code for the card I'm topping up? -> Aug: Can you please provide me with the verification code for the card I'm using to top up my account?
GEN | [transfer_timing] | Orig: I desperately need to transfer something from China, Please give me the wait time. -> Aug: I urgently require transferring an item from China, Could you please provide the estimated transfer timing?
GEN | [card_payment_not_recognised] | Orig: I think there's a purchase at a store that I didn't go to. -> Aug: We've received a payment notification for a transaction that doesn't match any of your recent purchases.
GEN | [unable_to_verify_identity] | Orig: The app isn't letting me log in, but my info is correct. -> Aug: We're having trouble verifying your identity, and it seems that our system is unable to recognize your login credentials.
VAL | [verify_top_up] | YES | Text: Could you please guide me on how to confirm that my top-up transaction has been successfully processed?
VAL | [apple_pay_or_google_pay] | NO | Text: Can you explain why my Apple Pay or Google Pay isn't working?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm trying to stop a direct debit payment that was not recognized by my account.
VAL | [pin_blocked] | NO | Text: I tried to enter my PIN multiple times.
VAL | [pin_blocked] | YES | Text: I'm having trouble logging in because I entered my PIN incorrectly and it's been blocked, can you help me resolve this issue?
VAL | [supported_cards_and_currencies] | NO | Text: Can I use a different currency when topping up with a card, or do I need to use euros?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate used for my recent transaction seems to be incorrect.
VAL | [transfer_fee_charged] | YES | Text: A charge was unexpectedly added to a transfer that shouldn't have had one.
VAL | [top_up_failed] | YES | Text: I recently received my card, but I'm having trouble topping it up. I'm considering canceling my account due to this issue. Can you please help me resolve this problem?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm trying to figure out why my account balance hasn't been updated after a recent bank transfer.
VAL | [top_up_by_card_charge] | NO | Text: Are there any charges for topping up my card with euros?
VAL | [cancel_transfer] | YES | Text: I'd like to inquire about the possibility of canceling a specific transaction.
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a direct debit payment instruction, but it doesn't seem to be linked to your account. Can you please confirm if you've set up a direct debit with us recently?
VAL | [reverted_card_payment?] | YES | Text: Did you reverse the payment on your card?
VAL | [top_up_by_card_charge] | YES | Text: What is the charge for topping up my US-issued card?
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a domestic transfer yesterday, but the recipient hasn't received it yet. Can you look into this for me? I've double-checked the account number to ensure it's correct.
VAL | [supported_cards_and_currencies] | YES | Text: We accept various credit cards, including Visa, Mastercard, and American Express, as well as other major brands. We also support a range of currencies, including USD, EUR, JPY, and more.
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Could you look into this and let me know what's causing the delay? I've double-checked the account number to ensure it's correct.
VAL | [cancel_transfer] | YES | Text: I'd like to cancel a transfer that occurred earlier today.
VAL | [request_refund] | YES | Text: I'd like to request a refund of this fee from my account.
VAL | [card_not_working] | YES | Text: I'm having trouble using my card.
VAL | [card_payment_fee_charged] | NO | Text: I'm trying to understand why I'm being charged fees on some transactions but not others. Can you please clarify the fee structure for my account? I'd like to know what I'm missing.
VAL | [reverted_card_payment?] | NO | Text: Why was my debit card payment declined?
VAL | [country_support] | YES | Text: Will my new card be functional in countries outside of the European Union?
VAL | [reverted_card_payment?] | YES | Text: What happens if my card payment was reversed?
VAL | [supported_cards_and_currencies] | NO | Text: We accept a variety of currencies, including USD, EUR, JPY, and GBP, as well as major credit cards like Visa, Mastercard, and American Express.
VAL | [failed_transfer] | YES | Text: can you assist me in completing my transfer?
VAL | [pending_card_payment] | YES | Text: We have a pending card payment on your account, what does this mean?
VAL | [country_support] | NO | Text: Can I obtain a card that is accepted in various countries, such as those in Africa and Indonesia?
VAL | [transaction_charged_twice] | YES | Text: I've found that I've been charged twice for a few transactions recently. Could you please investigate and reverse the duplicate charges?
VAL | [declined_transfer] | NO | Text: Why was my transfer declined and how can I resolve the issue?
VAL | [cash_withdrawal_charge] | YES | Text: What are the charges for withdrawing cash from an ATM using my debit card?
VAL | [top_up_by_card_charge] | NO | Text: Would you like to add funds to your account using a card charge instead?
VAL | [verify_top_up] | YES | Text: Can you please provide me with the verification code for the card I'm using to top up my account?
VAL | [transfer_timing] | YES | Text: I urgently require transferring an item from China, Could you please provide the estimated transfer timing?
VAL | [card_payment_not_recognised] | YES | Text: We've received a payment notification for a transaction that doesn't match any of your recent purchases.
VAL | [unable_to_verify_identity] | NO | Text: We're having trouble verifying your identity, and it seems that our system is unable to recognize your login credentials.
