GEN | [cancel_transfer] | Orig: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. -> Aug: Can you please cancel the transfer I made yesterday to the wrong account and process the correct payment for my rent by tomorrow?
GEN | [get_physical_card] | Orig: still need to get card pin -> Aug: still need to obtain my physical bank card
GEN | [top_up_by_card_charge] | Orig: If I were to use a European bank card for a top up, will I incur a charge? -> Aug: If I were to use a European bank card to make a top-up payment, would I be charged a fee?
GEN | [top_up_failed] | Orig: I can't add any more money. -> Aug: I'm unable to complete the top-up transaction.
GEN | [get_disposable_virtual_card] | Orig: I have heard about these disposable virtual cards but don't understand how they work. -> Aug: I'm interested in learning more about the process of obtaining a disposable virtual card.
GEN | [pin_blocked] | Orig: I must have entered my PIN wrong. -> Aug: I may have incorrectly entered my PIN.
GEN | [transfer_fee_charged] | Orig: Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund. -> Aug: I'd like to clarify that international transactions may incur additional fees, which I wasn't aware of when I used my card to buy an item from another country. I was charged for the item and this extra fee, and I believe I should be refunded the latter.
GEN | [atm_support] | Orig: I need an ATM right now! -> Aug: I urgently require an ATM facility.
GEN | [declined_cash_withdrawal] | Orig: i entered my pin in wrong and got it frozen. how many tries do i have -> Aug: Unfortunately, your cash withdrawal has been declined due to an incorrect PIN entry. Please try again, and you have [X] attempts remaining before your account is locked.
GEN | [card_about_to_expire] | Orig: Are there any express fees if i want my new card faster? -> Aug: Can I get my new card sooner, and are there any expedited shipping fees associated with it?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are you going to charge me to collect the money? -> Aug: Will I be charged a fee for bank transfer top-up?
GEN | [direct_debit_payment_not_recognised] | Orig: Unusual direct deposit -> Aug: Unidentified direct debit payment
GEN | [topping_up_by_card] | Orig: Who can have access to top up my account? -> Aug: Who can I use to top up my account using my card?
GEN | [transaction_charged_twice] | Orig: I've got a repeated tranasaction on my card. -> Aug: I've been charged twice for the same transaction on my credit card.
GEN | [transfer_fee_charged] | Orig: I used this account a lot during the last month to manage my payments for my new place abroad. Seems that suddenly fees have increased? Shouldn't you instead reward your frequent customers instead of putting an additional fee suddenly?! -> Aug: I've been actively using my account to manage my international transactions and was surprised to find an unexpected fee added to my recent transfer. Can you explain why this fee was charged, and is there any way to avoid it in the future?
GEN | [transaction_charged_twice] | Orig: My card is showing the same transaction over and over again. -> Aug: I'm seeing a duplicate transaction on my statement.
GEN | [get_physical_card] | Orig: Explain the card PIN to me. -> Aug: Can you please provide me with the physical card details, including the PIN?
GEN | [card_payment_not_recognised] | Orig: There are charges on my card from the past few day I am pretty sure I didnt make, can you please freeze it for me? How do I get my money returned since it wasnt me? -> Aug: I've noticed some transactions on my card from the recent past that I'm certain I didn't authorize. Can you please put a hold on the charges? How do I get my funds back since I didn't make these purchases?
GEN | [wrong_amount_of_cash_received] | Orig: How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten. -> Aug: I accidentally received an incorrect amount of cash from the ATM. The app shows the correct amount I should have received.
GEN | [balance_not_updated_after_bank_transfer] | Orig: What's the time frame normally for a UK account transfer? I just made one and it's not showing up anywhere. I want to be sure that everything is good. -> Aug: I've recently made a bank transfer and my account balance hasn't been updated yet. Can you please let me know when I can expect the transfer to reflect in my account?
GEN | [direct_debit_payment_not_recognised] | Orig: If I found an error in my account for a transaction I didn't make, how long to I have to dispute it? -> Aug: We've received a notification that a direct debit payment was made from your account, but we couldn't verify the transaction. Can you please clarify the payment details so we can assist you further?
GEN | [top_up_reverted] | Orig: The app reversed a top off I had.  What should I do? -> Aug: The app reversed the top-up I had made. What should I do now?
GEN | [card_swallowed] | Orig: how to get new card after atm eats it -> Aug: what to do if my card got swallowed by atm machine
GEN | [card_swallowed] | Orig: What should I do with my stuck ATM? -> Aug: What should I do if my card got swallowed by the ATM?
GEN | [get_physical_card] | Orig: Is the PIN sent in another message? -> Aug: Can I request a physical card instead?
GEN | [transfer_fee_charged] | Orig: Transfers are supposed to be free.  I just got a fee tacked on  to something I bought abroad.  Not cool.  Figure out how to remove it. -> Aug: I was under the impression that international transfers were supposed to be fee-free. However, I was charged an unexpected fee on a recent purchase. Can you help me resolve this issue and waive the fee?
GEN | [transaction_charged_twice] | Orig: I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges? -> Aug: I recently dined in Seattle and believe I was overcharged, as the restaurant processed my payment twice. Initially, I received a confirmation notification indicating the initial charge, but when I added a tip, they re-swiped my card, resulting in a second charge. Could you please assist with reversing one of the transactions?
GEN | [transaction_charged_twice] | Orig: Why does my statement show various transaction times? -> Aug: Why do I see multiple transaction dates on my statement?
GEN | [transfer_not_received_by_recipient] | Orig: The app isn't showing my transactions -> Aug: The recipient hasn't received the transferred funds.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this -> Aug: I recently deposited some cash and a cheque, but my account balance hasn't been updated yet. Could you please help me with this issue?
GEN | [pending_cash_withdrawal] | Orig: Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged? -> Aug: I'm experiencing a pending cash withdrawal issue, as the ATM was not functioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
GEN | [fiat_currency_support] | Orig: What currencies can I not hold many in, if so what are they? -> Aug: Which fiat currencies are not eligible for large balances or have specific restrictions, and what are the limitations I should be aware of?
GEN | [beneficiary_not_allowed] | Orig: What are then rules on beneficiaries? -> Aug: Who is eligible to be a beneficiary according to our bank's policies?
GEN | [pending_top_up] | Orig: Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour. -> Aug: Could you look into the status of my top-up request? I'm in a hurry and need it to be processed as soon as possible, as it's been pending for a while.
GEN | [pin_blocked] | Orig: I used my pin too many times. -> Aug: I've exceeded the allowed number of pin attempts.
GEN | [pending_cash_withdrawal] | Orig: I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received. -> Aug: I tried to withdraw some cash from the ATM earlier, but it didn't work. Now, when I check the transaction, it still shows as pending. I'd appreciate it if someone could look into this and let me know what's happening. I don't want to be charged for cash I never received.
GEN | [top_up_reverted] | Orig: Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account -> Aug: Hello there, I attempted to perform a crypto top-up earlier today, but it seems to have been reversed. Could it be related to the type of bank I'm using or my country of origin? Additionally, I'm concerned that some funds have been deducted from my account without my consent.
GEN | [verify_top_up] | Orig: How do i secure a top-up card? -> Aug: How can I confirm the details of my top-up card?
GEN | [cash_withdrawal_charge] | Orig: I just had a look at my statement. Why have I been changed for using the ATM? -> Aug: I've reviewed my statement and noticed a charge for using the ATM. Can you explain why I was charged for this cash withdrawal?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks. -> Aug: I'm trying to make a transfer from a UK account, but my account balance isn't updating after the transfer was initiated. Can you please look into this and expedite the process? I'm concerned it might take an unusually long time, unlike the usual couple of hours it usually takes.
VAL | [cancel_transfer] | NO | Text: Can you please cancel the transfer I made yesterday to the wrong account and process the correct payment for my rent by tomorrow?
VAL | [get_physical_card] | NO | Text: still need to obtain my physical bank card
VAL | [top_up_by_card_charge] | YES | Text: If I were to use a European bank card to make a top-up payment, would I be charged a fee?
VAL | [top_up_failed] | YES | Text: I'm unable to complete the top-up transaction.
VAL | [get_disposable_virtual_card] | NO | Text: I'm interested in learning more about the process of obtaining a disposable virtual card.
VAL | [pin_blocked] | YES | Text: I may have incorrectly entered my PIN.
VAL | [transfer_fee_charged] | NO | Text: I'd like to clarify that international transactions may incur additional fees, which I wasn't aware of when I used my card to buy an item from another country. I was charged for the item and this extra fee, and I believe I should be refunded the latter.
VAL | [atm_support] | YES | Text: I urgently require an ATM facility.
VAL | [declined_cash_withdrawal] | NO | Text: Unfortunately, your cash withdrawal has been declined due to an incorrect PIN entry. Please try again, and you have [X] attempts remaining before your account is locked.
VAL | [card_about_to_expire] | NO | Text: Can I get my new card sooner, and are there any expedited shipping fees associated with it?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Will I be charged a fee for bank transfer top-up?
VAL | [direct_debit_payment_not_recognised] | NO | Text: Unidentified direct debit payment
VAL | [topping_up_by_card] | YES | Text: Who can I use to top up my account using my card?
VAL | [transaction_charged_twice] | YES | Text: I've been charged twice for the same transaction on my credit card.
VAL | [transfer_fee_charged] | NO | Text: I've been actively using my account to manage my international transactions and was surprised to find an unexpected fee added to my recent transfer. Can you explain why this fee was charged, and is there any way to avoid it in the future?
VAL | [transaction_charged_twice] | YES | Text: I'm seeing a duplicate transaction on my statement.
VAL | [get_physical_card] | NO | Text: Can you please provide me with the physical card details, including the PIN?
VAL | [card_payment_not_recognised] | YES | Text: I've noticed some transactions on my card from the recent past that I'm certain I didn't authorize. Can you please put a hold on the charges? How do I get my funds back since I didn't make these purchases?
VAL | [wrong_amount_of_cash_received] | YES | Text: I accidentally received an incorrect amount of cash from the ATM. The app shows the correct amount I should have received.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I've recently made a bank transfer and my account balance hasn't been updated yet. Can you please let me know when I can expect the transfer to reflect in my account?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a notification that a direct debit payment was made from your account, but we couldn't verify the transaction. Can you please clarify the payment details so we can assist you further?
VAL | [top_up_reverted] | YES | Text: The app reversed the top-up I had made. What should I do now?
VAL | [card_swallowed] | YES | Text: what to do if my card got swallowed by atm machine
VAL | [card_swallowed] | YES | Text: What should I do if my card got swallowed by the ATM?
VAL | [get_physical_card] | NO | Text: Can I request a physical card instead?
VAL | [transfer_fee_charged] | YES | Text: I was under the impression that international transfers were supposed to be fee-free. However, I was charged an unexpected fee on a recent purchase. Can you help me resolve this issue and waive the fee?
VAL | [transaction_charged_twice] | YES | Text: I recently dined in Seattle and believe I was overcharged, as the restaurant processed my payment twice. Initially, I received a confirmation notification indicating the initial charge, but when I added a tip, they re-swiped my card, resulting in a second charge. Could you please assist with reversing one of the transactions?
VAL | [transaction_charged_twice] | NO | Text: Why do I see multiple transaction dates on my statement?
VAL | [transfer_not_received_by_recipient] | NO | Text: The recipient hasn't received the transferred funds.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I recently deposited some cash and a cheque, but my account balance hasn't been updated yet. Could you please help me with this issue?
VAL | [pending_cash_withdrawal] | NO | Text: I'm experiencing a pending cash withdrawal issue, as the ATM was not functioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
VAL | [fiat_currency_support] | YES | Text: Which fiat currencies are not eligible for large balances or have specific restrictions, and what are the limitations I should be aware of?
VAL | [beneficiary_not_allowed] | NO | Text: Who is eligible to be a beneficiary according to our bank's policies?
VAL | [pending_top_up] | YES | Text: Could you look into the status of my top-up request? I'm in a hurry and need it to be processed as soon as possible, as it's been pending for a while.
VAL | [pin_blocked] | YES | Text: I've exceeded the allowed number of pin attempts.
VAL | [pending_cash_withdrawal] | YES | Text: I tried to withdraw some cash from the ATM earlier, but it didn't work. Now, when I check the transaction, it still shows as pending. I'd appreciate it if someone could look into this and let me know what's happening. I don't want to be charged for cash I never received.
VAL | [top_up_reverted] | YES | Text: Hello there, I attempted to perform a crypto top-up earlier today, but it seems to have been reversed. Could it be related to the type of bank I'm using or my country of origin? Additionally, I'm concerned that some funds have been deducted from my account without my consent.
VAL | [verify_top_up] | NO | Text: How can I confirm the details of my top-up card?
VAL | [cash_withdrawal_charge] | YES | Text: I've reviewed my statement and noticed a charge for using the ATM. Can you explain why I was charged for this cash withdrawal?
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'm trying to make a transfer from a UK account, but my account balance isn't updating after the transfer was initiated. Can you please look into this and expedite the process? I'm concerned it might take an unusually long time, unlike the usual couple of hours it usually takes.
