GEN | [activate_my_card] | Orig: Would you be so kind as to activate my card? Thanks -> Aug: Could you please activate my card for me?
GEN | [top_up_by_card_charge] | Orig: Are their fee's for top ups? -> Aug: Are there any charges for topping up my card?
GEN | [why_verify_identity] | Orig: I can't do the verification. -> Aug: We need to verify your identity to ensure the security and integrity of your account.
GEN | [card_payment_fee_charged] | Orig: I was charged and shouldn't have been charged when using my card! -> Aug: I was unexpectedly charged a fee on my card transaction, which I didn't authorize.
GEN | [transfer_timing] | Orig: When will the money reach my  account? -> Aug: When can I expect the funds to be deposited into my account?
GEN | [passcode_forgotten] | Orig: I can't log in -> Aug: I've forgotten my passcode
GEN | [verify_source_of_funds] | Orig: How can I look at where my available cash is coming from? -> Aug: Can you please confirm the origin of the funds in my account?
GEN | [card_delivery_estimate] | Orig: What is the length of time for one of these items to come to the U.S? -> Aug: How long does it typically take for an item to be delivered to the United States?
GEN | [transfer_into_account] | Orig: Whats the transfer process -> Aug: How do I initiate a transfer into an account?
GEN | [pending_card_payment] | Orig: I purchases several items today. Why are they still showing pending? -> Aug: I made a purchase recently, but the payment is still pending. Can you help me understand why it's not showing as processed?
GEN | [cash_withdrawal_not_recognised] | Orig: I did not get the cash that is showing up in my app. -> Aug: I'm unable to locate the cash withdrawal that's reflected in my account summary.
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unauthorized charge. -> Aug: We've received a direct debit payment that we're unable to recognize.
GEN | [declined_cash_withdrawal] | Orig: Why did the ATM cancel my transaction -> Aug: Your cash withdrawal request was declined due to insufficient funds or technical issues.
GEN | [pending_transfer] | Orig: Why is the transaction not posting? -> Aug: Why is the transfer still pending?
GEN | [beneficiary_not_allowed] | Orig: is there something blocking me from making transfers -> Aug: are there any restrictions preventing me from adding beneficiaries to my account?
GEN | [get_physical_card] | Orig: In regards to the PIN of the card? -> Aug: Regarding the physical card, can I assist you with obtaining a physical copy of the card?
GEN | [pending_card_payment] | Orig: Why are the things I bought earlier today still showing as pending? -> Aug: Why are the items I purchased earlier today still listed as pending card payment?
GEN | [pin_blocked] | Orig: While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back? -> Aug: I accidentally entered my PIN incorrectly while intoxicated and your ATM swallowed my card. Can I retrieve it?
GEN | [failed_transfer] | Orig: I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand. -> Aug: I'm having trouble sending a transfer to my acquaintance and it keeps getting declined. Can you help me figure out what's going wrong?
GEN | [top_up_by_bank_transfer_charge] | Orig: Does this program take SWIFT transfers? -> Aug: Can I use a bank transfer to top up my account, and what are the associated charges?
GEN | [cash_withdrawal_not_recognised] | Orig: I got a message saying I made a withdrawal from the bank machine, but I did not. -> Aug: I'm being told I withdrew cash from an ATM, but I'm certain I didn't.
GEN | [getting_spare_card] | Orig: How many different cards can I have for my account? -> Aug: Can I have multiple cards linked to my account for convenience and security?
GEN | [card_payment_wrong_exchange_rate] | Orig: It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much! -> Aug: It appears that an error occurred with the exchange rate. I converted Russian Rubles to UK pounds, but I was overcharged significantly!
GEN | [automatic_top_up] | Orig: Can I schedule future top ups? -> Aug: Can I set up recurring automatic top-ups?
GEN | [card_payment_fee_charged] | Orig: Why do I have to pay extra for using my card? -> Aug: Can you explain why I'm being charged a fee for using my card for this transaction?
GEN | [card_payment_fee_charged] | Orig: Why did I have to pay an additional amount when using my card to pay? -> Aug: Why was I charged an extra fee when I used my card to make a payment?
GEN | [verify_my_identity] | Orig: What form of identification is accepted? -> Aug: What types of identification documents can I provide to verify my identity?
GEN | [verify_my_identity] | Orig: Can I use my social security card as a form of identity? -> Aug: Can I use my social security card as a valid form of identification for verification purposes?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: When will my cheque be processed? -> Aug: Why hasn't my account balance been updated after I deposited a cheque or cash?
GEN | [compromised_card] | Orig: Questionable transactions on my account. -> Aug: Unusual activity detected on my account.
GEN | [transfer_timing] | Orig: How long does it take to get money from Europe? -> Aug: What is the typical transfer timing for international transactions from Europe?
GEN | [declined_cash_withdrawal] | Orig: This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. -> Aug: This afternoon, I tried to withdraw some cash before heading to a meeting, but my card was declined. Could you kindly verify the issue, as this is the first time it's happened?
GEN | [supported_cards_and_currencies] | Orig: Top up my card please, which y'all support? -> Aug: What payment methods and currencies do you accept for card top-ups?
GEN | [why_verify_identity] | Orig: Do you think you're asking for too much information about me? -> Aug: We're verifying your identity to ensure the security and integrity of your account. Can you understand why this is necessary?
GEN | [transfer_not_received_by_recipient] | Orig: I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on? -> Aug: I've double-checked the account number to ensure it's correct, but the transfer I initiated within the country yesterday still hasn't been received by the recipient. Can you investigate what's causing the delay?
GEN | [beneficiary_not_allowed] | Orig: Why is this not letting me exchange crypto? I need help making this transaction go through. -> Aug: Why am I unable to proceed with the crypto exchange? I'm having trouble completing this transaction and need assistance.
GEN | [declined_transfer] | Orig: How can I find a way to transfer money without it being rejected? -> Aug: We're sorry to inform you that the transfer was declined. Would you like to know the reason behind the decline and explore alternative options for completing the transfer?
GEN | [edit_personal_details] | Orig: my identity hasn't been verified and i can't edit my details, what's next -> Aug: my identity verification is pending and i'm unable to update my personal information, what are the next steps?
GEN | [failed_transfer] | Orig: Can you tell my why my funds transfer did not work properly? -> Aug: Could you please explain why my recent transfer was unsuccessful?
GEN | [top_up_reverted] | Orig: I put some money in my account the other day but now its gone? Why is this? -> Aug: I made a deposit recently, but it seems to have been reversed. Can you help me understand why this happened?
VAL | [activate_my_card] | YES | Text: Could you please activate my card for me?
VAL | [top_up_by_card_charge] | NO | Text: Are there any charges for topping up my card?
VAL | [why_verify_identity] | NO | Text: We need to verify your identity to ensure the security and integrity of your account.
VAL | [card_payment_fee_charged] | NO | Text: I was unexpectedly charged a fee on my card transaction, which I didn't authorize.
VAL | [transfer_timing] | YES | Text: When can I expect the funds to be deposited into my account?
VAL | [passcode_forgotten] | YES | Text: I've forgotten my passcode
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds in my account?
VAL | [card_delivery_estimate] | NO | Text: How long does it typically take for an item to be delivered to the United States?
VAL | [transfer_into_account] | YES | Text: How do I initiate a transfer into an account?
VAL | [pending_card_payment] | YES | Text: I made a purchase recently, but the payment is still pending. Can you help me understand why it's not showing as processed?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm unable to locate the cash withdrawal that's reflected in my account summary.
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a direct debit payment that we're unable to recognize.
VAL | [declined_cash_withdrawal] | YES | Text: Your cash withdrawal request was declined due to insufficient funds or technical issues.
VAL | [pending_transfer] | NO | Text: Why is the transfer still pending?
VAL | [beneficiary_not_allowed] | NO | Text: are there any restrictions preventing me from adding beneficiaries to my account?
VAL | [get_physical_card] | NO | Text: Regarding the physical card, can I assist you with obtaining a physical copy of the card?
VAL | [pending_card_payment] | YES | Text: Why are the items I purchased earlier today still listed as pending card payment?
VAL | [pin_blocked] | YES | Text: I accidentally entered my PIN incorrectly while intoxicated and your ATM swallowed my card. Can I retrieve it?
VAL | [failed_transfer] | YES | Text: I'm having trouble sending a transfer to my acquaintance and it keeps getting declined. Can you help me figure out what's going wrong?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I use a bank transfer to top up my account, and what are the associated charges?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm being told I withdrew cash from an ATM, but I'm certain I didn't.
VAL | [getting_spare_card] | NO | Text: Can I have multiple cards linked to my account for convenience and security?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: It appears that an error occurred with the exchange rate. I converted Russian Rubles to UK pounds, but I was overcharged significantly!
VAL | [automatic_top_up] | YES | Text: Can I set up recurring automatic top-ups?
VAL | [card_payment_fee_charged] | NO | Text: Can you explain why I'm being charged a fee for using my card for this transaction?
VAL | [card_payment_fee_charged] | YES | Text: Why was I charged an extra fee when I used my card to make a payment?
VAL | [verify_my_identity] | YES | Text: What types of identification documents can I provide to verify my identity?
VAL | [verify_my_identity] | YES | Text: Can I use my social security card as a valid form of identification for verification purposes?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: Why hasn't my account balance been updated after I deposited a cheque or cash?
VAL | [compromised_card] | NO | Text: Unusual activity detected on my account.
VAL | [transfer_timing] | YES | Text: What is the typical transfer timing for international transactions from Europe?
VAL | [declined_cash_withdrawal] | YES | Text: This afternoon, I tried to withdraw some cash before heading to a meeting, but my card was declined. Could you kindly verify the issue, as this is the first time it's happened?
VAL | [supported_cards_and_currencies] | YES | Text: What payment methods and currencies do you accept for card top-ups?
VAL | [why_verify_identity] | NO | Text: We're verifying your identity to ensure the security and integrity of your account. Can you understand why this is necessary?
VAL | [transfer_not_received_by_recipient] | YES | Text: I've double-checked the account number to ensure it's correct, but the transfer I initiated within the country yesterday still hasn't been received by the recipient. Can you investigate what's causing the delay?
VAL | [beneficiary_not_allowed] | NO | Text: Why am I unable to proceed with the crypto exchange? I'm having trouble completing this transaction and need assistance.
VAL | [declined_transfer] | NO | Text: We're sorry to inform you that the transfer was declined. Would you like to know the reason behind the decline and explore alternative options for completing the transfer?
VAL | [edit_personal_details] | YES | Text: my identity verification is pending and i'm unable to update my personal information, what are the next steps?
VAL | [failed_transfer] | YES | Text: Could you please explain why my recent transfer was unsuccessful?
VAL | [top_up_reverted] | YES | Text: I made a deposit recently, but it seems to have been reversed. Can you help me understand why this happened?
