GEN | [request_refund] | Orig: It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them. -> Aug: I've been waiting for a while now, and my order still hasn't arrived. Can I please get a refund as I'm no longer interested in pursuing this transaction.
GEN | [top_up_limits] | Orig: How many top-ups can be approved? -> Aug: What is the maximum number of limit increases I can request?
GEN | [Refund_not_showing_up] | Orig: I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week! -> Aug: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I'm still waiting for my refund. It's been a week since I reached out to the seller, and I'm at a loss as to why my money hasn't been credited back to me.
GEN | [transfer_not_received_by_recipient] | Orig: Money is not in recipients account. -> Aug: The funds have not been credited to the recipient's account.
GEN | [transfer_not_received_by_recipient] | Orig: How long will my transaction take? -> Aug: Why hasn't the recipient received the transferred funds yet?
GEN | [reverted_card_payment?] | Orig: Hello,  I noticed the money for an item I purchased online and have already received has been returned to my checking account. Was there an issue with the merchant accepting my payment? Or, possibly, with the bank sending it? -> Aug: Hello, I'm wondering if the payment for an item I bought online and already received has been reversed back to my checking account. Was there a problem with the merchant accepting my payment or the bank processing it?
GEN | [visa_or_mastercard] | Orig: Why did I get a different card then requested? -> Aug: Why was I issued a Visa or Mastercard instead of the one I specifically requested?
GEN | [reverted_card_payment?] | Orig: Was my transaction reverted with my card? -> Aug: Did my card payment get reversed?
GEN | [topping_up_by_card] | Orig: can other people use the app to add money to my account -> Aug: Can I use the app to add funds to my account using my debit/credit card?
GEN | [card_delivery_estimate] | Orig: Can I have it by a certain date? -> Aug: Can you provide an estimated delivery date for the card?
GEN | [transfer_not_received_by_recipient] | Orig: wheres my money receipt -> Aug: I haven't received the transferred amount in my account.
GEN | [pending_card_payment] | Orig: How long does it actually take my card payment to make it to the account? I've made a payment a couple of days ago but it hasn't moved since. -> Aug: I'm checking on the status of your pending card payment. Can you please confirm the payment date and amount so I can look into this further?
GEN | [apple_pay_or_google_pay] | Orig: Can an apple watch be used to tup-up? -> Aug: Can an Apple Pay-enabled Apple Watch be used to make a Google Pay transaction?
GEN | [topping_up_by_card] | Orig: I need my card topped up, -> Aug: I would like to add funds to my card using my card.
GEN | [transfer_timing] | Orig: I need a quick transfer from China.  How long would that take? -> Aug: I require a prompt transfer from China. Can you inform me about the estimated transfer timing?
GEN | [transfer_timing] | Orig: How do i transfer something faster than normal? -> Aug: Can you please let me know if there's a way to expedite the transfer process or if there's a specific timing option available for faster transfer?
GEN | [card_payment_fee_charged] | Orig: I had to pay money for paying with my card. -> Aug: I was charged a fee for using my credit card.
GEN | [apple_pay_or_google_pay] | Orig: my google pay seems to be acting up. -> Aug: my apple pay is malfunctioning
GEN | [failed_transfer] | Orig: Can you please assist me in completing a transfer? I'm trying and I keep getting an error. I'm trying to purchase a flat and pay the initial mortgage payment. All I keep getting is an error. Can you find out what's happening here? -> Aug: I'm having trouble completing a transfer and I keep getting an error message. I'm trying to buy a property and make the initial mortgage payment, but the transfer keeps failing. Can you help me figure out what's going on?
GEN | [pending_card_payment] | Orig: My card has been pending for a while, what should I do? -> Aug: My payment is still pending on my card, what's the next step?
GEN | [beneficiary_not_allowed] | Orig: what are the reasons why you would not be able to process a payment -> Aug: The reasons why we cannot process a payment may be due to the beneficiary not being allowed to receive funds.
GEN | [get_disposable_virtual_card] | Orig: how do the cards work? -> Aug: What is the process for obtaining a disposable virtual card?
GEN | [failed_transfer] | Orig: Your system is broken. My transfers keep failing, 5 times now. -> Aug: Our system is malfunctioning. I've experienced failed transfers multiple times, with the latest being the fifth instance.
GEN | [transfer_not_received_by_recipient] | Orig: My cash transaction isn't showing on my receipt -> Aug: The funds from my recent transfer haven't been credited to the recipient's account.
GEN | [pending_transfer] | Orig: When will the transaction post to my account? -> Aug: When will the pending transfer be processed and reflected in my account balance?
GEN | [transfer_fee_charged] | Orig: I bought something online and it says there was a fee to transfer money. Isn't that free? -> Aug: I recently made an online purchase and noticed a transfer fee was deducted. Shouldn't this be a free service?
GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move -> Aug: We're looking into the status of your pending card payment. Can you please confirm the payment amount and the date it was made? This will help us investigate the delay.
GEN | [verify_top_up] | Orig: What is the verification process for my card? -> Aug: How do I verify my card for a top-up transaction?
GEN | [pending_transfer] | Orig: Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it? -> Aug: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm starting to get frustrated. It's surprising that international transfers can take so long in this day and age.
GEN | [card_delivery_estimate] | Orig: Can I pay more to get it deliver quicker? -> Aug: Would you like to upgrade your shipping option to expedite the delivery of your card?
GEN | [Refund_not_showing_up] | Orig: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. -> Aug: I'm trying to track down a refund I requested for a recent purchase, but the merchant hasn't confirmed receipt or processing. Can you check if the funds have been credited to my account?
GEN | [topping_up_by_card] | Orig: How do I to up by card? -> Aug: How can I top up my account using my card?
GEN | [direct_debit_payment_not_recognised] | Orig: I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced. -> Aug: I'm reviewing my account activity and noticed an unexpected direct debit payment. I'm certain I didn't initiate the transaction, so I'd appreciate it if you could investigate and reverse the charge.
GEN | [Refund_not_showing_up] | Orig: why cant you just refund me instead of a merchant -> Aug: I'm having trouble seeing the refund in my account, can you please assist me in getting the refund processed?
GEN | [reverted_card_payment?] | Orig: I purchased something and already received it, why hasn't the money taken out? -> Aug: I made a purchase and received the item, but the payment hasn't been deducted from my account. Can you help?
GEN | [card_acceptance] | Orig: Is there anywhere I can't use my card? -> Aug: Are there any specific locations or merchants where my card is not accepted?
GEN | [card_payment_not_recognised] | Orig: I didn't make a payment at this business. -> Aug: We couldn't verify a payment from your card at this merchant.
GEN | [transfer_not_received_by_recipient] | Orig: When will I get my money? It's been too long. -> Aug: I'm concerned about the status of my transfer. The recipient hasn't received the funds yet, and I'm worried it's taking too long.
GEN | [pending_top_up] | Orig: i put money on my card and i dont see it on the balance -> Aug: I added funds to my card, but the amount is still pending and hasn't been reflected in my balance.
VAL | [request_refund] | YES | Text: I've been waiting for a while now, and my order still hasn't arrived. Can I please get a refund as I'm no longer interested in pursuing this transaction.
VAL | [top_up_limits] | YES | Text: What is the maximum number of limit increases I can request?
VAL | [Refund_not_showing_up] | YES | Text: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I'm still waiting for my refund. It's been a week since I reached out to the seller, and I'm at a loss as to why my money hasn't been credited back to me.
VAL | [transfer_not_received_by_recipient] | YES | Text: The funds have not been credited to the recipient's account.
VAL | [transfer_not_received_by_recipient] | NO | Text: Why hasn't the recipient received the transferred funds yet?
VAL | [reverted_card_payment?] | YES | Text: Hello, I'm wondering if the payment for an item I bought online and already received has been reversed back to my checking account. Was there a problem with the merchant accepting my payment or the bank processing it?
VAL | [visa_or_mastercard] | NO | Text: Why was I issued a Visa or Mastercard instead of the one I specifically requested?
VAL | [reverted_card_payment?] | YES | Text: Did my card payment get reversed?
VAL | [topping_up_by_card] | NO | Text: Can I use the app to add funds to my account using my debit/credit card?
VAL | [card_delivery_estimate] | YES | Text: Can you provide an estimated delivery date for the card?
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received the transferred amount in my account.
VAL | [pending_card_payment] | NO | Text: I'm checking on the status of your pending card payment. Can you please confirm the payment date and amount so I can look into this further?
VAL | [apple_pay_or_google_pay] | NO | Text: Can an Apple Pay-enabled Apple Watch be used to make a Google Pay transaction?
VAL | [topping_up_by_card] | YES | Text: I would like to add funds to my card using my card.
VAL | [transfer_timing] | YES | Text: I require a prompt transfer from China. Can you inform me about the estimated transfer timing?
VAL | [transfer_timing] | YES | Text: Can you please let me know if there's a way to expedite the transfer process or if there's a specific timing option available for faster transfer?
VAL | [card_payment_fee_charged] | YES | Text: I was charged a fee for using my credit card.
VAL | [apple_pay_or_google_pay] | NO | Text: my apple pay is malfunctioning
VAL | [failed_transfer] | YES | Text: I'm having trouble completing a transfer and I keep getting an error message. I'm trying to buy a property and make the initial mortgage payment, but the transfer keeps failing. Can you help me figure out what's going on?
VAL | [pending_card_payment] | YES | Text: My payment is still pending on my card, what's the next step?
VAL | [beneficiary_not_allowed] | YES | Text: The reasons why we cannot process a payment may be due to the beneficiary not being allowed to receive funds.
VAL | [get_disposable_virtual_card] | NO | Text: What is the process for obtaining a disposable virtual card?
VAL | [failed_transfer] | YES | Text: Our system is malfunctioning. I've experienced failed transfers multiple times, with the latest being the fifth instance.
VAL | [transfer_not_received_by_recipient] | YES | Text: The funds from my recent transfer haven't been credited to the recipient's account.
VAL | [pending_transfer] | YES | Text: When will the pending transfer be processed and reflected in my account balance?
VAL | [transfer_fee_charged] | NO | Text: I recently made an online purchase and noticed a transfer fee was deducted. Shouldn't this be a free service?
VAL | [pending_card_payment] | NO | Text: We're looking into the status of your pending card payment. Can you please confirm the payment amount and the date it was made? This will help us investigate the delay.
VAL | [verify_top_up] | NO | Text: How do I verify my card for a top-up transaction?
VAL | [pending_transfer] | NO | Text: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm starting to get frustrated. It's surprising that international transfers can take so long in this day and age.
VAL | [card_delivery_estimate] | YES | Text: Would you like to upgrade your shipping option to expedite the delivery of your card?
VAL | [Refund_not_showing_up] | YES | Text: I'm trying to track down a refund I requested for a recent purchase, but the merchant hasn't confirmed receipt or processing. Can you check if the funds have been credited to my account?
VAL | [topping_up_by_card] | YES | Text: How can I top up my account using my card?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm reviewing my account activity and noticed an unexpected direct debit payment. I'm certain I didn't initiate the transaction, so I'd appreciate it if you could investigate and reverse the charge.
VAL | [Refund_not_showing_up] | YES | Text: I'm having trouble seeing the refund in my account, can you please assist me in getting the refund processed?
VAL | [reverted_card_payment?] | NO | Text: I made a purchase and received the item, but the payment hasn't been deducted from my account. Can you help?
VAL | [card_acceptance] | YES | Text: Are there any specific locations or merchants where my card is not accepted?
VAL | [card_payment_not_recognised] | NO | Text: We couldn't verify a payment from your card at this merchant.
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm concerned about the status of my transfer. The recipient hasn't received the funds yet, and I'm worried it's taking too long.
VAL | [pending_top_up] | YES | Text: I added funds to my card, but the amount is still pending and hasn't been reflected in my balance.
