GEN | [declined_transfer] | Orig: How do I contact customer support about my declined transfer? -> Aug: I'd like to speak with a representative about the transfer that was declined and get assistance with resolving the issue.
GEN | [order_physical_card] | Orig: Show me where to order my card. -> Aug: Can you please guide me on how to place an order for a physical credit/debit card?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: While on vacation I used an ATM to get cash and was overcharged. These charges are ridiculous and had I known about them I would have never used it. -> Aug: When I withdrew cash from an ATM while traveling, I was surprised to find that the exchange rate was incorrect, resulting in an unexpected and excessive charge. If I had been aware of this, I would have chosen a different option.
GEN | [supported_cards_and_currencies] | Orig: What cards do you support -> Aug: We accept a wide range of cards, including Visa, Mastercard, American Express, Discover, and Diners Club, as well as various digital wallets and cryptocurrencies like Bitcoin, Ethereum, and Litecoin.
GEN | [transfer_fee_charged] | Orig: So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user? -> Aug: I've been making regular transfers to my vacation property abroad, but I'm surprised to see exorbitant fees popping up. Shouldn't my loyalty as a frequent user be recognized?
GEN | [top_up_by_bank_transfer_charge] | Orig: For SEPA transfers, what kind of charge will be applied? -> Aug: What fee will I be charged for topping up my account via bank transfer?
GEN | [pending_transfer] | Orig: How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately? -> Aug: How long does it typically take for a seller to receive a pending transfer from an EU account after I initiate the payment immediately?
GEN | [card_acceptance] | Orig: Do you have a list of businesses that accept this card? -> Aug: Can you provide a list of merchants that accept this credit card?
GEN | [cash_withdrawal_charge] | Orig: Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this. -> Aug: Can you confirm if there's a fee for cash withdrawals from my account? I recently made a withdrawal and noticed a charge.
GEN | [failed_transfer] | Orig: How is this transfer supposed to work? It's not working for me. -> Aug: I'm having trouble with this transfer. Can you explain how it's supposed to work?
GEN | [transfer_fee_charged] | Orig: I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving. -> Aug: I've been using my card for international transactions and I'm concerned about the extra fees being charged. Can you explain why this is happening? I've always been a loyal customer, but this is making me reconsider my loyalty.
GEN | [transfer_timing] | Orig: When will a transfer from the US post? -> Aug: When can I expect a transfer from the US to be processed?
GEN | [order_physical_card] | Orig: I would like to request a card. -> Aug: I would like to place an order for a physical credit card.
GEN | [receiving_money] | Orig: I received a transfer in GBP how do I change it to a different currency? -> Aug: I was sent a payment in GBP, can I convert it to a different currency?
GEN | [top_up_failed] | Orig: is there a way to fix my top up -> Aug: can you help me resolve the issue with my top-up attempt?
GEN | [card_acceptance] | Orig: Any place that takes Mastercard would be fine. -> Aug: Any location that accepts Mastercard would be suitable.
GEN | [top_up_by_bank_transfer_charge] | Orig: To receive money are there charges? -> Aug: Are there any fees for receiving money via bank transfer?
GEN | [atm_support] | Orig: Can I use my card in another institutions ATM? -> Aug: Can I use my card at an ATM belonging to a different bank or financial institution?
GEN | [pending_top_up] | Orig: Isn't my top-up supposed to mean its complete? -> Aug: Why is my top-up still pending? I thought it was supposed to be processed already.
GEN | [cash_withdrawal_charge] | Orig: I hate this ATM, it charged me an extra fee, Why did it charge? -> Aug: I'm frustrated with this ATM, it added an unexpected charge to my cash withdrawal, Can you explain why it did that?
GEN | [topping_up_by_card] | Orig: My wallet doesn't show my recent top up. -> Aug: I'm unable to see my latest card top-up reflected in my account.
GEN | [transfer_not_received_by_recipient] | Orig: I sent a payment but it isn't showing up in the app -> Aug: I initiated a transfer, but the recipient hasn't received it yet.
GEN | [card_about_to_expire] | Orig: Can I order a new card with the app? -> Aug: Can I request a replacement card before my current one expires?
GEN | [top_up_by_bank_transfer_charge] | Orig: Can you tell me the cost of a transfer? -> Aug: What is the fee for a bank transfer top-up?
GEN | [card_delivery_estimate] | Orig: can I choose delivery times to suite me? -> Aug: Can I select a delivery time that suits my schedule?
GEN | [pending_transfer] | Orig: Transfers may show up as pending for up to one day while they are processed by one of our payment processors. Then, they will depart for the beneficiary accounts. Please also double-check that you have entered the correct account details. SEPA transfers can take up to two business days, and SWIFT transfers can take up to five business days. -> Aug: Transfers may appear as pending for up to a day as they are processed by our payment processors. After that, they will be sent to the recipient's accounts. Additionally, ensure you've entered the correct account information. SEPA transfers typically take up to two business days, while SWIFT transfers may take up to five business days.
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I be charged for receiving money? -> Aug: Will there be a fee for topping up my account via bank transfer?
GEN | [apple_pay_or_google_pay] | Orig: Does Apple Watch support the topping-off of my account? -> Aug: Does Google Pay support the topping-off of my account?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Is it possible to use an ATM when I am not in the country and make a withdraw with out extra fees? -> Aug: I'm trying to withdraw cash from an ATM while abroad, but the exchange rate seems incorrect. Can you help me resolve this issue?
GEN | [pending_transfer] | Orig: why have I got a pending transfer? I'm confused!! -> Aug: I'm a bit perplexed about the status of my pending transfer. Can you please clarify what's going on?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I've transferred money into my account but the balance is the same -> Aug: I've made a deposit, but my account balance hasn't been updated
GEN | [failed_transfer] | Orig: I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times? -> Aug: I'm having trouble completing a bank transfer and I'm wondering if there's an issue with insufficient funds or if I've exceeded the transfer limit.
GEN | [card_payment_not_recognised] | Orig: Why is this payment on my app -> Aug: We're having trouble identifying the payment method used for this transaction.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you check if my money has reached my account since it is not showing up yet? -> Aug: I'm trying to confirm if my recent bank transfer has been successfully processed and reflected in my account balance, as it's not updating as expected.
GEN | [top_up_limits] | Orig: What are the rules for a top-up? -> Aug: What are the guidelines for increasing my credit limit?
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone but how do I use my card information? -> Aug: I recently misplaced my phone and I'm having trouble accessing my account to update my card information.
GEN | [reverted_card_payment?] | Orig: Why wasn't my payment accepted by the app -> Aug: Why was my payment reversed by the app?
GEN | [failed_transfer] | Orig: I think my transfer failed. What do I do now? -> Aug: I'm worried that my recent transfer didn't go through. Can you help me resolve the issue?
GEN | [card_delivery_estimate] | Orig: I need to get my card quickly -> Aug: I require an expedited delivery of my card
GEN | [transfer_fee_charged] | Orig: A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on? -> Aug: A sender informed me that the recipient didn't receive the full transfer amount, and I need to make an additional transfer to cover the remaining balance. Can you investigate this discrepancy and let me know what's happening?
VAL | [declined_transfer] | NO | Text: I'd like to speak with a representative about the transfer that was declined and get assistance with resolving the issue.
VAL | [order_physical_card] | YES | Text: Can you please guide me on how to place an order for a physical credit/debit card?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: When I withdrew cash from an ATM while traveling, I was surprised to find that the exchange rate was incorrect, resulting in an unexpected and excessive charge. If I had been aware of this, I would have chosen a different option.
VAL | [supported_cards_and_currencies] | YES | Text: We accept a wide range of cards, including Visa, Mastercard, American Express, Discover, and Diners Club, as well as various digital wallets and cryptocurrencies like Bitcoin, Ethereum, and Litecoin.
VAL | [transfer_fee_charged] | NO | Text: I've been making regular transfers to my vacation property abroad, but I'm surprised to see exorbitant fees popping up. Shouldn't my loyalty as a frequent user be recognized?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: What fee will I be charged for topping up my account via bank transfer?
VAL | [pending_transfer] | YES | Text: How long does it typically take for a seller to receive a pending transfer from an EU account after I initiate the payment immediately?
VAL | [card_acceptance] | YES | Text: Can you provide a list of merchants that accept this credit card?
VAL | [cash_withdrawal_charge] | YES | Text: Can you confirm if there's a fee for cash withdrawals from my account? I recently made a withdrawal and noticed a charge.
VAL | [failed_transfer] | NO | Text: I'm having trouble with this transfer. Can you explain how it's supposed to work?
VAL | [transfer_fee_charged] | NO | Text: I've been using my card for international transactions and I'm concerned about the extra fees being charged. Can you explain why this is happening? I've always been a loyal customer, but this is making me reconsider my loyalty.
VAL | [transfer_timing] | YES | Text: When can I expect a transfer from the US to be processed?
VAL | [order_physical_card] | YES | Text: I would like to place an order for a physical credit card.
VAL | [receiving_money] | YES | Text: I was sent a payment in GBP, can I convert it to a different currency?
VAL | [top_up_failed] | NO | Text: can you help me resolve the issue with my top-up attempt?
VAL | [card_acceptance] | NO | Text: Any location that accepts Mastercard would be suitable.
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Are there any fees for receiving money via bank transfer?
VAL | [atm_support] | YES | Text: Can I use my card at an ATM belonging to a different bank or financial institution?
VAL | [pending_top_up] | YES | Text: Why is my top-up still pending? I thought it was supposed to be processed already.
VAL | [cash_withdrawal_charge] | YES | Text: I'm frustrated with this ATM, it added an unexpected charge to my cash withdrawal, Can you explain why it did that?
VAL | [topping_up_by_card] | YES | Text: I'm unable to see my latest card top-up reflected in my account.
VAL | [transfer_not_received_by_recipient] | YES | Text: I initiated a transfer, but the recipient hasn't received it yet.
VAL | [card_about_to_expire] | NO | Text: Can I request a replacement card before my current one expires?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: What is the fee for a bank transfer top-up?
VAL | [card_delivery_estimate] | NO | Text: Can I select a delivery time that suits my schedule?
VAL | [pending_transfer] | YES | Text: Transfers may appear as pending for up to a day as they are processed by our payment processors. After that, they will be sent to the recipient's accounts. Additionally, ensure you've entered the correct account information. SEPA transfers typically take up to two business days, while SWIFT transfers may take up to five business days.
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Will there be a fee for topping up my account via bank transfer?
VAL | [apple_pay_or_google_pay] | NO | Text: Does Google Pay support the topping-off of my account?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to withdraw cash from an ATM while abroad, but the exchange rate seems incorrect. Can you help me resolve this issue?
VAL | [pending_transfer] | YES | Text: I'm a bit perplexed about the status of my pending transfer. Can you please clarify what's going on?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I've made a deposit, but my account balance hasn't been updated
VAL | [failed_transfer] | NO | Text: I'm having trouble completing a bank transfer and I'm wondering if there's an issue with insufficient funds or if I've exceeded the transfer limit.
VAL | [card_payment_not_recognised] | NO | Text: We're having trouble identifying the payment method used for this transaction.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm trying to confirm if my recent bank transfer has been successfully processed and reflected in my account balance, as it's not updating as expected.
VAL | [top_up_limits] | YES | Text: What are the guidelines for increasing my credit limit?
VAL | [lost_or_stolen_phone] | NO | Text: I recently misplaced my phone and I'm having trouble accessing my account to update my card information.
VAL | [reverted_card_payment?] | YES | Text: Why was my payment reversed by the app?
VAL | [failed_transfer] | NO | Text: I'm worried that my recent transfer didn't go through. Can you help me resolve the issue?
VAL | [card_delivery_estimate] | YES | Text: I require an expedited delivery of my card
VAL | [transfer_fee_charged] | NO | Text: A sender informed me that the recipient didn't receive the full transfer amount, and I need to make an additional transfer to cover the remaining balance. Can you investigate this discrepancy and let me know what's happening?
