GEN | [extra_charge_on_statement] | Orig: What does the €1 fee mean? -> Aug: You're referring to the extra charge on your statement? It's a one-time fee for a specific service or transaction.
GEN | [extra_charge_on_statement] | Orig: What is this €1 charge? -> Aug: We noticed an additional €1 charge on your recent statement. Can you please clarify what this extra fee is for?
GEN | [extra_charge_on_statement] | Orig: What is this extra €1 fee about? -> Aug: A charge has been added to your statement, can you tell me more about it?
GEN | [extra_charge_on_statement] | Orig: Where did the  €1 fee in my statement come from -> Aug: Can you explain the €1 charge on my recent statement?
GEN | [extra_charge_on_statement] | Orig: what was the $1 fee i got -> Aug: what is the additional charge I noticed on my statement?
GEN | [card_payment_fee_charged] | Orig: What are these fees i am paying? -> Aug: I'm happy to help you understand the fees associated with your recent card payment. Can you please provide me with your transaction details so I can assist you further?
GEN | [extra_charge_on_statement] | Orig: I've been charged an extra £1 and I don't know what it's for -> Aug: I've noticed an unexpected extra charge of £1 on my statement and I'd like to know what it's for
GEN | [extra_charge_on_statement] | Orig: Why have I been charged an extra £1? -> Aug: Why was I unexpectedly charged an additional fee on my statement?
GEN | [exchange_charge] | Orig: is there a foreign currencies charge? -> Aug: Are there any foreign currency exchange fees or charges?
GEN | [transaction_charged_twice] | Orig: Why did I get charged twice for the same thing -> Aug: I was mistakenly billed for the same transaction twice
GEN | [extra_charge_on_statement] | Orig: What is the extra €1 on my statement for? -> Aug: Can you please explain the additional €1 charge on my recent statement?
GEN | [card_payment_fee_charged] | Orig: Why did I get charged extra? -> Aug: I was surprised to see an additional fee on my statement. Can you explain why I was charged this extra amount?
GEN | [extra_charge_on_statement] | Orig: Why do I see an extra €1 charge on my statement? -> Aug: I noticed an additional €2 fee on my recent statement. Can you explain why it's there?
GEN | [transaction_charged_twice] | Orig: I think I got charged twice for the same thing -> Aug: I'm pretty sure I was double-billed for the same transaction
GEN | [transaction_charged_twice] | Orig: Why was I charged twice for the same thing? -> Aug: I was mistakenly billed for the same transaction twice, can you help me resolve this issue?
GEN | [transaction_charged_twice] | Orig: Why am I being charged for the same thing twice? -> Aug: I've been double-charged for the same transaction, can you help me resolve this issue?
GEN | [extra_charge_on_statement] | Orig: Why have I been charged an extra pound? -> Aug: Why is there an additional fee on my statement?
GEN | [extra_charge_on_statement] | Orig: Why was I charged extra on my app? -> Aug: I noticed an unexpected extra charge on my statement. Can you help me understand why it was added?
GEN | [transaction_charged_twice] | Orig: I was charged multiple times at the same location at the same time -> Aug: I was double-charged for the same transaction at the same location and date
GEN | [card_payment_fee_charged] | Orig: Why am I being charged a hidden fee? -> Aug: I'm showing you a charge for a payment processing fee on your recent transaction.
GEN | [extra_charge_on_statement] | Orig: Why is there an extra €1 fee in my statement? -> Aug: What is the reason for the additional €1 charge on my recent statement?
GEN | [extra_charge_on_statement] | Orig: Why i'm I being charged an extra pound -> Aug: Why am I being charged an additional fee on my statement?
GEN | [extra_charge_on_statement] | Orig: Why did you guys charge me an extra €1? -> Aug: Why was there an additional €1 charge on my statement?
GEN | [extra_charge_on_statement] | Orig: €1 was in my statement as an extra fee. -> Aug: A charge of €1 was added to my statement as an additional fee.
GEN | [card_payment_fee_charged] | Orig: What is this extra fee? -> Aug: Can you explain this additional charge on my card payment?
GEN | [transaction_charged_twice] | Orig: Why did I get charged more than once? -> Aug: I was mistakenly billed for the same transaction twice.
GEN | [transaction_charged_twice] | Orig: Why am i being double charged for something? -> Aug: I've been mistakenly charged twice for a single transaction.
GEN | [card_payment_fee_charged] | Orig: Why and I being charged this fee? -> Aug: Can you please explain why I'm being charged this payment fee?
GEN | [transaction_charged_twice] | Orig: Why have I been charged twice? -> Aug: I've been mistakenly billed for the same transaction twice.
GEN | [extra_charge_on_statement] | Orig: Why do I see an extra £1 charge on my statement? -> Aug: I'm showing an additional £1 fee on my statement, can you explain why?
GEN | [extra_charge_on_statement] | Orig: why was i charged a small amount -> Aug: Can you please explain why I was charged an additional fee on my recent statement?
GEN | [extra_charge_on_statement] | Orig: I just looked at my app and it seems I was charged extra, why is that? -> Aug: I reviewed my statement and noticed an unexpected extra charge, could you please explain why it was added?
GEN | [extra_charge_on_statement] | Orig: Why did you charge me extra? -> Aug: Can you explain the additional fee I was charged on my recent statement?
GEN | [extra_charge_on_statement] | Orig: There's a €1 fee on my statement, why? -> Aug: We've added an extra charge to your statement, can you please let me know why?
GEN | [extra_charge_on_statement] | Orig: Why is there a 1 euro fee on my statement? -> Aug: We noticed an additional charge on your recent statement. Can you please clarify what this extra fee is for?
GEN | [extra_charge_on_statement] | Orig: Why was I charged an extra pound? -> Aug: I was surprised to see an additional fee on my statement. Can you explain why I was charged extra?
GEN | [extra_charge_on_statement] | Orig: In my statement, I got a €1 extra fee. -> Aug: I noticed an additional €1 charge on my recent statement.
GEN | [direct_debit_payment_not_recognised] | Orig: i do not know what this charge is for -> Aug: We are unable to identify the purpose of this direct debit payment.
GEN | [transaction_charged_twice] | Orig: Why was I charged twice? -> Aug: I was mistakenly debited twice, can you help me resolve this issue?
GEN | [extra_charge_on_statement] | Orig: I  see an extra 1£ charge on my app. Why did It charge me extra? -> Aug: I noticed an additional £2 charge on my statement. Can you explain why I was billed extra?
VAL | [extra_charge_on_statement] | NO | Text: You're referring to the extra charge on your statement? It's a one-time fee for a specific service or transaction.
VAL | [extra_charge_on_statement] | YES | Text: We noticed an additional €1 charge on your recent statement. Can you please clarify what this extra fee is for?
VAL | [extra_charge_on_statement] | NO | Text: A charge has been added to your statement, can you tell me more about it?
VAL | [extra_charge_on_statement] | YES | Text: Can you explain the €1 charge on my recent statement?
VAL | [extra_charge_on_statement] | YES | Text: what is the additional charge I noticed on my statement?
VAL | [card_payment_fee_charged] | NO | Text: I'm happy to help you understand the fees associated with your recent card payment. Can you please provide me with your transaction details so I can assist you further?
VAL | [extra_charge_on_statement] | YES | Text: I've noticed an unexpected extra charge of £1 on my statement and I'd like to know what it's for
VAL | [extra_charge_on_statement] | YES | Text: Why was I unexpectedly charged an additional fee on my statement?
VAL | [exchange_charge] | YES | Text: Are there any foreign currency exchange fees or charges?
VAL | [transaction_charged_twice] | YES | Text: I was mistakenly billed for the same transaction twice
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the additional €1 charge on my recent statement?
VAL | [card_payment_fee_charged] | NO | Text: I was surprised to see an additional fee on my statement. Can you explain why I was charged this extra amount?
VAL | [extra_charge_on_statement] | YES | Text: I noticed an additional €2 fee on my recent statement. Can you explain why it's there?
VAL | [transaction_charged_twice] | YES | Text: I'm pretty sure I was double-billed for the same transaction
VAL | [transaction_charged_twice] | YES | Text: I was mistakenly billed for the same transaction twice, can you help me resolve this issue?
VAL | [transaction_charged_twice] | YES | Text: I've been double-charged for the same transaction, can you help me resolve this issue?
VAL | [extra_charge_on_statement] | YES | Text: Why is there an additional fee on my statement?
VAL | [extra_charge_on_statement] | YES | Text: I noticed an unexpected extra charge on my statement. Can you help me understand why it was added?
VAL | [transaction_charged_twice] | YES | Text: I was double-charged for the same transaction at the same location and date
VAL | [card_payment_fee_charged] | NO | Text: I'm showing you a charge for a payment processing fee on your recent transaction.
VAL | [extra_charge_on_statement] | YES | Text: What is the reason for the additional €1 charge on my recent statement?
VAL | [extra_charge_on_statement] | YES | Text: Why am I being charged an additional fee on my statement?
VAL | [extra_charge_on_statement] | YES | Text: Why was there an additional €1 charge on my statement?
VAL | [extra_charge_on_statement] | YES | Text: A charge of €1 was added to my statement as an additional fee.
VAL | [card_payment_fee_charged] | NO | Text: Can you explain this additional charge on my card payment?
VAL | [transaction_charged_twice] | YES | Text: I was mistakenly billed for the same transaction twice.
VAL | [transaction_charged_twice] | YES | Text: I've been mistakenly charged twice for a single transaction.
VAL | [card_payment_fee_charged] | NO | Text: Can you please explain why I'm being charged this payment fee?
VAL | [transaction_charged_twice] | YES | Text: I've been mistakenly billed for the same transaction twice.
VAL | [extra_charge_on_statement] | YES | Text: I'm showing an additional £1 fee on my statement, can you explain why?
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain why I was charged an additional fee on my recent statement?
VAL | [extra_charge_on_statement] | YES | Text: I reviewed my statement and noticed an unexpected extra charge, could you please explain why it was added?
VAL | [extra_charge_on_statement] | YES | Text: Can you explain the additional fee I was charged on my recent statement?
VAL | [extra_charge_on_statement] | YES | Text: We've added an extra charge to your statement, can you please let me know why?
VAL | [extra_charge_on_statement] | NO | Text: We noticed an additional charge on your recent statement. Can you please clarify what this extra fee is for?
VAL | [extra_charge_on_statement] | NO | Text: I was surprised to see an additional fee on my statement. Can you explain why I was charged extra?
VAL | [extra_charge_on_statement] | YES | Text: I noticed an additional €1 charge on my recent statement.
VAL | [direct_debit_payment_not_recognised] | YES | Text: We are unable to identify the purpose of this direct debit payment.
VAL | [transaction_charged_twice] | YES | Text: I was mistakenly debited twice, can you help me resolve this issue?
VAL | [extra_charge_on_statement] | NO | Text: I noticed an additional £2 charge on my statement. Can you explain why I was billed extra?
