GEN | [card_about_to_expire] | Orig: How do I get a new expiration date? -> Aug: What steps can I take to extend the validity of my card?
GEN | [verify_my_identity] | Orig: How recent do my documents need to be for verification? -> Aug: What is the age requirement for the documents I need to provide for identity verification?
GEN | [beneficiary_not_allowed] | Orig: Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong? -> Aug: Hello - I'm on the app and trying to purchase crypto, but the beneficiary is not allowed. What's the issue?
GEN | [why_verify_identity] | Orig: I am not comfortable verifying my indentity. -> Aug: I'm hesitant to confirm my identity.
GEN | [beneficiary_not_allowed] | Orig: I wasn't allowed to transfer to my account -> Aug: You were not permitted to credit the funds to the designated beneficiary.
GEN | [top_up_failed] | Orig: It does not appear that my message went through. -> Aug: It seems that your top-up request was not processed successfully.
GEN | [cancel_transfer] | Orig: I made a transaction, but I made it to an account I didn't mean to make it to. -> Aug: I accidentally sent a transfer to the wrong account and I'd like to cancel it.
GEN | [apple_pay_or_google_pay] | Orig: Apple pay is not accepting my American Express card, can you assist me with this problem? -> Aug: Google Pay is not accepting my American Express card, can you help me resolve this issue?
GEN | [change_pin] | Orig: I am on vacation in Spain and think someone saw my pin when… Can I change it at a local ATM? -> Aug: I'm currently traveling in Spain and I'm concerned that someone may have seen my PIN. Can I change it at a nearby ATM or bank branch?
GEN | [declined_cash_withdrawal] | Orig: I can't get any money from my account. -> Aug: I'm unable to withdraw cash from my account.
GEN | [change_pin] | Orig: Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation. -> Aug: Can I modify my PIN at a nearby ATM while I'm in Spain? I'm concerned someone may have observed my PIN and I'd like to update it, but I'm currently on vacation.
GEN | [verify_top_up] | Orig: I just want to top-up, why do I need to verify anything? -> Aug: I'm trying to add funds, can you please confirm my details before processing the top-up?
GEN | [card_swallowed] | Orig: The ATM at Metro bank on High St. Kensington didn't return my card, and the bank is now closed. How do I get back a card swallowed by an ATM? -> Aug: The ATM at the Metro bank on High St. Kensington swallowed my card, and the bank is now closed. How do I retrieve a swallowed card from an ATM?
GEN | [why_verify_identity] | Orig: I don't want to use this method to identify myself. -> Aug: I'm not comfortable providing this information to verify my identity.
GEN | [direct_debit_payment_not_recognised] | Orig: Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it? -> Aug: We're investigating a discrepancy in your account. Can you please confirm if you authorized a direct debit payment to the seller, and if not, we'll look into why it was processed without your consent?
GEN | [beneficiary_not_allowed] | Orig: Why can't I buy cryptocurrency on the app? -> Aug: You are not allowed to purchase cryptocurrency as the beneficiary is not authorized.
GEN | [card_payment_wrong_exchange_rate] | Orig: Why was the exchange wrong for the item I purchased? -> Aug: Why was the exchange rate applied incorrectly for the item I bought?
GEN | [transfer_not_received_by_recipient] | Orig: Why can't the recepient of my money transaction see it? -> Aug: The recipient of my recent money transfer is unable to access the funds. Can you help me resolve this issue?
GEN | [cancel_transfer] | Orig: I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow. -> Aug: I mistakenly transferred my rent payment to the wrong account, could you assist in reversing the transaction and transferring it to the correct account by tomorrow?
GEN | [declined_cash_withdrawal] | Orig: Why can't I take money from my account? -> Aug: Why was my cash withdrawal request denied?
GEN | [card_payment_not_recognised] | Orig: Is there any way to know how the transaction got on my account? -> Aug: I'm trying to figure out why the payment from my card wasn't processed successfully.
GEN | [verify_top_up] | Orig: For what reason must I authenticate the top up? -> Aug: Why do I need to confirm the top-up details?
GEN | [change_pin] | Orig: Can I change my in at all ATM's? -> Aug: Can I modify my PIN at any ATM?
GEN | [reverted_card_payment?] | Orig: My card payments have stopped. -> Aug: Why did my card payments suddenly stop?
GEN | [cancel_transfer] | Orig: Can I stop a transaction? -> Aug: Can I cancel a transfer?
GEN | [getting_spare_card] | Orig: Can I have a spare card for this account please? -> Aug: Might I request a replacement card for this account?
GEN | [compromised_card] | Orig: I froze my account, but how do I order a replacement card? -> Aug: I'm concerned about the security of my account, and I'd like to request a new card to replace the compromised one.
GEN | [cash_withdrawal_not_recognised] | Orig: I see cash in my app but I did not get it. -> Aug: I'm showing a cash withdrawal in my account, but I didn't receive the cash.
GEN | [beneficiary_not_allowed] | Orig: I need to transfer to my account and cant. -> Aug: I'm trying to transfer funds to my account, but the beneficiary is not allowed.
GEN | [card_arrival] | Orig: I don't have my card in 1 week.  Should I be worried? -> Aug: I haven't received my card after a week. Should I be concerned?
GEN | [reverted_card_payment?] | Orig: The seller just told me he didn't get paid. After reviewing my account it did subtract the balance but now it has added it back to my account. I need you to please take care of this promptly. -> Aug: The seller claims they didn't receive the payment, but I see that the payment was deducted from my account and then reversed back to my account. Can you assist me in resolving this issue as soon as possible?
GEN | [direct_debit_payment_not_recognised] | Orig: I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. -> Aug: I'm showing an unexpected payment in my app, but I haven't used my card today. Can you help me reverse this direct debit payment that wasn't authorized by me?
GEN | [top_up_failed] | Orig: I added funds to my account but the app didn't process it. -> Aug: I attempted to make a deposit, but the transaction was unsuccessful.
GEN | [why_verify_identity] | Orig: If my identy verifacation hasn't gone through can I use my account? -> Aug: If my identity verification process hasn't been completed, can I still access my account?
GEN | [Refund_not_showing_up] | Orig: i need a refund right away but the funds aren't available in my account -> Aug: i'm expecting a refund, but it's not showing up in my account
GEN | [cancel_transfer] | Orig: I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. -> Aug: I need to cancel the transfer I initiated yesterday and correct the mistake. Can you assist me in reversing the transaction by tomorrow?
GEN | [exchange_via_app] | Orig: What do I need to do to exchange my money? -> Aug: To initiate a currency exchange, can I use your mobile banking app to facilitate the process?
GEN | [unable_to_verify_identity] | Orig: The app does not know it is me. -> Aug: We're having trouble confirming your identity through our system.
VAL | [card_about_to_expire] | YES | Text: What steps can I take to extend the validity of my card?
VAL | [verify_my_identity] | NO | Text: What is the age requirement for the documents I need to provide for identity verification?
VAL | [beneficiary_not_allowed] | YES | Text: Hello - I'm on the app and trying to purchase crypto, but the beneficiary is not allowed. What's the issue?
VAL | [why_verify_identity] | YES | Text: I'm hesitant to confirm my identity.
VAL | [beneficiary_not_allowed] | NO | Text: You were not permitted to credit the funds to the designated beneficiary.
VAL | [top_up_failed] | NO | Text: It seems that your top-up request was not processed successfully.
VAL | [cancel_transfer] | YES | Text: I accidentally sent a transfer to the wrong account and I'd like to cancel it.
VAL | [apple_pay_or_google_pay] | NO | Text: Google Pay is not accepting my American Express card, can you help me resolve this issue?
VAL | [change_pin] | YES | Text: I'm currently traveling in Spain and I'm concerned that someone may have seen my PIN. Can I change it at a nearby ATM or bank branch?
VAL | [declined_cash_withdrawal] | YES | Text: I'm unable to withdraw cash from my account.
VAL | [change_pin] | YES | Text: Can I modify my PIN at a nearby ATM while I'm in Spain? I'm concerned someone may have observed my PIN and I'd like to update it, but I'm currently on vacation.
VAL | [verify_top_up] | NO | Text: I'm trying to add funds, can you please confirm my details before processing the top-up?
VAL | [card_swallowed] | YES | Text: The ATM at the Metro bank on High St. Kensington swallowed my card, and the bank is now closed. How do I retrieve a swallowed card from an ATM?
VAL | [why_verify_identity] | YES | Text: I'm not comfortable providing this information to verify my identity.
VAL | [direct_debit_payment_not_recognised] | YES | Text: We're investigating a discrepancy in your account. Can you please confirm if you authorized a direct debit payment to the seller, and if not, we'll look into why it was processed without your consent?
VAL | [beneficiary_not_allowed] | NO | Text: You are not allowed to purchase cryptocurrency as the beneficiary is not authorized.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: Why was the exchange rate applied incorrectly for the item I bought?
VAL | [transfer_not_received_by_recipient] | YES | Text: The recipient of my recent money transfer is unable to access the funds. Can you help me resolve this issue?
VAL | [cancel_transfer] | NO | Text: I mistakenly transferred my rent payment to the wrong account, could you assist in reversing the transaction and transferring it to the correct account by tomorrow?
VAL | [declined_cash_withdrawal] | YES | Text: Why was my cash withdrawal request denied?
VAL | [card_payment_not_recognised] | YES | Text: I'm trying to figure out why the payment from my card wasn't processed successfully.
VAL | [verify_top_up] | YES | Text: Why do I need to confirm the top-up details?
VAL | [change_pin] | YES | Text: Can I modify my PIN at any ATM?
VAL | [reverted_card_payment?] | NO | Text: Why did my card payments suddenly stop?
VAL | [cancel_transfer] | YES | Text: Can I cancel a transfer?
VAL | [getting_spare_card] | YES | Text: Might I request a replacement card for this account?
VAL | [compromised_card] | YES | Text: I'm concerned about the security of my account, and I'd like to request a new card to replace the compromised one.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm showing a cash withdrawal in my account, but I didn't receive the cash.
VAL | [beneficiary_not_allowed] | YES | Text: I'm trying to transfer funds to my account, but the beneficiary is not allowed.
VAL | [card_arrival] | YES | Text: I haven't received my card after a week. Should I be concerned?
VAL | [reverted_card_payment?] | YES | Text: The seller claims they didn't receive the payment, but I see that the payment was deducted from my account and then reversed back to my account. Can you assist me in resolving this issue as soon as possible?
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm showing an unexpected payment in my app, but I haven't used my card today. Can you help me reverse this direct debit payment that wasn't authorized by me?
VAL | [top_up_failed] | YES | Text: I attempted to make a deposit, but the transaction was unsuccessful.
VAL | [why_verify_identity] | YES | Text: If my identity verification process hasn't been completed, can I still access my account?
VAL | [Refund_not_showing_up] | YES | Text: i'm expecting a refund, but it's not showing up in my account
VAL | [cancel_transfer] | YES | Text: I need to cancel the transfer I initiated yesterday and correct the mistake. Can you assist me in reversing the transaction by tomorrow?
VAL | [exchange_via_app] | YES | Text: To initiate a currency exchange, can I use your mobile banking app to facilitate the process?
VAL | [unable_to_verify_identity] | NO | Text: We're having trouble confirming your identity through our system.
