GEN | [activate_my_card] | Orig: What do I need to do in order to use my card I just got? -> Aug: How can I activate my new card so I can start using it?
GEN | [transfer_fee_charged] | Orig: who charged my card -> Aug: who is responsible for charging the transfer fee on my card
GEN | [change_pin] | Orig: I can't freeze my account as I need the card as I am traveling, how do I change my pin? -> Aug: I'm planning a trip and need to use my card, but I'd like to change my PIN before I go. Can you help me with that?
GEN | [lost_or_stolen_card] | Orig: I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this? -> Aug: I'm concerned that my card might have been misplaced at a store, but the staff are denying any knowledge of it. I'm getting anxious that it could be in the wrong hands. Can you help me investigate this situation?
GEN | [get_physical_card] | Orig: How do I get started when I get my card? -> Aug: What are the steps to obtain my physical credit/debit card?
GEN | [top_up_by_cash_or_cheque] | Orig: What are my payment options for topping off my account? -> Aug: You can top up your account using either cash or cheque.
GEN | [compromised_card] | Orig: I have some transactions on my account I did not make. Can you cancel my card and prevent further use. -> Aug: I'm concerned about unauthorized activity on my account. Can you suspend my card and prevent any further transactions?
GEN | [card_about_to_expire] | Orig: want a new card what are the fees -> Aug: can I get a new card before my current one expires, and what are the associated fees?
GEN | [pin_blocked] | Orig: When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored? -> Aug: When I was careless, I accidentally got my card stuck in your machine due to a mistake in entering my PIN. What steps can I take to resolve this issue and get my card restored?
GEN | [card_delivery_estimate] | Orig: I need my card right away. -> Aug: I require an expedited delivery of my card.
GEN | [declined_cash_withdrawal] | Orig: My ATM transaction was cancelled. -> Aug: Your recent cash withdrawal attempt was declined.
GEN | [supported_cards_and_currencies] | Orig: I'd prefer to use my American Express when putting funds into my account. -> Aug: We also accept various credit cards, including American Express, for deposits into your account.
GEN | [apple_pay_or_google_pay] | Orig: Can I add funds directly from my Apple Watch? -> Aug: Can I add funds directly from my Google Watch?
GEN | [top_up_by_cash_or_cheque] | Orig: I can't find how to top up my account with a check.  Where is that? -> Aug: I'm having trouble finding the option to add funds to my account using a cheque. Can you please guide me on where to do that?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are SWIFT Transfers available at this bank? -> Aug: Can I use bank transfer to top up my account, and what are the associated charges for this service?
GEN | [compromised_card] | Orig: My card has been compromised. I see a bunch of online shopping charges that I didn't make. I need to freeze it immediately. -> Aug: My credit card has been compromised. I've noticed a series of unauthorized transactions on my account, including online purchases I didn't authorize. I urgently need to suspend its use to prevent further unauthorized activity.
GEN | [transfer_into_account] | Orig: I am out of money in my account and I was wondering if I could do a bank transfer is put more in it? -> Aug: I'm running low on funds in my account and I'd like to know if I can initiate a transfer to add more money to it.
GEN | [card_payment_fee_charged] | Orig: What are the fees imposed when I make a transaction? -> Aug: Can you please inform me about the charges I'll be charged for using my card for a transaction?
GEN | [top_up_by_card_charge] | Orig: I was wondering if you will take any fees in exchange for top ups? -> Aug: Are there any charges or fees associated with topping up my account using my card?
GEN | [request_refund] | Orig: I just bought an item and would like to stop payment can you tell me if the item has been sent yet? -> Aug: I recently purchased an item and would like to initiate a refund, could you please let me know if the item has been dispatched yet?
GEN | [cash_withdrawal_not_recognised] | Orig: there is money in my account that i didnt put there -> Aug: the funds in my account are not mine and I didn't deposit them
GEN | [getting_spare_card] | Orig: If I need more than cards will I have to pay a fee to receive them? -> Aug: If I require additional cards, will I be charged a fee for receiving them?
GEN | [pending_transfer] | Orig: I have a pending transaction -> Aug: I have a transfer in progress
GEN | [declined_cash_withdrawal] | Orig: I might need a new card because it's not working at any of the ATMs. I don't think ive used all my money. Why is it doing this? -> Aug: I'm having trouble withdrawing cash from an ATM, and I'm not sure why. I've checked my account balance, and I'm certain I haven't spent all my money. Can you help me resolve this issue?
GEN | [card_swallowed] | Orig: The ATM didnt return my card! -> Aug: The ATM swallowed my card!
GEN | [direct_debit_payment_not_recognised] | Orig: I know this very late, but I just went through my statements from the last couple months and there's one quite large-ish payment that I definitely haven't made. Is it still possible to dispute it? -> Aug: I've reviewed my recent statements and noticed a significant payment that I'm certain I didn't make. Can I still contest it?
GEN | [card_not_working] | Orig: Why doesn't my card work for any transactions? -> Aug: Why is my credit card not functioning for any purchases or payments?
GEN | [compromised_card] | Orig: How do I stop fraud to my card? -> Aug: What steps can I take to prevent unauthorized transactions on my compromised card?
GEN | [direct_debit_payment_not_recognised] | Orig: I haven't used my card all day but there is a payment showing in the app. Please cancel it! -> Aug: I'm showing a payment in the app that I didn't initiate, can you help me stop it?
GEN | [card_not_working] | Orig: Need help to get my card to work. -> Aug: Can you assist me in resolving the issue with my card not functioning properly?
GEN | [top_up_by_cash_or_cheque] | Orig: how do i find top up for cash deposit -> Aug: how can i make a cash deposit or cheque payment to top up my account?
GEN | [wrong_amount_of_cash_received] | Orig: How can I get my money that I didn't get from the ATM? -> Aug: I was given the wrong amount of cash when I withdrew money from the ATM, can you help me resolve this issue?
GEN | [exchange_charge] | Orig: What is the fee for accepting money from a foreign country? -> Aug: What is the exchange charge for receiving an international payment?
GEN | [receiving_money] | Orig: Can I use a transfer to receive my transfer? -> Aug: Can I use a wire transfer to receive my funds?
GEN | [card_acceptance] | Orig: Is my card denied anywhere? -> Aug: Is my credit card being declined anywhere?
GEN | [Refund_not_showing_up] | Orig: Please send my refund now. -> Aug: Please confirm the status of my refund as it's not showing up in my account.
GEN | [card_payment_fee_charged] | Orig: What can i pay with out  fees -> Aug: Can I make a payment without incurring any card payment fees?
GEN | [top_up_by_bank_transfer_charge] | Orig: If I top-up by using a trasfer are there charges that applied? -> Aug: If I top-up my account using a bank transfer, are there any charges that will be applied?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Is there a longer processing time for international bank transfers? -> Aug: Why does it take a while for my account balance to update after an international bank transfer is made?
GEN | [cancel_transfer] | Orig: I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account? -> Aug: I accidentally started a rent payment from the wrong account yesterday. It's not possible to deduct it from that account, but I need to ensure the payment is made on time. Can I transfer the payment to the correct account instead?
VAL | [activate_my_card] | YES | Text: How can I activate my new card so I can start using it?
VAL | [transfer_fee_charged] | NO | Text: who is responsible for charging the transfer fee on my card
VAL | [change_pin] | NO | Text: I'm planning a trip and need to use my card, but I'd like to change my PIN before I go. Can you help me with that?
VAL | [lost_or_stolen_card] | NO | Text: I'm concerned that my card might have been misplaced at a store, but the staff are denying any knowledge of it. I'm getting anxious that it could be in the wrong hands. Can you help me investigate this situation?
VAL | [get_physical_card] | YES | Text: What are the steps to obtain my physical credit/debit card?
VAL | [top_up_by_cash_or_cheque] | YES | Text: You can top up your account using either cash or cheque.
VAL | [compromised_card] | YES | Text: I'm concerned about unauthorized activity on my account. Can you suspend my card and prevent any further transactions?
VAL | [card_about_to_expire] | NO | Text: can I get a new card before my current one expires, and what are the associated fees?
VAL | [pin_blocked] | NO | Text: When I was careless, I accidentally got my card stuck in your machine due to a mistake in entering my PIN. What steps can I take to resolve this issue and get my card restored?
VAL | [card_delivery_estimate] | NO | Text: I require an expedited delivery of my card.
VAL | [declined_cash_withdrawal] | YES | Text: Your recent cash withdrawal attempt was declined.
VAL | [supported_cards_and_currencies] | NO | Text: We also accept various credit cards, including American Express, for deposits into your account.
VAL | [apple_pay_or_google_pay] | NO | Text: Can I add funds directly from my Google Watch?
VAL | [top_up_by_cash_or_cheque] | YES | Text: I'm having trouble finding the option to add funds to my account using a cheque. Can you please guide me on where to do that?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I use bank transfer to top up my account, and what are the associated charges for this service?
VAL | [compromised_card] | YES | Text: My credit card has been compromised. I've noticed a series of unauthorized transactions on my account, including online purchases I didn't authorize. I urgently need to suspend its use to prevent further unauthorized activity.
VAL | [transfer_into_account] | YES | Text: I'm running low on funds in my account and I'd like to know if I can initiate a transfer to add more money to it.
VAL | [card_payment_fee_charged] | NO | Text: Can you please inform me about the charges I'll be charged for using my card for a transaction?
VAL | [top_up_by_card_charge] | NO | Text: Are there any charges or fees associated with topping up my account using my card?
VAL | [request_refund] | NO | Text: I recently purchased an item and would like to initiate a refund, could you please let me know if the item has been dispatched yet?
VAL | [cash_withdrawal_not_recognised] | NO | Text: the funds in my account are not mine and I didn't deposit them
VAL | [getting_spare_card] | YES | Text: If I require additional cards, will I be charged a fee for receiving them?
VAL | [pending_transfer] | YES | Text: I have a transfer in progress
VAL | [declined_cash_withdrawal] | NO | Text: I'm having trouble withdrawing cash from an ATM, and I'm not sure why. I've checked my account balance, and I'm certain I haven't spent all my money. Can you help me resolve this issue?
VAL | [card_swallowed] | YES | Text: The ATM swallowed my card!
VAL | [direct_debit_payment_not_recognised] | NO | Text: I've reviewed my recent statements and noticed a significant payment that I'm certain I didn't make. Can I still contest it?
VAL | [card_not_working] | YES | Text: Why is my credit card not functioning for any purchases or payments?
VAL | [compromised_card] | YES | Text: What steps can I take to prevent unauthorized transactions on my compromised card?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing a payment in the app that I didn't initiate, can you help me stop it?
VAL | [card_not_working] | YES | Text: Can you assist me in resolving the issue with my card not functioning properly?
VAL | [top_up_by_cash_or_cheque] | NO | Text: how can i make a cash deposit or cheque payment to top up my account?
VAL | [wrong_amount_of_cash_received] | YES | Text: I was given the wrong amount of cash when I withdrew money from the ATM, can you help me resolve this issue?
VAL | [exchange_charge] | YES | Text: What is the exchange charge for receiving an international payment?
VAL | [receiving_money] | YES | Text: Can I use a wire transfer to receive my funds?
VAL | [card_acceptance] | NO | Text: Is my credit card being declined anywhere?
VAL | [Refund_not_showing_up] | YES | Text: Please confirm the status of my refund as it's not showing up in my account.
VAL | [card_payment_fee_charged] | NO | Text: Can I make a payment without incurring any card payment fees?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: If I top-up my account using a bank transfer, are there any charges that will be applied?
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: Why does it take a while for my account balance to update after an international bank transfer is made?
VAL | [cancel_transfer] | NO | Text: I accidentally started a rent payment from the wrong account yesterday. It's not possible to deduct it from that account, but I need to ensure the payment is made on time. Can I transfer the payment to the correct account instead?
