GEN | [transaction_charged_twice] | Orig: There is a transaction showing up several times. -> Aug: A duplicate transaction appears on my account.
GEN | [verify_source_of_funds] | Orig: Where is my top-up generated from? -> Aug: Can you please confirm the source of the funds used for your recent top-up?
GEN | [transaction_charged_twice] | Orig: To many charges on my card how do I go about fixing that? -> Aug: I've been double-charged for a transaction, can you help me resolve this issue?
GEN | [reverted_card_payment?] | Orig: I bought something and already paid for it but now I don't see it. -> Aug: I made a purchase and paid for it, but the transaction seems to have been reversed.
GEN | [transfer_not_received_by_recipient] | Orig: How can I the person see my money transaction? -> Aug: Why hasn't the recipient received the money from my recent transaction?
GEN | [receiving_money] | Orig: My salary is in GBP, do I need to exchange it before putting it into my account? -> Aug: Can I deposit my GBP salary directly into my account, or do I need to convert it to a different currency first?
GEN | [cash_withdrawal_not_recognised] | Orig: There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though. -> Aug: We've noticed an unusual cash withdrawal on your account that doesn't match your card's activity. It seems someone else may have made a transaction using your card, and we'd like to investigate further.
GEN | [pending_cash_withdrawal] | Orig: My last ATM request did not go through due to a declined card. Please cancel the request on my account. -> Aug: My previous cash withdrawal request was declined due to a card issue. Could you please cancel the pending withdrawal from my account?
GEN | [why_verify_identity] | Orig: what I need to verify my account -> Aug: Can you please explain why I need to verify my account?
GEN | [card_about_to_expire] | Orig: How do I go about ordering a new bank card? -> Aug: What steps can I take to replace my expiring bank card with a new one?
GEN | [card_payment_not_recognised] | Orig: I've never been to that store.  That's a fraudulent charge. -> Aug: I'm not familiar with that merchant. This transaction appears to be unauthorized.
GEN | [cancel_transfer] | Orig: I need to change a transfer. -> Aug: I would like to modify a transfer.
GEN | [declined_card_payment] | Orig: I was so embarrassed. Why didn't my payment clear? -> Aug: I'm really frustrated. My payment was declined, and I don't know why.
GEN | [card_acceptance] | Orig: Can I tell what business will take this card? -> Aug: Is there a specific merchant or business that accepts this card?
GEN | [direct_debit_payment_not_recognised] | Orig: Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money. -> Aug: Can I review a past transaction to identify the payee who withdrew funds from my account? I'm concerned about an unauthorized direct debit that occurred a few weeks ago and would like to verify the recipient's details.
GEN | [top_up_limits] | Orig: Do you limit my top-offs? -> Aug: Are you limiting my limit increases?
GEN | [beneficiary_not_allowed] | Orig: Are there restrictions to transfers to certain accounts? -> Aug: Can I transfer funds to a specific account, or are there limitations on the beneficiary?
GEN | [top_up_reverted] | Orig: Do you not accept crypto transfers from certain places? Because when I tried to do a top up the money just disappeared. Im not sure what to do or what I'm doing wrong, please help. -> Aug: I'm having an issue with a top-up that was reversed. I tried to add funds using a specific method, but the transaction was cancelled and the amount was taken back. Can you assist me in understanding what went wrong and how to resolve this issue?
GEN | [direct_debit_payment_not_recognised] | Orig: Is there a strict timeline regarding disputing transactions made on my account? I just noticed a fraudulent charge on a statement from a couple months ago. -> Aug: We've received a notification that a direct debit payment was not recognized on your account. Can you please clarify the details of the disputed transaction and provide any relevant documentation to facilitate an investigation?
GEN | [exchange_charge] | Orig: What commission do you take for currency exchage? -> Aug: What is the exchange charge for converting currencies?
GEN | [verify_top_up] | Orig: What can I do to verify my card? -> Aug: How can I confirm my card details for a successful top-up?
GEN | [pending_card_payment] | Orig: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? -> Aug: I attempted to make a card payment a few days ago, but it appears to be pending. Can you please inform me about the usual processing time for such transactions?
GEN | [top_up_by_bank_transfer_charge] | Orig: Will there be a charge when money is added to my account? -> Aug: Is there a fee associated with topping up my account balance via bank transfer?
GEN | [card_payment_not_recognised] | Orig: I don't think I made this transaction on my statement -> Aug: I'm not sure if I authorized this payment on my recent statement
GEN | [card_acceptance] | Orig: What kind of businesses will take my card? -> Aug: What types of merchants accept my credit/debit card?
GEN | [cash_withdrawal_not_recognised] | Orig: A WD was just made on my account, but it was not me and I still have my card.  What to do? -> Aug: A withdrawal was processed on my account, but I didn't initiate it and I still have my card. What should I do?
GEN | [country_support] | Orig: Although I am not located in the UK area, may i still receive a card? -> Aug: Even though I'm not based in the UK, can I still get a card?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: where is my money from this morning -> Aug: why hasn't my account balance been updated after a cash deposit or cheque deposit this morning?
GEN | [compromised_card] | Orig: It looks like someone besides me ordered something with my card, what should I do? -> Aug: It appears that an unauthorized transaction has been made using my card, what steps can I take to resolve this issue?
GEN | [pending_top_up] | Orig: Help, I don't see my money i just added. -> Aug: My top-up is still pending, can you assist me in resolving the issue?
GEN | [beneficiary_not_allowed] | Orig: I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages. -> Aug: I'm trying to transfer funds to my sister, but I keep getting error messages, and I'm not sure why it's not going through.
GEN | [card_payment_not_recognised] | Orig: I need to know where this charge is coming from? -> Aug: I'm trying to figure out why this transaction is showing up on my statement.
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet, do yo know why? -> Aug: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
GEN | [receiving_money] | Orig: Do I need to add my salary? -> Aug: Do I need to include my income?
GEN | [reverted_card_payment?] | Orig: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. -> Aug: Can you help me understand why my card payments are being reversed or declined when I try to make an online purchase? I enter my payment details, but it's rejected later on.
GEN | [verify_top_up] | Orig: Where's my top up code? -> Aug: Can you please provide me with my top-up code?
GEN | [pending_top_up] | Orig: I added money to the card but the transaction didn't go through -> Aug: I attempted to top up my card, but the transaction is still pending
GEN | [card_swallowed] | Orig: Who do I talk to about the ATM swallowing my card? -> Aug: Who should I contact regarding the ATM consuming my credit card?
GEN | [pending_top_up] | Orig: My top is still pending. -> Aug: My top-up request is still pending.
VAL | [transaction_charged_twice] | YES | Text: A duplicate transaction appears on my account.
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the source of the funds used for your recent top-up?
VAL | [transaction_charged_twice] | YES | Text: I've been double-charged for a transaction, can you help me resolve this issue?
VAL | [reverted_card_payment?] | YES | Text: I made a purchase and paid for it, but the transaction seems to have been reversed.
VAL | [transfer_not_received_by_recipient] | NO | Text: Why hasn't the recipient received the money from my recent transaction?
VAL | [receiving_money] | NO | Text: Can I deposit my GBP salary directly into my account, or do I need to convert it to a different currency first?
VAL | [cash_withdrawal_not_recognised] | NO | Text: We've noticed an unusual cash withdrawal on your account that doesn't match your card's activity. It seems someone else may have made a transaction using your card, and we'd like to investigate further.
VAL | [pending_cash_withdrawal] | YES | Text: My previous cash withdrawal request was declined due to a card issue. Could you please cancel the pending withdrawal from my account?
VAL | [why_verify_identity] | NO | Text: Can you please explain why I need to verify my account?
VAL | [card_about_to_expire] | NO | Text: What steps can I take to replace my expiring bank card with a new one?
VAL | [card_payment_not_recognised] | YES | Text: I'm not familiar with that merchant. This transaction appears to be unauthorized.
VAL | [cancel_transfer] | NO | Text: I would like to modify a transfer.
VAL | [declined_card_payment] | YES | Text: I'm really frustrated. My payment was declined, and I don't know why.
VAL | [card_acceptance] | YES | Text: Is there a specific merchant or business that accepts this card?
VAL | [direct_debit_payment_not_recognised] | NO | Text: Can I review a past transaction to identify the payee who withdrew funds from my account? I'm concerned about an unauthorized direct debit that occurred a few weeks ago and would like to verify the recipient's details.
VAL | [top_up_limits] | NO | Text: Are you limiting my limit increases?
VAL | [beneficiary_not_allowed] | NO | Text: Can I transfer funds to a specific account, or are there limitations on the beneficiary?
VAL | [top_up_reverted] | YES | Text: I'm having an issue with a top-up that was reversed. I tried to add funds using a specific method, but the transaction was cancelled and the amount was taken back. Can you assist me in understanding what went wrong and how to resolve this issue?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a notification that a direct debit payment was not recognized on your account. Can you please clarify the details of the disputed transaction and provide any relevant documentation to facilitate an investigation?
VAL | [exchange_charge] | YES | Text: What is the exchange charge for converting currencies?
VAL | [verify_top_up] | YES | Text: How can I confirm my card details for a successful top-up?
VAL | [pending_card_payment] | YES | Text: I attempted to make a card payment a few days ago, but it appears to be pending. Can you please inform me about the usual processing time for such transactions?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Is there a fee associated with topping up my account balance via bank transfer?
VAL | [card_payment_not_recognised] | YES | Text: I'm not sure if I authorized this payment on my recent statement
VAL | [card_acceptance] | YES | Text: What types of merchants accept my credit/debit card?
VAL | [cash_withdrawal_not_recognised] | YES | Text: A withdrawal was processed on my account, but I didn't initiate it and I still have my card. What should I do?
VAL | [country_support] | YES | Text: Even though I'm not based in the UK, can I still get a card?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: why hasn't my account balance been updated after a cash deposit or cheque deposit this morning?
VAL | [compromised_card] | YES | Text: It appears that an unauthorized transaction has been made using my card, what steps can I take to resolve this issue?
VAL | [pending_top_up] | YES | Text: My top-up is still pending, can you assist me in resolving the issue?
VAL | [beneficiary_not_allowed] | NO | Text: I'm trying to transfer funds to my sister, but I keep getting error messages, and I'm not sure why it's not going through.
VAL | [card_payment_not_recognised] | NO | Text: I'm trying to figure out why this transaction is showing up on my statement.
VAL | [getting_virtual_card] | YES | Text: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
VAL | [receiving_money] | NO | Text: Do I need to include my income?
VAL | [reverted_card_payment?] | YES | Text: Can you help me understand why my card payments are being reversed or declined when I try to make an online purchase? I enter my payment details, but it's rejected later on.
VAL | [verify_top_up] | NO | Text: Can you please provide me with my top-up code?
VAL | [pending_top_up] | YES | Text: I attempted to top up my card, but the transaction is still pending
VAL | [card_swallowed] | YES | Text: Who should I contact regarding the ATM consuming my credit card?
VAL | [pending_top_up] | YES | Text: My top-up request is still pending.
