GEN | [transfer_not_received_by_recipient] | Orig: I did a money transaction and dont have a receipt -> Aug: I made a payment and didn't receive a confirmation receipt
GEN | [change_pin] | Orig: I must change my PIN as soon as possible. -> Aug: I need to update my PIN immediately.
GEN | [pin_blocked] | Orig: I logged in wrong and am blocked, how do I log in? -> Aug: I accidentally entered my PIN incorrectly and now I'm blocked, can you help me access my account?
GEN | [why_verify_identity] | Orig: My ID verification hasn't gone through yet, but can I use my account anyway? -> Aug: I'm trying to access my account, but I'm still waiting for my ID verification to be processed. Can I still use my account until then?
GEN | [pin_blocked] | Orig: I have exceeded all my PIN tries -> Aug: I've reached the maximum number of PIN attempts
GEN | [verify_source_of_funds] | Orig: Why do I need to verify my funds? -> Aug: We'd like to confirm the origin of the funds in your account to ensure they are legitimate and comply with our banking regulations.
GEN | [card_payment_fee_charged] | Orig: I have a fee showing from last time I used my card. -> Aug: A fee was deducted from my recent card transaction.
GEN | [disposable_card_limits] | Orig: Show me the amount of transactions I can do with a disposable card. -> Aug: What is the daily spending limit for a disposable card, and how many transactions can I make with it?
GEN | [pin_blocked] | Orig: I have used all of my PIN tries. What should I do now? -> Aug: I've reached the maximum number of PIN attempts. What are my next steps to access my account?
GEN | [cash_withdrawal_charge] | Orig: How much can I withdrawal in one month without incurring fees? -> Aug: What is the maximum amount I can withdraw in a month without being charged a fee for cash withdrawal?
GEN | [declined_cash_withdrawal] | Orig: I tried to withdraw some funds from my card, but was declined. How can I get my money? -> Aug: I attempted to withdraw cash from my account, but the transaction was declined. What are my options for retrieving my funds?
GEN | [pending_top_up] | Orig: When will my top up be applied? -> Aug: When can I expect my pending top-up to be processed?
GEN | [cash_withdrawal_charge] | Orig: Why is there a charge when I took out money? -> Aug: Can you explain why I'm being charged a fee for withdrawing cash from my account?
GEN | [why_verify_identity] | Orig: Do you think you're asking for too much information about me? -> Aug: We're asking for this information to ensure we're verifying your identity accurately and securely. Can you understand why this is necessary for our security protocols?
GEN | [top_up_by_card_charge] | Orig: What are the fees for using a European bank card? -> Aug: Can I know the charges associated with making a card payment from a European bank account?
GEN | [pending_top_up] | Orig: My top-up funds aren't available yet. -> Aug: My pending top-up payment is still processing and hasn't been credited to my account yet.
GEN | [cash_withdrawal_charge] | Orig: Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this. -> Aug: Can you confirm if there's a fee for withdrawing cash from my account? I recently made a withdrawal and noticed a charge on my statement.
GEN | [supported_cards_and_currencies] | Orig: Do I have to top up in euros if I use a card, or can I use a different currency? -> Aug: Can I use a different currency when making a payment with my card, or do I need to top up in euros?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why is  my balance not updated? -> Aug: I haven't seen any changes to my account balance after a recent transfer. Can you help me figure out why it's not reflecting the new amount?
GEN | [pending_cash_withdrawal] | Orig: So much time has gone by, the pending status shouldn't still be there shouldn't it? -> Aug: I'm concerned that the pending status for my cash withdrawal has been lingering for too long, shouldn't it have been resolved by now?
GEN | [pending_top_up] | Orig: How long after a failed topup will funds refurn to account -> Aug: When will the funds from my failed top-up be returned to my account?
GEN | [country_support] | Orig: Is this card available to Americans? -> Aug: Is this card accessible to US citizens?
GEN | [top_up_limits] | Orig: How many times can I make a top-up? -> Aug: What is the limit on the number of top-ups I can make?
GEN | [direct_debit_payment_not_recognised] | Orig: I need to cancel a transaction on my debit card. -> Aug: I'm trying to stop a direct debit payment that was taken from my account.
GEN | [declined_cash_withdrawal] | Orig: Why did the ATM cancel my transaction -> Aug: Your cash withdrawal was declined due to insufficient funds in your account.
GEN | [declined_cash_withdrawal] | Orig: Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. -> Aug: We're sorry to hear that your card is not working at the ATM. It's possible that your account balance is insufficient to process the cash withdrawal. Can you please check your account balance and try again?
GEN | [pending_top_up] | Orig: I attempted to top up my account but it's been frozen in a pending state for well over an hour now! Is this normal? I'm a new customer and this is my first time doing this. I assumed it would be done quicker than this. -> Aug: I've been trying to add funds to my account, but it's been stuck in a pending state for an extended period. Can you please look into this? I'm a new customer and this is my first time topping up, so I'm a bit concerned it's taking so long.
GEN | [top_up_reverted] | Orig: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. -> Aug: Hi, I've successfully recharged my top-up, but the amount hasn't been credited to my account. Could you please assist me in resolving this issue? I suspect there might be a technical glitch in the system.
GEN | [pin_blocked] | Orig: I cannot use my PIN. -> Aug: I'm having trouble entering my PIN.
GEN | [pending_top_up] | Orig: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? -> Aug: I made a recent top-up and tried to make a purchase, but the system is showing that the funds are still pending. Can you help me expedite the processing of my pending top-up?
GEN | [cancel_transfer] | Orig: I used the wrong account number! -> Aug: I accidentally entered the wrong account information.
GEN | [card_not_working] | Orig: I haven't been able to complete any transactions on my card today. Do you know what's wrong? -> Aug: I'm having trouble making any purchases with my card today. Can you help me figure out what's going on?
GEN | [card_payment_fee_charged] | Orig: I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before. -> Aug: I'd like to be notified when an extra fee is applied to my payment. I recently checked the app and noticed an unexpected fee associated with one of my transactions. I wasn't informed about this additional charge beforehand.
GEN | [why_verify_identity] | Orig: I can't do the verification. -> Aug: I'm having trouble completing the identity verification process.
GEN | [cash_withdrawal_charge] | Orig: I have been charged a fee for getting cash -> Aug: I was surprised to see a charge for the cash withdrawal
VAL | [transfer_not_received_by_recipient] | NO | Text: I made a payment and didn't receive a confirmation receipt
VAL | [change_pin] | YES | Text: I need to update my PIN immediately.
VAL | [pin_blocked] | YES | Text: I accidentally entered my PIN incorrectly and now I'm blocked, can you help me access my account?
VAL | [why_verify_identity] | NO | Text: I'm trying to access my account, but I'm still waiting for my ID verification to be processed. Can I still use my account until then?
VAL | [pin_blocked] | YES | Text: I've reached the maximum number of PIN attempts
VAL | [verify_source_of_funds] | YES | Text: We'd like to confirm the origin of the funds in your account to ensure they are legitimate and comply with our banking regulations.
VAL | [card_payment_fee_charged] | YES | Text: A fee was deducted from my recent card transaction.
VAL | [disposable_card_limits] | YES | Text: What is the daily spending limit for a disposable card, and how many transactions can I make with it?
VAL | [pin_blocked] | YES | Text: I've reached the maximum number of PIN attempts. What are my next steps to access my account?
VAL | [cash_withdrawal_charge] | YES | Text: What is the maximum amount I can withdraw in a month without being charged a fee for cash withdrawal?
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to withdraw cash from my account, but the transaction was declined. What are my options for retrieving my funds?
VAL | [pending_top_up] | YES | Text: When can I expect my pending top-up to be processed?
VAL | [cash_withdrawal_charge] | YES | Text: Can you explain why I'm being charged a fee for withdrawing cash from my account?
VAL | [why_verify_identity] | NO | Text: We're asking for this information to ensure we're verifying your identity accurately and securely. Can you understand why this is necessary for our security protocols?
VAL | [top_up_by_card_charge] | NO | Text: Can I know the charges associated with making a card payment from a European bank account?
VAL | [pending_top_up] | YES | Text: My pending top-up payment is still processing and hasn't been credited to my account yet.
VAL | [cash_withdrawal_charge] | YES | Text: Can you confirm if there's a fee for withdrawing cash from my account? I recently made a withdrawal and noticed a charge on my statement.
VAL | [supported_cards_and_currencies] | NO | Text: Can I use a different currency when making a payment with my card, or do I need to top up in euros?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I haven't seen any changes to my account balance after a recent transfer. Can you help me figure out why it's not reflecting the new amount?
VAL | [pending_cash_withdrawal] | NO | Text: I'm concerned that the pending status for my cash withdrawal has been lingering for too long, shouldn't it have been resolved by now?
VAL | [pending_top_up] | YES | Text: When will the funds from my failed top-up be returned to my account?
VAL | [country_support] | YES | Text: Is this card accessible to US citizens?
VAL | [top_up_limits] | YES | Text: What is the limit on the number of top-ups I can make?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm trying to stop a direct debit payment that was taken from my account.
VAL | [declined_cash_withdrawal] | YES | Text: Your cash withdrawal was declined due to insufficient funds in your account.
VAL | [declined_cash_withdrawal] | NO | Text: We're sorry to hear that your card is not working at the ATM. It's possible that your account balance is insufficient to process the cash withdrawal. Can you please check your account balance and try again?
VAL | [pending_top_up] | YES | Text: I've been trying to add funds to my account, but it's been stuck in a pending state for an extended period. Can you please look into this? I'm a new customer and this is my first time topping up, so I'm a bit concerned it's taking so long.
VAL | [top_up_reverted] | YES | Text: Hi, I've successfully recharged my top-up, but the amount hasn't been credited to my account. Could you please assist me in resolving this issue? I suspect there might be a technical glitch in the system.
VAL | [pin_blocked] | YES | Text: I'm having trouble entering my PIN.
VAL | [pending_top_up] | YES | Text: I made a recent top-up and tried to make a purchase, but the system is showing that the funds are still pending. Can you help me expedite the processing of my pending top-up?
VAL | [cancel_transfer] | NO | Text: I accidentally entered the wrong account information.
VAL | [card_not_working] | YES | Text: I'm having trouble making any purchases with my card today. Can you help me figure out what's going on?
VAL | [card_payment_fee_charged] | YES | Text: I'd like to be notified when an extra fee is applied to my payment. I recently checked the app and noticed an unexpected fee associated with one of my transactions. I wasn't informed about this additional charge beforehand.
VAL | [why_verify_identity] | NO | Text: I'm having trouble completing the identity verification process.
VAL | [cash_withdrawal_charge] | YES | Text: I was surprised to see a charge for the cash withdrawal
