GEN | [age_limit] | Orig: I need to set up an account for my daughter, how would I do that? -> Aug: I'd like to open an account for my minor child, what's the process for doing so?
GEN | [top_up_reverted] | Orig: I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on? -> Aug: I attempted to make a crypto top-up using your service, but it didn't go through. The transaction was reversed, and the amount was taken from my account. Can you investigate this issue and let me know what's happening?
GEN | [top_up_failed] | Orig: I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly. -> Aug: I'm having trouble accessing my funds. Could it be related to the top-up process? I'm certain I entered the details correctly.
GEN | [supported_cards_and_currencies] | Orig: I wish to use my American Express to put funds into my account. -> Aug: I'd like to deposit funds into my account using my American Express card.
GEN | [transfer_fee_charged] | Orig: I need to know how much it costs to transfer funds. -> Aug: I'd like to inquire about the transfer fee associated with moving money between accounts.
GEN | [getting_spare_card] | Orig: I need a new card. -> Aug: I require a replacement card.
GEN | [fiat_currency_support] | Orig: Is my country's currency supported by your system? -> Aug: Does your bank support transactions in my local currency, or do you only accept international currencies?
GEN | [age_limit] | Orig: Is it possible for me to set up separate accounts for my kids? -> Aug: Can I open individual accounts for my children, considering their age and account type?
GEN | [pending_top_up] | Orig: Isn't my top-up supposed to mean its complete? -> Aug: Why hasn't my top-up been processed yet? I thought it was supposed to be completed by now.
GEN | [apple_pay_or_google_pay] | Orig: I have received my American express in apple play, looks like top up has an issue, please help? -> Aug: I've successfully added my American Express card to Google Pay, but I'm experiencing a problem with the top-up process, can you assist me?
GEN | [card_about_to_expire] | Orig: Can I order a new card with the app? -> Aug: Before my card expires, can I request a new one through the mobile app?
GEN | [card_swallowed] | Orig: Why did the ATM take my card and keep it? -> Aug: I accidentally swallowed my debit card while trying to insert it into the ATM, and now it's stuck. Can you help me retrieve it?
GEN | [compromised_card] | Orig: I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away. -> Aug: I'm concerned that someone else has used my card since I've never been to the location where some transactions on my statement are from. Can you please take immediate action to stop any further unauthorized activity?
GEN | [getting_virtual_card] | Orig: I need to order a new card, can you please direct me to the virtual cards? -> Aug: I'd like to request a new virtual card, could you guide me through the process of ordering one?
GEN | [cash_withdrawal_charge] | Orig: I hate this ATM, it charged me an extra fee, Why did it charge? -> Aug: I'm frustrated with this ATM, it added an unexpected withdrawal fee, Can you explain why it did that?
GEN | [card_linking] | Orig: I would like to re-activate my card, it was previously reported  lost but I found it this morning. -> Aug: I'd like to reactivate my card, as I previously reported it lost, but I've since found it.
GEN | [visa_or_mastercard] | Orig: What credit cards do you carry -> Aug: We accept Visa and Mastercard credit cards.
GEN | [pending_cash_withdrawal] | Orig: Why does it still charge me even though I was unable to withdraw money from the ATM? -> Aug: I'm still being charged for a cash withdrawal that didn't go through, can you help me understand why?
GEN | [Refund_not_showing_up] | Orig: My refund isn't going fast enough. -> Aug: My refund is taking too long to process.
GEN | [card_about_to_expire] | Orig: Tell me what I should do after my card expires. -> Aug: What steps should I take when my credit card expires?
GEN | [card_acceptance] | Orig: Where can I pay with my card? -> Aug: What methods of payment are available for using my credit/debit card?
GEN | [supported_cards_and_currencies] | Orig: I'd like to use my American Express to place money into my account. -> Aug: I'd like to use my Visa card to deposit funds into my account.
GEN | [get_physical_card] | Orig: When do I set up my card PIN? -> Aug: How do I activate my physical card and set up my PIN?
GEN | [cash_withdrawal_not_recognised] | Orig: My app says I withdraw funds from my account through an ATM. -> Aug: I'm trying to recall a recent cash withdrawal from my account, but the transaction isn't showing up on my app.
GEN | [fiat_currency_support] | Orig: I need to know which flat currencies are supported by you. -> Aug: We currently support a wide range of fiat currencies, including but not limited to USD, EUR, JPY, and GBP. Can you please specify which currency you are looking to use for your transaction?
GEN | [direct_debit_payment_not_recognised] | Orig: what is this charge i didnt do it what can i do -> Aug: I'm showing a direct debit payment on my account that I didn't authorise, can you help me investigate and cancel it?
GEN | [age_limit] | Orig: Do you have a limit for someone's age? -> Aug: Is there an age restriction for opening an account?
GEN | [card_payment_fee_charged] | Orig: I want to see what this fee is on my card payment. -> Aug: I'd like to know the fee associated with my recent card payment.
GEN | [card_linking] | Orig: I would like to link my card to my account. -> Aug: I'd like to connect my card to my account.
GEN | [card_linking] | Orig: I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account? -> Aug: I've located my missing or stolen card, do I need to activate the replacement card that was mailed to me in order to access my account?
GEN | [Refund_not_showing_up] | Orig: I returned an item but don't see it on my account? -> Aug: I sent back a product, but the refund hasn't been credited to my account yet.
GEN | [declined_cash_withdrawal] | Orig: Why am I unable to withdraw money even though in the past I've done it just fine? -> Aug: I'm sorry to inform you that your recent cash withdrawal request has been declined due to insufficient funds or account restrictions. Please check your account balance and transaction history to understand the reason behind this decline.
GEN | [getting_spare_card] | Orig: What steps do I need to get another card? -> Aug: How can I obtain a replacement card?
GEN | [transfer_fee_charged] | Orig: So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user? -> Aug: I've been making regular transactions from my account to cover expenses for my vacation property abroad, but I'm surprised to see excessive fees being deducted. Can you explain why I'm being charged so much? I'd expect some loyalty benefits as a frequent user.
GEN | [card_payment_not_recognised] | Orig: my statement contains an unknown payment -> Aug: I'm trying to reconcile my statement, but there's a payment listed that I don't recognize.
GEN | [card_acceptance] | Orig: Any place that takes Mastercard would be fine. -> Aug: Any location that accepts Mastercard would be suitable.
VAL | [age_limit] | NO | Text: I'd like to open an account for my minor child, what's the process for doing so?
VAL | [top_up_reverted] | YES | Text: I attempted to make a crypto top-up using your service, but it didn't go through. The transaction was reversed, and the amount was taken from my account. Can you investigate this issue and let me know what's happening?
VAL | [top_up_failed] | YES | Text: I'm having trouble accessing my funds. Could it be related to the top-up process? I'm certain I entered the details correctly.
VAL | [supported_cards_and_currencies] | YES | Text: I'd like to deposit funds into my account using my American Express card.
VAL | [transfer_fee_charged] | YES | Text: I'd like to inquire about the transfer fee associated with moving money between accounts.
VAL | [getting_spare_card] | YES | Text: I require a replacement card.
VAL | [fiat_currency_support] | NO | Text: Does your bank support transactions in my local currency, or do you only accept international currencies?
VAL | [age_limit] | NO | Text: Can I open individual accounts for my children, considering their age and account type?
VAL | [pending_top_up] | YES | Text: Why hasn't my top-up been processed yet? I thought it was supposed to be completed by now.
VAL | [apple_pay_or_google_pay] | NO | Text: I've successfully added my American Express card to Google Pay, but I'm experiencing a problem with the top-up process, can you assist me?
VAL | [card_about_to_expire] | NO | Text: Before my card expires, can I request a new one through the mobile app?
VAL | [card_swallowed] | NO | Text: I accidentally swallowed my debit card while trying to insert it into the ATM, and now it's stuck. Can you help me retrieve it?
VAL | [compromised_card] | YES | Text: I'm concerned that someone else has used my card since I've never been to the location where some transactions on my statement are from. Can you please take immediate action to stop any further unauthorized activity?
VAL | [getting_virtual_card] | YES | Text: I'd like to request a new virtual card, could you guide me through the process of ordering one?
VAL | [cash_withdrawal_charge] | YES | Text: I'm frustrated with this ATM, it added an unexpected withdrawal fee, Can you explain why it did that?
VAL | [card_linking] | NO | Text: I'd like to reactivate my card, as I previously reported it lost, but I've since found it.
VAL | [visa_or_mastercard] | YES | Text: We accept Visa and Mastercard credit cards.
VAL | [pending_cash_withdrawal] | YES | Text: I'm still being charged for a cash withdrawal that didn't go through, can you help me understand why?
VAL | [Refund_not_showing_up] | YES | Text: My refund is taking too long to process.
VAL | [card_about_to_expire] | YES | Text: What steps should I take when my credit card expires?
VAL | [card_acceptance] | NO | Text: What methods of payment are available for using my credit/debit card?
VAL | [supported_cards_and_currencies] | NO | Text: I'd like to use my Visa card to deposit funds into my account.
VAL | [get_physical_card] | NO | Text: How do I activate my physical card and set up my PIN?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm trying to recall a recent cash withdrawal from my account, but the transaction isn't showing up on my app.
VAL | [fiat_currency_support] | YES | Text: We currently support a wide range of fiat currencies, including but not limited to USD, EUR, JPY, and GBP. Can you please specify which currency you are looking to use for your transaction?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing a direct debit payment on my account that I didn't authorise, can you help me investigate and cancel it?
VAL | [age_limit] | YES | Text: Is there an age restriction for opening an account?
VAL | [card_payment_fee_charged] | YES | Text: I'd like to know the fee associated with my recent card payment.
VAL | [card_linking] | YES | Text: I'd like to connect my card to my account.
VAL | [card_linking] | YES | Text: I've located my missing or stolen card, do I need to activate the replacement card that was mailed to me in order to access my account?
VAL | [Refund_not_showing_up] | YES | Text: I sent back a product, but the refund hasn't been credited to my account yet.
VAL | [declined_cash_withdrawal] | NO | Text: I'm sorry to inform you that your recent cash withdrawal request has been declined due to insufficient funds or account restrictions. Please check your account balance and transaction history to understand the reason behind this decline.
VAL | [getting_spare_card] | YES | Text: How can I obtain a replacement card?
VAL | [transfer_fee_charged] | NO | Text: I've been making regular transactions from my account to cover expenses for my vacation property abroad, but I'm surprised to see excessive fees being deducted. Can you explain why I'm being charged so much? I'd expect some loyalty benefits as a frequent user.
VAL | [card_payment_not_recognised] | YES | Text: I'm trying to reconcile my statement, but there's a payment listed that I don't recognize.
VAL | [card_acceptance] | NO | Text: Any location that accepts Mastercard would be suitable.
