GEN | [cash_withdrawal_charge] | Orig: I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now? -> Aug: I'm concerned about being charged a fee for a recent cash withdrawal. Is this a new policy or was there an error on my part?
GEN | [top_up_by_card_charge] | Orig: If I were to use a European bank card for a top up, will I incur a charge? -> Aug: If I were to use a foreign bank card for a top-up, will I be charged a fee?
GEN | [exchange_charge] | Orig: Do I pay extra for exchange? -> Aug: Is there an additional fee for exchanging my currency?
GEN | [exchange_via_app] | Orig: Can this convert money? -> Aug: Can I exchange currency using the app?
GEN | [top_up_by_bank_transfer_charge] | Orig: Do I get charged if I get money? -> Aug: Will I be charged a fee when I receive a bank transfer top-up?
GEN | [card_payment_not_recognised] | Orig: There are charges on my card from the past few day I am pretty sure I didnt make, can you please freeze it for me? How do I get my money returned since it wasnt me? -> Aug: I'm showing an unusual transaction on my card from the recent past, and I'm certain I didn't authorize it. Can you please put a hold on it? How do I get my money back since it's not my transaction?
GEN | [card_linking] | Orig: May I reactivate my card? I previously reported it lost, but have now found it safe and sound. -> Aug: I'd be happy to assist you with reactivating your card. Since you previously reported it lost, I'll need to verify some information to ensure the security of your account. Can you please confirm your card details and provide the card number, expiration date, and security code?
GEN | [top_up_by_card_charge] | Orig: I need to know what charges I will incur for using a European card for top up. -> Aug: I'd like to understand the fees associated with using a European-issued card for a card charge top-up.
GEN | [top_up_by_card_charge] | Orig: Will I get charged for topping up with an international card? -> Aug: Will I be charged a fee for using an international card to top up my account?
GEN | [card_payment_wrong_exchange_rate] | Orig: Does the fee for exchange change? -> Aug: Is the exchange rate fee the same every time I make a payment?
GEN | [cash_withdrawal_charge] | Orig: Please help!  There was an extra fee when I got cash. -> Aug: I'm happy to assist you with the unexpected fee you were charged for the cash withdrawal.
GEN | [receiving_money] | Orig: How can my boss pay me directly to the card? -> Aug: Can I receive a direct deposit from my boss to my debit card?
GEN | [transfer_fee_charged] | Orig: I bought something online and it says there was a fee to transfer money. Isn't that free? -> Aug: I recently made an online purchase and noticed a fee was deducted for the transfer. Shouldn't this be a free service?
GEN | [why_verify_identity] | Orig: Is the identity check part of bank policy? -> Aug: What's the purpose of verifying my identity when I'm opening an account or applying for a loan?
GEN | [transfer_into_account] | Orig: Can I use my bank account to send me more money? -> Aug: Can I transfer funds from my bank account to add more money to it?
GEN | [compromised_card] | Orig: I froze my account, but how do I order a replacement card? -> Aug: I'm trying to get a new card because I suspect my current one has been compromised, can you help me with the replacement process?
GEN | [lost_or_stolen_phone] | Orig: I was recently mugged and would like to know if I have to have access to the app to use your services and how I would go about setting up your services on a new device belonging to a current user? -> Aug: I'm a victim of theft and I'd like to know if I need access to the app to use your services and how I can set up your services on a new device that was previously linked to my account.
GEN | [visa_or_mastercard] | Orig: Why can I not choose the card i want? -> Aug: Why can I not select the Visa or Mastercard I prefer?
GEN | [card_about_to_expire] | Orig: How do I go about ordering a new bank card? -> Aug: Before I do that, I'd like to confirm if my current bank card is still active or if it's about to expire soon, and if so, what are the next steps to replace it?
GEN | [request_refund] | Orig: Canceling my order is what I need to do right now. -> Aug: I'd like to initiate a cancellation and request a refund for my recent order.
GEN | [top_up_by_card_charge] | Orig: how much is the fee for topping by card -> Aug: what is the charge for making a card top-up?
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone so do I have to make a new account? -> Aug: I recently lost my phone and I'm not sure if I need to create a new account or if I can recover my old one.
GEN | [visa_or_mastercard] | Orig: Can I get a Visa or does it have to be something else. -> Aug: Can I use a Visa or do I need to use a different credit card?
GEN | [card_not_working] | Orig: How do I check security settings on my card? -> Aug: I'm having trouble using my card, and I'm worried it might be compromised. Can you help me check the security settings on my card?
GEN | [exchange_via_app] | Orig: I need to get some Euros for my holiday. Am I able to exchange some of my money? -> Aug: I'm planning a trip and need to exchange some currency. Can I do it through your app?
GEN | [country_support] | Orig: As far as courtries go which ones are supported? -> Aug: We currently support a wide range of countries, including but not limited to, the United States, Canada, Mexico, and many more. Please let me know if you have a specific country in mind and I'll be happy to assist you with your inquiry.
GEN | [exchange_charge] | Orig: Do I get any sort of discount on volume for a lot fo currency exchanges? -> Aug: Can I take advantage of any bulk discounts for a large number of currency exchanges?
GEN | [fiat_currency_support] | Orig: Do you have EUR currency available for me? -> Aug: Can I exchange my money for Euros or is the EUR currency available for withdrawal?
GEN | [card_about_to_expire] | Orig: How do I get a new expiration date? -> Aug: What can I do to extend the validity of my card or get a new expiration date?
GEN | [verify_top_up] | Orig: Verifying the top-up seems like a hassle. -> Aug: Confirming the top-up details appears to be a tedious process.
GEN | [exchange_rate] | Orig: Will my money be of equal value when I travel abroad? -> Aug: Will the value of my currency remain the same when I exchange it for a foreign currency while traveling abroad?
GEN | [topping_up_by_card] | Orig: If I want a friend to top off my account, can they? -> Aug: If a friend wants to add funds to my account using their card, can they do so?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I going to be charged for receiving  money? -> Aug: Will there be any fees associated with receiving a bank transfer to top up my account?
GEN | [card_payment_not_recognised] | Orig: I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back? -> Aug: I'm concerned about some unfamiliar transactions on my card statement from recent days. Can I temporarily suspend my card to prevent further unauthorized activity? If so, will I still be able to recover the disputed amounts?
GEN | [top_up_by_bank_transfer_charge] | Orig: Is there a cost to receive money? -> Aug: Are there any fees associated with receiving a bank transfer top-up?
GEN | [card_payment_not_recognised] | Orig: I did not charge my account for that transaction.  That's an error. -> Aug: I'm not seeing the payment reflected in my account. Can you look into this discrepancy?
GEN | [fiat_currency_support] | Orig: Are there limitations to what currency I can hold? -> Aug: Can I hold any currency in my account, or are there restrictions on the types of currencies I can hold?
GEN | [cash_withdrawal_charge] | Orig: When did you start charging to make a withdrawal? How much is it now? I always thought it was free. -> Aug: When did the fee for cash withdrawals begin, and what is the current charge? I'm surprised to hear it's no longer free.
VAL | [cash_withdrawal_charge] | YES | Text: I'm concerned about being charged a fee for a recent cash withdrawal. Is this a new policy or was there an error on my part?
VAL | [top_up_by_card_charge] | YES | Text: If I were to use a foreign bank card for a top-up, will I be charged a fee?
VAL | [exchange_charge] | YES | Text: Is there an additional fee for exchanging my currency?
VAL | [exchange_via_app] | YES | Text: Can I exchange currency using the app?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Will I be charged a fee when I receive a bank transfer top-up?
VAL | [card_payment_not_recognised] | YES | Text: I'm showing an unusual transaction on my card from the recent past, and I'm certain I didn't authorize it. Can you please put a hold on it? How do I get my money back since it's not my transaction?
VAL | [card_linking] | NO | Text: I'd be happy to assist you with reactivating your card. Since you previously reported it lost, I'll need to verify some information to ensure the security of your account. Can you please confirm your card details and provide the card number, expiration date, and security code?
VAL | [top_up_by_card_charge] | YES | Text: I'd like to understand the fees associated with using a European-issued card for a card charge top-up.
VAL | [top_up_by_card_charge] | YES | Text: Will I be charged a fee for using an international card to top up my account?
VAL | [card_payment_wrong_exchange_rate] | NO | Text: Is the exchange rate fee the same every time I make a payment?
VAL | [cash_withdrawal_charge] | YES | Text: I'm happy to assist you with the unexpected fee you were charged for the cash withdrawal.
VAL | [receiving_money] | YES | Text: Can I receive a direct deposit from my boss to my debit card?
VAL | [transfer_fee_charged] | NO | Text: I recently made an online purchase and noticed a fee was deducted for the transfer. Shouldn't this be a free service?
VAL | [why_verify_identity] | NO | Text: What's the purpose of verifying my identity when I'm opening an account or applying for a loan?
VAL | [transfer_into_account] | NO | Text: Can I transfer funds from my bank account to add more money to it?
VAL | [compromised_card] | YES | Text: I'm trying to get a new card because I suspect my current one has been compromised, can you help me with the replacement process?
VAL | [lost_or_stolen_phone] | NO | Text: I'm a victim of theft and I'd like to know if I need access to the app to use your services and how I can set up your services on a new device that was previously linked to my account.
VAL | [visa_or_mastercard] | NO | Text: Why can I not select the Visa or Mastercard I prefer?
VAL | [card_about_to_expire] | NO | Text: Before I do that, I'd like to confirm if my current bank card is still active or if it's about to expire soon, and if so, what are the next steps to replace it?
VAL | [request_refund] | NO | Text: I'd like to initiate a cancellation and request a refund for my recent order.
VAL | [top_up_by_card_charge] | YES | Text: what is the charge for making a card top-up?
VAL | [lost_or_stolen_phone] | NO | Text: I recently lost my phone and I'm not sure if I need to create a new account or if I can recover my old one.
VAL | [visa_or_mastercard] | YES | Text: Can I use a Visa or do I need to use a different credit card?
VAL | [card_not_working] | NO | Text: I'm having trouble using my card, and I'm worried it might be compromised. Can you help me check the security settings on my card?
VAL | [exchange_via_app] | YES | Text: I'm planning a trip and need to exchange some currency. Can I do it through your app?
VAL | [country_support] | NO | Text: We currently support a wide range of countries, including but not limited to, the United States, Canada, Mexico, and many more. Please let me know if you have a specific country in mind and I'll be happy to assist you with your inquiry.
VAL | [exchange_charge] | NO | Text: Can I take advantage of any bulk discounts for a large number of currency exchanges?
VAL | [fiat_currency_support] | NO | Text: Can I exchange my money for Euros or is the EUR currency available for withdrawal?
VAL | [card_about_to_expire] | YES | Text: What can I do to extend the validity of my card or get a new expiration date?
VAL | [verify_top_up] | YES | Text: Confirming the top-up details appears to be a tedious process.
VAL | [exchange_rate] | YES | Text: Will the value of my currency remain the same when I exchange it for a foreign currency while traveling abroad?
VAL | [topping_up_by_card] | NO | Text: If a friend wants to add funds to my account using their card, can they do so?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Will there be any fees associated with receiving a bank transfer to top up my account?
VAL | [card_payment_not_recognised] | NO | Text: I'm concerned about some unfamiliar transactions on my card statement from recent days. Can I temporarily suspend my card to prevent further unauthorized activity? If so, will I still be able to recover the disputed amounts?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Are there any fees associated with receiving a bank transfer top-up?
VAL | [card_payment_not_recognised] | YES | Text: I'm not seeing the payment reflected in my account. Can you look into this discrepancy?
VAL | [fiat_currency_support] | YES | Text: Can I hold any currency in my account, or are there restrictions on the types of currencies I can hold?
VAL | [cash_withdrawal_charge] | YES | Text: When did the fee for cash withdrawals begin, and what is the current charge? I'm surprised to hear it's no longer free.
